s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,kg/s,kg/s
Time,HRR,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_ENTH,Q_TOTAL,MLR_AIR,MLR_METHANOL,MLR_INTERMEDIATE PRODUCTS,MLR_PRODUCTS
 0.0000000E+000, 0.0000000E+000, 1.9516666E-004, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.9516666E-004, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 2.0005879E+000, 1.2985772E+001,-3.1246569E+000,-6.7666534E+000,-4.5300440E-001, 3.1562153E-003, 0.0000000E+000, 0.0000000E+000, 2.6309920E+000, 2.6446137E+000, 0.0000000E+000, 6.9596313E-004, 0.0000000E+000, 0.0000000E+000
 4.0003142E+000, 2.1367681E+001,-5.0464779E+000,-1.5849407E+001,-5.6199855E-001, 5.8963222E-003, 0.0000000E+000, 0.0000000E+000,-3.7576347E-002,-8.4305629E-002, 0.0000000E+000, 1.0384011E-003, 0.0000000E+000, 0.0000000E+000
 6.0004849E+000, 2.2036049E+001,-5.2685277E+000,-1.6198758E+001,-5.5638840E-001, 6.0299267E-003, 0.0000000E+000, 0.0000000E+000, 4.0506243E-002, 1.8404857E-002, 0.0000000E+000, 1.0475436E-003, 0.0000000E+000, 0.0000000E+000
 8.0005531E+000, 2.2000388E+001,-5.2683695E+000,-1.5454505E+001,-5.6522635E-001, 6.0692288E-003, 0.0000000E+000, 0.0000000E+000, 7.4120191E-001, 7.1835654E-001, 0.0000000E+000, 1.0477126E-003, 0.0000000E+000, 0.0000000E+000
 1.0000571E+001, 2.2010946E+001,-5.2368272E+000,-1.6977416E+001,-5.6039449E-001, 6.0078401E-003, 0.0000000E+000, 0.0000000E+000,-7.1390676E-001,-7.5768420E-001, 0.0000000E+000, 1.0477157E-003, 0.0000000E+000, 0.0000000E+000
 1.2000355E+001, 2.2095829E+001,-5.2573233E+000,-1.5646304E+001,-5.6788909E-001, 5.9734711E-003, 0.0000000E+000, 0.0000000E+000, 6.7458334E-001, 6.3028597E-001, 0.0000000E+000, 1.0477158E-003, 0.0000000E+000, 0.0000000E+000
 1.4000535E+001, 2.1938601E+001,-5.2392105E+000,-1.5815591E+001,-5.7348953E-001, 6.0297096E-003, 0.0000000E+000, 0.0000000E+000, 3.3706708E-001, 3.1634016E-001, 0.0000000E+000, 1.0477158E-003, 0.0000000E+000, 0.0000000E+000
 1.6000477E+001, 2.2238410E+001,-5.3197216E+000,-1.6451600E+001,-5.6313571E-001, 6.0304299E-003, 0.0000000E+000, 0.0000000E+000,-6.1329700E-002,-9.0016883E-002, 0.0000000E+000, 1.0477158E-003, 0.0000000E+000, 0.0000000E+000
 1.8000751E+001, 2.1943378E+001,-5.2260939E+000,-1.6522989E+001,-5.7185896E-001, 6.0931371E-003, 0.0000000E+000, 0.0000000E+000,-3.1550296E-001,-3.7147096E-001, 0.0000000E+000, 1.0477158E-003, 0.0000000E+000, 0.0000000E+000
 2.0000650E+001, 2.1636953E+001,-5.1388395E+000,-1.6240828E+001,-5.6014695E-001, 6.0696909E-003, 0.0000000E+000, 0.0000000E+000,-2.4181289E-001,-2.9679163E-001, 0.0000000E+000, 1.0477158E-003, 0.0000000E+000, 0.0000000E+000
 2.2000368E+001, 2.1780052E+001,-5.1678167E+000,-1.6223227E+001,-5.6087440E-001, 6.1788989E-003, 0.0000000E+000, 0.0000000E+000,-1.3393332E-001,-1.6568697E-001, 0.0000000E+000, 1.0477158E-003, 0.0000000E+000, 0.0000000E+000
 2.4000952E+001, 2.2019615E+001,-5.2222237E+000,-1.6466830E+001,-5.7616279E-001, 6.0337344E-003, 0.0000000E+000, 0.0000000E+000,-1.9662187E-001,-2.3956737E-001, 0.0000000E+000, 1.0477158E-003, 0.0000000E+000, 0.0000000E+000
 2.6000977E+001, 2.1973053E+001,-5.2170818E+000,-1.6292890E+001,-5.5444981E-001, 6.0521288E-003, 0.0000000E+000, 0.0000000E+000,-5.3652232E-002,-8.5316278E-002, 0.0000000E+000, 1.0477158E-003, 0.0000000E+000, 0.0000000E+000
 2.8000286E+001, 2.2051863E+001,-5.2514726E+000,-1.5908618E+001,-5.6287962E-001, 6.0628515E-003, 0.0000000E+000, 0.0000000E+000, 3.6434987E-001, 3.3495563E-001, 0.0000000E+000, 1.0477158E-003, 0.0000000E+000, 0.0000000E+000
 3.0000650E+001, 2.1885920E+001,-5.2025339E+000,-1.6738287E+001,-5.7596078E-001, 6.0321814E-003, 0.0000000E+000, 0.0000000E+000,-5.7779954E-001,-6.2482943E-001, 0.0000000E+000, 1.0477158E-003, 0.0000000E+000, 0.0000000E+000
 3.2000420E+001, 2.1951967E+001,-5.2119125E+000,-1.5470470E+001,-5.6442445E-001, 6.0328729E-003, 0.0000000E+000, 0.0000000E+000, 7.7346084E-001, 7.1119321E-001, 0.0000000E+000, 1.0477158E-003, 0.0000000E+000, 0.0000000E+000
 3.4000217E+001, 2.2150129E+001,-5.2549361E+000,-1.6388924E+001,-5.6332964E-001, 6.1100067E-003, 0.0000000E+000, 0.0000000E+000,-3.2047000E-003,-5.0950252E-002, 0.0000000E+000, 1.0477158E-003, 0.0000000E+000, 0.0000000E+000
 3.6000584E+001, 2.2075185E+001,-5.2713151E+000,-1.6108947E+001,-5.5781598E-001, 6.1669007E-003, 0.0000000E+000, 0.0000000E+000, 1.8243423E-001, 1.4327375E-001, 0.0000000E+000, 1.0477158E-003, 0.0000000E+000, 0.0000000E+000
 3.8000519E+001, 2.2018029E+001,-5.2593163E+000,-1.6651795E+001,-5.5981507E-001, 6.0726536E-003, 0.0000000E+000, 0.0000000E+000,-4.0808275E-001,-4.4682505E-001, 0.0000000E+000, 1.0477158E-003, 0.0000000E+000, 0.0000000E+000
 4.0000267E+001, 2.1828683E+001,-5.1912792E+000,-1.6225373E+001,-5.7007601E-001, 5.9914220E-003, 0.0000000E+000, 0.0000000E+000,-9.6244874E-002,-1.5205332E-001, 0.0000000E+000, 1.0477158E-003, 0.0000000E+000, 0.0000000E+000
 4.2000198E+001, 2.2018141E+001,-5.2260210E+000,-1.5639126E+001,-5.5159699E-001, 6.0543670E-003, 0.0000000E+000, 0.0000000E+000, 6.3811403E-001, 6.0745147E-001, 0.0000000E+000, 1.0477158E-003, 0.0000000E+000, 0.0000000E+000
 4.4000282E+001, 2.1868546E+001,-5.2364277E+000,-1.7055755E+001,-5.4751101E-001, 5.9984523E-003, 0.0000000E+000, 0.0000000E+000,-9.3092927E-001,-9.6514887E-001, 0.0000000E+000, 1.0477158E-003, 0.0000000E+000, 0.0000000E+000
 4.6000118E+001, 2.2007498E+001,-5.2234774E+000,-1.5216535E+001,-5.4475241E-001, 5.9473130E-003, 0.0000000E+000, 0.0000000E+000, 1.0483420E+000, 1.0286810E+000, 0.0000000E+000, 1.0477158E-003, 0.0000000E+000, 0.0000000E+000
 4.8000210E+001, 2.1972749E+001,-5.2383799E+000,-1.7110345E+001,-5.5606012E-001, 6.0185727E-003, 0.0000000E+000, 0.0000000E+000,-8.8904449E-001,-9.2601760E-001, 0.0000000E+000, 1.0477158E-003, 0.0000000E+000, 0.0000000E+000
 5.0000542E+001, 2.2044011E+001,-5.2206897E+000,-1.5920129E+001,-5.4812973E-001, 6.0127633E-003, 0.0000000E+000, 0.0000000E+000, 3.9457839E-001, 3.6107576E-001, 0.0000000E+000, 1.0477158E-003, 0.0000000E+000, 0.0000000E+000
 5.2000561E+001, 2.1768327E+001,-5.1867069E+000,-1.6030151E+001,-5.5265850E-001, 5.9491843E-003, 0.0000000E+000, 0.0000000E+000, 2.3609857E-002, 4.7598519E-003, 0.0000000E+000, 1.0477158E-003, 0.0000000E+000, 0.0000000E+000
 5.4000633E+001, 2.1933130E+001,-5.1900210E+000,-1.5836741E+001,-5.5246799E-001, 5.9877448E-003, 0.0000000E+000, 0.0000000E+000, 3.9250925E-001, 3.5988780E-001, 0.0000000E+000, 1.0477158E-003, 0.0000000E+000, 0.0000000E+000
 5.6000435E+001, 2.2016911E+001,-5.2211856E+000,-1.6310049E+001,-5.6629515E-001, 6.0051647E-003, 0.0000000E+000, 0.0000000E+000,-3.1718053E-002,-7.4613621E-002, 0.0000000E+000, 1.0477158E-003, 0.0000000E+000, 0.0000000E+000
 5.8000668E+001, 2.1961993E+001,-5.2332311E+000,-1.6388222E+001,-5.5590936E-001, 5.9692287E-003, 0.0000000E+000, 0.0000000E+000,-1.6524554E-001,-2.0940031E-001, 0.0000000E+000, 1.0477158E-003, 0.0000000E+000, 0.0000000E+000
 6.0000000E+001, 2.1955544E+001,-5.2384296E+000,-1.5950171E+001,-5.4874951E-001, 5.9799314E-003, 0.0000000E+000, 0.0000000E+000, 2.4167183E-001, 2.2417362E-001, 0.0000000E+000, 1.0477158E-003, 0.0000000E+000, 0.0000000E+000
