cm,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,K,K,K,K,K,K,K,K,K,K,K,K,K,K,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,C,C,C,C,C,C,C,C,C,C,C,C,C,C,m/s*m/s,m/s*m/s,m/s*m/s,m/s*m/s,m/s*m/s,m/s*m/s,m/s*m/s,m/s*m/s,m/s*m/s,m/s*m/s,m/s*m/s,m/s*m/s,m/s*C,m/s*C,m/s*C,m/s*C,m/s*C,m/s*C,m/s*C,m/s*C,m/s*C,m/s*C,m/s*C,m/s*C,m/s*C,m/s*C,m/s*C,m/s*C,m/s*C,m/s*C,m/s*C,m/s*C,m/s*C,m/s*C,m/s*C,m/s*C,cm,K,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol
r,Up2,Up4,Up6,Up8,Up10,Up12,Up14,Up16,Up18,Up20,Up30,Up60,Wp2,Wp4,Wp6,Wp8,Wp10,Wp12,Wp14,Wp16,Wp18,Wp20,Wp30,Wp60,Tp2,Tp4,Tp6,Tp8,Tp10,Tp12,Tp14,Tp16,Tp18,Tp20,Tp30,Tp40,Tp50,Tp60,Urms2,Urms4,Urms6,Urms8,Urms10,Urms12,Urms14,Urms16,Urms18,Urms20,Urms30,Urms60,Wrms2,Wrms4,Wrms6,Wrms8,Wrms10,Wrms12,Wrms14,Wrms16,Wrms18,Wrms20,Wrms30,Wrms60,Trms2,Trms4,Trms6,Trms8,Trms10,Trms12,Trms14,Trms16,Trms18,Trms20,Trms30,Trms40,Trms50,Trms60,UW2,UW4,UW6,UW8,UW10,UW12,UW14,UW16,UW18,UW20,UW30,UW60,TW2,TW4,TW6,TW8,TW10,TW12,TW14,TW16,TW18,TW20,TW30,TW60,TU2,TU4,TU6,TU8,TU10,TU12,TU14,TU16,TU18,TU20,TU30,TU60,z,T_CL,X_O2,X_CO2,X_CO,X_FUEL,X_H2O,X_H2
-4.0000000E+000,-3.2454560E-001,-3.5436921E-001,-2.9659615E-001,-2.4532017E-001,-1.8911962E-001,-1.5350863E-001,-1.1312876E-001,-9.0730611E-002,-6.0803233E-002,-4.3475340E-002, 4.5441590E-002, 3.2323591E-002, 6.1519271E-001, 1.1197608E+000, 1.5680849E+000, 1.9321851E+000, 1.9321851E+000, 2.4488392E+000, 2.6289209E+000, 2.7757633E+000, 2.8935363E+000, 2.9906770E+000, 3.2068092E+000, 2.8651239E+000, 9.3018801E+002, 1.1356872E+003, 1.2374314E+003, 1.2792578E+003, 1.2845587E+003, 1.2689084E+003, 1.2436526E+003, 1.2119036E+003, 1.1810530E+003, 1.1498373E+003, 1.0036205E+003, 8.4615074E+002, 6.9912522E+002, 5.9382267E+002, 1.3947986E-001, 1.3698965E-001, 1.5514305E-001, 1.7285352E-001, 1.9017364E-001, 2.0699324E-001, 2.2222088E-001, 2.3772093E-001, 2.5401850E-001, 2.7080792E-001, 3.7532761E-001, 6.1815721E-001, 1.5763567E-001, 2.3200792E-001, 2.7655912E-001, 3.1099965E-001, 3.1099965E-001, 3.9388800E-001, 4.5378118E-001, 5.1702903E-001, 5.8744000E-001, 6.5975198E-001, 1.0478517E+000, 1.5697385E+000, 1.5659073E+002, 1.8462084E+002, 1.7666493E+002, 1.5884349E+002, 1.5149227E+002, 1.5613193E+002, 1.6746305E+002, 1.8217594E+002, 1.9692241E+002, 2.1057884E+002, 2.5753009E+002, 2.8353247E+002, 2.8555388E+002, 2.7186451E+002,-9.7219317E-003,-1.0186553E-002,-5.4896014E-003, 1.3798203E-003, 4.8740537E-003, 1.0309657E-002, 1.6128407E-002, 2.5926811E-002, 3.6026458E-002, 4.7357166E-002, 1.4062042E-001, 3.2657498E-001, 1.3534828E+001, 2.9124161E+001, 3.5153137E+001, 3.2493228E+001, 3.0395154E+001, 3.3033398E+001, 4.1723568E+001, 5.5132931E+001, 7.2153468E+001, 9.1679475E+001, 2.0350666E+002, 3.2073346E+002,-1.5316361E+001,-1.0457606E+001,-4.0440740E+000, 9.9747054E-001, 4.2839434E+000, 7.1308950E+000, 9.8224749E+000, 1.3156381E+001, 1.6483186E+001, 1.9650385E+001, 3.6742928E+001, 4.8144892E+001, 1.0000000E+000, 7.7159516E+002, 4.4247130E-002, 2.4312991E-002, 2.2950317E-002, 4.1985135E-001, 9.8864389E-002, 0.0000000E+000
-3.0000000E+000,-3.2454560E-001,-3.5436921E-001,-2.9659615E-001,-2.4532017E-001,-1.8911962E-001,-1.5350863E-001,-1.1312876E-001,-9.0730611E-002,-6.0803233E-002,-4.3475340E-002, 4.5441590E-002, 3.2323591E-002, 6.1519271E-001, 1.1197608E+000, 1.5680849E+000, 1.9321851E+000, 1.9321851E+000, 2.4488392E+000, 2.6289209E+000, 2.7757633E+000, 2.8935363E+000, 2.9906770E+000, 3.2068092E+000, 2.8651239E+000, 9.3018801E+002, 1.1356872E+003, 1.2374314E+003, 1.2792578E+003, 1.2845587E+003, 1.2689084E+003, 1.2436526E+003, 1.2119036E+003, 1.1810530E+003, 1.1498373E+003, 1.0036205E+003, 8.4615074E+002, 6.9912522E+002, 5.9382267E+002, 1.3947986E-001, 1.3698965E-001, 1.5514305E-001, 1.7285352E-001, 1.9017364E-001, 2.0699324E-001, 2.2222088E-001, 2.3772093E-001, 2.5401850E-001, 2.7080792E-001, 3.7532761E-001, 6.1815721E-001, 1.5763567E-001, 2.3200792E-001, 2.7655912E-001, 3.1099965E-001, 3.1099965E-001, 3.9388800E-001, 4.5378118E-001, 5.1702903E-001, 5.8744000E-001, 6.5975198E-001, 1.0478517E+000, 1.5697385E+000, 1.5659073E+002, 1.8462084E+002, 1.7666493E+002, 1.5884349E+002, 1.5149227E+002, 1.5613193E+002, 1.6746305E+002, 1.8217594E+002, 1.9692241E+002, 2.1057884E+002, 2.5753009E+002, 2.8353247E+002, 2.8555388E+002, 2.7186451E+002,-9.7219317E-003,-1.0186553E-002,-5.4896014E-003, 1.3798203E-003, 4.8740537E-003, 1.0309657E-002, 1.6128407E-002, 2.5926811E-002, 3.6026458E-002, 4.7357166E-002, 1.4062042E-001, 3.2657498E-001, 1.3534828E+001, 2.9124161E+001, 3.5153137E+001, 3.2493228E+001, 3.0395154E+001, 3.3033398E+001, 4.1723568E+001, 5.5132931E+001, 7.2153468E+001, 9.1679475E+001, 2.0350666E+002, 3.2073346E+002,-1.5316361E+001,-1.0457606E+001,-4.0440740E+000, 9.9747054E-001, 4.2839434E+000, 7.1308950E+000, 9.8224749E+000, 1.3156381E+001, 1.6483186E+001, 1.9650385E+001, 3.6742928E+001, 4.8144892E+001, 3.0000000E+000, 8.9737151E+002, 4.8895690E-002, 2.9289598E-002, 2.9253103E-002, 3.1135134E-001, 1.2219378E-001, 0.0000000E+000
-2.0000000E+000,-3.2454560E-001,-3.5436921E-001,-2.9659615E-001,-2.4532017E-001,-1.8911962E-001,-1.5350863E-001,-1.1312876E-001,-9.0730611E-002,-6.0803233E-002,-4.3475340E-002, 4.5441590E-002, 3.2323591E-002, 6.1519271E-001, 1.1197608E+000, 1.5680849E+000, 1.9321851E+000, 1.9321851E+000, 2.4488392E+000, 2.6289209E+000, 2.7757633E+000, 2.8935363E+000, 2.9906770E+000, 3.2068092E+000, 2.8651239E+000, 9.3018801E+002, 1.1356872E+003, 1.2374314E+003, 1.2792578E+003, 1.2845587E+003, 1.2689084E+003, 1.2436526E+003, 1.2119036E+003, 1.1810530E+003, 1.1498373E+003, 1.0036205E+003, 8.4615074E+002, 6.9912522E+002, 5.9382267E+002, 1.3947986E-001, 1.3698965E-001, 1.5514305E-001, 1.7285352E-001, 1.9017364E-001, 2.0699324E-001, 2.2222088E-001, 2.3772093E-001, 2.5401850E-001, 2.7080792E-001, 3.7532761E-001, 6.1815721E-001, 1.5763567E-001, 2.3200792E-001, 2.7655912E-001, 3.1099965E-001, 3.1099965E-001, 3.9388800E-001, 4.5378118E-001, 5.1702903E-001, 5.8744000E-001, 6.5975198E-001, 1.0478517E+000, 1.5697385E+000, 1.5659073E+002, 1.8462084E+002, 1.7666493E+002, 1.5884349E+002, 1.5149227E+002, 1.5613193E+002, 1.6746305E+002, 1.8217594E+002, 1.9692241E+002, 2.1057884E+002, 2.5753009E+002, 2.8353247E+002, 2.8555388E+002, 2.7186451E+002,-9.7219317E-003,-1.0186553E-002,-5.4896014E-003, 1.3798203E-003, 4.8740537E-003, 1.0309657E-002, 1.6128407E-002, 2.5926811E-002, 3.6026458E-002, 4.7357166E-002, 1.4062042E-001, 3.2657498E-001, 1.3534828E+001, 2.9124161E+001, 3.5153137E+001, 3.2493228E+001, 3.0395154E+001, 3.3033398E+001, 4.1723568E+001, 5.5132931E+001, 7.2153468E+001, 9.1679475E+001, 2.0350666E+002, 3.2073346E+002,-1.5316361E+001,-1.0457606E+001,-4.0440740E+000, 9.9747054E-001, 4.2839434E+000, 7.1308950E+000, 9.8224749E+000, 1.3156381E+001, 1.6483186E+001, 1.9650385E+001, 3.6742928E+001, 4.8144892E+001, 5.0000000E+000, 9.8408351E+002, 5.0220486E-002, 3.2637691E-002, 3.3458345E-002, 2.4725023E-001, 1.3774198E-001, 0.0000000E+000
-1.0000000E+000,-1.3603806E-001,-1.8235684E-001,-1.6229219E-001,-1.4301011E-001,-1.1211023E-001,-9.4853790E-002,-7.1319295E-002,-6.0456253E-002,-4.2859031E-002,-3.4919910E-002, 3.1840887E-002, 5.1106604E-002, 4.2595828E-001, 8.8643815E-001, 1.3233293E+000, 1.7267766E+000, 1.7267766E+000, 2.3865391E+000, 2.6572065E+000, 2.9021789E+000, 3.1160193E+000, 3.3074201E+000, 3.8387515E+000, 3.1586595E+000, 7.7336422E+002, 9.1176720E+002, 1.0077492E+003, 1.0843773E+003, 1.1441002E+003, 1.1925867E+003, 1.2319935E+003, 1.2626414E+003, 1.2850093E+003, 1.2985799E+003, 1.2372530E+003, 1.0101295E+003, 7.8044361E+002, 6.3394127E+002, 1.2953083E-001, 1.5159041E-001, 1.5995526E-001, 1.6889963E-001, 1.8104484E-001, 1.9345038E-001, 2.1031489E-001, 2.2726117E-001, 2.4484015E-001, 2.6428681E-001, 3.7996731E-001, 6.3028310E-001, 1.4166615E-001, 2.1401898E-001, 2.8181859E-001, 3.2603448E-001, 3.2603448E-001, 3.9307441E-001, 4.2206955E-001, 4.4592908E-001, 4.7163769E-001, 4.9792027E-001, 7.5651509E-001, 1.5503828E+000, 1.0474490E+002, 1.2851844E+002, 1.4771958E+002, 1.5995469E+002, 1.6560664E+002, 1.6649126E+002, 1.6532976E+002, 1.6235568E+002, 1.5893970E+002, 1.5528936E+002, 1.7341284E+002, 2.4127983E+002, 2.8723083E+002, 2.8134595E+002,-5.6847117E-003,-1.1994690E-002,-1.5268245E-002,-1.5320871E-002,-1.5395745E-002,-1.3692850E-002,-1.1193330E-002,-8.3973025E-003,-3.4921320E-003, 8.9267648E-004, 5.6900312E-002, 1.7778205E-001, 6.3024828E+000, 1.8785241E+001, 2.9367600E+001, 3.7712554E+001, 4.2570863E+001, 4.4476109E+001, 4.4657065E+001, 4.3746859E+001, 4.2640538E+001, 4.1818926E+001, 7.5004190E+001, 3.2243904E+002,-7.5586569E+000,-9.4535682E+000,-9.5555144E+000,-9.5739206E+000,-9.0846869E+000,-8.2242227E+000,-7.0931011E+000,-5.4964128E+000,-3.2051603E+000,-4.5522978E-001, 1.8664055E+001, 2.5241338E+001, 7.0000000E+000, 1.0575609E+003, 4.9976350E-002, 3.5524461E-002, 3.6760830E-002, 2.0083766E-001, 1.5042965E-001, 0.0000000E+000
-2.0000000E-002,-1.3603806E-001,-1.8235684E-001,-1.6229219E-001,-1.4301011E-001,-1.1211023E-001,-9.4853790E-002,-7.1319295E-002,-6.0456253E-002,-4.2859031E-002,-3.4919910E-002, 3.1840887E-002, 5.1106604E-002, 4.2595828E-001, 8.8643815E-001, 1.3233293E+000, 1.7267766E+000, 1.7267766E+000, 2.3865391E+000, 2.6572065E+000, 2.9021789E+000, 3.1160193E+000, 3.3074201E+000, 3.8387515E+000, 3.1586595E+000, 7.7336422E+002, 9.1176720E+002, 1.0077492E+003, 1.0843773E+003, 1.1441002E+003, 1.1925867E+003, 1.2319935E+003, 1.2626414E+003, 1.2850093E+003, 1.2985799E+003, 1.2372530E+003, 1.0101295E+003, 7.8044361E+002, 6.3394127E+002, 1.2953083E-001, 1.5159041E-001, 1.5995526E-001, 1.6889963E-001, 1.8104484E-001, 1.9345038E-001, 2.1031489E-001, 2.2726117E-001, 2.4484015E-001, 2.6428681E-001, 3.7996731E-001, 6.3028310E-001, 1.4166615E-001, 2.1401898E-001, 2.8181859E-001, 3.2603448E-001, 3.2603448E-001, 3.9307441E-001, 4.2206955E-001, 4.4592908E-001, 4.7163769E-001, 4.9792027E-001, 7.5651509E-001, 1.5503828E+000, 1.0474490E+002, 1.2851844E+002, 1.4771958E+002, 1.5995469E+002, 1.6560664E+002, 1.6649126E+002, 1.6532976E+002, 1.6235568E+002, 1.5893970E+002, 1.5528936E+002, 1.7341284E+002, 2.4127983E+002, 2.8723083E+002, 2.8134595E+002,-5.6847117E-003,-1.1994690E-002,-1.5268245E-002,-1.5320871E-002,-1.5395745E-002,-1.3692850E-002,-1.1193330E-002,-8.3973025E-003,-3.4921320E-003, 8.9267648E-004, 5.6900312E-002, 1.7778205E-001, 6.3024828E+000, 1.8785241E+001, 2.9367600E+001, 3.7712554E+001, 4.2570863E+001, 4.4476109E+001, 4.4657065E+001, 4.3746859E+001, 4.2640538E+001, 4.1818926E+001, 7.5004190E+001, 3.2243904E+002,-7.5586569E+000,-9.4535682E+000,-9.5555144E+000,-9.5739206E+000,-9.0846869E+000,-8.2242227E+000,-7.0931011E+000,-5.4964128E+000,-3.2051603E+000,-4.5522978E-001, 1.8664055E+001, 2.5241338E+001, 9.0000000E+000, 1.1187138E+003, 4.8883080E-002, 3.8035942E-002, 3.9393353E-002, 1.6632524E-001, 1.6093970E-001, 0.0000000E+000
 1.0000000E+000,-1.0582478E-001,-1.4504738E-001,-1.3195287E-001,-1.1073287E-001,-8.5254328E-002,-6.7843061E-002,-5.2662155E-002,-4.2073391E-002,-3.3396380E-002,-2.5777875E-002, 1.2243828E-002, 3.6653714E-002, 4.0807757E-001, 8.6819833E-001, 1.2969507E+000, 1.6980854E+000, 1.6980854E+000, 2.3564746E+000, 2.6257307E+000, 2.8722845E+000, 3.0844666E+000, 3.2758465E+000, 3.7990092E+000, 3.1724048E+000, 7.6479339E+002, 8.9601189E+002, 9.8838616E+002, 1.0626684E+003, 1.1219245E+003, 1.1713801E+003, 1.2122854E+003, 1.2446394E+003, 1.2691101E+003, 1.2850311E+003, 1.2360577E+003, 1.0145435E+003, 7.8630704E+002, 6.3448083E+002, 1.3088861E-001, 1.5692655E-001, 1.7144982E-001, 1.7837489E-001, 1.9332044E-001, 2.1268399E-001, 2.2761512E-001, 2.4316141E-001, 2.6097159E-001, 2.8141852E-001, 4.0590768E-001, 6.3330792E-001, 1.3492499E-001, 2.1017770E-001, 2.7687810E-001, 3.2006283E-001, 3.2006283E-001, 3.8815827E-001, 4.1733980E-001, 4.4286907E-001, 4.7289508E-001, 5.0414718E-001, 8.0918501E-001, 1.5221982E+000, 9.9986660E+001, 1.2035503E+002, 1.3778174E+002, 1.4934493E+002, 1.5597530E+002, 1.5731597E+002, 1.5648151E+002, 1.5364739E+002, 1.5088186E+002, 1.4820829E+002, 1.7779569E+002, 2.4713463E+002, 2.8006210E+002, 2.6897897E+002,-4.7906165E-003,-9.7928961E-003,-1.5044563E-002,-1.4660104E-002,-1.4962774E-002,-1.3632678E-002,-1.1708465E-002,-6.7978439E-003,-1.0309135E-003, 8.0950415E-003, 9.3846742E-002, 1.8331511E-001, 5.4058045E+000, 1.6997490E+001, 2.6916590E+001, 3.3924493E+001, 3.8159450E+001, 3.9667834E+001, 3.9790756E+001, 3.9008020E+001, 3.8246156E+001, 3.8101468E+001, 8.4832931E+001, 3.0055182E+002,-7.0341158E+000,-8.0602597E+000,-9.8785311E+000,-9.3417634E+000,-9.5289241E+000,-9.0681219E+000,-8.3279594E+000,-6.4052129E+000,-4.2595837E+000,-8.6196485E-001, 2.4564305E+001, 3.0084808E+001, 1.1000000E+001, 1.1704723E+003, 4.7568473E-002, 4.0328903E-002, 4.1452773E-002, 1.3867537E-001, 1.6981955E-001, 0.0000000E+000
 2.0000000E+000,-3.0866045E-001,-3.3832399E-001,-2.8134694E-001,-2.2996427E-001,-1.7463374E-001,-1.4090960E-001,-1.0382749E-001,-8.3546923E-002,-5.7672505E-002,-4.4633740E-002, 3.2351461E-002, 1.9156060E-002, 6.0694420E-001, 1.1059415E+000, 1.5529382E+000, 1.9236995E+000, 1.9236995E+000, 2.4548969E+000, 2.6413253E+000, 2.7950944E+000, 2.9168637E+000, 3.0194445E+000, 3.2219296E+000, 2.9429543E+000, 9.2247028E+002, 1.1207917E+003, 1.2242433E+003, 1.2720471E+003, 1.2845747E+003, 1.2739188E+003, 1.2532530E+003, 1.2262107E+003, 1.1984016E+003, 1.1688533E+003, 1.0206101E+003, 8.6709441E+002, 7.1196528E+002, 5.9912758E+002, 1.5714079E-001, 1.4307875E-001, 1.5456676E-001, 1.7184949E-001, 1.9026068E-001, 2.0876023E-001, 2.2524528E-001, 2.4332506E-001, 2.5905262E-001, 2.7771627E-001, 3.9489079E-001, 6.1287265E-001, 1.6802841E-001, 2.4858089E-001, 2.9678115E-001, 3.3005243E-001, 3.3005243E-001, 4.0314994E-001, 4.5435264E-001, 5.1293747E-001, 5.7780571E-001, 6.4633762E-001, 1.0788787E+000, 1.4695233E+000, 1.5371290E+002, 1.8659636E+002, 1.8459067E+002, 1.7126650E+002, 1.6080055E+002, 1.5724942E+002, 1.6128114E+002, 1.7091218E+002, 1.8219404E+002, 1.9454478E+002, 2.4810330E+002, 2.6097221E+002, 2.5979697E+002, 2.4221584E+002,-1.2596055E-002,-1.5010148E-002,-1.1216337E-002,-2.8380021E-003, 2.5423448E-003, 8.9587715E-003, 1.7513871E-002, 2.9047922E-002, 4.0380108E-002, 5.5193961E-002, 1.8314896E-001, 2.8049379E-001, 1.4426405E+001, 3.2992866E+001, 4.1332826E+001, 4.0178462E+001, 3.6770464E+001, 3.5990147E+001, 3.9993434E+001, 4.8777653E+001, 6.1815062E+001, 7.8271830E+001, 1.9921288E+002, 2.5777372E+002,-1.8192618E+001,-1.4151291E+001,-8.1939577E+000,-2.5266751E+000, 3.6513682E-001, 3.5196509E+000, 7.1136798E+000, 1.1376296E+001, 1.5367319E+001, 1.9619558E+001, 4.4987532E+001, 4.2955307E+001, 1.3000000E+001, 1.2137156E+003, 4.6441511E-002, 4.2508217E-002, 4.2809344E-002, 1.1589411E-001, 1.7703771E-001, 0.0000000E+000
 3.0000000E+000,-3.0866045E-001,-3.3832399E-001,-2.8134694E-001,-2.2996427E-001,-1.7463374E-001,-1.4090960E-001,-1.0382749E-001,-8.3546923E-002,-5.7672505E-002,-4.4633740E-002, 3.2351461E-002, 1.9156060E-002, 6.0694420E-001, 1.1059415E+000, 1.5529382E+000, 1.9236995E+000, 1.9236995E+000, 2.4548969E+000, 2.6413253E+000, 2.7950944E+000, 2.9168637E+000, 3.0194445E+000, 3.2219296E+000, 2.9429543E+000, 9.2247028E+002, 1.1207917E+003, 1.2242433E+003, 1.2720471E+003, 1.2845747E+003, 1.2739188E+003, 1.2532530E+003, 1.2262107E+003, 1.1984016E+003, 1.1688533E+003, 1.0206101E+003, 8.6709441E+002, 7.1196528E+002, 5.9912758E+002, 1.5714079E-001, 1.4307875E-001, 1.5456676E-001, 1.7184949E-001, 1.9026068E-001, 2.0876023E-001, 2.2524528E-001, 2.4332506E-001, 2.5905262E-001, 2.7771627E-001, 3.9489079E-001, 6.1287265E-001, 1.6802841E-001, 2.4858089E-001, 2.9678115E-001, 3.3005243E-001, 3.3005243E-001, 4.0314994E-001, 4.5435264E-001, 5.1293747E-001, 5.7780571E-001, 6.4633762E-001, 1.0788787E+000, 1.4695233E+000, 1.5371290E+002, 1.8659636E+002, 1.8459067E+002, 1.7126650E+002, 1.6080055E+002, 1.5724942E+002, 1.6128114E+002, 1.7091218E+002, 1.8219404E+002, 1.9454478E+002, 2.4810330E+002, 2.6097221E+002, 2.5979697E+002, 2.4221584E+002,-1.2596055E-002,-1.5010148E-002,-1.1216337E-002,-2.8380021E-003, 2.5423448E-003, 8.9587715E-003, 1.7513871E-002, 2.9047922E-002, 4.0380108E-002, 5.5193961E-002, 1.8314896E-001, 2.8049379E-001, 1.4426405E+001, 3.2992866E+001, 4.1332826E+001, 4.0178462E+001, 3.6770464E+001, 3.5990147E+001, 3.9993434E+001, 4.8777653E+001, 6.1815062E+001, 7.8271830E+001, 1.9921288E+002, 2.5777372E+002,-1.8192618E+001,-1.4151291E+001,-8.1939577E+000,-2.5266751E+000, 3.6513682E-001, 3.5196509E+000, 7.1136798E+000, 1.1376296E+001, 1.5367319E+001, 1.9619558E+001, 4.4987532E+001, 4.2955307E+001, 1.5000000E+001, 1.2499898E+003, 4.5903275E-002, 4.4694465E-002, 4.3266877E-002, 9.6340584E-002, 1.8245911E-001, 0.0000000E+000
 4.0000000E+000,-4.9218627E-001,-4.3479143E-001,-3.3528065E-001,-2.5663721E-001,-1.8746996E-001,-1.4624541E-001,-1.0426123E-001,-8.2378413E-002,-5.3371113E-002,-4.1941972E-002, 2.7978380E-002, 6.2483744E-004, 7.3069354E-001, 1.1087168E+000, 1.3428063E+000, 1.4843758E+000, 1.4843758E+000, 1.6557818E+000, 1.7179892E+000, 1.7771975E+000, 1.8354008E+000, 1.8962914E+000, 2.2197967E+000, 2.4681864E+000, 1.1540656E+003, 1.1982547E+003, 1.0986687E+003, 9.8581618E+002, 9.0151247E+002, 8.4104617E+002, 8.0396292E+002, 7.7927829E+002, 7.6474288E+002, 7.5314543E+002, 7.1991218E+002, 6.7610710E+002, 6.0574014E+002, 5.3638624E+002, 1.6992742E-001, 1.2804927E-001, 1.4778574E-001, 1.6993167E-001, 1.8761455E-001, 2.0427201E-001, 2.2089559E-001, 2.3936154E-001, 2.5497219E-001, 2.7096712E-001, 3.7115995E-001, 5.8522095E-001, 1.7613164E-001, 2.6002409E-001, 3.3367037E-001, 4.3527919E-001, 4.3527919E-001, 6.3364591E-001, 7.1629716E-001, 7.8816619E-001, 8.4891503E-001, 8.9855768E-001, 1.0881480E+000, 1.3335081E+000, 2.1397579E+002, 1.8845213E+002, 1.8325015E+002, 2.1037806E+002, 2.3539554E+002, 2.5043515E+002, 2.5612594E+002, 2.5763378E+002, 2.5701254E+002, 2.5585029E+002, 2.5424979E+002, 2.4708024E+002, 2.2908152E+002, 2.0932994E+002,-1.3324480E-002,-4.2193194E-003, 4.0275253E-003, 7.9379184E-003, 1.5208514E-002, 2.7655333E-002, 4.3324814E-002, 6.2889796E-002, 8.2951094E-002, 1.0575506E-001, 2.2940545E-001, 3.4806383E-001, 2.1485509E+001, 3.2136349E+001, 3.7493496E+001, 5.6370495E+001, 8.4803053E+001, 1.1293738E+002, 1.3611124E+002, 1.5462354E+002, 1.6917001E+002, 1.8106277E+002, 2.2290744E+002, 1.9930907E+002,-2.7907953E+001,-3.6232339E+000, 2.2825416E+000, 1.5214464E+000, 3.1651866E+000, 7.5298233E+000, 1.2119588E+001, 1.7305425E+001, 2.1949626E+001, 2.6719074E+001, 4.7445602E+001, 4.7323911E+001, 1.7000000E+001, 1.2790362E+003, 4.6048442E-002, 4.6899837E-002, 4.2801039E-002, 7.9619638E-002, 1.8606318E-001, 0.0000000E+000
