cm,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,K,K,K,K,K,K,K,K,K,K,K,K,K,K,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,C,C,C,C,C,C,C,C,C,C,C,C,C,C,m/s*m/s,m/s*m/s,m/s*m/s,m/s*m/s,m/s*m/s,m/s*m/s,m/s*m/s,m/s*m/s,m/s*m/s,m/s*m/s,m/s*m/s,m/s*m/s,m/s*C,m/s*C,m/s*C,m/s*C,m/s*C,m/s*C,m/s*C,m/s*C,m/s*C,m/s*C,m/s*C,m/s*C,m/s*C,m/s*C,m/s*C,m/s*C,m/s*C,m/s*C,m/s*C,m/s*C,m/s*C,m/s*C,m/s*C,m/s*C,cm,K,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol
r,Up2,Up4,Up6,Up8,Up10,Up12,Up14,Up16,Up18,Up20,Up30,Up60,Wp2,Wp4,Wp6,Wp8,Wp10,Wp12,Wp14,Wp16,Wp18,Wp20,Wp30,Wp60,Tp2,Tp4,Tp6,Tp8,Tp10,Tp12,Tp14,Tp16,Tp18,Tp20,Tp30,Tp40,Tp50,Tp60,Urms2,Urms4,Urms6,Urms8,Urms10,Urms12,Urms14,Urms16,Urms18,Urms20,Urms30,Urms60,Wrms2,Wrms4,Wrms6,Wrms8,Wrms10,Wrms12,Wrms14,Wrms16,Wrms18,Wrms20,Wrms30,Wrms60,Trms2,Trms4,Trms6,Trms8,Trms10,Trms12,Trms14,Trms16,Trms18,Trms20,Trms30,Trms40,Trms50,Trms60,UW2,UW4,UW6,UW8,UW10,UW12,UW14,UW16,UW18,UW20,UW30,UW60,TW2,TW4,TW6,TW8,TW10,TW12,TW14,TW16,TW18,TW20,TW30,TW60,TU2,TU4,TU6,TU8,TU10,TU12,TU14,TU16,TU18,TU20,TU30,TU60,z,T_CL,X_O2,X_CO2,X_CO,X_FUEL,X_H2O,X_H2
-4.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 5.6724889E-002, 1.0071446E-001, 2.5892614E-001, 2.0368629E-001, 1.6552649E-001, 2.2580711E-001, 2.9589411E-001, 3.3790951E-001, 3.6074823E-001, 3.8225694E-001, 6.1477124E-001, 1.1504020E+000, 9.0363509E-002, 1.1307522E-001, 2.6932842E-001, 4.7963947E-001, 5.9478302E-001, 7.2752641E-001, 7.1957400E-001, 6.6326191E-001, 6.6064485E-001, 5.8424274E-001, 7.7346648E-001, 1.1000884E+000, 2.6698993E+001, 1.5551132E+002, 1.4546893E+002, 1.5313361E+002, 2.2619768E+002, 2.2133628E+002, 2.0910822E+002, 2.1066028E+002, 2.1798677E+002, 1.7849422E+002, 1.4661726E+002, 2.2656237E+002, 1.4125691E+002, 1.2490420E+002,-2.0963541E-003,-2.7777624E-003,-4.4692012E-002,-1.1359435E-002, 3.4327951E-002, 1.7739652E-002, 4.1443233E-002, 2.5078489E-002,-1.4897237E-002,-5.4684721E-002, 1.5229947E-002, 3.7921195E-001, 1.0686978E+000,-9.7348640E+000,-9.2413073E+000, 4.7854126E+001, 1.1192178E+002, 1.2280273E+002, 8.9149449E+001, 4.8995624E+001, 3.0568080E+001, 1.7452679E+001, 5.1108474E+001, 4.8056117E+001,-1.3986470E+000,-5.8458101E+000,-6.8746227E-001,-4.8790249E+000, 1.9427677E+000, 6.4847602E-002, 3.0561184E+001, 5.2246303E+001, 6.0586248E+001, 3.4881649E+001, 6.2297608E+001,-5.5231364E+001, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
-3.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.0384079E-001, 1.1724633E-001, 1.6131502E-001, 2.0317650E-001, 2.1020081E-001, 2.2653670E-001, 2.6790981E-001, 2.9416996E-001, 3.1123577E-001, 3.7360334E-001, 4.3494711E-001, 1.1270769E+000, 7.4304518E-002, 3.6412601E-002, 8.0716232E-002, 2.0858762E-001, 3.8940677E-001, 5.1763524E-001, 5.8432673E-001, 7.0158013E-001, 6.2684839E-001, 5.1885729E-001, 7.0366380E-001, 1.2177542E+000, 3.9119255E+001, 1.1131920E+002, 2.2981729E+002, 2.8352241E+002, 2.4126044E+002, 1.9103450E+002, 1.9440986E+002, 1.8974666E+002, 1.5119177E+002, 1.1917588E+002, 1.0570091E+002, 1.6423695E+002, 2.1983651E+002, 1.7548139E+002,-6.1820768E-003, 8.5064913E-004,-1.1090142E-002,-3.2054861E-002,-3.4289052E-002,-2.4568313E-002,-3.8129273E-002,-8.3893847E-003, 3.5753180E-002, 2.2444366E-002,-1.5012019E-001,-4.9395749E-002, 2.0826057E+000, 1.0954619E-001, 9.5087537E+000, 2.2461174E+001, 5.2093213E+001, 7.1446842E+001, 9.7099352E+001, 1.0980988E+002, 4.6221574E+001, 1.7441904E+001, 6.0497923E-001, 1.2941250E+002,-3.7952428E+000,-1.2442252E+001,-2.8713762E+001,-3.3478091E+001,-3.5616801E+001,-2.6875438E+001,-2.3733219E+001,-1.9200341E+001,-8.6840459E+000,-4.9511635E+000,-4.6875179E-001,-1.1102705E+002, 3.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
-2.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.4465435E-002, 1.7686869E-001, 2.1747639E-001, 2.4118322E-001, 2.4164651E-001, 2.4138327E-001, 2.4812233E-001, 2.8032050E-001, 3.4582980E-001, 4.0861225E-001, 4.7857569E-001, 1.1260899E+000, 6.9604939E-002, 8.5029555E-002, 1.0343095E-001, 1.3950169E-001, 1.9085208E-001, 2.5779123E-001, 3.9697418E-001, 4.7832902E-001, 5.8123836E-001, 6.9833344E-001, 7.9063605E-001, 1.2081500E+000, 2.5744658E+001, 8.0812274E+001, 1.1374910E+002, 2.0717476E+002, 2.8890362E+002, 2.4848106E+002, 1.9309847E+002, 1.6061685E+002, 1.2870605E+002, 1.1216421E+002, 1.0571555E+002, 1.0764754E+002, 2.0291537E+002, 2.2367240E+002,-3.5280506E-003,-1.0450834E-002,-1.7188702E-002,-2.9825670E-002,-3.5238100E-002,-2.1201809E-002,-3.7389942E-003,-1.7386527E-002,-4.9518428E-002,-7.1999486E-002,-1.7578451E-001,-2.3277575E-001, 1.3534363E+000, 5.6403421E+000, 1.0578848E+001, 2.6446180E+001, 4.2069608E+001, 4.1260858E+001, 4.3375469E+001, 4.0565153E+001, 4.6705815E+001, 4.8612562E+001,-2.0803349E+001, 1.4658434E+002,-8.4217296E-001,-1.3536966E+001,-2.3465991E+001,-4.5426031E+001,-6.0232760E+001,-4.6067072E+001,-2.5704715E+001,-1.9526575E+001,-1.9134697E+001,-2.3207761E+001,-2.2290226E+000,-1.6772064E+002, 5.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
-1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.4808648E-002, 1.4066112E-001, 1.8902023E-001, 2.2788903E-001, 2.3321895E-001, 2.3732424E-001, 2.6344290E-001, 2.9424238E-001, 3.4336267E-001, 4.1993525E-001, 5.2371167E-001, 1.2605529E+000, 7.8241366E-002, 9.7649314E-002, 1.5352014E-001, 2.1058820E-001, 2.3077932E-001, 2.3965694E-001, 2.3165291E-001, 2.3157508E-001, 3.1323661E-001, 3.5107624E-001, 7.2169296E-001, 1.2947296E+000, 2.0883105E+001, 6.8544531E+001, 8.4739871E+001, 1.1411079E+002, 1.6464731E+002, 2.1995724E+002, 2.4536010E+002, 2.1028739E+002, 1.8771509E+002, 1.6657317E+002, 8.7436736E+001, 1.6006072E+002, 2.4239490E+002, 2.4828966E+002,-1.3071777E-003,-1.1288892E-002,-2.3037283E-002,-2.7203282E-002,-2.7894764E-002,-3.0029927E-002,-2.3122293E-002,-7.8173390E-003, 2.2540828E-002, 2.4507646E-002,-1.0337248E-001,-3.4106972E-001, 1.3823677E+000, 5.4924868E+000, 1.2235726E+001, 1.9888121E+001, 2.9173712E+001, 4.0303563E+001, 3.6015850E+001, 1.8550373E+001,-3.9013660E+000,-2.0167383E+001,-1.5027279E+001, 1.9457666E+002,-1.7343653E-001,-9.1980442E+000,-1.4762677E+001,-2.2860911E+001,-3.3687120E+001,-4.5721996E+001,-5.1022940E+001,-4.1268991E+001,-2.2868535E+001, 6.4255091E+000, 4.5624555E+000,-2.1286852E+002, 7.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
-5.0000000E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.1351953E-002, 6.4133019E-002, 1.0571309E-001, 1.6956389E-001, 2.0839414E-001, 2.4931315E-001, 2.9090088E-001, 3.1439340E-001, 3.3426693E-001, 3.4320779E-001, 4.3985461E-001, 1.4406330E+000, 8.2088060E-002, 1.2663230E-001, 1.8991773E-001, 2.6323277E-001, 3.2723068E-001, 3.2012671E-001, 2.8951029E-001, 2.7050498E-001, 3.1900421E-001, 4.1574294E-001, 7.4396809E-001, 1.3146923E+000, 3.0209396E+001, 6.7298195E+001, 7.9767032E+001, 1.0685817E+002, 1.2535519E+002, 1.3086023E+002, 1.5095418E+002, 1.8481768E+002, 1.7923374E+002, 1.7881759E+002, 1.0961467E+002, 1.8090105E+002, 2.3376290E+002, 2.4613153E+002, 4.6913454E-005,-6.5932083E-003,-8.2594511E-004, 5.9246649E-004,-1.6095314E-003, 6.7534805E-003, 2.6654278E-002, 4.1218199E-002, 5.1775304E-002, 5.1188469E-002,-5.0034616E-002,-4.6492753E-001, 2.1394656E+000, 7.6322491E+000, 1.3755243E+001, 2.3606812E+001, 2.9578064E+001, 1.7967712E+001,-5.3821112E-002,-1.4687751E+001,-1.9898312E+001,-1.7566282E+001, 9.3917388E+000, 1.9786205E+002,-1.2671833E-001,-3.0190201E+000,-3.6573656E+000,-8.4426288E+000,-1.4523565E+001,-2.1542520E+001,-3.0466833E+001,-3.8184479E+001,-2.5856321E+001,-1.0041334E+001, 4.2417835E-001,-2.2882513E+002, 9.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.9531257E-002, 8.0362229E-002, 1.0079436E-001, 1.5288582E-001, 1.9970764E-001, 2.3834065E-001, 2.8023491E-001, 3.0867770E-001, 3.4472064E-001, 3.7215567E-001, 3.9500367E-001, 6.7758542E-001, 7.6218280E-002, 1.0551684E-001, 9.3278936E-002, 1.3182754E-001, 1.9852155E-001, 2.7396321E-001, 3.4049001E-001, 3.6898290E-001, 3.5758788E-001, 4.0915135E-001, 9.1623146E-001, 1.3965172E+000, 4.0893704E+001, 4.7455619E+001, 7.9437285E+001, 1.3016321E+002, 1.8293196E+002, 1.4837272E+002, 1.3157536E+002, 1.3217963E+002, 1.4520226E+002, 1.4475652E+002, 1.1426768E+002, 1.8983646E+002, 2.5021009E+002, 2.5056634E+002,-1.1820249E-003,-6.9368565E-003,-5.0941610E-003,-2.1557109E-003, 2.8121096E-003, 1.1667823E-002, 1.4228263E-002, 1.1994841E-002, 9.8120773E-003, 1.5620477E-002, 2.1401661E-001, 3.3984713E-001, 3.2529149E+000, 3.1574049E+000, 6.1658437E+000, 5.8903900E-001,-5.0920358E+000,-4.1463977E+000,-1.8044437E+000,-5.8856047E+000,-2.1098361E+001,-2.5683501E+001, 3.9235230E+001, 1.9668799E+002,-5.6974292E-001,-3.2404056E+000,-1.0609583E+000, 1.6591097E+000,-6.9477332E+000,-4.7711861E+000,-1.3195819E+000, 2.1508093E+000, 1.0864904E+001, 2.3526644E+001, 2.7808495E+001, 9.8487131E+001, 1.1000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 2.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.3472575E-002, 7.3241292E-002, 8.8668226E-002, 1.5944042E-001, 2.2153976E-001, 2.6053184E-001, 3.0073605E-001, 3.2823296E-001, 3.5288574E-001, 3.7507295E-001, 3.5806482E-001, 7.6827419E-001, 5.2992965E-002, 9.2416515E-002, 5.5498030E-002, 1.9073787E-001, 2.9632584E-001, 3.4630989E-001, 3.8398504E-001, 3.9302462E-001, 4.8289148E-001, 6.5394823E-001, 9.6245142E-001, 1.3398996E+000, 3.1835930E+001, 4.6387741E+001, 1.9730413E+002, 1.6434703E+002, 1.5336987E+002, 1.5684082E+002, 1.3878291E+002, 1.4167125E+002, 1.4233720E+002, 1.2570041E+002, 1.5519407E+002, 1.8850464E+002, 1.9953273E+002, 2.7712486E+002,-2.7226946E-003,-4.2504357E-003,-2.0905843E-003,-8.7989862E-003,-9.2394665E-003,-1.9282515E-002,-2.0249928E-002,-1.1353091E-002, 2.1035435E-002, 7.5622717E-002, 1.8670435E-001, 4.0537743E-001, 2.0637577E+000, 1.1854121E-001,-3.6465622E-001,-1.2208033E-001, 4.2040959E+000, 6.2589184E+000,-2.4405920E+000,-1.4733099E+001,-6.4899113E+000, 3.0789379E+001, 7.1581655E+001, 2.5647545E+002,-1.2146437E+000,-1.2583608E+000,-7.0099658E-001,-1.2228377E+001,-1.6038126E+001,-1.6625103E+001,-9.8245163E+000,-7.1702591E+000, 9.5742043E+000, 1.9237785E+001, 2.5149758E+001, 1.1464473E+002, 1.3000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 3.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 6.1439664E-002, 6.7423273E-002, 9.2961770E-002, 2.0437348E-001, 2.3689544E-001, 2.6295237E-001, 2.7543009E-001, 3.0978576E-001, 3.7215120E-001, 3.5309337E-001, 3.6167339E-001, 8.2856013E-001, 6.2175524E-002, 2.8594046E-002, 1.7365037E-001, 3.5155413E-001, 4.5369181E-001, 5.0921681E-001, 6.0697426E-001, 7.5522335E-001, 7.0419311E-001, 6.4310056E-001, 9.7343297E-001, 1.3641803E+000, 1.9848512E+001, 1.2707414E+002, 1.5910659E+002, 1.4295417E+002, 1.8019312E+002, 1.8022222E+002, 1.6665212E+002, 1.6712696E+002, 1.6111658E+002, 1.6026476E+002, 1.6835156E+002, 1.8395272E+002, 1.9178304E+002, 2.7130380E+002,-3.1756888E-003, 1.0523501E-003,-8.5779818E-003,-3.4709677E-002,-6.2339140E-002,-3.1761563E-002, 4.4287754E-002, 1.0686760E-001, 1.3190931E-001, 1.0458226E-001, 2.2990715E-001, 2.7631971E-001, 8.9492799E-001, 4.0308812E-001,-5.9748328E+000, 1.6395122E+001, 4.0565050E+001, 3.5080839E+001, 4.8435230E+001, 6.2313580E+001, 4.9611628E+001, 3.6616694E+001, 8.0276980E+001, 2.4265843E+002,-7.4944997E-001,-2.9301480E+000,-8.9211976E-001,-1.0146294E+001,-1.7261142E+001,-6.1824174E+000, 1.3948985E+001, 2.8209496E+001, 3.6016641E+001, 3.1502447E+001, 2.8035282E+001, 9.5461855E+001, 1.4995000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 4.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 6.9378710E-002, 1.1207347E-001, 2.1684929E-001, 1.8736777E-001, 1.9303143E-001, 2.2281619E-001, 2.7906105E-001, 3.1283184E-001, 3.6222554E-001, 3.4176160E-001, 3.3463167E-001, 7.9834983E-001, 8.6459595E-002, 5.3416999E-002, 3.4454146E-001, 4.6789262E-001, 5.4054350E-001, 7.7843984E-001, 7.9469459E-001, 6.9633400E-001, 5.9505066E-001, 5.5233255E-001, 7.2741839E-001, 1.2722397E+000, 1.9114213E+001, 2.6659572E+002, 1.1446578E+002, 1.9147569E+002, 2.1289331E+002, 2.6156105E+002, 2.6481772E+002, 2.4584108E+002, 2.4036636E+002, 2.1920108E+002, 1.8319557E+002, 1.3180986E+002, 2.2008423E+002, 2.6143218E+002, 9.6734156E-004,-1.9855175E-003,-5.3793952E-002,-5.0287765E-002,-9.3124669E-003, 4.9041423E-002, 1.2409279E-001, 1.5447860E-001, 1.5077191E-001, 1.0535221E-001, 1.1416685E-001, 3.7303739E-001, 3.3374716E-001,-1.4707210E+001, 2.2341869E+001, 6.2096652E+001, 8.8186673E+001, 1.7621554E+002, 1.8115975E+002, 1.4606725E+002, 9.6562019E+001, 5.5962747E+001, 7.1957006E+001, 2.2237984E+002, 1.2529165E+000,-1.0916349E+001,-8.9751554E+000,-1.4110206E+001, 1.5093472E+000, 1.5073044E+001, 4.0472529E+001, 5.5598140E+001, 6.8450458E+001, 5.0750777E+001, 3.1001462E+001, 9.2734414E+001, 1.7000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
