s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,kg/s,kg/s
Time,HRR,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_ENTH,Q_TOTAL,MLR_AIR,MLR_METHANOL,MLR_INTERMEDIATE PRODUCTS,MLR_PRODUCTS
 0.0000000E+000, 0.0000000E+000, 1.8541789E-004, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.8541789E-004, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 2.0003228E+000, 1.1423006E+001,-2.8128530E+000,-4.3694809E+000,-4.7548395E-001, 9.3507877E-004, 0.0000000E+000, 0.0000000E+000, 3.6052135E+000, 3.7661237E+000, 0.0000000E+000, 6.9137368E-004, 0.0000000E+000, 0.0000000E+000
 4.0004392E+000, 2.0699903E+001,-5.1161360E+000,-1.5593162E+001,-3.8644024E-001, 1.8322968E-003, 0.0000000E+000, 0.0000000E+000,-5.3909739E-001,-3.9400284E-001, 0.0000000E+000, 1.0333681E-003, 0.0000000E+000, 0.0000000E+000
 6.0000701E+000, 2.1914571E+001,-5.3925194E+000,-1.5438549E+001,-3.6931813E-001, 1.7140691E-003, 0.0000000E+000, 0.0000000E+000, 5.6747866E-001, 7.1589906E-001, 0.0000000E+000, 1.0424731E-003, 0.0000000E+000, 0.0000000E+000
 8.0000763E+000, 2.2234577E+001,-5.5967753E+000,-1.6070368E+001,-4.1243277E-001, 1.7965007E-003, 0.0000000E+000, 0.0000000E+000, 2.8054863E-003, 1.5679727E-001, 0.0000000E+000, 1.0426414E-003, 0.0000000E+000, 0.0000000E+000
 1.0000232E+001, 2.1481734E+001,-5.4395545E+000,-1.6056813E+001,-3.9265086E-001, 1.6981145E-003, 0.0000000E+000, 0.0000000E+000,-5.5760829E-001,-4.0558629E-001, 0.0000000E+000, 1.0426445E-003, 0.0000000E+000, 0.0000000E+000
 1.2000134E+001, 2.2313469E+001,-5.5357735E+000,-1.5960319E+001,-3.8520543E-001, 1.7322045E-003, 0.0000000E+000, 0.0000000E+000, 2.9276123E-001, 4.3390343E-001, 0.0000000E+000, 1.0426445E-003, 0.0000000E+000, 0.0000000E+000
 1.4000055E+001, 2.1713307E+001,-5.4084834E+000,-1.5488437E+001,-3.5759693E-001, 1.6385266E-003, 0.0000000E+000, 0.0000000E+000, 2.9500151E-001, 4.6042804E-001, 0.0000000E+000, 1.0426445E-003, 0.0000000E+000, 0.0000000E+000
 1.6000357E+001, 2.1848385E+001,-5.5102649E+000,-1.5730674E+001,-3.7216384E-001, 1.6019666E-003, 0.0000000E+000, 0.0000000E+000, 7.9509027E-002, 2.3688372E-001, 0.0000000E+000, 1.0426445E-003, 0.0000000E+000, 0.0000000E+000
 1.8000374E+001, 2.1664394E+001,-5.4032098E+000,-1.6037200E+001,-3.5298450E-001, 1.5708742E-003, 0.0000000E+000, 0.0000000E+000,-2.7673184E-001,-1.2742918E-001, 0.0000000E+000, 1.0426445E-003, 0.0000000E+000, 0.0000000E+000
 2.0000244E+001, 2.1969141E+001,-5.4772812E+000,-1.6141414E+001,-3.6739584E-001, 1.6678003E-003, 0.0000000E+000, 0.0000000E+000,-1.6002385E-001,-1.5281869E-002, 0.0000000E+000, 1.0426445E-003, 0.0000000E+000, 0.0000000E+000
 2.2000296E+001, 2.2188650E+001,-5.5061953E+000,-1.6456684E+001,-3.6831497E-001, 1.6180050E-003, 0.0000000E+000, 0.0000000E+000,-2.7934036E-001,-1.4092652E-001, 0.0000000E+000, 1.0426445E-003, 0.0000000E+000, 0.0000000E+000
 2.4000168E+001, 2.2076707E+001,-5.5170219E+000,-1.4846922E+001,-3.6454476E-001, 1.6211323E-003, 0.0000000E+000, 0.0000000E+000, 1.1936782E+000, 1.3498391E+000, 0.0000000E+000, 1.0426445E-003, 0.0000000E+000, 0.0000000E+000
 2.6000175E+001, 2.2033422E+001,-5.5637428E+000,-1.6124176E+001,-3.7007329E-001, 1.6145606E-003, 0.0000000E+000, 0.0000000E+000,-1.7897698E-001,-2.2955948E-002, 0.0000000E+000, 1.0426445E-003, 0.0000000E+000, 0.0000000E+000
 2.8000200E+001, 2.1754243E+001,-5.4638549E+000,-1.6185297E+001,-3.8222952E-001, 1.6515210E-003, 0.0000000E+000, 0.0000000E+000,-4.1934720E-001,-2.7548730E-001, 0.0000000E+000, 1.0426445E-003, 0.0000000E+000, 0.0000000E+000
 3.0000160E+001, 2.2211794E+001,-5.4949660E+000,-1.6307098E+001,-3.8350918E-001, 1.7242386E-003, 0.0000000E+000, 0.0000000E+000,-1.0860757E-001, 2.7944651E-002, 0.0000000E+000, 1.0426445E-003, 0.0000000E+000, 0.0000000E+000
