cm,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,K,K,K,K,K,K,K,K,K,K,K,K,K,K,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,C,C,C,C,C,C,C,C,C,C,C,C,C,C,m/s*m/s,m/s*m/s,m/s*m/s,m/s*m/s,m/s*m/s,m/s*m/s,m/s*m/s,m/s*m/s,m/s*m/s,m/s*m/s,m/s*m/s,m/s*m/s,m/s*C,m/s*C,m/s*C,m/s*C,m/s*C,m/s*C,m/s*C,m/s*C,m/s*C,m/s*C,m/s*C,m/s*C,m/s*C,m/s*C,m/s*C,m/s*C,m/s*C,m/s*C,m/s*C,m/s*C,m/s*C,m/s*C,m/s*C,m/s*C,cm,K,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol
r,Up2,Up4,Up6,Up8,Up10,Up12,Up14,Up16,Up18,Up20,Up30,Up60,Wp2,Wp4,Wp6,Wp8,Wp10,Wp12,Wp14,Wp16,Wp18,Wp20,Wp30,Wp60,Tp2,Tp4,Tp6,Tp8,Tp10,Tp12,Tp14,Tp16,Tp18,Tp20,Tp30,Tp40,Tp50,Tp60,Urms2,Urms4,Urms6,Urms8,Urms10,Urms12,Urms14,Urms16,Urms18,Urms20,Urms30,Urms60,Wrms2,Wrms4,Wrms6,Wrms8,Wrms10,Wrms12,Wrms14,Wrms16,Wrms18,Wrms20,Wrms30,Wrms60,Trms2,Trms4,Trms6,Trms8,Trms10,Trms12,Trms14,Trms16,Trms18,Trms20,Trms30,Trms40,Trms50,Trms60,UW2,UW4,UW6,UW8,UW10,UW12,UW14,UW16,UW18,UW20,UW30,UW60,TW2,TW4,TW6,TW8,TW10,TW12,TW14,TW16,TW18,TW20,TW30,TW60,TU2,TU4,TU6,TU8,TU10,TU12,TU14,TU16,TU18,TU20,TU30,TU60,z,T_CL,X_O2,X_CO2,X_CO,X_FUEL,X_H2O,X_H2
-4.0000000E+000,-2.6197714E-001,-3.4557780E-001,-3.2064786E-001,-2.9015532E-001,-2.3770558E-001,-2.0332454E-001,-1.6121991E-001,-1.3866628E-001,-1.0841403E-001,-9.5263780E-002,-1.7936178E-002, 2.0076668E-002, 4.6187191E-001, 9.4053056E-001, 1.4123896E+000, 1.8344958E+000, 1.8344958E+000, 2.4868205E+000, 2.7284590E+000, 2.9353353E+000, 3.1022532E+000, 3.2491213E+000, 3.6869331E+000, 3.6752062E+000, 8.8505290E+002, 1.0630928E+003, 1.1836557E+003, 1.2583080E+003, 1.2950346E+003, 1.3064216E+003, 1.3027897E+003, 1.2892239E+003, 1.2718017E+003, 1.2497419E+003, 1.1291983E+003, 1.0111979E+003, 8.8208940E+002, 7.5370394E+002, 1.1084066E-001, 1.2860771E-001, 1.4511774E-001, 1.5803842E-001, 1.7123660E-001, 1.8467274E-001, 1.9797630E-001, 2.1044481E-001, 2.2211779E-001, 2.3923999E-001, 3.3220485E-001, 5.7160436E-001, 1.0434191E-001, 1.6756335E-001, 2.4090371E-001, 3.0587261E-001, 3.0587261E-001, 4.2715695E-001, 4.8254870E-001, 5.3576303E-001, 5.8972514E-001, 6.4413000E-001, 9.2885413E-001, 1.4767656E+000, 4.7543163E+001, 7.7445228E+001, 8.6114299E+001, 8.2252493E+001, 8.2145204E+001, 9.2882080E+001, 1.1147226E+002, 1.3339150E+002, 1.5422584E+002, 1.7384340E+002, 2.3711237E+002, 2.6023486E+002, 2.5778434E+002, 2.2748863E+002,-5.0205490E-003,-9.5696364E-003,-1.4770354E-002,-1.6532331E-002,-1.6225399E-002,-1.2329488E-002,-5.4559505E-003, 2.7026065E-003, 1.2659246E-002, 2.4020157E-002, 1.0931212E-001, 3.1987424E-001, 6.1414242E-001, 3.6693370E-002,-1.0657283E+000, 3.0577144E-001, 5.1572421E+000, 1.3994546E+001, 2.5912066E+001, 4.0316054E+001, 5.6212979E+001, 7.3661505E+001, 1.6757746E+002, 2.4700906E+002,-2.5407191E+000,-3.7843517E+000,-4.6394731E+000,-4.5901374E+000,-3.4741662E+000,-1.0105542E+000, 2.4468869E+000, 6.3351126E+000, 1.0233874E+001, 1.4336797E+001, 3.7325330E+001, 4.8472046E+001, 1.0000000E+000, 8.3386736E+002, 3.5451385E-002, 2.7206592E-002, 3.1506840E-002, 3.7870523E-001, 1.2193624E-001, 0.0000000E+000
-3.0000000E+000,-2.6197714E-001,-3.4557780E-001,-3.2064786E-001,-2.9015532E-001,-2.3770558E-001,-2.0332454E-001,-1.6121991E-001,-1.3866628E-001,-1.0841403E-001,-9.5263780E-002,-1.7936178E-002, 2.0076668E-002, 4.6187191E-001, 9.4053056E-001, 1.4123896E+000, 1.8344958E+000, 1.8344958E+000, 2.4868205E+000, 2.7284590E+000, 2.9353353E+000, 3.1022532E+000, 3.2491213E+000, 3.6869331E+000, 3.6752062E+000, 8.8505290E+002, 1.0630928E+003, 1.1836557E+003, 1.2583080E+003, 1.2950346E+003, 1.3064216E+003, 1.3027897E+003, 1.2892239E+003, 1.2718017E+003, 1.2497419E+003, 1.1291983E+003, 1.0111979E+003, 8.8208940E+002, 7.5370394E+002, 1.1084066E-001, 1.2860771E-001, 1.4511774E-001, 1.5803842E-001, 1.7123660E-001, 1.8467274E-001, 1.9797630E-001, 2.1044481E-001, 2.2211779E-001, 2.3923999E-001, 3.3220485E-001, 5.7160436E-001, 1.0434191E-001, 1.6756335E-001, 2.4090371E-001, 3.0587261E-001, 3.0587261E-001, 4.2715695E-001, 4.8254870E-001, 5.3576303E-001, 5.8972514E-001, 6.4413000E-001, 9.2885413E-001, 1.4767656E+000, 4.7543163E+001, 7.7445228E+001, 8.6114299E+001, 8.2252493E+001, 8.2145204E+001, 9.2882080E+001, 1.1147226E+002, 1.3339150E+002, 1.5422584E+002, 1.7384340E+002, 2.3711237E+002, 2.6023486E+002, 2.5778434E+002, 2.2748863E+002,-5.0205490E-003,-9.5696364E-003,-1.4770354E-002,-1.6532331E-002,-1.6225399E-002,-1.2329488E-002,-5.4559505E-003, 2.7026065E-003, 1.2659246E-002, 2.4020157E-002, 1.0931212E-001, 3.1987424E-001, 6.1414242E-001, 3.6693370E-002,-1.0657283E+000, 3.0577144E-001, 5.1572421E+000, 1.3994546E+001, 2.5912066E+001, 4.0316054E+001, 5.6212979E+001, 7.3661505E+001, 1.6757746E+002, 2.4700906E+002,-2.5407191E+000,-3.7843517E+000,-4.6394731E+000,-4.5901374E+000,-3.4741662E+000,-1.0105542E+000, 2.4468869E+000, 6.3351126E+000, 1.0233874E+001, 1.4336797E+001, 3.7325330E+001, 4.8472046E+001, 3.0000000E+000, 9.3719825E+002, 3.8202283E-002, 3.1707076E-002, 3.6247942E-002, 2.9408286E-001, 1.4101538E-001, 0.0000000E+000
-2.0000000E+000,-2.6197714E-001,-3.4557780E-001,-3.2064786E-001,-2.9015532E-001,-2.3770558E-001,-2.0332454E-001,-1.6121991E-001,-1.3866628E-001,-1.0841403E-001,-9.5263780E-002,-1.7936178E-002, 2.0076668E-002, 4.6187191E-001, 9.4053056E-001, 1.4123896E+000, 1.8344958E+000, 1.8344958E+000, 2.4868205E+000, 2.7284590E+000, 2.9353353E+000, 3.1022532E+000, 3.2491213E+000, 3.6869331E+000, 3.6752062E+000, 8.8505290E+002, 1.0630928E+003, 1.1836557E+003, 1.2583080E+003, 1.2950346E+003, 1.3064216E+003, 1.3027897E+003, 1.2892239E+003, 1.2718017E+003, 1.2497419E+003, 1.1291983E+003, 1.0111979E+003, 8.8208940E+002, 7.5370394E+002, 1.1084066E-001, 1.2860771E-001, 1.4511774E-001, 1.5803842E-001, 1.7123660E-001, 1.8467274E-001, 1.9797630E-001, 2.1044481E-001, 2.2211779E-001, 2.3923999E-001, 3.3220485E-001, 5.7160436E-001, 1.0434191E-001, 1.6756335E-001, 2.4090371E-001, 3.0587261E-001, 3.0587261E-001, 4.2715695E-001, 4.8254870E-001, 5.3576303E-001, 5.8972514E-001, 6.4413000E-001, 9.2885413E-001, 1.4767656E+000, 4.7543163E+001, 7.7445228E+001, 8.6114299E+001, 8.2252493E+001, 8.2145204E+001, 9.2882080E+001, 1.1147226E+002, 1.3339150E+002, 1.5422584E+002, 1.7384340E+002, 2.3711237E+002, 2.6023486E+002, 2.5778434E+002, 2.2748863E+002,-5.0205490E-003,-9.5696364E-003,-1.4770354E-002,-1.6532331E-002,-1.6225399E-002,-1.2329488E-002,-5.4559505E-003, 2.7026065E-003, 1.2659246E-002, 2.4020157E-002, 1.0931212E-001, 3.1987424E-001, 6.1414242E-001, 3.6693370E-002,-1.0657283E+000, 3.0577144E-001, 5.1572421E+000, 1.3994546E+001, 2.5912066E+001, 4.0316054E+001, 5.6212979E+001, 7.3661505E+001, 1.6757746E+002, 2.4700906E+002,-2.5407191E+000,-3.7843517E+000,-4.6394731E+000,-4.5901374E+000,-3.4741662E+000,-1.0105542E+000, 2.4468869E+000, 6.3351126E+000, 1.0233874E+001, 1.4336797E+001, 3.7325330E+001, 4.8472046E+001, 5.0000000E+000, 1.0075170E+003, 3.8763252E-002, 3.4797263E-002, 3.9238471E-002, 2.4415599E-001, 1.5351937E-001, 0.0000000E+000
-1.0000000E+000,-4.6332934E-002,-1.0322377E-001,-1.0049760E-001,-9.8527782E-002,-7.8439797E-002,-6.7554659E-002,-4.9641591E-002,-4.0674258E-002,-2.7340248E-002,-2.2180533E-002, 4.8758912E-003, 1.7009245E-002, 2.7291848E-001, 7.1886977E-001, 1.1369808E+000, 1.5456787E+000, 1.5456787E+000, 2.2358991E+000, 2.5241246E+000, 2.7942795E+000, 3.0293234E+000, 3.2528448E+000, 4.0761396E+000, 4.1886895E+000, 8.1096703E+002, 9.0799645E+002, 9.7338190E+002, 1.0300102E+003, 1.0765418E+003, 1.1178988E+003, 1.1536194E+003, 1.1850358E+003, 1.2123777E+003, 1.2359042E+003, 1.2947400E+003, 1.2208665E+003, 1.0420088E+003, 8.4953245E+002, 1.2136989E-001, 1.2785404E-001, 1.3619999E-001, 1.4442916E-001, 1.5926157E-001, 1.7233452E-001, 1.8602432E-001, 1.9623115E-001, 2.0902558E-001, 2.2448427E-001, 3.1245692E-001, 5.7044395E-001, 8.0610427E-002, 1.3107362E-001, 1.9055576E-001, 2.4206187E-001, 2.4206187E-001, 3.3942965E-001, 3.8406503E-001, 4.2667690E-001, 4.6932167E-001, 5.0936829E-001, 7.5000281E-001, 1.5297757E+000, 2.4145447E+001, 3.7295318E+001, 5.4672313E+001, 6.8348148E+001, 7.8988302E+001, 8.6099110E+001, 9.0062293E+001, 9.1825166E+001, 9.3188338E+001, 9.4952418E+001, 1.2492967E+002, 2.0187040E+002, 2.4492656E+002, 2.2859862E+002,-1.5475722E-003,-5.1369540E-003,-8.2942856E-003,-1.0831791E-002,-1.4512907E-002,-1.6110096E-002,-1.8351452E-002,-1.7123802E-002,-1.5599071E-002,-1.1833263E-002, 2.6736137E-002, 1.9598654E-001,-3.3229800E-001,-1.0223940E+000,-2.6901160E+000,-4.5408313E+000,-5.7341738E+000,-6.1390231E+000,-5.2467075E+000,-3.2709441E+000,-1.8135337E-001, 4.1438686E+000, 5.0653065E+001, 2.5639662E+002,-1.2490967E+000,-1.7420507E+000,-2.6795470E+000,-3.5474262E+000,-4.6908145E+000,-5.4732619E+000,-6.0358546E+000,-5.9582016E+000,-5.5348302E+000,-4.6769168E+000, 6.1444197E+000, 3.0833774E+001, 7.0000000E+000, 1.0670345E+003, 3.8900525E-002, 3.7499284E-002, 4.1437319E-002, 2.0502641E-001, 1.6358846E-001, 0.0000000E+000
-2.0000000E-002,-4.6332934E-002,-1.0322377E-001,-1.0049760E-001,-9.8527782E-002,-7.8439797E-002,-6.7554659E-002,-4.9641591E-002,-4.0674258E-002,-2.7340248E-002,-2.2180533E-002, 4.8758912E-003, 1.7009245E-002, 2.7291848E-001, 7.1886977E-001, 1.1369808E+000, 1.5456787E+000, 1.5456787E+000, 2.2358991E+000, 2.5241246E+000, 2.7942795E+000, 3.0293234E+000, 3.2528448E+000, 4.0761396E+000, 4.1886895E+000, 8.1096703E+002, 9.0799645E+002, 9.7338190E+002, 1.0300102E+003, 1.0765418E+003, 1.1178988E+003, 1.1536194E+003, 1.1850358E+003, 1.2123777E+003, 1.2359042E+003, 1.2947400E+003, 1.2208665E+003, 1.0420088E+003, 8.4953245E+002, 1.2136989E-001, 1.2785404E-001, 1.3619999E-001, 1.4442916E-001, 1.5926157E-001, 1.7233452E-001, 1.8602432E-001, 1.9623115E-001, 2.0902558E-001, 2.2448427E-001, 3.1245692E-001, 5.7044395E-001, 8.0610427E-002, 1.3107362E-001, 1.9055576E-001, 2.4206187E-001, 2.4206187E-001, 3.3942965E-001, 3.8406503E-001, 4.2667690E-001, 4.6932167E-001, 5.0936829E-001, 7.5000281E-001, 1.5297757E+000, 2.4145447E+001, 3.7295318E+001, 5.4672313E+001, 6.8348148E+001, 7.8988302E+001, 8.6099110E+001, 9.0062293E+001, 9.1825166E+001, 9.3188338E+001, 9.4952418E+001, 1.2492967E+002, 2.0187040E+002, 2.4492656E+002, 2.2859862E+002,-1.5475722E-003,-5.1369540E-003,-8.2942856E-003,-1.0831791E-002,-1.4512907E-002,-1.6110096E-002,-1.8351452E-002,-1.7123802E-002,-1.5599071E-002,-1.1833263E-002, 2.6736137E-002, 1.9598654E-001,-3.3229800E-001,-1.0223940E+000,-2.6901160E+000,-4.5408313E+000,-5.7341738E+000,-6.1390231E+000,-5.2467075E+000,-3.2709441E+000,-1.8135337E-001, 4.1438686E+000, 5.0653065E+001, 2.5639662E+002,-1.2490967E+000,-1.7420507E+000,-2.6795470E+000,-3.5474262E+000,-4.6908145E+000,-5.4732619E+000,-6.0358546E+000,-5.9582016E+000,-5.5348302E+000,-4.6769168E+000, 6.1444197E+000, 3.0833774E+001, 9.0000000E+000, 1.1155032E+003, 3.8755350E-002, 3.9812902E-002, 4.2945534E-002, 1.7533064E-001, 1.7143437E-001, 0.0000000E+000
 1.0000000E+000,-9.3521767E-002,-1.4688261E-001,-1.3879589E-001,-1.3315052E-001,-1.1099819E-001,-9.7561941E-002,-7.7584599E-002,-6.7230444E-002,-5.1926458E-002,-4.5506519E-002,-3.6167206E-003, 2.0098621E-002, 2.8948676E-001, 7.4446227E-001, 1.1661498E+000, 1.5803388E+000, 1.5803388E+000, 2.2801970E+000, 2.5716909E+000, 2.8434157E+000, 3.0809291E+000, 3.3050359E+000, 4.1233960E+000, 4.3022839E+000, 8.2047300E+002, 9.2452492E+002, 9.9295544E+002, 1.0513594E+003, 1.0991762E+003, 1.1406786E+003, 1.1759182E+003, 1.2065174E+003, 1.2329306E+003, 1.2548702E+003, 1.3024884E+003, 1.2219851E+003, 1.0511144E+003, 8.5934399E+002, 1.2535248E-001, 1.3628971E-001, 1.3863329E-001, 1.4537540E-001, 1.5763353E-001, 1.6937663E-001, 1.8388695E-001, 1.9774177E-001, 2.1549286E-001, 2.3163394E-001, 3.2807965E-001, 6.2763452E-001, 8.3955011E-002, 1.3395469E-001, 1.9450926E-001, 2.4592895E-001, 2.4592895E-001, 3.4207816E-001, 3.8542527E-001, 4.2683775E-001, 4.6427864E-001, 5.0035723E-001, 7.2388052E-001, 1.4571082E+000, 2.6722922E+001, 4.8558649E+001, 6.4786163E+001, 7.9481271E+001, 9.0087496E+001, 9.6231002E+001, 9.9206549E+001, 9.9869680E+001, 9.9136567E+001, 9.7305813E+001, 1.2925780E+002, 2.0996278E+002, 2.4472522E+002, 2.2320645E+002,-2.9061193E-003,-6.5041649E-003,-8.9620647E-003,-1.2232430E-002,-1.5102848E-002,-1.7338686E-002,-1.8598218E-002,-1.8086220E-002,-1.6595388E-002,-1.1965371E-002, 3.2744855E-002, 1.7402123E-001,-1.0597035E-001,-4.0585366E-001,-1.7146707E+000,-3.0994814E+000,-4.1435106E+000,-4.4796640E+000,-3.7560309E+000,-1.9651568E+000, 5.6425745E-001, 3.7600132E+000, 4.7771727E+001, 2.3781553E+002,-1.5934117E+000,-3.5782252E+000,-4.6676734E+000,-5.6517775E+000,-6.9153715E+000,-7.7420948E+000,-8.5430911E+000,-8.5957082E+000,-8.4483033E+000,-7.1927951E+000, 1.0025122E+001, 2.6974660E+001, 1.1000000E+001, 1.1571456E+003, 3.8702812E-002, 4.1936636E-002, 4.3885522E-002, 1.5070746E-001, 1.7773224E-001, 0.0000000E+000
 2.0000000E+000,-3.0600692E-001,-3.7775845E-001,-3.4279778E-001,-3.0789543E-001,-2.5088101E-001,-2.1390276E-001,-1.6998901E-001,-1.4647691E-001,-1.1548913E-001,-1.0087342E-001,-1.0906068E-002, 3.0558193E-002, 4.8653589E-001, 9.7129353E-001, 1.4460293E+000, 1.8755644E+000, 1.8755644E+000, 2.5366436E+000, 2.7805356E+000, 2.9896843E+000, 3.1584931E+000, 3.3086554E+000, 3.7780897E+000, 3.7884050E+000, 9.0248202E+002, 1.0935927E+003, 1.2152926E+003, 1.2895556E+003, 1.3257356E+003, 1.3357820E+003, 1.3293748E+003, 1.3127677E+003, 1.2915001E+003, 1.2667050E+003, 1.1481726E+003, 1.0310860E+003, 9.0359746E+002, 7.7074931E+002, 9.8160804E-002, 1.1277229E-001, 1.2590246E-001, 1.4412139E-001, 1.5807173E-001, 1.7091037E-001, 1.8346017E-001, 1.9882018E-001, 2.1422070E-001, 2.3236756E-001, 3.2015395E-001, 5.9735226E-001, 1.0012621E-001, 1.6230258E-001, 2.3399668E-001, 3.0036717E-001, 3.0036717E-001, 4.2309374E-001, 4.8292020E-001, 5.3833957E-001, 5.9446335E-001, 6.4762733E-001, 9.4798547E-001, 1.4421663E+000, 5.0076691E+001, 8.2391980E+001, 8.5771798E+001, 8.0690696E+001, 8.2866788E+001, 9.7831842E+001, 1.2057645E+002, 1.4506666E+002, 1.6692366E+002, 1.8618522E+002, 2.4592566E+002, 2.6932550E+002, 2.5604325E+002, 2.2296600E+002,-4.9446929E-003,-8.3709834E-003,-1.1713738E-002,-1.2881279E-002,-1.0246703E-002,-5.8633112E-003, 1.9356378E-003, 1.0394681E-002, 2.1476268E-002, 3.3903352E-002, 1.1262092E-001, 3.3809880E-001, 6.8121839E-001,-6.9085404E-001,-2.5896485E+000,-1.3640114E+000, 3.9446725E+000, 1.4540124E+001, 2.8957590E+001, 4.6056140E+001, 6.4449432E+001, 8.3826552E+001, 1.8399071E+002, 2.3728229E+002,-2.1060839E+000,-3.5531618E+000,-3.9238786E+000,-4.0847169E+000,-2.7892650E+000, 8.6011958E-002, 3.8437095E+000, 7.9387085E+000, 1.2098627E+001, 1.6562253E+001, 3.7716935E+001, 4.7238699E+001, 1.3000000E+001, 1.1916907E+003, 3.8674392E-002, 4.3857195E-002, 4.4366592E-002, 1.3085804E-001, 1.8267499E-001, 0.0000000E+000
 3.0000000E+000,-3.0600692E-001,-3.7775845E-001,-3.4279778E-001,-3.0789543E-001,-2.5088101E-001,-2.1390276E-001,-1.6998901E-001,-1.4647691E-001,-1.1548913E-001,-1.0087342E-001,-1.0906068E-002, 3.0558193E-002, 4.8653589E-001, 9.7129353E-001, 1.4460293E+000, 1.8755644E+000, 1.8755644E+000, 2.5366436E+000, 2.7805356E+000, 2.9896843E+000, 3.1584931E+000, 3.3086554E+000, 3.7780897E+000, 3.7884050E+000, 9.0248202E+002, 1.0935927E+003, 1.2152926E+003, 1.2895556E+003, 1.3257356E+003, 1.3357820E+003, 1.3293748E+003, 1.3127677E+003, 1.2915001E+003, 1.2667050E+003, 1.1481726E+003, 1.0310860E+003, 9.0359746E+002, 7.7074931E+002, 9.8160804E-002, 1.1277229E-001, 1.2590246E-001, 1.4412139E-001, 1.5807173E-001, 1.7091037E-001, 1.8346017E-001, 1.9882018E-001, 2.1422070E-001, 2.3236756E-001, 3.2015395E-001, 5.9735226E-001, 1.0012621E-001, 1.6230258E-001, 2.3399668E-001, 3.0036717E-001, 3.0036717E-001, 4.2309374E-001, 4.8292020E-001, 5.3833957E-001, 5.9446335E-001, 6.4762733E-001, 9.4798547E-001, 1.4421663E+000, 5.0076691E+001, 8.2391980E+001, 8.5771798E+001, 8.0690696E+001, 8.2866788E+001, 9.7831842E+001, 1.2057645E+002, 1.4506666E+002, 1.6692366E+002, 1.8618522E+002, 2.4592566E+002, 2.6932550E+002, 2.5604325E+002, 2.2296600E+002,-4.9446929E-003,-8.3709834E-003,-1.1713738E-002,-1.2881279E-002,-1.0246703E-002,-5.8633112E-003, 1.9356378E-003, 1.0394681E-002, 2.1476268E-002, 3.3903352E-002, 1.1262092E-001, 3.3809880E-001, 6.8121839E-001,-6.9085404E-001,-2.5896485E+000,-1.3640114E+000, 3.9446725E+000, 1.4540124E+001, 2.8957590E+001, 4.6056140E+001, 6.4449432E+001, 8.3826552E+001, 1.8399071E+002, 2.3728229E+002,-2.1060839E+000,-3.5531618E+000,-3.9238786E+000,-4.0847169E+000,-2.7892650E+000, 8.6011958E-002, 3.8437095E+000, 7.9387085E+000, 1.2098627E+001, 1.6562253E+001, 3.7716935E+001, 4.7238699E+001, 1.5000000E+001, 1.2221257E+003, 3.8907336E-002, 4.5747531E-002, 4.4334907E-002, 1.1350425E-001, 1.8651936E-001, 0.0000000E+000
 4.0000000E+000,-4.9360946E-001,-5.2789793E-001,-4.5770798E-001,-3.8295532E-001,-3.0056673E-001,-2.4579672E-001,-1.9100535E-001,-1.6282328E-001,-1.2694277E-001,-1.1221039E-001,-1.9931334E-002, 1.3140885E-002, 6.5006219E-001, 1.1207188E+000, 1.5010294E+000, 1.7614634E+000, 1.7614634E+000, 2.0500787E+000, 2.1286595E+000, 2.1939767E+000, 2.2461703E+000, 2.3007927E+000, 2.5886968E+000, 2.9710268E+000, 1.0746356E+003, 1.2830988E+003, 1.3119545E+003, 1.2385409E+003, 1.1436667E+003, 1.0565479E+003, 9.8924226E+002, 9.3502640E+002, 8.9517874E+002, 8.6301498E+002, 7.9247184E+002, 7.5976377E+002, 7.1032250E+002, 6.4866916E+002, 1.0448208E-001, 1.1367406E-001, 1.3015929E-001, 1.4744553E-001, 1.5833974E-001, 1.6873038E-001, 1.8069750E-001, 1.9837473E-001, 2.1400091E-001, 2.2761723E-001, 3.0926636E-001, 5.5919870E-001, 1.2019081E-001, 2.0185079E-001, 3.0683447E-001, 4.1445051E-001, 4.1445051E-001, 5.9086846E-001, 6.6264036E-001, 7.2395104E-001, 7.7536573E-001, 8.2111644E-001, 9.9706974E-001, 1.3485323E+000, 8.4819514E+001, 5.8897880E+001, 1.1238730E+002, 1.8959668E+002, 2.3427927E+002, 2.5494494E+002, 2.6070224E+002, 2.5980957E+002, 2.5607101E+002, 2.5179128E+002, 2.4360601E+002, 2.4610745E+002, 2.2981106E+002, 1.9840060E+002,-5.4861972E-003,-9.5189235E-003,-9.5281663E-003,-2.2939315E-003, 8.9594682E-003, 2.2268000E-002, 3.6246312E-002, 5.1339750E-002, 6.6253993E-002, 7.9692722E-002, 1.6325768E-001, 3.8460828E-001, 2.6676121E-001,-9.1355382E-001, 1.3452323E+001, 4.8435426E+001, 8.6387385E+001, 1.1689767E+002, 1.3853059E+002, 1.5350277E+002, 1.6342027E+002, 1.7010986E+002, 1.9607606E+002, 1.9253102E+002,-2.5516358E+000,-2.0787754E-001, 2.6920515E+000, 7.2426260E+000, 1.2116245E+001, 1.6721467E+001, 2.0259946E+001, 2.3210374E+001, 2.5666728E+001, 2.7584411E+001, 3.9231303E+001, 4.7564440E+001, 1.7000000E+001, 1.2480329E+003, 3.9342354E-002, 4.7568790E-002, 4.3885375E-002, 9.8623376E-002, 1.8937652E-001, 0.0000000E+000
