s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,kg/s,kg/s
Time,HRR,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_ENTH,Q_TOTAL,MLR_AIR,MLR_METHANOL,MLR_INTERMEDIATE PRODUCTS,MLR_PRODUCTS
 0.0000000E+000, 0.0000000E+000,-7.8239210E-006, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-7.8239210E-006, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 2.0018892E+000, 1.9440006E-001,-3.8069791E-002, 2.6561178E-003,-6.9726100E-003, 3.8838160E-005, 0.0000000E+000, 0.0000000E+000, 1.4793653E-001, 1.5205262E-001, 0.0000000E+000, 1.0094089E-005, 0.0000000E+000, 0.0000000E+000
 4.0003486E+000, 4.1912978E+000,-9.4678013E-001,-1.6907000E+000,-1.5092901E-001, 1.5300821E-003, 0.0000000E+000, 0.0000000E+000, 1.4025432E+000, 1.4044187E+000, 0.0000000E+000, 2.3330613E-004, 0.0000000E+000, 0.0000000E+000
 6.0000854E+000, 2.1673314E+001,-5.0307439E+000,-1.4111553E+001,-3.9957992E-001, 5.8944082E-003, 0.0000000E+000, 0.0000000E+000, 2.1763474E+000, 2.1373314E+000, 0.0000000E+000, 1.1314755E-003, 0.0000000E+000, 0.0000000E+000
 8.0001764E+000, 3.1700521E+001,-7.3617439E+000,-2.3520177E+001,-4.6553662E-001, 7.0479401E-003, 0.0000000E+000, 0.0000000E+000, 4.1590108E-001, 3.6011116E-001, 0.0000000E+000, 1.5656355E-003, 0.0000000E+000, 0.0000000E+000
 1.0000106E+001, 3.5960960E+001,-8.3259456E+000,-2.7742852E+001,-4.4823384E-001, 7.6694458E-003, 0.0000000E+000, 0.0000000E+000,-4.9251701E-001,-5.4840207E-001, 0.0000000E+000, 1.8173845E-003, 0.0000000E+000, 0.0000000E+000
 1.2000460E+001, 3.8330540E+001,-8.8821057E+000,-2.8305091E+001,-4.6573169E-001, 7.7678374E-003, 0.0000000E+000, 0.0000000E+000, 7.2751587E-001, 6.8538002E-001, 0.0000000E+000, 1.8820992E-003, 0.0000000E+000, 0.0000000E+000
 1.4000567E+001, 4.0210467E+001,-9.2820841E+000,-3.0438910E+001,-4.7241238E-001, 7.9174017E-003, 0.0000000E+000, 0.0000000E+000, 1.1012603E-001, 2.4977791E-002, 0.0000000E+000, 1.9585235E-003, 0.0000000E+000, 0.0000000E+000
 1.6000017E+001, 4.0305235E+001,-9.2968087E+000,-3.0730349E+001,-4.7306392E-001, 8.1695636E-003, 0.0000000E+000, 0.0000000E+000,-1.3303528E-001,-1.8681714E-001, 0.0000000E+000, 2.0031433E-003, 0.0000000E+000, 0.0000000E+000
 1.8000360E+001, 3.9935844E+001,-9.1936784E+000,-3.1532824E+001,-4.4499251E-001, 8.2552031E-003, 0.0000000E+000, 0.0000000E+000,-1.1474086E+000,-1.2273965E+000, 0.0000000E+000, 2.0540588E-003, 0.0000000E+000, 0.0000000E+000
 2.0000521E+001, 4.1421391E+001,-9.5172976E+000,-3.0298590E+001,-4.5628459E-001, 8.3427191E-003, 0.0000000E+000, 0.0000000E+000, 1.2232176E+000, 1.1575619E+000, 0.0000000E+000, 2.0826793E-003, 0.0000000E+000, 0.0000000E+000
 2.2000834E+001, 4.2189442E+001,-9.7080433E+000,-3.1825488E+001,-4.6981162E-001, 8.3051599E-003, 0.0000000E+000, 0.0000000E+000, 2.7620304E-001, 1.9440465E-001, 0.0000000E+000, 2.0976600E-003, 0.0000000E+000, 0.0000000E+000
 2.4000076E+001, 4.1918992E+001,-9.6474029E+000,-3.2829514E+001,-4.4060626E-001, 8.4156613E-003, 0.0000000E+000, 0.0000000E+000,-9.2776673E-001,-9.9011536E-001, 0.0000000E+000, 2.1243826E-003, 0.0000000E+000, 0.0000000E+000
 2.6000168E+001, 2.9548492E+001,-6.8053749E+000,-2.3379698E+001,-4.3452933E-001, 6.0485441E-003, 0.0000000E+000, 0.0000000E+000,-1.0059675E+000,-1.0650618E+000, 0.0000000E+000, 1.2429888E-003, 0.0000000E+000, 0.0000000E+000
 2.8000885E+001, 1.7524134E+001,-4.0781880E+000,-1.2977514E+001,-3.7624119E-001, 4.7352658E-003, 0.0000000E+000, 0.0000000E+000, 1.2241927E-001, 9.6926424E-002, 0.0000000E+000, 8.1831127E-004, 0.0000000E+000, 0.0000000E+000
 3.0000790E+001, 1.6705490E+001,-3.8828421E+000,-1.2754700E+001,-3.7353494E-001, 4.5763941E-003, 0.0000000E+000, 0.0000000E+000,-2.5164490E-001,-3.0101086E-001, 0.0000000E+000, 7.8386919E-004, 0.0000000E+000, 0.0000000E+000
 3.2000576E+001, 1.6000351E+001,-3.7376642E+000,-1.2072915E+001,-3.5933680E-001, 4.5372994E-003, 0.0000000E+000, 0.0000000E+000,-1.3138453E-001,-1.6502802E-001, 0.0000000E+000, 7.7020554E-004, 0.0000000E+000, 0.0000000E+000
 3.4000431E+001, 1.5716096E+001,-3.6419877E+000,-1.1865868E+001,-3.4682113E-001, 4.3811689E-003, 0.0000000E+000, 0.0000000E+000,-8.8503634E-002,-1.3420024E-001, 0.0000000E+000, 7.4218341E-004, 0.0000000E+000, 0.0000000E+000
 3.6000027E+001, 1.5555998E+001,-3.6015990E+000,-1.1595708E+001,-3.5245273E-001, 4.4457866E-003, 0.0000000E+000, 0.0000000E+000, 6.2807577E-002, 1.0683940E-002, 0.0000000E+000, 7.4167224E-004, 0.0000000E+000, 0.0000000E+000
 3.8000324E+001, 1.5354634E+001,-3.5498622E+000,-1.1960359E+001,-3.4636532E-001, 4.2786666E-003, 0.0000000E+000, 0.0000000E+000,-4.4208895E-001,-4.9767429E-001, 0.0000000E+000, 7.2090150E-004, 0.0000000E+000, 0.0000000E+000
 4.0000694E+001, 1.4889684E+001,-3.4483580E+000,-1.0510907E+001,-3.3918811E-001, 4.1616035E-003, 0.0000000E+000, 0.0000000E+000, 6.5100578E-001, 5.9539197E-001, 0.0000000E+000, 7.0062242E-004, 0.0000000E+000, 0.0000000E+000
 4.2000416E+001, 1.5198489E+001,-3.5133293E+000,-1.1330577E+001,-3.3177203E-001, 4.2566193E-003, 0.0000000E+000, 0.0000000E+000, 7.2935360E-002, 2.7067315E-002, 0.0000000E+000, 7.1865165E-004, 0.0000000E+000, 0.0000000E+000
 4.4000519E+001, 1.5185886E+001,-3.5098476E+000,-1.1901278E+001,-3.3729018E-001, 4.3561155E-003, 0.0000000E+000, 0.0000000E+000,-5.0751323E-001,-5.5817428E-001, 0.0000000E+000, 7.3125245E-004, 0.0000000E+000, 0.0000000E+000
 4.6000675E+001, 1.5089704E+001,-3.4964104E+000,-1.1415085E+001,-3.4646074E-001, 4.2823281E-003, 0.0000000E+000, 0.0000000E+000,-1.2225243E-001,-1.6397008E-001, 0.0000000E+000, 7.1754140E-004, 0.0000000E+000, 0.0000000E+000
 4.8000828E+001, 1.5523357E+001,-3.5655970E+000,-1.1441603E+001,-3.3976904E-001, 4.3074414E-003, 0.0000000E+000, 0.0000000E+000, 2.3575043E-001, 1.8069483E-001, 0.0000000E+000, 7.2021954E-004, 0.0000000E+000, 0.0000000E+000
 5.0000778E+001, 1.5088319E+001,-3.4707801E+000,-1.0981340E+001,-3.3743558E-001, 4.2910022E-003, 0.0000000E+000, 0.0000000E+000, 3.5433145E-001, 3.0305466E-001, 0.0000000E+000, 7.2210315E-004, 0.0000000E+000, 0.0000000E+000
 5.2000744E+001, 1.4869370E+001,-3.4238168E+000,-1.1481365E+001,-3.3422260E-001, 4.2451896E-003, 0.0000000E+000, 0.0000000E+000,-3.1529601E-001,-3.6578851E-001, 0.0000000E+000, 7.1327431E-004, 0.0000000E+000, 0.0000000E+000
 5.4000317E+001, 1.4934682E+001,-3.4295747E+000,-1.1347135E+001,-3.2274149E-001, 4.1481909E-003, 0.0000000E+000, 0.0000000E+000,-1.0260009E-001,-1.6062014E-001, 0.0000000E+000, 7.0235070E-004, 0.0000000E+000, 0.0000000E+000
 5.6000557E+001, 1.5024067E+001,-3.4691941E+000,-1.0623982E+001,-3.3305733E-001, 4.1599079E-003, 0.0000000E+000, 0.0000000E+000, 6.5700182E-001, 6.0199376E-001, 0.0000000E+000, 7.0869247E-004, 0.0000000E+000, 0.0000000E+000
 5.8000328E+001, 1.4933783E+001,-3.4460930E+000,-1.1824634E+001,-3.3219481E-001, 4.2042761E-003, 0.0000000E+000, 0.0000000E+000,-6.1616920E-001,-6.6493385E-001, 0.0000000E+000, 7.1614357E-004, 0.0000000E+000, 0.0000000E+000
 6.0000000E+001, 1.4956545E+001,-3.4410857E+000,-1.1169529E+001,-3.2885064E-001, 4.1881307E-003, 0.0000000E+000, 0.0000000E+000, 8.3276137E-002, 2.1268164E-002, 0.0000000E+000, 7.1418055E-004, 0.0000000E+000, 0.0000000E+000
