cm,K,K,K,K,K,K,K,K,K,K,K,K
r,T_avg_1D,T_avg_1_5D,T_avg_2D,T_avg_2_5D,T_avg_3D,T_avg_3_5D,T_rms_1D,T_rms_1_5D,T_rms_2D,T_rms_2_5D,T_rms_3D,T_rms_3_5D
0.0,627.6198480356029,719.2674652704003,783.5512449364696,812.123305515696,819.2581461179186,778.1887941748012,53.24574074397093,97.38482842117953,173.9372279447458,233.45672846076764,270.1770501300994,286.0366510650057
0.5,627.6198480356029,719.2674652704003,775.5850017549105,812.123305515696,819.2581461179186,778.1887941748012,53.24574074397093,97.38482842117953,180.89244220537344,233.45672846076764,270.1770501300994,286.0366510650057
1.0,676.1266447279669,737.210900586989,778.4489639873251,811.4966237993042,818.2335135296686,781.1008648560406,63.3573362980404,121.21630400379641,195.68624788131552,245.5662917450183,277.2083529445627,293.0363031911383
1.5,707.3726502493254,743.7910525733768,766.7181060171035,791.2800910102493,800.4762410547132,772.1063206405158,86.50119661069559,158.59702964418568,224.73429133380654,258.58009281226305,284.0741829137354,298.10122872759695
2.0,691.3914645899276,710.8658000400615,740.4931999541452,761.4710182554323,770.9148033760115,748.5886201735324,143.78624460244055,210.69789041292984,250.14283814582853,271.2310814839664,287.8863991130581,296.84243408989846
2.5,675.0390980886261,710.8658000400615,740.4931999541452,761.4710182554323,770.9148033760115,748.5886201735324,153.95280680170788,210.69789041292984,250.14283814582853,271.2310814839664,287.8863991130581,296.84243408989846
3.0,637.9159451982534,654.2800506516123,695.772913207948,722.2896368422946,730.2500442941773,717.9830522867604,203.0883055082673,239.3025392574033,266.99914604222084,280.7266546155871,289.2249363222524,290.66372489268633
3.5,560.5730935831677,585.540106108247,646.3611387288568,680.6689808037187,684.3895369840399,679.215537677408,221.32482581666787,240.6693516228209,275.84926390053863,283.8438515780627,286.45805965432237,284.0022790967797
4.0,471.7116571041494,511.14682690443914,587.831030582346,632.5499837995251,637.5363628188768,638.3094491741459,202.31128561589315,219.90910652177857,265.1574627897689,278.0821842775463,279.9987354050738,275.9488621540206
4.5,404.42602298280895,452.6716675257186,531.289073840599,587.4534806257172,599.9917970654927,606.0751841211217,163.75683067475265,196.70608983833787,245.98385792476859,268.67854917501694,274.48394634599777,268.6774447698551
5.0,404.42602298280895,452.6716675257186,531.289073840599,587.4534806257172,599.9917970654927,606.0751841211217,163.75683067475265,196.70608983833787,245.98385792476859,268.67854917501694,274.48394634599777,268.6774447698551
5.5,355.88397530600815,405.19154852360646,478.93261013480424,542.626730154219,563.2605932843067,572.9885942453421,118.65261669355591,170.42932390320348,218.9666554136668,256.7011059195703,262.8243484470425,256.5229976391115
6.0,327.6652136404435,368.93006521287504,434.59368102894916,498.1067425929047,520.9134636095939,541.5342640485991,81.20823206562254,145.86028088111524,195.48303603818925,243.35732805856384,243.1030905426401,241.7627067545509
6.5,311.6889995710879,342.42895588757983,392.4940576668988,459.36311177536874,485.77732323067266,508.9060584122034,49.12900139932824,117.51197478953061,166.26544097818618,230.9801647264499,228.13527440473632,224.3892240776818
7.0,303.4394724380105,321.5499677704052,358.19064050158244,426.3135245160314,456.97590399873013,482.842603629032,21.802092411650012,79.89427986668184,134.7925533980049,218.61903522208894,213.71924384254757,207.998278883072
7.5,303.4394724380105,321.5499677704052,358.19064050158244,426.3135245160314,456.97590399873013,482.842603629032,21.802092411650012,79.89427986668184,134.7925533980049,218.61903522208894,213.71924384254757,207.998278883072
8.0,300.4529691573397,307.71621242733,332.51872161364633,396.20616524495875,428.83491530318275,453.7723295039062,4.257130888842021,39.70413611046184,95.84531265385627,198.92399517174786,197.84515694950076,188.29796118205581
8.5,299.9169404899692,301.6226197489841,313.30867544236196,371.8968600452168,400.60390373313527,425.23663055238586,0.4918455478894181,12.181170005361064,52.1675820211153,175.06297807406943,174.39124265491589,168.76626313551694
9.0,299.8594836297486,300.0787348781651,303.0344902783512,348.39920338141127,373.3625295568171,397.9944874594134,0.03028635105531557,1.5855415732431697,14.803975338635851,142.6612106785796,146.26450759768352,148.78174566950233
9.5,299.85599797759136,299.8850184779941,300.3176146245958,329.63516882037146,354.4511929160432,378.0173017074055,0.0018111782833095196,0.1093214341662886,2.4332068488534944,106.9020226970819,126.81060488465151,134.48079225076017
10.0,299.85599797759136,299.8850184779941,300.3176146245958,329.63516882037146,354.4511929160432,378.0173017074055,0.0018111782833095196,0.1093214341662886,2.4332068488534944,106.9020226970819,126.81060488465151,134.48079225076017
10.5,299.8560758961749,299.8717683493558,299.93261760680844,314.96811779079593,341.74918640126145,361.705780337362,0.001589951210961744,0.006146896949023879,0.24839053292171215,66.11500386234357,115.47944989430148,119.28953794757523
11.0,299.8564606227745,299.8717423923699,299.89545614028,305.3995937335309,330.7431702702319,348.17384380743454,0.0019386263205411049,0.004083887222976137,0.01860844443934205,28.26503527832741,102.88415975007571,102.39572694652432
11.5,299.8565876778499,299.8731054762293,299.8921047878834,301.26586879484404,316.13802735065013,333.30282048658125,0.002111380809063965,0.004138048219023554,0.004313469748768696,7.925004896226977,65.68162604973395,78.25944299182595
12.0,299.8565876778499,299.8731054762293,299.8921047878834,301.2637180471409,316.13802735065013,333.30282048658125,0.002111380809063965,0.004138048219023554,0.004313469748768696,7.919777651612817,65.68162604973395,78.25944299182595
12.5,299.8565876778499,299.8731054762293,299.8921047878834,301.2637180471409,316.13802735065013,333.30282048658125,0.002111380809063965,0.004138048219023554,0.004313469748768696,7.919777651612817,65.68162604973395,78.25944299182595
