Temperature (K) 1.0D radius: 0 cm,Temperature PDF (1/K) 1.0D radius: 0 cm,Temperature (K) 1.0D radius: 1 cm,Temperature PDF (1/K) 1.0D radius: 1 cm,Temperature (K) 1.0D radius: 2 cm,Temperature PDF (1/K) 1.0D radius: 2 cm,Temperature (K) 1.0D radius: 3 cm,Temperature PDF (1/K) 1.0D radius: 3 cm,Temperature (K) 1.0D radius: 4 cm,Temperature PDF (1/K) 1.0D radius: 4 cm,Temperature (K) 1.0D radius: 5 cm,Temperature PDF (1/K) 1.0D radius: 5 cm,Temperature (K) 1.0D radius: 6 cm,Temperature PDF (1/K) 1.0D radius: 6 cm,Temperature (K) 1.0D radius: 7 cm,Temperature PDF (1/K) 1.0D radius: 7 cm,Temperature (K) 1.0D radius: 8 cm,Temperature PDF (1/K) 1.0D radius: 8 cm,Temperature (K) 1.0D radius: 9 cm,Temperature PDF (1/K) 1.0D radius: 9 cm,Temperature (K) 1.0D radius: 10 cm,Temperature PDF (1/K) 1.0D radius: 10 cm,Temperature (K) 1.0D radius: 11 cm,Temperature PDF (1/K) 1.0D radius: 11 cm,Temperature (K) 1.5D radius: 0 cm,Temperature PDF (1/K) 1.5D radius: 0 cm,Temperature (K) 1.5D radius: 1 cm,Temperature PDF (1/K) 1.5D radius: 1 cm,Temperature (K) 1.5D radius: 2 cm,Temperature PDF (1/K) 1.5D radius: 2 cm,Temperature (K) 1.5D radius: 3 cm,Temperature PDF (1/K) 1.5D radius: 3 cm,Temperature (K) 1.5D radius: 4 cm,Temperature PDF (1/K) 1.5D radius: 4 cm,Temperature (K) 1.5D radius: 5 cm,Temperature PDF (1/K) 1.5D radius: 5 cm,Temperature (K) 1.5D radius: 6 cm,Temperature PDF (1/K) 1.5D radius: 6 cm,Temperature (K) 1.5D radius: 7 cm,Temperature PDF (1/K) 1.5D radius: 7 cm,Temperature (K) 1.5D radius: 8 cm,Temperature PDF (1/K) 1.5D radius: 8 cm,Temperature (K) 1.5D radius: 9 cm,Temperature PDF (1/K) 1.5D radius: 9 cm,Temperature (K) 1.5D radius: 10 cm,Temperature PDF (1/K) 1.5D radius: 10 cm,Temperature (K) 1.5D radius: 11 cm,Temperature PDF (1/K) 1.5D radius: 11 cm,Temperature (K) 2.0D radius: 0 cm,Temperature PDF (1/K) 2.0D radius: 0 cm,Temperature (K) 2.0D radius: 1 cm,Temperature PDF (1/K) 2.0D radius: 1 cm,Temperature (K) 2.0D radius: 2 cm,Temperature PDF (1/K) 2.0D radius: 2 cm,Temperature (K) 2.0D radius: 3 cm,Temperature PDF (1/K) 2.0D radius: 3 cm,Temperature (K) 2.0D radius: 4 cm,Temperature PDF (1/K) 2.0D radius: 4 cm,Temperature (K) 2.0D radius: 5 cm,Temperature PDF (1/K) 2.0D radius: 5 cm,Temperature (K) 2.0D radius: 6 cm,Temperature PDF (1/K) 2.0D radius: 6 cm,Temperature (K) 2.0D radius: 7 cm,Temperature PDF (1/K) 2.0D radius: 7 cm,Temperature (K) 2.0D radius: 8 cm,Temperature PDF (1/K) 2.0D radius: 8 cm,Temperature (K) 2.0D radius: 9 cm,Temperature PDF (1/K) 2.0D radius: 9 cm,Temperature (K) 2.0D radius: 10 cm,Temperature PDF (1/K) 2.0D radius: 10 cm,Temperature (K) 2.0D radius: 11 cm,Temperature PDF (1/K) 2.0D radius: 11 cm,Temperature (K) 2.5D radius: 0 cm,Temperature PDF (1/K) 2.5D radius: 0 cm,Temperature (K) 2.5D radius: 1 cm,Temperature PDF (1/K) 2.5D radius: 1 cm,Temperature (K) 2.5D radius: 2 cm,Temperature PDF (1/K) 2.5D radius: 2 cm,Temperature (K) 2.5D radius: 3 cm,Temperature PDF (1/K) 2.5D radius: 3 cm,Temperature (K) 2.5D radius: 4 cm,Temperature PDF (1/K) 2.5D radius: 4 cm,Temperature (K) 2.5D radius: 5 cm,Temperature PDF (1/K) 2.5D radius: 5 cm,Temperature (K) 2.5D radius: 6 cm,Temperature PDF (1/K) 2.5D radius: 6 cm,Temperature (K) 2.5D radius: 7 cm,Temperature PDF (1/K) 2.5D radius: 7 cm,Temperature (K) 2.5D radius: 8 cm,Temperature PDF (1/K) 2.5D radius: 8 cm,Temperature (K) 2.5D radius: 9 cm,Temperature PDF (1/K) 2.5D radius: 9 cm,Temperature (K) 2.5D radius: 10 cm,Temperature PDF (1/K) 2.5D radius: 10 cm,Temperature (K) 2.5D radius: 11 cm,Temperature PDF (1/K) 2.5D radius: 11 cm,Temperature (K) 3.0D radius: 0 cm,Temperature PDF (1/K) 3.0D radius: 0 cm,Temperature (K) 3.0D radius: 1 cm,Temperature PDF (1/K) 3.0D radius: 1 cm,Temperature (K) 3.0D radius: 2 cm,Temperature PDF (1/K) 3.0D radius: 2 cm,Temperature (K) 3.0D radius: 3 cm,Temperature PDF (1/K) 3.0D radius: 3 cm,Temperature (K) 3.0D radius: 4 cm,Temperature PDF (1/K) 3.0D radius: 4 cm,Temperature (K) 3.0D radius: 5 cm,Temperature PDF (1/K) 3.0D radius: 5 cm,Temperature (K) 3.0D radius: 6 cm,Temperature PDF (1/K) 3.0D radius: 6 cm,Temperature (K) 3.0D radius: 7 cm,Temperature PDF (1/K) 3.0D radius: 7 cm,Temperature (K) 3.0D radius: 8 cm,Temperature PDF (1/K) 3.0D radius: 8 cm,Temperature (K) 3.0D radius: 9 cm,Temperature PDF (1/K) 3.0D radius: 9 cm,Temperature (K) 3.0D radius: 10 cm,Temperature PDF (1/K) 3.0D radius: 10 cm,Temperature (K) 3.0D radius: 11 cm,Temperature PDF (1/K) 3.0D radius: 11 cm,Temperature (K) 3.5D radius: 0 cm,Temperature PDF (1/K) 3.5D radius: 0 cm,Temperature (K) 3.5D radius: 1 cm,Temperature PDF (1/K) 3.5D radius: 1 cm,Temperature (K) 3.5D radius: 2 cm,Temperature PDF (1/K) 3.5D radius: 2 cm,Temperature (K) 3.5D radius: 3 cm,Temperature PDF (1/K) 3.5D radius: 3 cm,Temperature (K) 3.5D radius: 4 cm,Temperature PDF (1/K) 3.5D radius: 4 cm,Temperature (K) 3.5D radius: 5 cm,Temperature PDF (1/K) 3.5D radius: 5 cm,Temperature (K) 3.5D radius: 6 cm,Temperature PDF (1/K) 3.5D radius: 6 cm,Temperature (K) 3.5D radius: 7 cm,Temperature PDF (1/K) 3.5D radius: 7 cm,Temperature (K) 3.5D radius: 8 cm,Temperature PDF (1/K) 3.5D radius: 8 cm,Temperature (K) 3.5D radius: 9 cm,Temperature PDF (1/K) 3.5D radius: 9 cm,Temperature (K) 3.5D radius: 10 cm,Temperature PDF (1/K) 3.5D radius: 10 cm,Temperature (K) 3.5D radius: 11 cm,Temperature PDF (1/K) 3.5D radius: 11 cm
321.2484046,6.27e-06,315.85170330000005,4.71e-07,310.67724100000004,1.63e-05,356.6440412,5.79e-05,312.5387477,4.5e-06,353.71299849999997,7.69e-06,371.7046737,1.09e-05,382.9192503,3.83e-06,314.7848249,5.93e-06,374.9915117,4.74e-06,364.6084526,1.4800000000000002e-05,345.33730130000004,4.45e-06,346.4599709,9.03e-05,310.0572623,5.6899999999999994e-05,328.9739125,1.9699999999999998e-05,308.28974239999997,0.000127591,307.4922328,3.64e-05,350.60720019999997,1.9e-05,332.8328698,3.93e-06,389.3300207,3.28e-05,374.1371435,1.5399999999999998e-05,373.68915689999994,2.27e-06,305.27909900000003,3.02e-06,372.3557054,1.7100000000000002e-05,309.548091,6.670000000000001e-05,309.6147034,0.000149011,309.7040225,9.290000000000001e-05,348.0622534,0.000372356,359.18821460000004,0.00028749,308.8540652,6.0299999999999995e-05,312.98633060000003,1.88e-06,318.3277787,1.84e-05,305.6687417,1.9399999999999997e-05,306.533649,1.5399999999999998e-05,306.6231074,2.29e-06,333.6000191,6.13e-06,309.88888010000005,4.51e-05,309.41351099999997,7.6e-05,308.4127095,1.76e-05,308.9712057,0.000290165,334.56766150000004,2.0399999999999998e-05,307.4911712,7.58e-05,307.141919,0.000132292,321.7317796,5.3e-05,306.95190289999994,0.000153068,323.3842635,6.75e-07,346.8579939,6.18e-06,305.43870630000004,9.18e-06,350.49001339999995,8.9e-05,381.00055610000004,0.00011855700000000001,362.8154673,7.83e-06,351.82024260000003,5.3500000000000006e-05,384.43926569999996,4.29e-05,333.79214260000003,2.7000000000000002e-05,305.8004482,1.64e-05,339.2622036,2.33e-05,305.71853789999994,4.27e-06,308.7278682,1.4300000000000002e-05,339.2781706,3.3e-06,305.9560004,6.57e-06,307.4309684,3.11e-05,353.1004702,4.2499999999999996e-05,348.1870229,1.4999999999999999e-05,306.7830729,3.29e-06,310.1442372,1.06e-06,306.53952230000004,1e-05,336.1769435,1.98e-06,350.7169521,1.1400000000000001e-05,347.5882895,1.15e-05,332.4677797,2.49e-06,328.928504,1.17e-06,311.7827131,1.48e-06
339.19584360000005,1.74e-06,335.7768626,1.57e-07,328.5660792,4.74e-05,372.79856010000003,0.000245332,329.21020830000003,4.88e-06,364.6925767,1.6e-05,382.8880993,2.8199999999999998e-05,390.2736952,4.34e-05,325.8577074,2.54e-06,379.611393,1.42e-05,365.6641889,3.26e-05,346.0404827,0.0,363.8514128,0.000157737,330.04304229999997,8.070000000000001e-05,347.2633166,5.73e-05,324.7416701,0.000204717,322.373912,7.65e-05,364.4491236,4.41e-05,343.98673360000004,1.85e-05,398.4949335,0.000357005,385.3320257,0.000136914,381.9630104,3.86e-05,314.60082819999997,4.36e-06,379.652621,0.00016332600000000001,328.50563769999997,0.000140187,328.8158534,0.000157171,329.0911337,0.00019412900000000002,365.22476389999997,0.001084626,375.3239506,0.001137167,326.51268189999996,0.00020594099999999999,327.992235,1.56e-05,330.56372719999996,0.00024618400000000004,316.77707630000003,0.00011855299999999999,317.92528799999997,4.3700000000000005e-05,316.1771028,1.4099999999999999e-05,341.765773,5.2900000000000005e-05,329.60656889999996,8.669999999999999e-05,328.229943,0.000180195,324.9017387,1.9e-05,326.88768680000004,0.000411434,349.5598347,0.000128316,322.18278399999997,0.000379031,321.36201669999997,0.00035527199999999996,333.5389082,0.000437395,320.6580123,0.000254961,332.653224,7.76e-06,354.9621527,7.99e-05,315.6650733,2.9999999999999997e-05,366.4459013,0.000515003,395.69651749999997,0.000457414,377.2021398,1.09e-05,364.9659748,0.00020773099999999998,397.05644589999997,0.000445013,346.64027289999996,0.000181623,317.26758870000003,4.04e-05,349.9842584,0.000348919,315.96516180000003,3.97e-06,320.1315578,6.829999999999999e-05,347.8042814,4e-05,315.95027860000005,8.14e-06,322.123368,9.9e-05,365.7494128,0.000265348,360.678492,0.000192067,320.112193,3.05e-05,321.99830130000004,6.07e-06,318.72880699999996,2.44e-05,347.2204799,4.5e-05,360.2790289,0.000210344,356.598836,7.43e-05,341.2704216,1.88e-05,336.96755110000004,3.5e-06,320.2346453,3.7e-06
357.1432826,1.57e-06,355.7020219,2.35e-06,346.4549173,8.120000000000001e-05,388.9530789,0.000587092,345.881669,2.98e-05,375.6721548,6.720000000000001e-05,394.0715248,6.52e-05,397.6281401,0.0005350590000000001,336.9305899,5.65e-06,384.23127430000005,8.669999999999999e-05,366.7199253,8e-05,346.74366410000005,0.0,381.2428546,0.00020648,350.0288223,0.000139446,365.55272060000004,0.00022695599999999997,341.1935978,0.00038696300000000004,337.2555911,0.00018962700000000002,378.2910471,0.000165193,355.1405973,6.14e-05,407.6598464,0.001066578,396.526908,0.00045321300000000005,390.2368639,0.000605655,323.92255739999996,6.04e-06,386.9495365,0.001449362,347.4631843,0.000135068,348.0170034,0.00030993599999999997,348.4782448,0.00038874300000000004,382.3872743,0.001119802,391.45968660000005,0.001565979,344.1712986,0.000750212,342.9981393,2.2100000000000002e-05,342.7996756,0.001087504,327.8854108,0.000307506,329.316927,0.000107643,325.73109819999996,5.8899999999999995e-05,349.93152680000003,0.000179658,349.3242578,0.000224128,347.0463749,0.00044591199999999997,341.39076789999996,9.85e-05,344.8041678,0.000717768,364.5520079,0.00044149099999999996,336.87439689999997,0.0007689210000000001,335.58211439999997,0.000587938,345.34603680000004,0.00118343,334.3641217,0.000665731,341.9221845,0.00010630399999999999,363.06631160000006,0.00047243800000000005,325.8914403,4.5299999999999997e-05,382.40178910000003,0.00076927,410.392479,0.000637698,391.5888124,0.000188508,378.11170710000005,0.000629378,409.6736262,0.001084147,359.4884032,0.00044675300000000004,328.73472910000004,9.570000000000001e-05,360.7063131,0.0014575229999999998,326.2117858,2.14e-06,331.5352474,0.000186524,356.3303922,0.00020178200000000001,325.94455669999996,2.25e-05,336.8157676000001,0.00025936,378.39835539999996,0.000482474,373.1699611,0.000655081,333.44131319999997,6.409999999999999e-05,333.85236539999994,2.11e-05,330.9180918,6.37e-05,358.2640164,0.000235094,369.8411057,0.000926429,365.60938239999996,0.000265224,350.07306339999997,0.000233821,345.0065983,2.61e-05,328.6865775,1.22e-05
375.0907215,1.05e-06,375.6271812,1.7100000000000002e-05,364.34375539999996,0.000127512,405.1075978,0.001042127,362.5531297,0.000450307,386.6517329,0.000379765,405.2549504,0.000177052,404.98258500000003,0.001887593,348.0034724,1.3300000000000001e-05,388.8511556,0.000573487,367.77566160000003,0.000177773,347.4468454,0.0,398.6342964,0.000269251,370.0146023,0.000292053,383.8421247,0.000603051,357.64552549999996,0.0006181509999999999,352.1372703,0.000443584,392.1329706,0.000604051,366.2944611,0.00023361,416.82475919999996,0.002496646,407.7217902,0.001048369,398.5107174,0.003694423,333.24428660000007,3.36e-06,394.2464521,0.005540669,366.420731,0.000242892,367.2181534,0.00040623,367.865356,0.000622344,399.5497848,0.001144407,407.5954227,0.0016528270000000002,361.8299153,0.0013370189999999998,358.00404360000005,5.65e-05,355.03562410000006,0.002128481,338.99374539999997,0.000611915,340.708566,0.000263342,335.28509360000004,0.000205938,358.0972807,0.0007220810000000001,369.0419466,0.00041060900000000004,365.86280689999995,0.000563712,357.8797972,0.000202074,362.72064889999996,0.000724622,379.5441811,0.000898005,351.5660097,0.001369195,349.8022122,0.000950254,357.1531654,0.002453226,348.0702311,0.0013719000000000001,351.1911449,0.00033679900000000004,371.1704704,0.001780904,336.11780730000004,7.4e-05,398.3576769,0.000877878,425.0884404,0.0008090419999999999,405.97548489999997,0.000410282,391.2574394,0.000863759,422.29080650000003,0.0012862,372.3365335,0.0007026310000000001,340.20186960000007,0.00018386,371.42836789999996,0.002606095,336.4584098,2.14e-05,342.938937,0.00059633,364.856503,0.000569026,335.9388349,8.8e-05,351.5081672,0.000419703,391.0472979,0.000602165,385.6614302,0.000807333,346.77043330000004,0.00012391,345.7064295,9.290000000000001e-05,343.1073765,0.000140137,369.3075528,0.000412405,379.40318239999993,0.001692564,374.6199289,0.000835595,358.87570530000005,0.001544357,353.0456454,0.000176264,337.1385098,4.03e-05
393.0381605,1.12e-05,395.55234049999996,8.209999999999999e-05,382.2325935,0.00022319,421.2621166999999,0.001554671,379.22459039999995,0.002245155,397.631311,0.001052118,416.4383759,0.000580662,412.33702989999995,0.004942703,359.076355,2.12e-05,393.4710369,0.002591863,368.83139789999996,0.000397027,348.15002680000003,4.45e-06,416.0257383,0.00024515,390.0003823,0.000306311,402.1315288,0.00080059,374.09745319999996,0.000754502,367.0189495,0.0006628539999999999,405.974894,0.0012575919999999999,377.4483248,0.0006960610000000001,425.989672,0.004637311,418.9166724,0.0027854990000000003,406.7845709,0.007359356,342.5660158,3.36e-06,401.54336760000007,0.011813091000000001,385.3782776,0.00040999300000000004,386.4193034,0.000519335,387.2524671,0.0006844660000000001,416.7122953,0.000973812,423.73115870000004,0.0015425229999999999,379.48853189999994,0.001570784,373.0099479,0.00043447,367.2715726,0.002796475,350.1020799,0.001188349,352.10020499999996,0.00045583699999999995,344.8390889,0.000458368,366.2630345,0.002057452,388.7596355,0.000444125,384.6792388,0.000584344,374.3688264,0.00032939,380.63712999999996,0.0007139010000000001,394.5363543,0.001237886,366.2576225,0.0019562670000000002,364.0223099,0.00134845,368.960294,0.003455976,361.7763405,0.001817853,360.4601054,0.000695533,379.2746292,0.00360195,346.3441743,0.000269173,414.3135648,0.001020205,439.7844018,0.000846929,420.3621575,0.000633795,404.4031717,0.001089812,434.9079868,0.0014406529999999999,385.1846638,0.000873054,351.66901010000004,0.000265697,382.1504227,0.003486269,346.7050338,9.37e-05,354.3426266,0.001322952,373.3826138,0.001151259,345.933113,0.000187833,366.2005668,0.0007819130000000001,403.6962405,0.000644206,398.1528993,0.000973357,360.0995534,0.00025180900000000003,357.56049360000003,0.000204506,355.2966613,0.00022663099999999998,380.3510892,0.000597648,388.9652592,0.002016749,383.6304753,0.00143235,367.6783472,0.00331294,361.08469260000004,0.000690272,345.590442,0.000146928
410.98559950000003,2.49e-05,415.47749980000003,0.000156525,400.12143169999996,0.00037064300000000004,437.41663550000004,0.001794193,395.8960511,0.004100419,408.6108892,0.002094265,427.62180149999995,0.001867293,419.6914749,0.008089684,370.1492375,3.4200000000000005e-05,398.0909182,0.00808163,369.8871342,0.0006340580000000001,348.8532081,1.7800000000000002e-05,433.4171801,0.000227343,409.9861623,0.00045594099999999996,420.4209328,0.000954003,390.5493809,0.0009384619999999999,381.9006287,0.0014087479999999998,419.81681749999996,0.002316545,388.60218860000003,0.001205066,435.1545848,0.006017548,430.1115547,0.004456966,415.0584244,0.009193714,351.887745,4.7e-06,408.8402832,0.016704312,404.3358243,0.000362274,405.6204534,0.0005168869999999999,406.63957819999996,0.000616682,433.87480580000005,0.001075513,439.8668947,0.001519841,397.1471486,0.001894228,388.0158523,0.002094169,379.507521,0.003540395,361.2104144,0.0017909710000000001,363.491844,0.000629109,354.39308430000006,0.000816222,374.4287884,0.00478374,408.4773243,0.000457786,403.4956708,0.000624609,390.85785560000005,0.000594267,398.553611,0.000779281,409.5285275,0.001511419,380.9492353,0.001917299,378.24240760000004,0.001799694,380.76742260000003,0.0040653090000000005,375.4824499,0.002628427,369.7290659,0.001062367,387.3787881,0.005151268,356.5705413,0.0011638689999999999,430.2694526000001,0.001115285,454.4803633,0.000972297,434.7488301,0.000869702,417.548904,0.001063638,447.52516710000003,0.001508583,398.0327941,0.0012277780000000001,363.1361506,0.000525393,392.8724774,0.003077835,356.9516578,0.000366076,365.7463162,0.002476387,381.9087247,0.001956186,355.9273912,0.00046081800000000005,380.8929664,0.0008638939999999999,416.34518310000004,0.000800496,410.64436839999996,0.00110282,373.4286736,0.000396135,369.4145577,0.000309529,367.485946,0.00042220699999999996,391.3946256,0.0009106339999999999,398.527336,0.002102129,392.64102180000003,0.0016295320000000002,376.480989,0.005073350999999999,369.1237397,0.001831515,354.0423743,0.000710215
428.93303849999995,6.92e-05,435.4026592,0.000149303,418.01026980000006,0.00042819,453.57115439999995,0.00163619,412.56751180000003,0.00388915,419.59046730000006,0.0030996609999999996,438.80522699999995,0.00407778,427.0459198,0.011092905,381.22212,9.04e-05,402.7107995,0.015450971,370.94287060000005,0.001060715,349.5563895,0.0,450.80862189999993,0.000229142,429.9719422,0.000404393,438.7103369,0.00092681,407.0013086,0.0013499920000000002,396.7823079,0.001981624,433.6587409,0.002653033,399.7560523,0.001898604,444.3194976,0.00663804,441.3064369,0.005728868000000001,423.3322779,0.012108572,361.2094742,4.7e-06,416.1371987,0.019978129,423.29337089999996,0.000397444,424.8216033,0.00043936199999999994,426.02668939999995,0.000661008,451.03731619999996,0.001052913,456.0026307,0.001420005,414.8057653,0.002093788,403.0217566,0.004087434,391.7434695,0.0038093309999999996,372.318749,0.002151418,374.883483,0.000734556,363.94707969999996,0.00135775,382.5945422,0.007803073000000001,428.1950132,0.00043141800000000004,422.3121028,0.000614793,407.3468849,0.000742075,416.4700921,0.000764166,424.5207007,0.001447782,395.6408481,0.0016070479999999998,392.46250530000003,0.002192387,392.57455120000003,0.0035738690000000004,389.1885593,0.003479668,378.9980264,0.00166982,395.48294689999994,0.007678654,366.7969083,0.003174717,446.2253404,0.001157042,469.17632469999995,0.001037216,449.13550260000005,0.000827739,430.6946363,0.001205218,460.14234739999995,0.0015192439999999999,410.88092439999997,0.001239221,374.603291,0.000833645,403.59453219999995,0.0025810060000000003,367.1982818,0.0009199239999999999,377.1500059,0.003401054,390.4348355,0.003280977,365.9216693,0.001273197,395.585366,0.001065122,428.99412570000004,0.00115042,423.1358375,0.0014286079999999998,386.7577937,0.00059256,381.26862180000006,0.000523535,379.6752308,0.000824651,402.43816200000003,0.001087096,408.08941269999997,0.002069417,401.6515682,0.0018183829999999998,385.2836309,0.005231482,377.1627869,0.002492604,362.4943065,0.0018645460000000001
446.88047750000004,7.63e-05,455.3278185,0.000176306,435.8991079,0.000436061,469.7256733,0.001464825,429.2389725,0.002994916,430.57004539999997,0.0038332659999999997,449.9886526000001,0.006231209000000001,434.4003647,0.012251065,392.2950025,0.0009997489999999999,407.3306809,0.0240614,371.99860689999997,0.0018903239999999999,350.25957089999997,1.7800000000000002e-05,468.2000637,0.000271409,449.95772220000003,0.00040611699999999995,456.99974100000003,0.000918258,423.4532363,0.0015078620000000002,411.663987,0.002427941,447.50066439999995,0.00287201,410.90991610000003,0.0026041999999999997,453.4844105,0.006888216999999999,452.50131910000005,0.007070345,431.6061313999999,0.012547124,370.5312034,3.86e-05,423.43411430000003,0.021887463,442.2509176,0.000398105,444.0227533,0.00042189800000000003,445.4138005,0.00063383,468.1998267,0.001013545,472.13836669999995,0.001308731,432.46438200000006,0.0019426110000000001,418.02766089999994,0.004016134,403.979418,0.0036692390000000004,383.4270835,0.002453574,386.275122,0.001097577,373.50107510000004,0.002263354,390.7602961,0.010062402,447.91270199999997,0.000463186,441.1285347,0.000631265,423.83591409999997,0.000689897,434.3865732,0.0007400880000000001,439.5128739,0.0014924320000000001,410.33246089999994,0.001625999,406.682603,0.002192387,404.3816798,0.003427364,402.8946687,0.0037947140000000002,388.2669869,0.002923197,403.5871057,0.009483103,377.0232753,0.005686900999999999,462.1812283,0.001251731,483.87228610000005,0.001120653,463.52217520000005,0.0008364360000000001,443.8403686000001,0.001114797,472.7595277,0.00155891,423.7290547,0.00127428,386.0704315,0.000959674,414.3165869,0.002463727,377.4449058,0.001677418,388.5536955,0.003829786,398.9609463,0.004295758,375.9159475,0.0026340490000000003,410.27776560000007,0.001214818,441.64306830000004,0.001343805,435.62730660000005,0.001583614,400.0869139,0.000729142,393.122686,0.0008800339999999999,391.8645155,0.00126893,413.48169839999997,0.001291882,417.6514895,0.002580392,410.6621146,0.002111726,394.0862728,0.005212648,385.20183399999996,0.0031319029999999997,370.94623870000004,0.003673207
464.8279164,7.929999999999999e-05,475.2529778,0.00019703,453.787946,0.00052999,485.8801922,0.0014992920000000002,445.91043319999994,0.00229619,441.54962350000005,0.0042634579999999995,461.1720781,0.00734806,441.7548096,0.012326348,403.367885,0.006472800000000001,411.9505622,0.028394713,373.0543432,0.0030932570000000003,350.9627522,2.6700000000000002e-05,485.5915056,0.000290115,469.9435022,0.000391232,475.289145,0.00089192,439.90516399999996,0.001421786,426.54566619999997,0.002169359,461.34258780000005,0.002926471,422.0637798,0.0032545490000000002,462.6493233,0.005954065,463.69620139999995,0.007606824,439.87998489999995,0.011186857,379.85293260000003,0.00023166299999999998,430.73102980000004,0.019496295,461.2084642,0.00038786699999999996,463.22390329999996,0.000499586,464.8009117,0.000639169,485.36233719999996,0.000964153,488.2741028,0.001361848,450.1229987,0.001739329,433.0335652,0.003214325,416.2153664,0.002795964,394.5354181,0.00284021,397.666761,0.0014062279999999998,383.0550704,0.003620122,398.9260499,0.010589885,467.6303909,0.000557063,459.94496669999995,0.000583179,440.32494330000003,0.000600339,452.30305419999996,0.0007574880000000001,454.5050471,0.001387275,425.0240737,0.0015859670000000002,420.9027007,0.002033901,416.18880839999997,0.003117134,416.60077810000007,0.004225588,397.5359474,0.004350036,411.6912646,0.010358888,387.2496423,0.008464588,478.1371161,0.001284862,498.5682476,0.001131934,477.9088477,0.000830783,456.98610089999994,0.0012570910000000001,485.376708,0.00161023,436.577185,0.001316155,397.537572,0.00112062,425.03864169999997,0.0028858720000000003,387.6915297,0.002252027,399.9573851,0.004092018,407.4870571000001,0.004860748,385.9102256,0.004675485,424.9701652,0.001346841,454.2920108,0.001280992,448.1187757,0.0016106579999999998,413.41603399999997,0.00108327,404.9767501,0.000915922,404.0538003,0.001259947,424.5252348,0.001385353,427.21356629999997,0.002754424,419.6726611,0.002181851,402.8889146,0.005093606,393.2408812,0.004346688,379.398171,0.005542565
482.77535539999997,5.02e-05,495.1781371,0.000192948,471.6767841,0.000538211,502.034711,0.001356392,462.58189389999995,0.0018623939999999999,452.5292017,0.004562029,472.35550369999993,0.008000885,449.1092545,0.010873012,414.4407676000001,0.015281832,416.5704435,0.029743457,374.1100796,0.004248784,351.6659336,4e-05,502.98294739999994,0.000315655,489.9292822,0.000414734,493.57854910000003,0.0008525830000000001,456.35709169999996,0.0014947220000000002,441.4273454,0.001904259,475.1845113,0.0027163079999999997,433.2176436000001,0.0037383140000000004,471.8142361000001,0.005342105,474.8910836,0.007825607,448.1538384,0.009443235,389.1746618,0.0013903160000000002,438.02794539999996,0.013921761000000001,480.1660109,0.00035996199999999997,482.4250533,0.00049877,484.1880228,0.0006613319999999999,502.5248477,0.000954675,504.40983880000005,0.001267439,467.7816153,0.001700871,448.0394696,0.002718146,428.4513149,0.0024989070000000003,405.6437526,0.0032150190000000004,409.0584,0.0019752,392.60906580000005,0.004447148,407.09180380000004,0.010908214,487.3480797,0.0005700880000000001,478.76139860000006,0.000569869,456.8139726,0.0006320259999999999,470.2195353,0.000784202,469.4972203,0.001430465,439.7156866,0.001478859,435.1227984,0.002025977,427.995937,0.0030262640000000003,430.3068875,0.004393963,406.8049079,0.005356045,419.7954234,0.011030105,397.47600930000004,0.009812902,494.093004,0.001272119,513.2642089999999,0.001147898,492.29552029999996,0.000927755,470.13183319999996,0.001306109,497.9938882,0.001540069,449.42531529999997,0.001405749,409.00471239999996,0.001279657,435.7606964,0.002889081,397.9381537,0.002607112,411.3610747,0.003704157,416.0131678999999,0.006236168,395.90450380000004,0.005897967,439.6625648,0.001501009,466.9409534,0.001348999,460.6102448,0.0016922929999999999,426.74515419999994,0.001215158,416.8308142,0.000993766,416.243085,0.001499925,435.56877130000004,0.001535756,436.77564299999995,0.002842095,428.68320750000004,0.002326613,411.6915565,0.005034262,401.27992830000005,0.005113224,387.8501032,0.0056850519999999995
