cm,K,K,m/s,K,K,m/s,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,kg/kg,kg/kg
z,TC_CL,TG_CL,w_CL,TC_CL_RMS,TG_CL_RMS,w_CL_RMS,X_O2,X_CO2,X_CO,X_FUEL,X_H2O,X_H2,X_N2,Y_CO,Y_Soot
 2.5000000E-001, 1.0309254E+003, 1.0533204E+003, 9.5037966E-001, 4.6207752E+001, 5.7003198E+001, 9.2367682E-002, 1.1367739E-001, 5.1044882E-002, 1.3735212E-004, 7.8853887E-003, 7.4211876E-002, 7.8126910E-020, 7.5150559E-001, 1.3434137E-004, 6.4483858E-004
 2.2806122E+000, 1.0309254E+003, 1.0533204E+003, 1.5276048E+000, 4.6207752E+001, 5.7003198E+001, 1.6724068E-001, 1.1367739E-001, 5.1044882E-002, 1.3735212E-004, 7.8853887E-003, 7.4211876E-002, 7.8126910E-020, 7.5150559E-001, 1.3434137E-004, 6.4483858E-004
 4.3112245E+000, 9.8384551E+002, 1.0010223E+003, 1.5276048E+000, 6.4730334E+001, 8.4939332E+001, 1.6724068E-001, 1.2139150E-001, 4.7179967E-002, 1.2687026E-004, 5.0211701E-003, 6.8911404E-002, 5.8564133E-020, 7.5594889E-001, 1.2420019E-004, 5.9616090E-004
 6.3418367E+000, 9.8384551E+002, 1.0010223E+003, 1.9642558E+000, 6.4730334E+001, 8.4939332E+001, 2.5736130E-001, 1.2139150E-001, 4.7179967E-002, 1.2687026E-004, 5.0211701E-003, 6.8911404E-002, 5.8564133E-020, 7.5594889E-001, 1.2420019E-004, 5.9616090E-004
 8.3724490E+000, 9.2580314E+002, 9.3719963E+002, 1.9642558E+000, 8.2070712E+001, 1.1223326E+002, 2.5736130E-001, 1.3046718E-001, 4.2457064E-002, 1.1406326E-004, 3.1978171E-003, 6.2427410E-002, 5.0919425E-020, 7.6005963E-001, 1.1168747E-004, 5.3609984E-004
 1.0403061E+001, 9.2580314E+002, 9.3719963E+002, 2.2779802E+000, 8.2070712E+001, 1.1223326E+002, 3.5606687E-001, 1.3046718E-001, 4.2457064E-002, 1.1406326E-004, 3.1978171E-003, 6.2427410E-002, 5.0919425E-020, 7.6005963E-001, 1.1168747E-004, 5.3609984E-004
 1.2433673E+001, 8.6560952E+002, 8.7172259E+002, 2.2779802E+000, 9.3694407E+001, 1.3127860E+002, 3.5606687E-001, 1.3958552E-001, 3.7635087E-002, 1.0098835E-004, 2.0420374E-003, 5.5804517E-002, 3.8183463E-020, 7.6370138E-001, 9.8868947E-005, 4.7457095E-004
 1.4464286E+001, 8.6560952E+002, 8.7172259E+002, 2.4933035E+000, 9.3694407E+001, 1.3127860E+002, 4.6171402E-001, 1.3958552E-001, 3.7635087E-002, 1.0098835E-004, 2.0420374E-003, 5.5804517E-002, 3.8183463E-020, 7.6370138E-001, 9.8868947E-005, 4.7457095E-004
 1.6494898E+001, 8.0734123E+002, 8.0913851E+002, 2.4933035E+000, 9.9947768E+001, 1.4177741E+002, 4.6171402E-001, 1.4807487E-001, 3.3107145E-002, 8.8711083E-005, 1.3054282E-003, 4.9584050E-002, 2.8818451E-020, 7.6684676E-001, 8.6817645E-005, 4.1672470E-004
 1.8525510E+001, 8.0734123E+002, 8.0913851E+002, 2.6259593E+000, 9.9947768E+001, 1.4177741E+002, 5.7091307E-001, 1.4807487E-001, 3.3107145E-002, 8.8711083E-005, 1.3054282E-003, 4.9584050E-002, 2.8818451E-020, 7.6684676E-001, 8.6817645E-005, 4.1672470E-004
 2.0556122E+001, 7.5374315E+002, 7.5247799E+002, 2.6259593E+000, 1.0141078E+002, 1.4429279E+002, 5.7091307E-001, 1.5556641E-001, 2.9090746E-002, 7.7821034E-005, 8.3701693E-004, 4.4065583E-002, 2.1388312E-020, 7.6949129E-001, 7.6124849E-005, 3.6539928E-004
 2.2586735E+001, 7.5374315E+002, 7.5247799E+002, 2.7040744E+000, 1.0141078E+002, 1.4429279E+002, 6.7278111E-001, 1.5556641E-001, 2.9090746E-002, 7.7821034E-005, 8.3701693E-004, 4.4065583E-002, 2.1388312E-020, 7.6949129E-001, 7.6124849E-005, 3.6539928E-004
 2.4617347E+001, 7.0668937E+002, 7.0378275E+002, 2.7040744E+000, 9.9080709E+001, 1.4037535E+002, 6.7278111E-001, 1.6187772E-001, 2.5695914E-002, 6.8616404E-005, 5.4077585E-004, 3.9400732E-002, 1.5908538E-020, 7.7164814E-001, 6.7087875E-005, 3.2202180E-004
 2.6647959E+001, 7.0668937E+002, 7.0378275E+002, 2.7443198E+000, 9.9080709E+001, 1.4037535E+002, 7.5504220E-001, 1.6187772E-001, 2.5695914E-002, 6.8616404E-005, 5.4077585E-004, 3.9400732E-002, 1.5908538E-020, 7.7164814E-001, 6.7087875E-005, 3.2202180E-004
 2.8678571E+001, 6.6610564E+002, 6.6261031E+002, 2.7443198E+000, 9.4116638E+001, 1.3244165E+002, 7.5504220E-001, 1.6713672E-001, 2.2860438E-002, 6.0928457E-005, 3.5271257E-004, 3.5504252E-002, 1.2071481E-020, 7.7340292E-001, 5.9542276E-005, 2.8580292E-004
 3.0709184E+001, 6.6610564E+002, 6.6261031E+002, 2.7709360E+000, 9.4116638E+001, 1.3244165E+002, 8.1049497E-001, 1.6713672E-001, 2.2860438E-002, 6.0928457E-005, 3.5271257E-004, 3.5504252E-002, 1.2071481E-020, 7.7340292E-001, 5.9542276E-005, 2.8580292E-004
 3.2739796E+001, 6.3136168E+002, 6.2786943E+002, 2.7709360E+000, 8.7501641E+001, 1.2257586E+002, 8.1049497E-001, 1.7150791E-001, 2.0499539E-002, 5.4527287E-005, 2.3241219E-004, 3.2259781E-002, 8.8853691E-021, 7.7483545E-001, 5.3262420E-005, 2.5565961E-004
 3.4770408E+001, 6.3136168E+002, 6.2786943E+002, 2.7876478E+000, 8.7501641E+001, 1.2257586E+002, 8.4301776E-001, 1.7150791E-001, 2.0499539E-002, 5.4527287E-005, 2.3241219E-004, 3.2259781E-002, 8.8853691E-021, 7.7483545E-001, 5.3262420E-005, 2.5565961E-004
 3.6801020E+001, 6.0109832E+002, 5.9794698E+002, 2.7876478E+000, 8.0237930E+001, 1.1207103E+002, 8.4301776E-001, 1.7521081E-001, 1.8496873E-002, 4.9097429E-005, 1.5438893E-004, 2.9507515E-002, 6.5525240E-021, 7.7603172E-001, 4.7938271E-005, 2.3010370E-004
 3.8831633E+001, 6.0109832E+002, 5.9794698E+002, 2.8005891E+000, 8.0237930E+001, 1.1207103E+002, 8.6171299E-001, 1.7521081E-001, 1.8496873E-002, 4.9097429E-005, 1.5438893E-004, 2.9507515E-002, 6.5525240E-021, 7.7603172E-001, 4.7938271E-005, 2.3010370E-004
 4.0862245E+001, 5.7463739E+002, 5.7193387E+002, 2.8005891E+000, 7.3181932E+001, 1.0205894E+002, 8.6171299E-001, 1.7837101E-001, 1.6785955E-002, 4.4458609E-005, 1.0329577E-004, 2.7156136E-002, 4.8199143E-021, 7.7704147E-001, 4.3392540E-005, 2.0828419E-004
 4.2892857E+001, 5.7463739E+002, 5.7193387E+002, 2.8039202E+000, 7.3181932E+001, 1.0205894E+002, 8.7331351E-001, 1.7837101E-001, 1.6785955E-002, 4.4458609E-005, 1.0329577E-004, 2.7156136E-002, 4.8199143E-021, 7.7704147E-001, 4.3392540E-005, 2.0828419E-004
 4.4923469E+001, 5.5144145E+002, 5.4918694E+002, 2.8039202E+000, 6.6808963E+001, 9.3068120E+001, 8.7331351E-001, 1.8109139E-001, 1.5311985E-002, 4.0462239E-005, 6.9642167E-005, 2.5130361E-002, 3.5233914E-021, 7.7790323E-001, 3.9478809E-005, 1.8949828E-004
 4.6954082E+001, 5.5144145E+002, 5.4918694E+002, 2.8070616E+000, 6.6808963E+001, 9.3068120E+001, 8.7518360E-001, 1.8109139E-001, 1.5311985E-002, 4.0462239E-005, 6.9642167E-005, 2.5130361E-002, 3.5233914E-021, 7.7790323E-001, 3.9478809E-005, 1.8949828E-004
 4.8984694E+001, 5.3148716E+002, 5.2963163E+002, 2.8070616E+000, 6.0997590E+001, 8.5106247E+001, 8.7518360E-001, 1.8339944E-001, 1.4060694E-002, 3.7069622E-005, 4.7466525E-005, 2.3410601E-002, 2.5833791E-021, 7.7862977E-001, 3.6158185E-005, 1.7355929E-004
 5.1015306E+001, 5.3148716E+002, 5.2963163E+002, 2.8051132E+000, 6.0997590E+001, 8.5106247E+001, 8.6887871E-001, 1.8339944E-001, 1.4060694E-002, 3.7069622E-005, 4.7466525E-005, 2.3410601E-002, 2.5833791E-021, 7.7862977E-001, 3.6158185E-005, 1.7355929E-004
 5.3045918E+001, 5.1403047E+002, 5.1254443E+002, 2.8051132E+000, 5.5700277E+001, 7.7960210E+001, 8.6887871E-001, 1.8539305E-001, 1.2979388E-002, 3.4137890E-005, 3.2632741E-005, 2.1924449E-002, 1.9145799E-021, 7.7925420E-001, 3.3290082E-005, 1.5979240E-004
 5.5076531E+001, 5.1403047E+002, 5.1254443E+002, 2.8048229E+000, 5.5700277E+001, 7.7960210E+001, 8.6050279E-001, 1.8539305E-001, 1.2979388E-002, 3.4137890E-005, 3.2632741E-005, 2.1924449E-002, 1.9145799E-021, 7.7925420E-001, 3.3290082E-005, 1.5979240E-004
 5.7107143E+001, 4.9871779E+002, 4.9757666E+002, 2.8048229E+000, 5.0872476E+001, 7.1435308E+001, 8.6050279E-001, 1.8712191E-001, 1.2041352E-002, 3.1594609E-005, 2.2637562E-005, 2.0635198E-002, 1.4333431E-021, 7.7979364E-001, 3.0803067E-005, 1.4785472E-004
 5.9137755E+001, 4.9871779E+002, 4.9757666E+002, 2.7967228E+000, 5.0872476E+001, 7.1435308E+001, 8.5402577E-001, 1.8712191E-001, 1.2041352E-002, 3.1594609E-005, 2.2637562E-005, 2.0635198E-002, 1.4333431E-021, 7.7979364E-001, 3.0803067E-005, 1.4785472E-004
 6.1168367E+001, 4.8477743E+002, 4.8388258E+002, 2.7967228E+000, 4.6776178E+001, 6.5765695E+001, 8.5402577E-001, 1.8868160E-001, 1.1194852E-002, 2.9299508E-005, 1.5791047E-005, 1.9471745E-002, 1.0777247E-021, 7.8027873E-001, 2.8559741E-005, 1.3708676E-004
 6.3198980E+001, 4.8477743E+002, 4.8388258E+002, 2.7902231E+000, 4.6776178E+001, 6.5765695E+001, 8.4393034E-001, 1.8868160E-001, 1.1194852E-002, 2.9299508E-005, 1.5791047E-005, 1.9471745E-002, 1.0777247E-021, 7.8027873E-001, 2.8559741E-005, 1.3708676E-004
 6.5229592E+001, 4.7236148E+002, 4.7160125E+002, 2.7902231E+000, 4.3489252E+001, 6.1083803E+001, 8.4393034E-001, 1.9005846E-001, 1.0447432E-002, 2.7273044E-005, 1.1092683E-005, 1.8444465E-002, 8.1712055E-022, 7.8070598E-001, 2.6579810E-005, 1.2758309E-004
 6.7260204E+001, 4.7236148E+002, 4.7160125E+002, 2.7752828E+000, 4.3489252E+001, 6.1083803E+001, 8.3423318E-001, 1.9005846E-001, 1.0447432E-002, 2.7273044E-005, 1.1092683E-005, 1.8444465E-002, 8.1712055E-022, 7.8070598E-001, 2.6579810E-005, 1.2758309E-004
 6.9290816E+001, 4.6122435E+002, 4.6056844E+002, 2.7752828E+000, 4.0643880E+001, 5.6879344E+001, 8.3423318E-001, 1.9127560E-001, 9.7866134E-003, 2.5481380E-005, 7.8365637E-006, 1.7536210E-002, 6.2150100E-022, 7.8108302E-001, 2.4829851E-005, 1.1918329E-004
 7.1321429E+001, 4.6122435E+002, 4.6056844E+002, 2.7636325E+000, 4.0643880E+001, 5.6879344E+001, 8.2334979E-001, 1.9127560E-001, 9.7866134E-003, 2.5481380E-005, 7.8365637E-006, 1.7536210E-002, 6.2150100E-022, 7.8108302E-001, 2.4829851E-005, 1.1918329E-004
 7.3352041E+001, 4.5124667E+002, 4.5067083E+002, 2.7636325E+000, 3.8045681E+001, 5.3011458E+001, 8.2334979E-001, 1.9235153E-001, 9.2023890E-003, 2.3897386E-005, 5.5724074E-006, 1.6733226E-002, 4.7551123E-022, 7.8141588E-001, 2.3283161E-005, 1.1175918E-004
 7.5382653E+001, 4.5124667E+002, 4.5067083E+002, 2.7452511E+000, 3.8045681E+001, 5.3011458E+001, 8.1343310E-001, 1.9235153E-001, 9.2023890E-003, 2.3897386E-005, 5.5724074E-006, 1.6733226E-002, 4.7551123E-022, 7.8141588E-001, 2.3283161E-005, 1.1175918E-004
 7.7413265E+001, 4.4220080E+002, 4.4169350E+002, 2.7452511E+000, 3.5700299E+001, 4.9578699E+001, 8.1343310E-001, 1.9331655E-001, 8.6783387E-003, 2.2476541E-005, 3.9858726E-006, 1.6012946E-002, 3.6315713E-022, 7.8171410E-001, 2.1896156E-005, 1.0510155E-004
 7.9443878E+001, 4.4220080E+002, 4.4169350E+002, 2.7340484E+000, 3.5700299E+001, 4.9578699E+001, 8.0049124E-001, 1.9331655E-001, 8.6783387E-003, 2.2476541E-005, 3.9858726E-006, 1.6012946E-002, 3.6315713E-022, 7.8171410E-001, 2.1896156E-005, 1.0510155E-004
 8.1474490E+001, 4.3415366E+002, 4.3372352E+002, 2.7340484E+000, 3.3522874E+001, 4.6507007E+001, 8.0049124E-001, 1.9416415E-001, 8.2180194E-003, 2.1228488E-005, 2.8738048E-006, 1.5380260E-002, 2.7971579E-022, 7.8197583E-001, 2.0678109E-005, 9.9254924E-005
 8.3505102E+001, 4.3415366E+002, 4.3372352E+002, 2.7178429E+000, 3.3522874E+001, 4.6507007E+001, 7.8672408E-001, 1.9416415E-001, 8.2180194E-003, 2.1228488E-005, 2.8738048E-006, 1.5380260E-002, 2.7971579E-022, 7.8197583E-001, 2.0678109E-005, 9.9254924E-005
 8.5535714E+001, 4.2691321E+002, 4.2656714E+002, 2.7178429E+000, 3.1509187E+001, 4.3725686E+001, 7.8672408E-001, 1.9492002E-001, 7.8074951E-003, 2.0115444E-005, 2.0887643E-006, 1.4816014E-002, 2.1557454E-022, 7.8220909E-001, 1.9592047E-005, 9.4041825E-005
 8.7566327E+001, 4.2691321E+002, 4.2656714E+002, 2.7079592E+000, 3.1509187E+001, 4.3725686E+001, 7.7291226E-001, 1.9492002E-001, 7.8074951E-003, 2.0115444E-005, 2.0887643E-006, 1.4816014E-002, 2.1557454E-022, 7.8220909E-001, 1.9592047E-005, 9.4041825E-005
 8.9596939E+001, 4.2026723E+002, 4.1999081E+002, 2.7079592E+000, 2.9714867E+001, 4.1307261E+001, 7.7291226E-001, 1.9560860E-001, 7.4335012E-003, 1.9101443E-005, 1.5265835E-006, 1.4301977E-002, 1.6634432E-022, 7.8242147E-001, 1.8602834E-005, 8.9293605E-005
 9.1627551E+001, 4.2026723E+002, 4.1999081E+002, 2.6936983E+000, 2.9714867E+001, 4.1307261E+001, 7.5907965E-001, 1.9560860E-001, 7.4335012E-003, 1.9101443E-005, 1.5265835E-006, 1.4301977E-002, 1.6634432E-022, 7.8242147E-001, 1.8602834E-005, 8.9293605E-005
 9.3658163E+001, 4.1433577E+002, 4.1411044E+002, 2.6936983E+000, 2.8082757E+001, 3.9133415E+001, 7.5907965E-001, 1.9621909E-001, 7.1019097E-003, 1.8202408E-005, 1.1229654E-006, 1.3846219E-002, 1.2875327E-022, 7.8260970E-001, 1.7725921E-005, 8.5084422E-005
 9.5688776E+001, 4.1433577E+002, 4.1411044E+002, 2.6848030E+000, 2.8082757E+001, 3.9133415E+001, 7.5008299E-001, 1.9621909E-001, 7.1019097E-003, 1.8202408E-005, 1.1229654E-006, 1.3846219E-002, 1.2875327E-022, 7.8260970E-001, 1.7725921E-005, 8.5084422E-005
 9.7719388E+001, 4.0884232E+002, 4.0866461E+002, 2.6848030E+000, 2.6576700E+001, 3.7173076E+001, 7.5008299E-001, 1.9678005E-001, 6.7972079E-003, 1.7376277E-005, 8.2863369E-007, 1.3427420E-002, 9.9286393E-023, 7.8278260E-001, 1.6920248E-005, 8.1217190E-005
 9.9750000E+001, 4.0884232E+002, 4.0866461E+002, 2.6709300E+000, 2.6576700E+001, 3.7173076E+001, 7.4325713E-001, 1.9678005E-001, 6.7972079E-003, 1.7376277E-005, 8.2863369E-007, 1.3427420E-002, 9.9286393E-023, 7.8278260E-001, 1.6920248E-005, 8.1217190E-005
