cm,K,K,m/s,K,K,m/s,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,kg/kg,kg/kg
z,TC_CL,TG_CL,w_CL,TC_CL_RMS,TG_CL_RMS,w_CL_RMS,X_O2,X_CO2,X_CO,X_FUEL,X_H2O,X_H2,X_N2,Y_CO,Y_Soot
 2.5000000E-001, 1.0080658E+003, 1.0182151E+003, 8.7762998E-001, 2.1614609E+001, 2.9621691E+001, 7.3752354E-002, 4.7314322E-003, 5.3000255E-002, 6.6064855E-002, 7.0922976E-002, 1.3465582E-001, 5.8597319E-002, 5.8845405E-001, 6.9114819E-002, 1.0574925E-002
 2.2806122E+000, 1.0243622E+003, 1.0362658E+003, 1.2490742E+000, 2.3372434E+001, 3.3460131E+001, 1.0060600E-001, 4.9331077E-003, 5.3782539E-002, 6.6154265E-002, 6.2495727E-002, 1.3584229E-001, 5.8674917E-002, 5.9449112E-001, 6.9564094E-002, 1.0653068E-002
 4.3112245E+000, 1.0379975E+003, 1.0516057E+003, 1.6077519E+000, 2.5473614E+001, 3.7683298E+001, 1.2778541E-001, 5.1801300E-003, 5.4661685E-002, 6.5856115E-002, 5.5590211E-002, 1.3681437E-001, 5.8407784E-002, 5.9993725E-001, 6.9505827E-002, 1.0659022E-002
 6.3418367E+000, 1.0499761E+003, 1.0651997E+003, 1.9457653E+000, 2.7913123E+001, 4.2210329E+001, 1.5439062E-001, 5.5179736E-003, 5.5627338E-002, 6.5217908E-002, 4.9762774E-002, 1.3760148E-001, 5.7838168E-002, 6.0506628E-001, 6.9008630E-002, 1.0602634E-002
 8.3724490E+000, 1.0609282E+003, 1.0776996E+003, 2.2607640E+000, 3.0735814E+001, 4.7073466E+001, 1.8028750E-001, 5.9742556E-003, 5.6665075E-002, 6.4281347E-002, 4.4729501E-002, 1.3822169E-001, 5.7003175E-002, 6.1003859E-001, 6.8131725E-002, 1.0492296E-002
 1.0403061E+001, 1.0710664E+003, 1.0893332E+003, 2.5502892E+000, 3.3773468E+001, 5.1910317E+001, 2.0515008E-001, 6.5650147E-003, 5.7739209E-002, 6.3106846E-002, 4.0323480E-002, 1.3867988E-001, 5.5956592E-002, 6.1490256E-001, 6.6952759E-002, 1.0338735E-002
 1.2433673E+001, 1.0806982E+003, 1.1004118E+003, 2.8169186E+000, 3.6724101E+001, 5.6434091E+001, 2.2812263E-001, 7.3108658E-003, 5.8820072E-002, 6.1741448E-002, 3.6392409E-002, 1.3897737E-001, 5.4740306E-002, 6.1971450E-001, 6.5533783E-002, 1.0150518E-002
 1.4464286E+001, 1.0901458E+003, 1.1112895E+003, 3.0614277E+000, 3.9523316E+001, 6.0733129E+001, 2.5081509E-001, 8.2340975E-003, 5.9892780E-002, 6.0207162E-002, 3.2813432E-002, 1.3911360E-001, 5.3373918E-002, 6.2454190E-001, 6.3907366E-002, 9.9321630E-003
 1.6494898E+001, 1.0995479E+003, 1.1221233E+003, 3.2873094E+000, 4.2094051E+001, 6.4608896E+001, 2.7258867E-001, 9.3591356E-003, 6.0939434E-002, 5.8521071E-002, 2.9512854E-002, 1.3907935E-001, 5.1872654E-002, 6.2942368E-001, 6.2098657E-002, 9.6870645E-003
 1.8525510E+001, 1.1089399E+003, 1.1329671E+003, 3.4959799E+000, 4.4332986E+001, 6.7947489E+001, 2.9421994E-001, 1.0694497E-002, 6.1953276E-002, 5.6692220E-002, 2.6448870E-002, 1.3887348E-001, 5.0244573E-002, 6.3438110E-001, 6.0122988E-002, 9.4173413E-003
 2.0556122E+001, 1.1182447E+003, 1.1437225E+003, 3.6902564E+000, 4.6222789E+001, 7.0693577E+001, 3.1478167E-001, 1.2269114E-002, 6.2919055E-002, 5.4722300E-002, 2.3605834E-002, 1.3847662E-001, 4.8491211E-002, 6.3943217E-001, 5.7986192E-002, 9.1236265E-003
 2.2586735E+001, 1.1273317E+003, 1.1542474E+003, 3.8707464E+000, 4.7609853E+001, 7.2755628E+001, 3.3688729E-001, 1.4148116E-002, 6.3812710E-002, 5.2600049E-002, 2.0958949E-002, 1.3784594E-001, 4.6602619E-002, 6.4462911E-001, 5.5679373E-002, 8.8043305E-003
 2.4617347E+001, 1.1358878E+003, 1.1641649E+003, 4.0392830E+000, 4.8510183E+001, 7.4372681E+001, 3.6067993E-001, 1.6380986E-002, 6.4597467E-002, 5.0341885E-002, 1.8484926E-002, 1.3694552E-001, 4.4593478E-002, 6.4998292E-001, 5.3224589E-002, 8.4621589E-003
 2.6647959E+001, 1.1437635E+003, 1.1732739E+003, 4.1950107E+000, 4.9272979E+001, 7.6225284E+001, 3.8479866E-001, 1.9014810E-002, 6.5267656E-002, 4.7920897E-002, 1.6188278E-002, 1.3574390E-001, 4.2439881E-002, 6.5553911E-001, 5.0594343E-002, 8.0930809E-003
 2.8678571E+001, 1.1507762E+003, 1.1813354E+003, 4.3383049E+000, 5.0335568E+001, 7.9071632E+001, 4.1269882E-001, 2.2108522E-002, 6.5822698E-002, 4.5296758E-002, 1.4061864E-002, 1.3420481E-001, 4.0105982E-002, 6.6137236E-001, 4.7748300E-002, 7.6912995E-003
 3.0709184E+001, 1.1567325E+003, 1.1881095E+003, 4.4678290E+000, 5.2330291E+001, 8.3591999E+001, 4.4756757E-001, 2.5655362E-002, 6.6260902E-002, 4.2475122E-002, 1.2115062E-002, 1.3233087E-001, 3.7596813E-002, 6.6746660E-001, 4.4696794E-002, 7.2582895E-003
 3.2739796E+001, 1.1609201E+003, 1.1926852E+003, 4.5847489E+000, 5.6304694E+001, 9.1597064E+001, 4.9343012E-001, 2.9697582E-002, 6.6519458E-002, 3.9508054E-002, 1.0349542E-002, 1.3008172E-001, 3.4958804E-002, 6.7376708E-001, 4.1498949E-002, 6.8017899E-003
 3.4770408E+001, 1.1631865E+003, 1.1947704E+003, 4.6866257E+000, 6.2806684E+001, 1.0392491E+002, 5.4839098E-001, 3.4174257E-002, 6.6583284E-002, 3.6458571E-002, 8.7678920E-003, 1.2749210E-001, 3.2248006E-002, 6.8017284E-001, 3.8222625E-002, 6.3313875E-003
 3.6801020E+001, 1.1634382E+003, 1.1942617E+003, 4.7753270E+000, 7.1776795E+001, 1.2002786E+002, 6.1223195E-001, 3.9023580E-002, 6.6463001E-002, 3.3357578E-002, 7.3657583E-003, 1.2460380E-001, 2.9491865E-002, 6.8662865E-001, 3.4899837E-002, 5.8518337E-003
 3.8831633E+001, 1.1617949E+003, 1.1912778E+003, 4.8480987E+000, 8.2809591E+001, 1.3908783E+002, 6.8642505E-001, 4.4200159E-002, 6.6164901E-002, 3.0231010E-002, 6.1315982E-003, 1.2144834E-001, 2.6713419E-002, 6.9309587E-001, 3.1558807E-002, 5.3672845E-003
 4.0862245E+001, 1.1578999E+003, 1.1854815E+003, 4.9074990E+000, 9.5550457E+001, 1.6005112E+002, 7.7342572E-001, 4.9737445E-002, 6.5668253E-002, 2.7083881E-002, 5.0540352E-003, 1.1800171E-001, 2.3917176E-002, 6.9958655E-001, 2.8205910E-002, 4.8783955E-003
 4.2892857E+001, 1.1518122E+003, 1.1770617E+003, 4.9528944E+000, 1.0881530E+002, 1.8117412E+002, 8.6367410E-001, 5.5504838E-002, 6.4990027E-002, 2.3988071E-002, 4.1280397E-003, 1.1435050E-001, 2.1166986E-002, 7.0597259E-001, 2.4918529E-002, 4.3965261E-003
 4.4923469E+001, 1.1427009E+003, 1.1651321E+003, 4.9840776E+000, 1.2166590E+002, 2.0144615E+002, 9.5677806E-001, 6.1589245E-002, 6.4047558E-002, 2.0992093E-002, 3.3399139E-003, 1.1042401E-001, 1.8506172E-002, 7.1222856E-001, 2.1748714E-002, 3.9281353E-003
 4.6954082E+001, 1.1303449E+003, 1.1495237E+003, 5.0032013E+000, 1.3406776E+002, 2.2076665E+002, 1.0476629E+000, 6.7962942E-002, 6.2828364E-002, 1.8134134E-002, 2.6766083E-003, 1.0623879E-001, 1.5968710E-002, 7.1830663E-001, 1.8734921E-002, 3.4786437E-003
 4.8984694E+001, 1.1145289E+003, 1.1300367E+003, 5.0086981E+000, 1.4578235E+002, 2.3855021E+002, 1.1310642E+000, 7.4611100E-002, 6.1309635E-002, 1.5456425E-002, 2.1271475E-003, 1.0180074E-001, 1.3592190E-002, 7.2415630E-001, 1.5921964E-002, 3.0542348E-003
 5.1015306E+001, 1.0949588E+003, 1.1065483E+003, 4.9719772E+000, 1.5701164E+002, 2.5449969E+002, 1.3270714E+000, 8.1528156E-002, 5.9464978E-002, 1.2999914E-002, 1.6762572E-003, 9.7109761E-002, 1.1413075E-002, 7.2973462E-001, 1.3352042E-002, 2.6606856E-003
 5.3045918E+001, 1.0721938E+003, 1.0797273E+003, 4.9453245E+000, 1.6753627E+002, 2.6859559E+002, 1.3996161E+000, 8.8538623E-002, 5.7365997E-002, 1.0798017E-002, 1.3107339E-003, 9.2293548E-002, 9.4608974E-003, 7.3495478E-001, 1.1057913E-002, 2.3036563E-003
 5.5076531E+001, 1.0474258E+003, 1.0510256E+003, 4.9167139E+000, 1.7646553E+002, 2.7987157E+002, 1.4460442E+000, 9.5381478E-002, 5.5129532E-002, 8.8857122E-003, 1.0185555E-003, 8.7543248E-002, 7.7664647E-003, 7.3970095E-001, 9.0724060E-003, 1.9893603E-003
 5.7107143E+001, 1.0207264E+003, 1.0206449E+003, 4.8823257E+000, 1.8337695E+002, 2.8788300E+002, 1.4912844E+000, 1.0209026E-001, 5.2759820E-002, 7.2354745E-003, 7.8611132E-004, 8.2840509E-002, 6.3053014E-003, 7.4402836E-001, 7.3648519E-003, 1.7134361E-003
 5.9137755E+001, 9.9276508E+002, 9.8944492E+002, 4.8394601E+000, 1.8837328E+002, 2.9273476E+002, 1.5311835E+000, 1.0857192E-001, 5.0322828E-002, 5.8287135E-003, 6.0322474E-004, 7.8259521E-002, 5.0607234E-003, 7.4793963E-001, 5.9142676E-003, 1.4737025E-003
 6.1168367E+001, 9.6402344E+002, 9.5782119E+002, 4.7913084E+000, 1.9160866E+002, 2.9501213E+002, 1.5642252E+000, 1.1479131E-001, 4.7854910E-002, 4.6442938E-003, 4.5981693E-004, 7.3831609E-002, 4.0138561E-003, 7.5145827E-001, 4.6977822E-003, 1.2673296E-003
 6.3198980E+001, 9.3482814E+002, 9.2597619E+002, 4.7338824E+000, 1.9318537E+002, 2.9525955E+002, 1.5982657E+000, 1.2073240E-001, 4.5378188E-002, 3.6657134E-003, 3.4855036E-004, 6.9572631E-002, 3.1499778E-003, 7.5460575E-001, 3.6966456E-003, 1.0919105E-003
 6.5229592E+001, 9.0546376E+002, 8.9437767E+002, 4.6757036E+000, 1.9318250E+002, 2.9336604E+002, 1.6248423E+000, 1.2635501E-001, 4.2926693E-002, 2.8778568E-003, 2.6371086E-004, 6.5516004E-002, 2.4555707E-003, 7.5739320E-001, 2.8939859E-003, 9.4544293E-004
 6.7260204E+001, 8.7648195E+002, 8.6361613E+002, 4.6170761E+000, 1.9154633E+002, 2.8934021E+002, 1.6480790E+000, 1.3163649E-001, 4.0539340E-002, 2.2467105E-003, 1.9902869E-004, 6.1685210E-002, 1.9003066E-003, 7.5986165E-001, 2.2533774E-003, 8.2316179E-004
 6.9290816E+001, 8.4806637E+002, 8.3376298E+002, 4.5555602E+000, 1.8846085E+002, 2.8362694E+002, 1.6699409E+000, 1.3659412E-001, 3.8226165E-002, 1.7474302E-003, 1.4988349E-004, 5.8072179E-002, 1.4620778E-003, 7.6205143E-001, 1.7485095E-003, 7.2140776E-004
 7.1321429E+001, 8.2047300E+002, 8.0506827E+002, 4.4984485E+000, 1.8414581E+002, 2.7640337E+002, 1.6826901E+000, 1.4122466E-001, 3.6008540E-002, 1.3548236E-003, 1.1241952E-004, 5.4684078E-002, 1.1184395E-003, 7.6399651E-001, 1.3528123E-003, 6.3661536E-004
 7.3352041E+001, 7.9414937E+002, 7.7807115E+002, 4.4416006E+000, 1.7896057E+002, 2.6780799E+002, 1.6898511E+000, 1.4546883E-001, 3.3933271E-002, 1.0501716E-003, 8.4050721E-005, 5.1568666E-002, 8.5263983E-004, 7.6570451E-001, 1.0466461E-003, 5.6653194E-004
 7.5382653E+001, 7.6936767E+002, 7.5297422E+002, 4.3894459E+000, 1.7319727E+002, 2.5852489E+002, 1.6889351E+000, 1.4934154E-001, 3.2004958E-002, 8.1704642E-004, 6.2862433E-005, 4.8717806E-002, 6.5006516E-004, 7.6720236E-001, 8.1291508E-004, 5.0874820E-004
 7.7413265E+001, 7.4562460E+002, 7.2927837E+002, 4.3405705E+000, 1.6688999E+002, 2.4855880E+002, 1.6805359E+000, 1.5293404E-001, 3.0189544E-002, 6.3522993E-004, 4.6856867E-005, 4.6066984E-002, 4.9282606E-004, 7.6854522E-001, 6.3093023E-004, 4.5985176E-004
 7.9443878E+001, 7.2246955E+002, 7.0637312E+002, 4.2875026E+000, 1.5993275E+002, 2.3792018E+002, 1.6709882E+000, 1.5634286E-001, 2.8445334E-002, 4.9068288E-004, 3.4557652E-005, 4.3546642E-002, 3.6854368E-004, 7.6978163E-001, 4.8652567E-004, 4.1727784E-004
 8.1474490E+001, 7.0045378E+002, 6.8475562E+002, 4.2331708E+000, 1.5247360E+002, 2.2702287E+002, 1.6684813E+000, 1.5951439E-001, 2.6805105E-002, 3.7877548E-004, 2.5362082E-005, 4.1197682E-002, 2.7302364E-004, 7.7090151E-001, 3.7493461E-004, 3.8074632E-004
 8.3505102E+001, 6.7978841E+002, 6.6468483E+002, 4.1831280E+000, 1.4466515E+002, 2.1595106E+002, 1.6548810E+000, 1.6241608E-001, 2.5291270E-002, 2.9344234E-004, 1.8556906E-005, 3.9045519E-002, 2.0082051E-004, 7.7190319E-001, 2.8999710E-004, 3.4964400E-004
 8.5535714E+001, 6.6058791E+002, 6.4617172E+002, 4.1360199E+000, 1.3681694E+002, 2.0492337E+002, 1.6352696E+000, 1.6506220E-001, 2.3899942E-002, 2.2967346E-004, 1.3565205E-005, 3.7080415E-002, 1.4749031E-004, 7.7279782E-001, 2.2663597E-004, 3.2318911E-004
 8.7566327E+001, 6.4279200E+002, 6.2908237E+002, 4.0923495E+000, 1.2926272E+002, 1.9424331E+002, 1.6134049E+000, 1.6747099E-001, 2.2625685E-002, 1.8162586E-004, 9.8918185E-006, 3.5289772E-002, 1.0785242E-004, 7.7359882E-001, 1.7893208E-004, 3.0045956E-004
 8.9596939E+001, 6.2625725E+002, 6.1328545E+002, 4.0537050E+000, 1.2199526E+002, 1.8391678E+002, 1.5875171E+000, 1.6966418E-001, 2.1459787E-002, 1.4527406E-004, 7.1828885E-006, 3.3658094E-002, 7.8349616E-005, 7.7431823E-001, 1.4287581E-004, 2.8076576E-004
 9.1627551E+001, 6.1096370E+002, 5.9874536E+002, 4.0163312E+000, 1.1484628E+002, 1.7386943E+002, 1.5587876E+000, 1.7165944E-001, 2.0394677E-002, 1.1794562E-004, 5.2154418E-006, 3.2172641E-002, 5.6624655E-005, 7.7496502E-001, 1.1580759E-004, 2.6362757E-004
 9.3658163E+001, 5.9700467E+002, 5.8550901E+002, 3.9770078E+000, 1.0817569E+002, 1.6455949E+002, 1.5346614E+000, 1.7345264E-001, 1.9434130E-002, 9.7672224E-005, 3.8155545E-006, 3.0836865E-002, 4.0918833E-005, 7.7554057E-001, 9.5762766E-005, 2.4880842E-004
 9.5688776E+001, 5.8399249E+002, 5.7321440E+002, 3.9361645E+000, 1.0208189E+002, 1.5592854E+002, 1.5149331E+000, 1.7509539E-001, 1.8551500E-002, 8.2567831E-005, 2.8085607E-006, 2.9612542E-002, 2.9619891E-005, 7.7606320E-001, 8.0856770E-005, 2.3570438E-004
 9.7719388E+001, 5.7170013E+002, 5.6161266E+002, 3.8957796E+000, 9.6683550E+001, 1.4818619E+002, 1.5019858E+000, 1.7662190E-001, 1.7729212E-002, 7.1280073E-005, 2.0807279E-006, 2.8474371E-002, 2.1568079E-005, 7.7654520E-001, 6.9738044E-005, 2.2390291E-004
 9.9750000E+001, 5.6015049E+002, 5.5072280E+002, 3.8578471E+000, 9.1853658E+001, 1.4113395E+002, 1.4858192E+000, 1.7803801E-001, 1.6964884E-002, 6.2772872E-005, 1.5501526E-006, 2.7418172E-002, 1.5848181E-005, 7.7698972E-001, 6.1374699E-005, 2.1322391E-004
