cm,K,K,m/s,K,K,m/s,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,kg/kg,kg/kg
z,TC_CL,TG_CL,w_CL,TC_CL_RMS,TG_CL_RMS,w_CL_RMS,X_O2,X_CO2,X_CO,X_FUEL,X_H2O,X_H2,X_N2,Y_CO,Y_Soot
 2.5000000E-001, 1.1309408E+003, 1.1547144E+003, 9.5668882E-001, 4.3987655E+001, 5.8144455E+001, 8.9919236E-002, 6.9621554E-002, 6.6346896E-002, 1.0615969E-002, 1.4083734E-002, 1.0440361E-001, 9.2774212E-003, 7.2016950E-001, 1.0629900E-002, 2.3470167E-003
 2.2806122E+000, 1.1309408E+003, 1.1547144E+003, 1.6035174E+000, 4.3987655E+001, 5.8144455E+001, 1.6881844E-001, 6.9621554E-002, 6.6346896E-002, 1.0615969E-002, 1.4083734E-002, 1.0440361E-001, 9.2774212E-003, 7.2016950E-001, 1.0629900E-002, 2.3470167E-003
 4.3112245E+000, 1.1122948E+003, 1.1340026E+003, 1.6035174E+000, 5.3978611E+001, 7.8280394E+001, 1.6881844E-001, 7.8558856E-002, 6.4830436E-002, 6.9543205E-003, 9.1487288E-003, 9.9120695E-002, 6.0262890E-003, 7.3114471E-001, 6.9408254E-003, 1.7985153E-003
 6.3418367E+000, 1.1122948E+003, 1.1340026E+003, 2.1120433E+000, 5.3978611E+001, 7.8280394E+001, 2.7308540E-001, 7.8558856E-002, 6.4830436E-002, 6.9543205E-003, 9.1487288E-003, 9.9120695E-002, 6.0262890E-003, 7.3114471E-001, 6.9408254E-003, 1.7985153E-003
 8.3724490E+000, 1.0669282E+003, 1.0825890E+003, 2.1120433E+000, 8.1304566E+001, 1.2364839E+002, 2.7308540E-001, 9.0858264E-002, 6.0528166E-002, 4.2882377E-003, 5.9521263E-003, 9.0884472E-002, 3.6668146E-003, 7.4062143E-001, 4.2619199E-003, 1.3597464E-003
 1.0403061E+001, 1.0669282E+003, 1.0825890E+003, 2.4827989E+000, 8.1304566E+001, 1.2364839E+002, 3.9989898E-001, 9.0858264E-002, 6.0528166E-002, 4.2882377E-003, 5.9521263E-003, 9.0884472E-002, 3.6668146E-003, 7.4062143E-001, 4.2619199E-003, 1.3597464E-003
 1.2433673E+001, 1.0085745E+003, 1.0166413E+003, 2.4827989E+000, 1.0488378E+002, 1.6186862E+002, 3.9989898E-001, 1.0403034E-001, 5.4849167E-002, 2.6387437E-003, 3.8799984E-003, 8.1649317E-002, 2.2142894E-003, 7.4825478E-001, 2.6130131E-003, 1.0517025E-003
 1.4464286E+001, 1.0085745E+003, 1.0166413E+003, 2.7380939E+000, 1.0488378E+002, 1.6186862E+002, 5.3524390E-001, 1.0403034E-001, 5.4849167E-002, 2.6387437E-003, 3.8799984E-003, 8.1649317E-002, 2.2142894E-003, 7.4825478E-001, 2.6130131E-003, 1.0517025E-003
 1.6494898E+001, 9.4690462E+002, 9.4826051E+002, 2.7380939E+000, 1.1808404E+002, 1.8285114E+002, 5.3524390E-001, 1.1660742E-001, 4.8914513E-002, 1.6425012E-003, 2.5314942E-003, 7.2635312E-002, 1.3430464E-003, 7.5434922E-001, 1.6216374E-003, 8.3500026E-004
 1.8525510E+001, 9.4690462E+002, 9.4826051E+002, 2.8977127E+000, 1.1808404E+002, 1.8285114E+002, 6.6957066E-001, 1.1660742E-001, 4.8914513E-002, 1.6425012E-003, 2.5314942E-003, 7.2635312E-002, 1.3430464E-003, 7.5434922E-001, 1.6216374E-003, 8.3500026E-004
 2.0556122E+001, 8.8628017E+002, 8.8276119E+002, 2.8977127E+000, 1.2281749E+002, 1.8961272E+002, 6.6957066E-001, 1.2807424E-001, 4.3233873E-002, 1.0368263E-003, 1.6496058E-003, 6.4311641E-002, 8.1836124E-004, 7.5926815E-001, 1.0212065E-003, 6.7773645E-004
 2.2586735E+001, 8.8628017E+002, 8.8276119E+002, 2.9948790E+000, 1.2281749E+002, 1.8961272E+002, 7.8754576E-001, 1.2807424E-001, 4.3233873E-002, 1.0368263E-003, 1.6496058E-003, 6.4311641E-002, 8.1836124E-004, 7.5926815E-001, 1.0212065E-003, 6.7773645E-004
 2.4617347E+001, 8.2980745E+002, 8.2348314E+002, 2.9948790E+000, 1.2172533E+002, 1.8659639E+002, 7.8754576E-001, 1.3805884E-001, 3.8144575E-002, 6.6802601E-004, 1.0771803E-003, 5.7006528E-002, 5.0280535E-004, 7.6320756E-001, 6.5671610E-004, 5.6185088E-004
 2.6647959E+001, 8.2980745E+002, 8.2348314E+002, 3.0481318E+000, 1.2172533E+002, 1.8659639E+002, 8.7769589E-001, 1.3805884E-001, 3.8144575E-002, 6.6802601E-004, 1.0771803E-003, 5.7006528E-002, 5.0280535E-004, 7.6320756E-001, 6.5671610E-004, 5.6185088E-004
