cm,K,K,m/s,K,K,m/s,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,kg/kg,kg/kg
z,TC_CL,TG_CL,w_CL,TC_CL_RMS,TG_CL_RMS,w_CL_RMS,X_O2,X_CO2,X_CO,X_FUEL,X_H2O,X_H2,X_N2,Y_CO,Y_Soot
 2.5000000E-001, 1.1078585E+003, 1.1388531E+003, 7.2432925E-001, 1.2507617E+002, 1.7665761E+002, 2.4242504E-001, 1.2499813E-002, 6.4073633E-002, 5.0003105E-002, 4.3890006E-002, 1.3582484E-001, 4.4293579E-002, 6.3087028E-001, 5.2112042E-002, 8.2842587E-003
 2.2806122E+000, 1.1375181E+003, 1.1715488E+003, 1.1359760E+000, 1.1969120E+002, 1.7533648E+002, 3.3984406E-001, 1.6199287E-002, 6.5574607E-002, 4.6706676E-002, 3.5056778E-002, 1.3501941E-001, 4.1359818E-002, 6.4259348E-001, 4.8790098E-002, 7.8291291E-003
 4.3112245E+000, 1.1575855E+003, 1.1930277E+003, 1.5261345E+000, 1.1489249E+002, 1.7601964E+002, 4.3042190E-001, 2.0498831E-002, 6.6578981E-002, 4.3235066E-002, 2.8885342E-002, 1.3336756E-001, 3.8271535E-002, 6.5280052E-001, 4.5197961E-002, 7.3274260E-003
 6.3418367E+000, 1.1695482E+003, 1.2049394E+003, 1.8759594E+000, 1.1090531E+002, 1.7875195E+002, 5.1673839E-001, 2.5204830E-002, 6.7114840E-002, 3.9848961E-002, 2.4313120E-002, 1.3114158E-001, 3.5260384E-002, 6.6186718E-001, 4.1668600E-002, 6.8279761E-003
 8.3724490E+000, 1.1752948E+003, 1.2094221E+003, 2.1802139E+000, 1.0863105E+002, 1.8419345E+002, 6.0345373E-001, 3.0242650E-002, 6.7226559E-002, 3.6632329E-002, 2.0746351E-002, 1.2847869E-001, 3.2400895E-002, 6.7009247E-001, 3.8309132E-002, 6.3470555E-003
 1.0403061E+001, 1.1754704E+003, 1.2072638E+003, 2.4414375E+000, 1.1004441E+002, 1.9334518E+002, 6.9257862E-001, 3.5662287E-002, 6.6874164E-002, 3.3653366E-002, 1.7841526E-002, 1.2538545E-001, 2.9753786E-002, 6.7765283E-001, 3.5193214E-002, 5.8949838E-003
 1.2433673E+001, 1.1715929E+003, 1.2001814E+003, 2.6649465E+000, 1.1660256E+002, 2.0773912E+002, 7.8163747E-001, 4.1415884E-002, 6.6194884E-002, 3.0793648E-002, 1.5413777E-002, 1.2194669E-001, 2.7213460E-002, 6.8481841E-001, 3.2195464E-002, 5.4555422E-003
 1.4464286E+001, 1.1654629E+003, 1.1904987E+003, 2.8557856E+000, 1.2676226E+002, 2.2481074E+002, 8.7334172E-001, 4.7365508E-002, 6.5288936E-002, 2.8045799E-002, 1.3291767E-002, 1.1829413E-001, 2.4773118E-002, 6.9168021E-001, 2.9317937E-002, 5.0303709E-003
 1.6494898E+001, 1.1564836E+003, 1.1777570E+003, 3.0195758E+000, 1.3838033E+002, 2.4190628E+002, 9.6328325E-001, 5.3569030E-002, 6.4127183E-002, 2.5416934E-002, 1.1407213E-002, 1.1439432E-001, 2.2439156E-002, 6.9829622E-001, 2.6562351E-002, 4.6194424E-003
