s,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2
 3.2000104E+001, 2.0634730E+001, 2.4965042E+001, 2.9773409E+001, 2.1236380E+001, 1.8709554E+001, 4.8027846E+000, 5.0978553E+000, 5.8535413E+000, 5.4387635E+000, 4.4116018E+000, 2.5804758E+000, 2.1223540E+000, 2.7367808E+000, 2.4590127E+000, 2.1628870E+000, 1.3804305E+000, 1.4386142E+000, 1.5831433E+000, 1.6206522E+000, 1.4920290E+000
 3.2500463E+001, 2.3817234E+001, 2.4441389E+001, 3.3183652E+001, 2.2077160E+001, 2.6274628E+001, 5.1175928E+000, 5.4968350E+000, 8.9793146E+000, 5.8860648E+000, 5.3793186E+000, 2.3031916E+000, 3.5413082E+000, 4.5539341E+000, 2.5491857E+000, 1.7796766E+000, 1.8162638E+000, 2.0862943E+000, 2.7006381E+000, 2.0512479E+000, 1.5356925E+000
 3.3000053E+001, 1.9736562E+001, 2.4163403E+001, 3.4220349E+001, 2.8619234E+001, 2.5985663E+001, 4.3527260E+000, 4.8861579E+000, 8.1329754E+000, 7.4381904E+000, 4.8344303E+000, 1.9242430E+000, 2.0348481E+000, 2.7509591E+000, 2.2975580E+000, 1.9650800E+000, 1.4151770E+000, 1.5583451E+000, 1.4390649E+000, 1.5260822E+000, 1.2389292E+000
 3.3500269E+001, 2.1970201E+001, 2.3623164E+001, 3.0807269E+001, 2.6065622E+001, 2.1833701E+001, 5.0371517E+000, 5.1134048E+000, 5.7026069E+000, 5.8965207E+000, 5.3486316E+000, 2.1646095E+000, 2.7752790E+000, 3.7306395E+000, 2.7519676E+000, 2.1266983E+000, 1.4160408E+000, 1.9781930E+000, 2.6259995E+000, 2.3253595E+000, 1.4687738E+000
 3.4000263E+001, 2.7322354E+001, 2.3523964E+001, 2.6939518E+001, 2.4532203E+001, 2.5776087E+001, 5.6152655E+000, 8.2842099E+000, 7.5601698E+000, 6.9520148E+000, 5.6874757E+000, 2.6251235E+000, 3.3007456E+000, 4.1054811E+000, 3.1749817E+000, 2.4381313E+000, 1.5041113E+000, 1.7960159E+000, 2.2228042E+000, 2.1183734E+000, 1.9774766E+000
 3.4500379E+001, 2.6194733E+001, 3.0056790E+001, 3.4922302E+001, 3.0565989E+001, 2.3144040E+001, 6.3075277E+000, 6.5585965E+000, 7.5644744E+000, 5.4508540E+000, 4.3231638E+000, 2.1987744E+000, 2.2805752E+000, 3.3486522E+000, 2.3114731E+000, 2.0444363E+000, 1.4780358E+000, 1.6397110E+000, 1.8087594E+000, 1.6737306E+000, 1.6286045E+000
 3.5000287E+001, 2.3523137E+001, 2.4003450E+001, 4.2224416E+001, 2.5672612E+001, 2.1834477E+001, 6.7328808E+000, 6.0768491E+000, 7.4616039E+000, 5.6015081E+000, 5.3451064E+000, 3.1810220E+000, 2.8075864E+000, 3.4139120E+000, 2.8872549E+000, 2.4662336E+000, 1.2069981E+000, 1.4295050E+000, 2.5677489E+000, 1.9816495E+000, 1.4163298E+000
 3.5500196E+001, 2.6091190E+001, 2.8688545E+001, 3.2829943E+001, 2.6332356E+001, 2.5629570E+001, 5.4895354E+000, 6.0286431E+000, 7.3724794E+000, 6.2883504E+000, 4.9588658E+000, 2.0162611E+000, 2.2989509E+000, 3.5429467E+000, 2.7322931E+000, 2.1336782E+000, 1.3909860E+000, 1.7529866E+000, 2.0734903E+000, 1.5967020E+000, 1.3563033E+000
 3.6000031E+001, 2.9602021E+001, 2.8771300E+001, 3.3985438E+001, 3.1434946E+001, 3.1210341E+001, 6.0910402E+000, 5.9239296E+000, 7.0697090E+000, 6.5025827E+000, 6.0505754E+000, 2.1920923E+000, 2.6257777E+000, 3.8895518E+000, 3.3860155E+000, 2.4048617E+000, 1.5202968E+000, 1.8429367E+000, 2.5321373E+000, 1.9966825E+000, 1.6127066E+000
 3.6500001E+001, 2.6521115E+001, 2.8077712E+001, 4.2001682E+001, 3.1424038E+001, 2.8335865E+001, 5.0704624E+000, 5.8201828E+000, 8.4975192E+000, 6.6952965E+000, 5.7563442E+000, 2.0793290E+000, 2.2821032E+000, 2.8782267E+000, 2.6415618E+000, 2.4087479E+000, 1.3529652E+000, 1.6889070E+000, 1.9248616E+000, 1.5486677E+000, 1.2540627E+000
 3.7000414E+001, 2.6846096E+001, 3.0672731E+001, 3.4859307E+001, 2.9447439E+001, 2.7744884E+001, 5.5830374E+000, 7.3921986E+000, 6.9738676E+000, 6.0411793E+000, 6.9635998E+000, 2.4360929E+000, 3.6183632E+000, 4.4183703E+000, 4.0310261E+000, 3.2860710E+000, 1.5296706E+000, 1.9737024E+000, 3.2205335E+000, 2.9006013E+000, 1.8387467E+000
 3.7500368E+001, 2.7036374E+001, 2.8076932E+001, 3.6596441E+001, 3.1079758E+001, 2.8298158E+001, 5.8005398E+000, 8.1397326E+000, 9.1481854E+000, 8.4978211E+000, 6.2403149E+000, 2.5911919E+000, 3.3998442E+000, 3.9666146E+000, 3.8300731E+000, 2.5948487E+000, 1.7587693E+000, 1.8953114E+000, 1.9553992E+000, 2.2638733E+000, 1.7640491E+000
 3.8000176E+001, 2.6174302E+001, 3.3177373E+001, 3.8762407E+001, 2.8259630E+001, 2.6347048E+001, 5.4536546E+000, 7.9428204E+000, 8.9615064E+000, 5.9502453E+000, 5.0734569E+000, 2.1243527E+000, 2.7367522E+000, 4.3820987E+000, 3.0767690E+000, 2.1565442E+000, 1.2721191E+000, 1.5793207E+000, 2.2563866E+000, 1.7408399E+000, 1.5135141E+000
 3.8500242E+001, 3.2337724E+001, 2.8692134E+001, 3.8680291E+001, 2.8049796E+001, 2.2661766E+001, 6.5647033E+000, 6.5260818E+000, 7.3245382E+000, 6.4895151E+000, 5.4513551E+000, 3.0268535E+000, 3.8401328E+000, 3.4882920E+000, 2.5771582E+000, 2.2628422E+000, 1.8167436E+000, 2.0402834E+000, 2.7164775E+000, 2.3042943E+000, 1.6076264E+000
 3.9000027E+001, 3.3678497E+001, 2.8572758E+001, 3.2660560E+001, 3.0293508E+001, 3.5530425E+001, 7.7430261E+000, 8.6508096E+000, 8.8777621E+000, 7.6068030E+000, 6.3568180E+000, 2.3793807E+000, 3.6038261E+000, 4.3436250E+000, 3.4484557E+000, 3.0048634E+000, 1.3941160E+000, 2.0443795E+000, 2.5692244E+000, 1.9175879E+000, 1.4290840E+000
 3.9500464E+001, 3.6839347E+001, 2.6935472E+001, 2.9220918E+001, 3.0997430E+001, 3.1449122E+001, 7.1584161E+000, 7.3123876E+000, 7.9602006E+000, 6.5776166E+000, 6.8491851E+000, 2.5193550E+000, 2.8331015E+000, 3.6561180E+000, 3.0012769E+000, 2.8894379E+000, 1.4070390E+000, 1.9364402E+000, 2.1276949E+000, 1.8940688E+000, 1.7618980E+000
 4.0000453E+001, 3.7220784E+001, 2.7423312E+001, 3.1014702E+001, 2.8228273E+001, 3.9181594E+001, 6.8620393E+000, 6.9428336E+000, 6.2702644E+000, 6.7737007E+000, 6.2535772E+000, 3.2230948E+000, 3.4232255E+000, 3.6120965E+000, 2.8493683E+000, 2.1323322E+000, 1.9685240E+000, 2.1200356E+000, 2.4017252E+000, 1.8604775E+000, 1.4913191E+000
 4.0500137E+001, 3.3327862E+001, 2.4426941E+001, 3.7217033E+001, 2.6708713E+001, 3.8813544E+001, 7.7383305E+000, 8.1506636E+000, 9.0072023E+000, 8.2255852E+000, 8.4118007E+000, 3.0059394E+000, 3.1699152E+000, 4.0679407E+000, 4.0587903E+000, 3.0177059E+000, 1.5550828E+000, 1.6533394E+000, 2.2352087E+000, 2.2490830E+000, 1.8681882E+000
 4.1000315E+001, 4.3393684E+001, 3.5386764E+001, 4.0540411E+001, 2.7242153E+001, 4.1032093E+001, 9.0523310E+000, 7.3878888E+000, 8.7902042E+000, 6.8743293E+000, 6.2847856E+000, 2.9947466E+000, 3.0317074E+000, 3.6123446E+000, 2.8149903E+000, 2.7708960E+000, 1.5732529E+000, 1.9712550E+000, 2.1228874E+000, 1.7218422E+000, 1.4551417E+000
 4.1500182E+001, 3.8849378E+001, 3.0299933E+001, 3.2649418E+001, 2.8108729E+001, 3.1926939E+001, 9.4409074E+000, 8.2458233E+000, 1.0046043E+001, 7.3920376E+000, 7.1253955E+000, 3.5232904E+000, 4.0967004E+000, 4.5888265E+000, 3.4459521E+000, 3.1252501E+000, 2.3643304E+000, 2.8434247E+000, 2.4647872E+000, 2.0878519E+000, 1.8476777E+000
 4.2000276E+001, 3.1050826E+001, 3.2876219E+001, 3.9901252E+001, 3.2607937E+001, 3.2433506E+001, 7.8708105E+000, 7.9837472E+000, 9.5600073E+000, 7.6560451E+000, 7.2370222E+000, 3.0957420E+000, 3.7148682E+000, 5.3708173E+000, 3.3641808E+000, 3.1957973E+000, 1.6552420E+000, 2.2651675E+000, 3.1872412E+000, 2.4734629E+000, 1.9079942E+000
 4.2500388E+001, 2.7362089E+001, 3.6186203E+001, 3.9723030E+001, 3.7400101E+001, 2.4476404E+001, 8.3575627E+000, 8.6397244E+000, 9.1033035E+000, 7.3073752E+000, 6.3525752E+000, 3.4118914E+000, 3.5722409E+000, 3.9735119E+000, 3.0828029E+000, 2.6350227E+000, 2.0760566E+000, 2.2891823E+000, 2.6659546E+000, 2.2623800E+000, 1.9457743E+000
 4.3000005E+001, 3.8519679E+001, 3.0972910E+001, 3.5196680E+001, 3.2243705E+001, 3.8874333E+001, 8.3115159E+000, 8.1285776E+000, 8.3144885E+000, 8.0840962E+000, 7.8583534E+000, 3.0800445E+000, 3.9184840E+000, 4.3235937E+000, 4.1466080E+000, 3.6451644E+000, 1.7215140E+000, 2.4485467E+000, 2.8171036E+000, 2.2354517E+000, 1.5642152E+000
 4.3500368E+001, 2.8658481E+001, 3.4286602E+001, 3.8847009E+001, 3.1364636E+001, 3.5073406E+001, 7.1428034E+000, 1.1005355E+001, 9.7544062E+000, 7.6446172E+000, 6.6000805E+000, 3.5565718E+000, 3.2135384E+000, 4.8049543E+000, 3.0760570E+000, 2.7460454E+000, 1.8640354E+000, 2.1627725E+000, 2.8621843E+000, 1.9707847E+000, 1.2958559E+000
 4.4000113E+001, 3.4984306E+001, 3.9401398E+001, 4.4920098E+001, 3.9337753E+001, 3.2202098E+001, 6.9541934E+000, 8.0289836E+000, 1.3767202E+001, 8.1566126E+000, 6.2588130E+000, 2.9976626E+000, 4.3750989E+000, 6.1337084E+000, 3.3008376E+000, 2.7191591E+000, 1.9782401E+000, 2.3426058E+000, 2.3491345E+000, 2.0711660E+000, 1.7628526E+000
 4.4500060E+001, 2.3942421E+001, 3.2191922E+001, 4.5045330E+001, 3.3384590E+001, 2.6198849E+001, 7.0509137E+000, 7.5753653E+000, 9.5374242E+000, 6.8199498E+000, 6.5932893E+000, 3.2968689E+000, 3.7711653E+000, 4.5318875E+000, 3.0514068E+000, 2.4483729E+000, 2.3945979E+000, 2.9674928E+000, 3.3962060E+000, 1.7271635E+000, 1.2830871E+000
 4.5000145E+001, 3.3539468E+001, 2.9000267E+001, 4.8153574E+001, 3.0990518E+001, 3.5646931E+001, 7.4106529E+000, 7.4334238E+000, 9.7810815E+000, 8.7165425E+000, 7.2936495E+000, 2.6640799E+000, 3.2516616E+000, 4.7559253E+000, 3.8483423E+000, 2.6714126E+000, 1.2721015E+000, 1.8533039E+000, 2.6240265E+000, 2.3558139E+000, 1.6002329E+000
 4.5500401E+001, 4.1655369E+001, 3.6688063E+001, 4.5029860E+001, 3.2629477E+001, 3.2551146E+001, 8.0370973E+000, 8.7597737E+000, 1.3376793E+001, 1.0109592E+001, 8.1421131E+000, 2.8919315E+000, 3.5915467E+000, 5.6379588E+000, 3.9559608E+000, 2.8906604E+000, 1.5742816E+000, 1.8035444E+000, 2.8771279E+000, 2.6564227E+000, 1.4643984E+000
 4.6000169E+001, 3.0061693E+001, 3.7866682E+001, 5.6753925E+001, 3.7223543E+001, 2.8317374E+001, 7.7617316E+000, 8.6854202E+000, 1.1706315E+001, 8.8843147E+000, 6.4926734E+000, 2.8131211E+000, 3.4701485E+000, 4.9227272E+000, 4.0043827E+000, 3.2377073E+000, 1.7423707E+000, 2.1453856E+000, 2.1889116E+000, 1.9409282E+000, 1.5380353E+000
 4.6500372E+001, 2.5364498E+001, 3.2793386E+001, 4.9755165E+001, 3.6673514E+001, 2.2725318E+001, 6.1205416E+000, 6.9682477E+000, 1.0038482E+001, 7.3052438E+000, 5.9425170E+000, 2.8121953E+000, 3.2919270E+000, 3.8346482E+000, 3.1935420E+000, 2.7912516E+000, 1.7032064E+000, 1.9998262E+000, 2.3978549E+000, 2.3654991E+000, 1.9568420E+000
 4.7000075E+001, 3.9557369E+001, 3.3206023E+001, 4.9698276E+001, 3.1301349E+001, 4.0003564E+001, 7.4084878E+000, 8.1441444E+000, 1.1936055E+001, 8.7040242E+000, 8.1051381E+000, 2.9618189E+000, 3.3416579E+000, 4.4316377E+000, 4.8969874E+000, 3.0231441E+000, 1.7272296E+000, 2.4538814E+000, 2.8930142E+000, 2.8076621E+000, 2.1454534E+000
 4.7500020E+001, 3.3669401E+001, 4.0443584E+001, 4.7177791E+001, 3.5766135E+001, 3.2519205E+001, 8.2351004E+000, 8.5828324E+000, 1.1020517E+001, 1.4250767E+001, 1.0436043E+001, 2.6817542E+000, 3.6300411E+000, 5.5976579E+000, 5.0210611E+000, 4.2622373E+000, 1.5307240E+000, 2.1689024E+000, 2.7864237E+000, 2.4070656E+000, 1.9643750E+000
 4.8000249E+001, 2.7860231E+001, 3.7445247E+001, 5.6318257E+001, 4.2880549E+001, 3.0057669E+001, 6.9369100E+000, 8.5885817E+000, 1.1939201E+001, 9.2179857E+000, 6.8387015E+000, 3.0164419E+000, 3.0401375E+000, 4.1124048E+000, 3.0026211E+000, 3.1664238E+000, 1.5664678E+000, 2.1004717E+000, 2.5293531E+000, 2.0054219E+000, 1.8620139E+000
 4.8500147E+001, 4.0898018E+001, 3.5052826E+001, 5.8098920E+001, 4.0133473E+001, 3.4120008E+001, 7.3282104E+000, 7.9082536E+000, 1.0774586E+001, 8.3308646E+000, 6.5125513E+000, 3.6910568E+000, 4.5097174E+000, 4.7500327E+000, 4.3036930E+000, 3.4340735E+000, 1.7886133E+000, 2.1389907E+000, 3.0352685E+000, 2.7001974E+000, 2.4055867E+000
 4.9000096E+001, 3.3570194E+001, 3.0923691E+001, 5.4336846E+001, 3.2042966E+001, 3.1962936E+001, 7.9032538E+000, 9.2211152E+000, 1.5711467E+001, 8.3562687E+000, 7.1682470E+000, 2.7457681E+000, 3.9356404E+000, 7.4002288E+000, 3.5991912E+000, 2.6732390E+000, 1.5380040E+000, 2.0190045E+000, 4.0627566E+000, 2.0093237E+000, 1.3787149E+000
 4.9500101E+001, 2.9061730E+001, 3.4706896E+001, 5.6375971E+001, 3.5987250E+001, 3.1754156E+001, 6.9270111E+000, 9.4845521E+000, 1.5659689E+001, 1.1632067E+001, 7.0398464E+000, 2.6542110E+000, 3.1379047E+000, 6.9340175E+000, 7.2602479E+000, 3.7198648E+000, 1.4923692E+000, 1.8864825E+000, 2.9508380E+000, 3.7399738E+000, 2.1595005E+000
 5.0000377E+001, 2.6322940E+001, 4.1433227E+001, 4.4511273E+001, 3.9203916E+001, 4.0054454E+001, 6.9378333E+000, 8.7222400E+000, 1.0130183E+001, 9.5337044E+000, 8.0250540E+000, 3.0529566E+000, 3.7757518E+000, 3.4356577E+000, 3.0215929E+000, 2.9126889E+000, 1.4080645E+000, 2.0216326E+000, 2.3805185E+000, 2.2414088E+000, 1.8080827E+000
 5.0500409E+001, 3.8099811E+001, 3.9382407E+001, 4.7762535E+001, 3.5665967E+001, 4.0320495E+001, 7.3524042E+000, 8.7623976E+000, 9.1148309E+000, 8.0132774E+000, 8.8276293E+000, 3.4602560E+000, 4.0614117E+000, 5.2787113E+000, 4.3369507E+000, 3.2655039E+000, 2.2398926E+000, 3.2607725E+000, 3.0650134E+000, 3.4142796E+000, 2.2677680E+000
 5.1000234E+001, 3.4942826E+001, 3.2537772E+001, 4.8226578E+001, 3.2872490E+001, 4.2142944E+001, 7.8915384E+000, 9.3275176E+000, 1.0839683E+001, 8.4416067E+000, 8.0927880E+000, 3.3139571E+000, 4.3546484E+000, 5.0125480E+000, 4.3107508E+000, 3.1322783E+000, 2.0190383E+000, 2.8024601E+000, 3.2870399E+000, 2.9899114E+000, 2.1461803E+000
 5.1500138E+001, 3.5193083E+001, 4.6430049E+001, 5.6075814E+001, 3.9259949E+001, 3.7107337E+001, 9.0194203E+000, 1.0470845E+001, 1.3346193E+001, 8.8536693E+000, 8.0926309E+000, 3.0933187E+000, 3.9782596E+000, 6.3160877E+000, 4.0796190E+000, 3.4252847E+000, 1.9252405E+000, 2.0848204E+000, 2.6679403E+000, 2.1225705E+000, 1.7941512E+000
 5.2000434E+001, 2.6170614E+001, 4.8954816E+001, 5.2115179E+001, 4.2068620E+001, 2.9782980E+001, 6.8867125E+000, 8.7134767E+000, 1.0570537E+001, 9.4333090E+000, 7.8076680E+000, 2.6793115E+000, 3.6519300E+000, 4.3032958E+000, 3.7592666E+000, 3.3473843E+000, 1.5698119E+000, 2.4683053E+000, 3.0290514E+000, 2.8234416E+000, 1.9828210E+000
 5.2500043E+001, 4.7922738E+001, 4.1108014E+001, 5.1714339E+001, 4.0742462E+001, 4.3144226E+001, 1.0082415E+001, 8.6980356E+000, 1.1189211E+001, 8.6072125E+000, 8.0790265E+000, 3.6716220E+000, 4.3236850E+000, 5.4337242E+000, 3.9608816E+000, 3.0301872E+000, 2.0423510E+000, 2.5231074E+000, 3.5511126E+000, 2.9682373E+000, 1.5667623E+000
 5.3000180E+001, 4.0304508E+001, 4.2531362E+001, 4.6568050E+001, 4.2521249E+001, 3.7784832E+001, 1.3052472E+001, 1.1558421E+001, 1.0807482E+001, 9.6921512E+000, 9.2457169E+000, 4.3475057E+000, 5.0184034E+000, 4.5535908E+000, 3.7153821E+000, 3.1738996E+000, 2.3157220E+000, 2.4086574E+000, 2.7611262E+000, 2.0525433E+000, 1.6284438E+000
 5.3500195E+001, 4.0694195E+001, 4.5886614E+001, 5.5066165E+001, 4.3634234E+001, 3.7584502E+001, 7.2246371E+000, 8.6577756E+000, 1.3375062E+001, 8.6556660E+000, 7.1100934E+000, 3.3056307E+000, 3.8094890E+000, 5.2313885E+000, 3.7729416E+000, 3.2609713E+000, 2.0761091E+000, 2.8313522E+000, 2.8874740E+000, 2.3590353E+000, 1.7537166E+000
 5.4000444E+001, 3.0798303E+001, 3.8383437E+001, 4.0042570E+001, 3.2729983E+001, 3.4719309E+001, 8.7957436E+000, 8.7235573E+000, 9.6876992E+000, 8.8423661E+000, 8.7280300E+000, 3.1608571E+000, 3.8112855E+000, 4.9771063E+000, 3.8794503E+000, 3.1112093E+000, 1.8390033E+000, 2.2761381E+000, 3.5718547E+000, 2.5061860E+000, 1.9221070E+000
 5.4500211E+001, 3.8141235E+001, 3.6572741E+001, 5.5736949E+001, 4.0081744E+001, 4.0355151E+001, 9.0394488E+000, 1.0609766E+001, 1.4725494E+001, 9.9483027E+000, 8.6815741E+000, 4.2564294E+000, 5.7805914E+000, 5.8212031E+000, 3.8786168E+000, 2.9607223E+000, 2.3178041E+000, 3.4362104E+000, 3.5574508E+000, 1.8400471E+000, 1.6318921E+000
 5.5000279E+001, 4.1115813E+001, 4.0262044E+001, 4.8078064E+001, 4.3725208E+001, 5.0044522E+001, 8.2803850E+000, 8.9991477E+000, 1.3100057E+001, 1.0630492E+001, 1.0038602E+001, 3.1306543E+000, 3.7859285E+000, 6.0011240E+000, 5.7130163E+000, 3.4888781E+000, 1.8523998E+000, 2.1738094E+000, 3.1929337E+000, 2.6746847E+000, 2.2373530E+000
 5.5500061E+001, 3.3297501E+001, 3.1141888E+001, 5.4270676E+001, 4.4707897E+001, 3.3241696E+001, 7.0445094E+000, 8.2722216E+000, 1.1838742E+001, 8.9240444E+000, 8.8451053E+000, 3.6582738E+000, 3.9682798E+000, 4.3728302E+000, 4.0679674E+000, 3.4803395E+000, 2.0456053E+000, 2.6955351E+000, 3.2631807E+000, 3.2954555E+000, 2.4540497E+000
 5.6000283E+001, 3.5517872E+001, 3.3768951E+001, 4.8566761E+001, 3.3600866E+001, 4.4440553E+001, 9.4126029E+000, 9.4242436E+000, 1.5358172E+001, 9.7579559E+000, 1.0382734E+001, 3.7911121E+000, 4.2943686E+000, 6.6014606E+000, 5.4328227E+000, 4.1172700E+000, 2.1524934E+000, 2.4988501E+000, 3.8221758E+000, 2.7787904E+000, 2.2661150E+000
 5.6500446E+001, 4.2215704E+001, 4.0317369E+001, 4.3036224E+001, 3.4327808E+001, 5.4256409E+001, 1.1048886E+001, 1.1321486E+001, 1.1421034E+001, 1.0576652E+001, 1.2453373E+001, 3.7966779E+000, 4.4152814E+000, 5.6063662E+000, 4.2879570E+000, 4.7505590E+000, 1.8214618E+000, 2.4668525E+000, 3.3008074E+000, 2.2073530E+000, 1.8475716E+000
 5.7000072E+001, 4.3661170E+001, 4.1600662E+001, 4.8229772E+001, 4.1190450E+001, 5.1501442E+001, 1.0080907E+001, 9.3532719E+000, 1.1980212E+001, 1.0425212E+001, 1.0526961E+001, 3.2915039E+000, 3.6756972E+000, 5.9365008E+000, 4.0542391E+000, 3.1798955E+000, 2.1698385E+000, 2.4712227E+000, 3.5251152E+000, 3.2333008E+000, 2.2912388E+000
 5.7500155E+001, 3.6585018E+001, 4.1535175E+001, 4.9740619E+001, 4.5164814E+001, 4.5558614E+001, 8.0703782E+000, 9.1249670E+000, 1.5814158E+001, 9.9926042E+000, 1.1018296E+001, 3.4293160E+000, 4.5821122E+000, 7.2093650E+000, 4.7150748E+000, 3.6295920E+000, 1.6899891E+000, 2.1027538E+000, 3.2697644E+000, 2.4335470E+000, 1.7585042E+000
 5.8000263E+001, 3.0440957E+001, 4.5905643E+001, 4.5150397E+001, 4.6872378E+001, 4.1130098E+001, 7.8073139E+000, 9.1403671E+000, 1.0838100E+001, 1.0236802E+001, 1.1201063E+001, 3.3776486E+000, 3.7542599E+000, 4.4452424E+000, 3.9210280E+000, 3.5790478E+000, 2.1450051E+000, 2.6386530E+000, 3.1255920E+000, 2.2759399E+000, 1.9687625E+000
 5.8500127E+001, 4.4767459E+001, 4.3054686E+001, 5.1870862E+001, 4.3557620E+001, 4.9076578E+001, 9.3670577E+000, 9.8524352E+000, 1.2792285E+001, 1.1711651E+001, 1.4590264E+001, 3.1389052E+000, 4.0141134E+000, 6.4055100E+000, 5.5504657E+000, 5.2635395E+000, 1.5246401E+000, 2.2362088E+000, 3.9299277E+000, 3.2586265E+000, 2.9303674E+000
 5.9000012E+001, 3.1562122E+001, 4.3582268E+001, 5.4718257E+001, 4.3134689E+001, 4.1031852E+001, 1.0841868E+001, 1.8763228E+001, 1.4145029E+001, 1.2909813E+001, 8.8769453E+000, 5.7661130E+000, 8.0758796E+000, 6.8344962E+000, 4.8297294E+000, 3.6182235E+000, 3.5440703E+000, 5.0905355E+000, 3.7829655E+000, 2.9172402E+000, 1.9249711E+000
 5.9500333E+001, 3.2967021E+001, 5.3933378E+001, 5.5221378E+001, 4.7081914E+001, 4.3126182E+001, 8.0283017E+000, 1.1088493E+001, 1.4121711E+001, 1.4717453E+001, 8.9700486E+000, 3.3180844E+000, 4.4454372E+000, 4.9799913E+000, 4.1410194E+000, 3.7146295E+000, 2.0324293E+000, 2.5558662E+000, 2.6170565E+000, 2.4546792E+000, 2.0780472E+000
 6.0000398E+001, 3.5894315E+001, 4.2422294E+001, 4.6620321E+001, 3.7925529E+001, 3.7697427E+001, 8.0845599E+000, 9.3057317E+000, 1.0415098E+001, 9.8084438E+000, 8.9218184E+000, 2.9343934E+000, 5.2959126E+000, 4.8734540E+000, 4.8733209E+000, 4.2247515E+000, 2.3730353E+000, 2.7923206E+000, 3.2051974E+000, 2.8671465E+000, 2.2854906E+000
 6.0500014E+001, 3.7209587E+001, 4.1061333E+001, 6.8007596E+001, 4.8678925E+001, 4.6885769E+001, 1.1126096E+001, 1.2737477E+001, 1.5352063E+001, 1.2300651E+001, 9.3185800E+000, 3.6375235E+000, 5.2283267E+000, 6.4417414E+000, 5.6259896E+000, 4.1468579E+000, 2.0411263E+000, 2.7459782E+000, 3.1173257E+000, 2.8674586E+000, 1.7922913E+000
 6.1000200E+001, 4.1371864E+001, 4.6447399E+001, 5.0384574E+001, 5.2687314E+001, 4.1129340E+001, 8.1577401E+000, 9.9068417E+000, 1.2054956E+001, 1.0510549E+001, 7.9756037E+000, 3.2744453E+000, 4.2320077E+000, 5.0995540E+000, 4.2595437E+000, 3.2768576E+000, 1.7325995E+000, 2.2626587E+000, 3.0313785E+000, 2.6516978E+000, 1.9119586E+000
 6.1500383E+001, 3.7768478E+001, 4.7238922E+001, 4.9568712E+001, 4.9144736E+001, 4.2168031E+001, 9.6808185E+000, 1.0514828E+001, 1.3101554E+001, 1.1953761E+001, 1.1082537E+001, 4.4795661E+000, 5.3142390E+000, 5.6936350E+000, 4.5744045E+000, 3.6101199E+000, 2.3351828E+000, 3.2805095E+000, 3.6773257E+000, 2.4947814E+000, 2.1741162E+000
 6.2000157E+001, 4.1034562E+001, 4.3969822E+001, 5.9741513E+001, 4.1205215E+001, 4.5959265E+001, 9.0922021E+000, 1.1621134E+001, 1.4674261E+001, 1.1682941E+001, 9.7309200E+000, 3.7165205E+000, 5.0277422E+000, 6.7176133E+000, 6.1043194E+000, 4.0813290E+000, 2.5228803E+000, 2.9281534E+000, 4.1949175E+000, 3.3469718E+000, 2.5495145E+000
 6.2500277E+001, 3.4172721E+001, 4.1234392E+001, 5.9401250E+001, 4.1800468E+001, 4.0943868E+001, 9.0895170E+000, 1.1587768E+001, 1.3415308E+001, 1.1589958E+001, 8.7020055E+000, 3.8476185E+000, 4.4724811E+000, 6.4667184E+000, 4.9360180E+000, 3.2501979E+000, 2.1150506E+000, 2.8809487E+000, 4.2998309E+000, 2.9937095E+000, 2.0528781E+000
 6.3000333E+001, 4.0344006E+001, 4.5988039E+001, 6.4019678E+001, 5.0061309E+001, 3.9634668E+001, 9.8372449E+000, 1.1068792E+001, 1.4887735E+001, 1.4228334E+001, 1.0499792E+001, 3.5665471E+000, 4.3851963E+000, 6.3318232E+000, 5.5071214E+000, 4.5602639E+000, 1.8778705E+000, 2.8133597E+000, 3.1832087E+000, 2.3872911E+000, 1.9669407E+000
 6.3500102E+001, 3.6861674E+001, 3.8210075E+001, 6.1238777E+001, 4.3418947E+001, 3.3794894E+001, 8.1669939E+000, 9.6719144E+000, 1.6447786E+001, 9.6004111E+000, 9.4739145E+000, 3.3312176E+000, 4.4547593E+000, 6.1069458E+000, 5.2192265E+000, 4.1138255E+000, 1.9453395E+000, 2.3640948E+000, 3.6956400E+000, 3.9067469E+000, 2.9048227E+000
 6.4000256E+001, 4.1895762E+001, 3.7691135E+001, 6.3944590E+001, 3.6468890E+001, 4.6320006E+001, 8.7513865E+000, 9.9760836E+000, 1.5357007E+001, 1.2388316E+001, 8.9834397E+000, 3.7865631E+000, 4.6641699E+000, 6.3978473E+000, 6.3079406E+000, 4.1812749E+000, 2.4272730E+000, 3.3385112E+000, 4.2377802E+000, 3.6746253E+000, 2.3228923E+000
