s,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,C,C,C,C,C
 6.5009036E+000, 1.2228363E+000, 2.2134795E+000, 4.6999418E+000, 2.0905580E+000, 1.2648427E+000, 4.0381745E-001, 6.4603139E-001, 9.1610859E-001, 6.4527000E-001, 4.1487280E-001, 1.9807348E-001, 2.7172488E-001, 4.3287825E-001, 3.7791018E-001, 2.7046740E-001, 1.3792854E-001, 2.2821785E-001, 3.1160105E-001, 1.7151268E-001, 1.4108648E-001, 2.7064401E-001, 1.3261185E-001, 9.9553335E-002, 1.2546604E-001, 1.2179902E-001, 2.0716106E+001, 2.0465646E+001, 2.0413062E+001, 2.0375585E+001, 2.0304173E+001
 7.0005987E+000, 1.3832780E+000, 2.3624920E+000, 5.1166608E+000, 2.3618676E+000, 1.4526454E+000, 4.4597680E-001, 7.2038570E-001, 1.4019369E+000, 6.0223984E-001, 4.4547722E-001, 2.6995648E-001, 3.5561356E-001, 5.1318706E-001, 3.6145773E-001, 3.5700547E-001, 1.9429267E-001, 2.3995410E-001, 3.3446480E-001, 3.8857803E-001, 3.1166275E-001, 2.2483022E-001, 1.3822553E-001, 9.2429058E-002, 7.3605313E-002, 8.1185908E-002, 2.0784701E+001, 2.0507512E+001, 2.0397609E+001, 2.0351242E+001, 2.0334534E+001
 7.5008825E+000, 1.5838002E+000, 2.7175444E+000, 6.1141813E+000, 2.6263550E+000, 1.6256302E+000, 4.8331805E-001, 6.5612542E-001, 1.6080061E+000, 6.0636558E-001, 4.9973679E-001, 2.3288415E-001, 3.6191628E-001, 6.0243060E-001, 3.3720789E-001, 2.3656488E-001, 2.4360491E-001, 3.3590022E-001, 3.9209150E-001, 2.8025895E-001, 1.8966987E-001, 2.6559028E-001, 2.3062515E-001, 1.7280719E-001, 9.0496172E-002, 8.8792991E-002, 2.0889596E+001, 2.0677492E+001, 2.0501553E+001, 2.0379317E+001, 2.0341561E+001
 8.0001058E+000, 1.7618523E+000, 2.9847936E+000, 6.9216004E+000, 2.9274749E+000, 1.7932240E+000, 5.3627187E-001, 8.5683303E-001, 1.2548038E+000, 6.4193291E-001, 5.4241807E-001, 2.2485301E-001, 4.6690764E-001, 5.5635707E-001, 4.0852314E-001, 2.6380708E-001, 2.2375344E-001, 3.1540124E-001, 3.3983877E-001, 3.3529668E-001, 2.4548052E-001, 3.1204174E-001, 2.4645981E-001, 1.9306597E-001, 1.6544011E-001, 1.1537669E-001, 2.1083112E+001, 2.0794919E+001, 2.0643604E+001, 2.0503967E+001, 2.0398980E+001
 8.5005811E+000, 1.9353940E+000, 3.2793521E+000, 6.5213901E+000, 3.2683549E+000, 1.9684760E+000, 5.9904884E-001, 9.3744278E-001, 1.5360431E+000, 8.5242463E-001, 5.9282159E-001, 2.4523185E-001, 3.6577889E-001, 6.6193931E-001, 4.2370257E-001, 2.6692001E-001, 2.8383405E-001, 3.6053277E-001, 5.1861175E-001, 2.8991482E-001, 1.7633073E-001, 3.8048515E-001, 2.1039476E-001, 1.5880055E-001, 1.7498739E-001, 1.5209559E-001, 2.1182250E+001, 2.0874736E+001, 2.0714221E+001, 2.0627253E+001, 2.0511950E+001
 9.0001689E+000, 2.1604594E+000, 3.7015436E+000, 9.3705456E+000, 3.9503130E+000, 2.2028006E+000, 8.6273419E-001, 1.1467755E+000, 1.7727034E+000, 1.0286449E+000, 7.0277830E-001, 2.5901037E-001, 4.6142434E-001, 7.8895984E-001, 5.2228268E-001, 4.4314056E-001, 1.5994569E-001, 2.0409699E-001, 4.3847909E-001, 3.9064983E-001, 2.5535036E-001, 3.2183078E-001, 2.5886585E-001, 1.7057246E-001, 8.6343375E-002, 1.0278349E-001, 2.1385790E+001, 2.1002016E+001, 2.0725392E+001, 2.0576368E+001, 2.0526023E+001
 9.5010261E+000, 2.3777569E+000, 4.0962683E+000, 7.0967012E+000, 3.9555509E+000, 2.4313582E+000, 7.9690351E-001, 9.9121070E-001, 1.7734190E+000, 8.9338664E-001, 7.7924456E-001, 3.7487179E-001, 5.3463092E-001, 8.2298672E-001, 5.4425932E-001, 4.2801200E-001, 4.2066023E-001, 5.9304906E-001, 6.2195710E-001, 3.1979343E-001, 2.9663543E-001, 3.9663757E-001, 2.8011490E-001, 1.5968928E-001, 1.5265138E-001, 1.4329485E-001, 2.1513688E+001, 2.1092708E+001, 2.0782701E+001, 2.0638133E+001, 2.0585895E+001
 1.0000641E+001, 2.5683303E+000, 4.4208529E+000, 9.1238957E+000, 4.2911067E+000, 2.6045219E+000, 8.1518985E-001, 1.2090333E+000, 1.7589245E+000, 1.5013326E+000, 9.4797375E-001, 3.9213182E-001, 4.5658448E-001, 6.9122748E-001, 5.0367137E-001, 3.1280823E-001, 2.1895722E-001, 4.5901053E-001, 5.1736323E-001, 3.1517173E-001, 2.2322181E-001, 3.4729788E-001, 2.7324311E-001, 2.3005331E-001, 1.7882495E-001, 1.1582090E-001, 2.1620655E+001, 2.1213938E+001, 2.0907777E+001, 2.0721030E+001, 2.0607415E+001
 1.0500305E+001, 2.7842429E+000, 5.7393885E+000, 1.1039776E+001, 4.7139211E+000, 2.8582434E+000, 9.3969993E-001, 1.4088129E+000, 1.9333655E+000, 1.1961934E+000, 9.6246362E-001, 4.1561481E-001, 5.9055301E-001, 8.0353410E-001, 8.3765412E-001, 5.8914027E-001, 2.0672378E-001, 5.1234601E-001, 6.5462895E-001, 4.9322609E-001, 3.0070463E-001, 4.9285720E-001, 2.8561878E-001, 1.7695203E-001, 1.5092539E-001, 1.9186678E-001, 2.1804408E+001, 2.1250894E+001, 2.0945893E+001, 2.0814200E+001, 2.0746915E+001
 1.1000312E+001, 2.9049934E+000, 4.9324992E+000, 1.1256553E+001, 5.0267003E+000, 2.9182323E+000, 9.9882498E-001, 1.3634238E+000, 2.0660406E+000, 1.6051971E+000, 9.1908012E-001, 4.2983668E-001, 4.9790049E-001, 8.1968265E-001, 6.5068432E-001, 3.3405072E-001, 2.1993187E-001, 4.8145574E-001, 6.7205705E-001, 5.4865591E-001, 3.5851399E-001, 4.4173334E-001, 2.9622271E-001, 2.5080810E-001, 2.0202688E-001, 1.4481019E-001, 2.1940345E+001, 2.1400510E+001, 2.1091427E+001, 2.0872240E+001, 2.0741863E+001
 1.1501171E+001, 3.2047637E+000, 5.4084902E+000, 1.1995473E+001, 5.2929727E+000, 3.1761265E+000, 1.0190565E+000, 2.0188761E+000, 2.1917257E+000, 1.3345053E+000, 1.0854573E+000, 6.9648797E-001, 1.1640000E+000, 8.8774159E-001, 4.2785183E-001, 3.8718617E-001, 5.9456482E-001, 7.5456381E-001, 6.2244125E-001, 4.6435541E-001, 3.1261633E-001, 4.2462002E-001, 2.9788571E-001, 3.0629170E-001, 2.3753792E-001, 1.8686406E-001, 2.2071265E+001, 2.1532839E+001, 2.1257640E+001, 2.1006925E+001, 2.0835375E+001
 1.2000670E+001, 3.3429287E+000, 5.6898504E+000, 1.3803693E+001, 5.6089766E+000, 3.3888862E+000, 1.1949488E+000, 1.9130535E+000, 2.2587515E+000, 1.8593681E+000, 1.1493535E+000, 5.8245081E-001, 9.1113810E-001, 7.5743803E-001, 7.0855016E-001, 6.1111178E-001, 3.5617998E-001, 4.8701639E-001, 5.7127092E-001, 4.9642118E-001, 3.1992905E-001, 4.1789529E-001, 3.6192508E-001, 2.7853525E-001, 1.5469601E-001, 1.1743908E-001, 2.2258422E+001, 2.1666734E+001, 2.1333492E+001, 2.0986777E+001, 2.0832841E+001
 1.2500327E+001, 3.4881017E+000, 5.9586733E+000, 1.2647276E+001, 5.8655285E+000, 3.5632706E+000, 1.2729645E+000, 1.8725774E+000, 2.4953392E+000, 1.5269554E+000, 1.2090181E+000, 6.1282403E-001, 7.6006557E-001, 8.9266281E-001, 5.9895819E-001, 5.3977033E-001, 4.0347946E-001, 5.8671890E-001, 5.8884404E-001, 5.1482218E-001, 4.2904874E-001, 4.7026198E-001, 3.1045256E-001, 2.3054495E-001, 1.9840155E-001, 1.5547377E-001, 2.2306746E+001, 2.1659688E+001, 2.1335920E+001, 2.1052278E+001, 2.0883748E+001
 1.3000937E+001, 3.6895856E+000, 7.3972872E+000, 1.4594140E+001, 6.0535469E+000, 3.6886137E+000, 1.2029848E+000, 1.8183627E+000, 2.7586544E+000, 1.7779973E+000, 1.2264911E+000, 5.8144513E-001, 7.2199433E-001, 1.2845290E+000, 9.8634320E-001, 6.0716681E-001, 3.4953372E-001, 5.6266034E-001, 9.4724059E-001, 8.4117547E-001, 4.9387906E-001, 5.6277552E-001, 3.5035412E-001, 2.5825720E-001, 2.3449176E-001, 1.7864549E-001, 2.2532149E+001, 2.1791149E+001, 2.1427988E+001, 2.1168807E+001, 2.0936575E+001
 1.3500718E+001, 3.8798710E+000, 6.6548599E+000, 1.6771297E+001, 6.2385567E+000, 3.8030453E+000, 1.2458223E+000, 1.9343145E+000, 2.3261595E+000, 2.4679143E+000, 1.4654629E+000, 6.0431928E-001, 7.6480056E-001, 8.7118124E-001, 8.4166679E-001, 7.0355657E-001, 3.5573334E-001, 4.5793666E-001, 5.8227843E-001, 4.4498823E-001, 3.6489110E-001, 4.5506655E-001, 3.4244218E-001, 2.8746140E-001, 2.5398846E-001, 2.1990885E-001, 2.2686332E+001, 2.1916962E+001, 2.1557582E+001, 2.1265340E+001, 2.1041362E+001
 1.4000769E+001, 4.1792221E+000, 7.6082163E+000, 1.7081698E+001, 6.4736309E+000, 3.9281972E+000, 1.3051829E+000, 2.4131573E+000, 2.9029855E+000, 1.8602035E+000, 1.3555374E+000, 4.9052607E-001, 7.3258275E-001, 1.0134999E+000, 1.3313942E+000, 8.5374867E-001, 2.8874823E-001, 4.7058381E-001, 7.3265035E-001, 7.6857270E-001, 6.0120491E-001, 4.3905373E-001, 2.8293806E-001, 1.8243975E-001, 1.3257973E-001, 1.5523102E-001, 2.2671152E+001, 2.1885705E+001, 2.1471434E+001, 2.1206991E+001, 2.1084560E+001
 1.4501055E+001, 4.3444681E+000, 7.6536764E+000, 2.0390825E+001, 6.6588373E+000, 4.0472144E+000, 1.4555269E+000, 2.7153537E+000, 4.0668149E+000, 1.9996860E+000, 1.4193742E+000, 6.6891734E-001, 8.5591136E-001, 1.0405583E+000, 1.0595321E+000, 6.4547514E-001, 3.3099677E-001, 5.3478914E-001, 7.2529763E-001, 5.7089765E-001, 4.0424034E-001, 5.3941592E-001, 3.5618459E-001, 2.8788283E-001, 1.7226870E-001, 1.5907434E-001, 2.2939148E+001, 2.1995514E+001, 2.1575881E+001, 2.1221279E+001, 2.1056314E+001
 1.5000521E+001, 4.4535514E+000, 7.7975090E+000, 1.9979506E+001, 7.2214214E+000, 4.3239713E+000, 1.5018895E+000, 2.6120238E+000, 4.2282536E+000, 2.1552951E+000, 1.5123707E+000, 8.7756414E-001, 1.6037353E+000, 1.3785194E+000, 1.1139914E+000, 5.8914375E-001, 4.7077359E-001, 5.7267903E-001, 6.8866195E-001, 8.7176026E-001, 7.1374870E-001, 4.9969171E-001, 3.0771284E-001, 2.0738239E-001, 1.6362904E-001, 1.2055430E-001, 2.2941600E+001, 2.2013682E+001, 2.1604286E+001, 2.1242243E+001, 2.1049182E+001
 1.5501074E+001, 4.6273187E+000, 8.1775070E+000, 2.1371110E+001, 7.7781397E+000, 4.5433142E+000, 1.4676818E+000, 2.2481387E+000, 4.1099695E+000, 2.6456676E+000, 1.7380257E+000, 5.7912329E-001, 9.8030658E-001, 1.3844532E+000, 1.0589461E+000, 7.5153457E-001, 6.0758588E-001, 8.0910513E-001, 1.1384616E+000, 6.6655186E-001, 4.0111009E-001, 6.8930535E-001, 4.3432959E-001, 3.1630843E-001, 2.2118862E-001, 1.7508515E-001, 2.3307454E+001, 2.2217066E+001, 2.1689132E+001, 2.1302107E+001, 2.1091128E+001
 1.6000707E+001, 4.9459031E+000, 9.2349968E+000, 2.4662621E+001, 7.5172637E+000, 4.5813234E+000, 1.7079622E+000, 2.6361429E+000, 4.7308109E+000, 2.5777157E+000, 1.5328750E+000, 5.9234219E-001, 1.0249147E+000, 1.3646384E+000, 7.6126210E-001, 7.9977883E-001, 3.3272049E-001, 6.9813139E-001, 8.5872155E-001, 8.5190738E-001, 3.9301320E-001, 8.1887762E-001, 5.9926702E-001, 3.8344504E-001, 2.9095062E-001, 2.2069945E-001, 2.3759095E+001, 2.2582288E+001, 2.1887279E+001, 2.1453112E+001, 2.1242847E+001
 1.6500854E+001, 5.0080897E+000, 8.7799805E+000, 2.6028644E+001, 8.3128300E+000, 4.9197449E+000, 1.6963121E+000, 2.9419743E+000, 5.2546747E+000, 2.1698742E+000, 1.5860338E+000, 7.8117962E-001, 1.2303081E+000, 1.9160120E+000, 1.2434242E+000, 7.6314252E-001, 4.3137950E-001, 6.9773277E-001, 1.1491587E+000, 7.9828897E-001, 4.1650962E-001, 4.7568286E-001, 2.8030516E-001, 1.9170126E-001, 2.6441283E-001, 3.0030088E-001, 2.3494390E+001, 2.2474143E+001, 2.1889904E+001, 2.1623562E+001, 2.1410407E+001
 1.7000205E+001, 5.4020590E+000, 1.0871019E+001, 2.2070948E+001, 1.0996899E+001, 5.2797446E+000, 1.9768460E+000, 2.8084719E+000, 6.2259763E+000, 3.1614494E+000, 1.9390121E+000, 9.3726850E-001, 1.8356286E+000, 1.6186875E+000, 1.3056419E+000, 8.7752844E-001, 1.1019833E+000, 9.9345440E-001, 1.0190515E+000, 6.2318252E-001, 4.7650249E-001, 8.9245730E-001, 6.5921160E-001, 3.7924155E-001, 2.5709839E-001, 1.8126558E-001, 2.4117693E+001, 2.2841877E+001, 2.1963212E+001, 2.1555099E+001, 2.1349623E+001
 1.7501004E+001, 4.9239660E+000, 8.5770712E+000, 2.5005105E+001, 8.8800950E+000, 5.0224386E+000, 1.6931370E+000, 3.0313664E+000, 4.4744559E+000, 2.6262633E+000, 1.6538929E+000, 7.3229552E-001, 1.4211359E+000, 1.9489176E+000, 9.6926640E-001, 7.8616384E-001, 9.1674146E-001, 1.3378938E+000, 1.2942495E+000, 6.1519788E-001, 5.5468933E-001, 7.2261041E-001, 5.6800983E-001, 4.6559293E-001, 3.3590789E-001, 2.5294806E-001, 2.4232514E+001, 2.3051718E+001, 2.2250099E+001, 2.1783963E+001, 2.1483614E+001
 1.8000378E+001, 5.6263176E+000, 1.0092452E+001, 3.2040437E+001, 9.4976818E+000, 5.6074550E+000, 2.0011473E+000, 3.3249682E+000, 5.0163395E+000, 3.6995450E+000, 2.0835504E+000, 1.0771245E+000, 1.1587820E+000, 1.8308855E+000, 1.1308520E+000, 9.4718548E-001, 5.1046691E-001, 7.1240577E-001, 1.1453314E+000, 9.6820297E-001, 6.2358069E-001, 6.1965902E-001, 4.2679270E-001, 3.1191496E-001, 2.9163861E-001, 2.5624939E-001, 2.4136420E+001, 2.3015392E+001, 2.2324719E+001, 2.1878287E+001, 2.1552283E+001
 1.8500798E+001, 5.7518862E+000, 1.0417453E+001, 3.0715374E+001, 1.0229113E+001, 5.8497183E+000, 2.4598528E+000, 4.2030032E+000, 9.9654579E+000, 4.6108396E+000, 2.5230888E+000, 9.0688644E-001, 1.4405599E+000, 2.2429341E+000, 1.5850102E+000, 1.0518608E+000, 4.8113233E-001, 9.9252321E-001, 1.2957659E+000, 9.0524892E-001, 6.4164349E-001, 9.0088479E-001, 5.9160695E-001, 4.8054165E-001, 4.0243165E-001, 3.1529269E-001, 2.4664900E+001, 2.3264496E+001, 2.2533434E+001, 2.2043676E+001, 2.1685156E+001
 1.9000277E+001, 5.6436980E+000, 9.9995831E+000, 2.8035782E+001, 1.0350612E+001, 5.7279869E+000, 2.3019757E+000, 4.8895440E+000, 7.0106231E+000, 4.5016041E+000, 2.1981122E+000, 1.1897764E+000, 1.8569472E+000, 1.8729993E+000, 1.2393895E+000, 9.8690380E-001, 7.8943236E-001, 1.2067446E+000, 1.3121190E+000, 7.8690693E-001, 5.5972702E-001, 9.6262240E-001, 5.7111168E-001, 4.5811022E-001, 2.8879269E-001, 2.5923274E-001, 2.4998273E+001, 2.3400066E+001, 2.2612796E+001, 2.2072371E+001, 2.1769171E+001
 1.9500417E+001, 5.2693910E+000, 9.6993974E+000, 3.2141016E+001, 9.6060134E+000, 5.5543078E+000, 1.9362194E+000, 3.8730126E+000, 7.5612587E+000, 4.1879813E+000, 2.6667720E+000, 1.1158290E+000, 2.3599381E+000, 2.7830649E+000, 1.4101308E+000, 1.1691992E+000, 8.6526132E-001, 1.1552367E+000, 8.3740127E-001, 6.8028125E-001, 4.5581811E-001, 6.8915634E-001, 5.5164533E-001, 4.3253452E-001, 3.9084127E-001, 3.1367520E-001, 2.5114340E+001, 2.3569858E+001, 2.2772894E+001, 2.2237548E+001, 2.1847810E+001
 2.0000474E+001, 5.9692183E+000, 1.1305010E+001, 3.8248704E+001, 1.0949527E+001, 6.2519259E+000, 2.1527164E+000, 3.4209610E+000, 9.1110860E+000, 4.3095392E+000, 2.3174635E+000, 9.7772449E-001, 1.6773184E+000, 2.1309136E+000, 1.7482925E+000, 1.1804933E+000, 7.1665710E-001, 1.1885076E+000, 1.6264670E+000, 1.4899315E+000, 8.8760291E-001, 9.8468936E-001, 5.9507031E-001, 4.5135964E-001, 4.6957572E-001, 3.4542397E-001, 2.5365176E+001, 2.3675313E+001, 2.2853968E+001, 2.2426547E+001, 2.2014977E+001
 2.0500447E+001, 6.4126723E+000, 1.2942328E+001, 3.7788230E+001, 1.1625459E+001, 6.6095397E+000, 2.3622911E+000, 3.6267546E+000, 9.5901296E+000, 4.0765510E+000, 2.4920671E+000, 1.0174211E+000, 1.5938273E+000, 1.8071108E+000, 1.7983513E+000, 1.3718406E+000, 5.5376401E-001, 9.4382059E-001, 1.0461768E+000, 1.1304130E+000, 8.8400855E-001, 7.8348866E-001, 6.1224224E-001, 4.7167674E-001, 4.0338671E-001, 3.8688237E-001, 2.5515169E+001, 2.3906625E+001, 2.3004091E+001, 2.2552927E+001, 2.2135215E+001
 2.1000026E+001, 6.8130307E+000, 1.2824526E+001, 4.1322099E+001, 1.1739352E+001, 6.7530529E+000, 2.7913389E+000, 5.1830591E+000, 8.3619367E+000, 3.5968447E+000, 2.4854474E+000, 1.4920657E+000, 1.8934680E+000, 2.1974215E+000, 1.5270495E+000, 9.9930696E-001, 9.2182973E-001, 1.1737732E+000, 1.0039037E+000, 9.6126330E-001, 6.2171966E-001, 7.0316575E-001, 4.8225653E-001, 3.3353165E-001, 2.9978661E-001, 2.3947277E-001, 2.5384460E+001, 2.3818431E+001, 2.2909475E+001, 2.2494093E+001, 2.2136762E+001
