s,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,C,C,C,C,C
Time,"HF_y-25_z20","HF_y-15_z20","HF_y0_z20","HF_y15_z20","HF_y25_z20","HF_y-25_z50","HF_y-15_z50","HF_y0_z50","HF_y15_z50","HF_y25_z50","HF_y-25_z75","HF_y-15_z75","HF_y0_z75","HF_y15_z75","HF_y25_z75","HF_y-25_z100","HF_y-15_z100","HF_y0_z100","HF_y15_z100","HF_y25_z100","Flux-1","Flux-2","Flux-3","Flux-4","Flux-5","Temp-1","Temp-2","Temp-3","Temp-4","Temp-5"
 1.9500403E+001, 7.5796127E+000, 2.5137273E+001, 4.0717324E+001, 2.9136400E+001, 7.1201617E+000, 2.3015545E+000, 3.9349254E+000, 9.3578190E+000, 4.1476423E+000, 2.5747220E+000, 1.1549819E+000, 1.6144795E+000, 3.5213507E+000, 1.9577759E+000, 1.2903220E+000, 7.7068490E-001, 1.3198697E+000, 1.8822835E+000, 1.5532162E+000, 9.6963837E-001, 1.2648326E+000, 9.5110782E-001, 7.6275269E-001, 6.7062051E-001, 6.4936646E-001, 2.8204476E+001, 2.6309459E+001, 2.4708015E+001, 2.3716771E+001, 2.3091275E+001
 2.0000270E+001, 9.9046520E+000, 2.9204827E+001, 3.7717953E+001, 2.2077654E+001, 7.4460962E+000, 2.6447798E+000, 4.9094745E+000, 5.8442140E+000, 3.9346361E+000, 2.3529125E+000, 1.4635678E+000, 1.5445215E+000, 2.4196966E+000, 1.6808945E+000, 1.0585094E+000, 8.1961174E-001, 1.3914860E+000, 1.6160749E+000, 9.6620231E-001, 8.1377223E-001, 1.3752777E+000, 1.2251280E+000, 9.2317159E-001, 6.5303379E-001, 5.4377594E-001, 2.8898835E+001, 2.6817948E+001, 2.4884804E+001, 2.3735009E+001, 2.3099417E+001
 2.0500373E+001, 7.3789996E+000, 3.1374071E+001, 4.0584969E+001, 2.9107601E+001, 7.6027175E+000, 2.8325308E+000, 4.8133469E+000, 8.1375439E+000, 4.3302623E+000, 2.9167207E+000, 1.4521649E+000, 2.3940587E+000, 2.8138552E+000, 2.4529188E+000, 1.5280579E+000, 8.8762902E-001, 1.8057019E+000, 1.6774517E+000, 1.9248373E+000, 1.4195715E+000, 1.4650039E+000, 9.6177072E-001, 3.5835954E-001, 4.3401549E-001, 4.7079607E-001, 2.8785780E+001, 2.6551129E+001, 2.4617355E+001, 2.3749674E+001, 2.3313701E+001
 2.1000243E+001, 7.6116276E+000, 2.9955882E+001, 4.5749572E+001, 3.0158462E+001, 7.8682834E+000, 3.0654249E+000, 4.3584882E+000, 8.7371051E+000, 4.5255778E+000, 3.1550112E+000, 1.4137386E+000, 2.0084889E+000, 3.6509431E+000, 2.0544615E+000, 1.1308459E+000, 1.0023413E+000, 2.2303679E+000, 2.1667505E+000, 9.8040152E-001, 6.7149106E-001, 1.5087231E+000, 1.1432973E+000, 8.5900550E-001, 6.1681293E-001, 6.4069020E-001, 2.9328179E+001, 2.7065090E+001, 2.4926309E+001, 2.3925985E+001, 2.3486153E+001
 2.1500004E+001, 9.2229840E+000, 3.1772921E+001, 4.3433269E+001, 2.9144619E+001, 7.7775851E+000, 2.7165613E+000, 4.1800667E+000, 8.1120617E+000, 4.6259968E+000, 2.7379066E+000, 1.4193307E+000, 1.7299177E+000, 3.3986218E+000, 2.4171414E+000, 1.3771315E+000, 8.6491407E-001, 1.3316848E+000, 2.2195187E+000, 1.8268136E+000, 1.0574663E+000, 1.5007387E+000, 1.2977515E+000, 9.4701778E-001, 7.8663900E-001, 5.8066667E-001, 2.9674306E+001, 2.7573088E+001, 2.5456428E+001, 2.4314499E+001, 2.3645394E+001
 2.2000220E+001, 8.3410373E+000, 3.2314928E+001, 5.1133528E+001, 3.2142528E+001, 7.9932429E+000, 3.0840119E+000, 7.0326309E+000, 1.1895778E+001, 5.5214539E+000, 3.3446468E+000, 1.6997523E+000, 2.7263551E+000, 4.8457998E+000, 2.9945956E+000, 1.8199710E+000, 1.6116250E+000, 1.8739323E+000, 2.2664703E+000, 1.7483774E+000, 1.0303105E+000, 1.3439844E+000, 9.3547716E-001, 8.3114163E-001, 7.5954129E-001, 6.3831857E-001, 2.9711549E+001, 2.7718773E+001, 2.5657065E+001, 2.4556136E+001, 2.3786195E+001
 2.2500396E+001, 8.8683279E+000, 3.0165764E+001, 4.7066404E+001, 3.5746316E+001, 8.5803722E+000, 3.3899808E+000, 4.5591815E+000, 9.3103916E+000, 4.3838922E+000, 2.8802795E+000, 1.5533927E+000, 2.3258698E+000, 3.5958084E+000, 2.1420211E+000, 1.6432446E+000, 1.3792665E+000, 1.7138853E+000, 2.3404538E+000, 1.5737708E+000, 1.2915345E+000, 1.6949665E+000, 1.5992540E+000, 9.0697613E-001, 5.1215239E-001, 4.2442590E-001, 3.0629642E+001, 2.8282497E+001, 2.5671166E+001, 2.4357592E+001, 2.3733467E+001
 2.3000101E+001, 8.7715621E+000, 3.5327070E+001, 4.6012358E+001, 3.4322317E+001, 9.4540476E+000, 3.2344405E+000, 5.1183644E+000, 1.2445362E+001, 4.3990174E+000, 3.3479035E+000, 1.7507451E+000, 2.9133440E+000, 3.8763712E+000, 2.2781371E+000, 1.4849817E+000, 1.4316115E+000, 2.2071790E+000, 2.4355194E+000, 1.2171331E+000, 9.1036665E-001, 2.0332681E+000, 1.3242001E+000, 8.8252324E-001, 6.0863766E-001, 5.1541546E-001, 3.1084282E+001, 2.8453408E+001, 2.5986471E+001, 2.4558497E+001, 2.3861782E+001
 2.3500169E+001, 8.9994498E+000, 3.6908707E+001, 5.2168743E+001, 3.7747579E+001, 8.7147457E+000, 3.1822053E+000, 5.5242798E+000, 9.1110351E+000, 4.5961388E+000, 2.9634202E+000, 1.1606076E+000, 2.0342279E+000, 4.1411071E+000, 2.2123912E+000, 1.5142619E+000, 7.5874315E-001, 1.8066495E+000, 2.5630617E+000, 1.5919120E+000, 9.4980072E-001, 1.8232591E+000, 1.5093005E+000, 1.0541597E+000, 8.2793353E-001, 6.8674650E-001, 3.1654109E+001, 2.8878184E+001, 2.6401616E+001, 2.4954922E+001, 2.4098414E+001
 2.4000383E+001, 9.3705961E+000, 3.8521258E+001, 5.5546718E+001, 3.6787192E+001, 9.1393352E+000, 3.4571239E+000, 7.7062147E+000, 1.3209488E+001, 5.5774643E+000, 3.5059028E+000, 1.4686444E+000, 2.3884427E+000, 4.6393477E+000, 2.6251286E+000, 1.5180175E+000, 9.6727371E-001, 1.5363773E+000, 2.6595733E+000, 1.8750018E+000, 1.0551346E+000, 1.1934505E+000, 1.3578469E+000, 1.1266201E+000, 8.3727795E-001, 6.4501406E-001, 3.1243572E+001, 2.9322258E+001, 2.6785666E+001, 2.5193184E+001, 2.4320608E+001
 2.4500418E+001, 8.9645285E+000, 3.9171110E+001, 5.4669386E+001, 3.7158716E+001, 9.7218288E+000, 3.3751340E+000, 5.4384446E+000, 1.3365373E+001, 5.0843005E+000, 3.8031000E+000, 1.9043862E+000, 2.8765848E+000, 4.1609740E+000, 2.2964128E+000, 1.3926377E+000, 9.9255468E-001, 2.0064037E+000, 2.2074491E+000, 1.5573901E+000, 1.0674926E+000, 2.0277103E+000, 1.4963830E+000, 1.1337355E+000, 1.0037531E+000, 7.5336733E-001, 3.2383297E+001, 2.9727057E+001, 2.7140655E+001, 2.5580332E+001, 2.4513494E+001
