s,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2
 3.2000121E+001, 1.6677577E+001, 2.5455642E+001, 3.5965572E+001, 2.4313085E+001, 1.8774415E+001, 4.0737489E+000, 5.5773919E+000, 7.0090644E+000, 4.8224166E+000, 4.3332182E+000, 1.8731402E+000, 2.0883598E+000, 2.7887780E+000, 2.0209577E+000, 1.9545452E+000, 1.4951955E+000, 1.6528560E+000, 1.9072655E+000, 1.6102941E+000, 1.5285244E+000
 3.2500686E+001, 2.5224206E+001, 2.1261023E+001, 3.1872539E+001, 2.0344374E+001, 2.2514763E+001, 5.0827886E+000, 6.2536404E+000, 7.0440605E+000, 5.6476463E+000, 4.5226843E+000, 2.6481817E+000, 3.3770557E+000, 3.5294848E+000, 2.9649716E+000, 2.2892077E+000, 2.1441111E+000, 2.5277889E+000, 2.3656871E+000, 1.7529228E+000, 1.3627144E+000
 3.3000110E+001, 2.4791070E+001, 2.8201762E+001, 2.6522093E+001, 2.4797989E+001, 2.3777587E+001, 5.7892375E+000, 6.0007579E+000, 6.6906353E+000, 5.3793490E+000, 4.8842409E+000, 2.0970709E+000, 2.2766629E+000, 3.0457072E+000, 2.4111926E+000, 1.8335538E+000, 1.1818674E+000, 1.2776586E+000, 1.6682640E+000, 1.4106615E+000, 1.3134652E+000
 3.3500264E+001, 2.3664179E+001, 2.1088770E+001, 3.3391826E+001, 2.2412455E+001, 2.1967389E+001, 4.8188024E+000, 5.8983902E+000, 7.2165871E+000, 5.5027279E+000, 5.0747551E+000, 2.3097658E+000, 2.6833396E+000, 3.6691808E+000, 2.7990485E+000, 2.4597982E+000, 1.4336541E+000, 1.7367725E+000, 2.0591279E+000, 1.8975981E+000, 1.7476764E+000
 3.4000223E+001, 2.7859472E+001, 2.4943931E+001, 2.9124646E+001, 2.1301344E+001, 2.7029217E+001, 5.9846947E+000, 6.2998907E+000, 7.6806713E+000, 7.2142163E+000, 6.4524884E+000, 2.1561544E+000, 2.4827875E+000, 3.8978929E+000, 2.8872273E+000, 2.1436871E+000, 1.1408039E+000, 1.2553573E+000, 1.7118978E+000, 1.9603813E+000, 1.4322759E+000
 3.4500113E+001, 3.1209983E+001, 2.3879983E+001, 2.7991865E+001, 2.6892511E+001, 3.2639247E+001, 6.2719962E+000, 6.7128063E+000, 7.0902152E+000, 5.8599185E+000, 5.6996023E+000, 2.4314427E+000, 2.8661934E+000, 3.3025503E+000, 2.6346231E+000, 2.5823247E+000, 1.7324770E+000, 1.6130428E+000, 2.0384312E+000, 1.5404668E+000, 1.4638389E+000
 3.5000423E+001, 2.5303956E+001, 2.3051726E+001, 3.4697514E+001, 2.6330280E+001, 2.7674324E+001, 6.5071465E+000, 6.3798040E+000, 6.9824898E+000, 6.6963861E+000, 6.7868223E+000, 2.5861036E+000, 2.9515581E+000, 4.1692774E+000, 3.3560701E+000, 2.7864903E+000, 1.7260692E+000, 2.1568965E+000, 2.8645509E+000, 2.4461541E+000, 1.9872158E+000
 3.5500298E+001, 2.1856851E+001, 2.5154772E+001, 4.0630884E+001, 2.7243092E+001, 2.5873419E+001, 5.3356647E+000, 6.8001259E+000, 8.6686012E+000, 7.2016341E+000, 5.4886426E+000, 2.5596580E+000, 3.7492057E+000, 3.7062306E+000, 2.9619245E+000, 2.2826674E+000, 1.8667520E+000, 2.5176428E+000, 2.0339125E+000, 1.5416761E+000, 1.5645367E+000
 3.6000606E+001, 2.6276153E+001, 2.8109122E+001, 2.6867053E+001, 2.2330755E+001, 3.0164791E+001, 5.8545674E+000, 5.8063901E+000, 6.4534072E+000, 5.8868655E+000, 5.1019529E+000, 2.7308356E+000, 2.9823593E+000, 3.4435769E+000, 2.9288090E+000, 2.5654415E+000, 1.6451968E+000, 1.8935863E+000, 2.4305474E+000, 1.8651665E+000, 1.6869790E+000
 3.6500640E+001, 2.8014484E+001, 2.5636330E+001, 3.3475817E+001, 2.4773731E+001, 3.3452615E+001, 6.2188069E+000, 6.5735774E+000, 7.7310336E+000, 9.3952853E+000, 6.5524487E+000, 2.8731837E+000, 2.9192750E+000, 3.2533374E+000, 2.6212228E+000, 2.3863945E+000, 1.1682425E+000, 1.3661569E+000, 1.5558406E+000, 1.7030929E+000, 1.5120281E+000
 3.7000108E+001, 2.6914550E+001, 2.7421158E+001, 2.6027195E+001, 2.7337712E+001, 3.0699312E+001, 5.2293822E+000, 5.6991697E+000, 6.0092844E+000, 5.6236959E+000, 6.0246718E+000, 2.0578541E+000, 2.3747480E+000, 2.7122223E+000, 2.6789872E+000, 2.8796246E+000, 1.5987024E+000, 1.7204304E+000, 1.8691804E+000, 2.0490766E+000, 2.1558677E+000
 3.7500248E+001, 3.2273408E+001, 2.5265365E+001, 2.8666004E+001, 2.9996215E+001, 4.1543038E+001, 7.9182942E+000, 6.9560289E+000, 8.2253818E+000, 8.7759542E+000, 7.2845357E+000, 3.0127674E+000, 3.8062402E+000, 4.1665886E+000, 3.3334138E+000, 2.6599338E+000, 1.9012189E+000, 2.1452383E+000, 2.0238886E+000, 1.7010397E+000, 1.5126663E+000
 3.8000642E+001, 2.8421492E+001, 2.5166622E+001, 2.8529155E+001, 2.3807507E+001, 3.0614506E+001, 7.1004981E+000, 6.7984966E+000, 6.8347458E+000, 7.5196341E+000, 7.7723894E+000, 2.6295222E+000, 2.7822660E+000, 3.5433998E+000, 3.2827044E+000, 2.5412036E+000, 1.5629344E+000, 1.6976615E+000, 2.0457607E+000, 2.3177164E+000, 1.7769034E+000
 3.8500707E+001, 2.6006603E+001, 2.4835082E+001, 4.1234075E+001, 2.7320539E+001, 3.3365368E+001, 7.3371965E+000, 8.6468601E+000, 9.2740330E+000, 7.7725060E+000, 6.6005997E+000, 3.0915127E+000, 3.4691796E+000, 4.5664990E+000, 3.3435490E+000, 3.0319870E+000, 1.9981287E+000, 2.5126889E+000, 2.6927628E+000, 1.8805611E+000, 1.7853658E+000
 3.9000195E+001, 3.3954085E+001, 2.6484458E+001, 3.7105977E+001, 3.0225240E+001, 3.8555464E+001, 6.2684443E+000, 6.7342141E+000, 8.3820866E+000, 6.4241614E+000, 5.8332351E+000, 2.2819641E+000, 3.2092195E+000, 4.2079189E+000, 2.7840657E+000, 2.2793472E+000, 1.6214993E+000, 2.1125366E+000, 2.2642557E+000, 1.9726011E+000, 1.6704324E+000
 3.9500006E+001, 3.5580422E+001, 2.7243603E+001, 2.6506698E+001, 2.8721518E+001, 3.7073612E+001, 6.1593729E+000, 6.6646654E+000, 7.5363032E+000, 7.5409018E+000, 8.9451602E+000, 2.9252780E+000, 3.4682615E+000, 4.0818868E+000, 3.3324032E+000, 3.4050891E+000, 1.5819083E+000, 2.1069883E+000, 2.5664923E+000, 1.9820900E+000, 1.8108206E+000
 4.0000026E+001, 3.4268281E+001, 3.0339000E+001, 3.7941017E+001, 2.8651265E+001, 3.6535572E+001, 7.6629103E+000, 7.9493274E+000, 8.8092751E+000, 8.1952398E+000, 8.3207784E+000, 3.1067703E+000, 3.7005450E+000, 3.9005079E+000, 2.8709248E+000, 3.3295230E+000, 1.7602956E+000, 2.0602595E+000, 2.1260715E+000, 2.0976420E+000, 1.9238041E+000
 4.0500077E+001, 2.8418891E+001, 2.5058323E+001, 3.2291703E+001, 2.4530578E+001, 3.2967684E+001, 7.3306845E+000, 7.3732769E+000, 7.7473441E+000, 7.3341298E+000, 6.7436049E+000, 2.8378755E+000, 3.8047298E+000, 4.3487550E+000, 3.8119412E+000, 3.6385605E+000, 1.7585081E+000, 2.7549363E+000, 3.0731052E+000, 2.2072373E+000, 1.9261526E+000
 4.1000357E+001, 2.4812224E+001, 3.3977091E+001, 4.8123229E+001, 2.9635495E+001, 3.0157133E+001, 8.3761032E+000, 1.1512528E+001, 1.3158029E+001, 8.2584490E+000, 7.7949094E+000, 4.0987680E+000, 5.3215384E+000, 6.8077349E+000, 3.5119893E+000, 2.9002921E+000, 1.9923658E+000, 3.3092758E+000, 4.0088802E+000, 2.4620669E+000, 1.6117203E+000
 4.1500337E+001, 2.2458316E+001, 3.6788691E+001, 5.2048759E+001, 3.1773095E+001, 2.6237022E+001, 8.3477081E+000, 1.1071700E+001, 1.0125082E+001, 7.7115039E+000, 6.9472368E+000, 2.8919816E+000, 2.9699088E+000, 3.0810572E+000, 3.2332990E+000, 2.4635175E+000, 1.7641286E+000, 2.1802750E+000, 1.9901153E+000, 2.2151945E+000, 1.8257508E+000
 4.2000330E+001, 3.3614020E+001, 3.5164311E+001, 5.0994913E+001, 2.8957157E+001, 2.8832808E+001, 6.5912505E+000, 8.1858762E+000, 1.2579993E+001, 8.4390719E+000, 6.7711495E+000, 4.6817084E+000, 5.0634263E+000, 5.2636703E+000, 3.4391430E+000, 3.0257343E+000, 2.3364291E+000, 2.5987645E+000, 2.8146400E+000, 1.9513349E+000, 1.5437895E+000
 4.2500419E+001, 2.3401924E+001, 2.8446778E+001, 4.0348820E+001, 2.7552636E+001, 2.6038300E+001, 7.5063244E+000, 1.0742379E+001, 1.0565838E+001, 9.4928992E+000, 5.8318624E+000, 3.5102755E+000, 4.7343659E+000, 5.7857468E+000, 3.9639982E+000, 2.6118234E+000, 2.3129483E+000, 2.4551666E+000, 2.9177189E+000, 2.3498666E+000, 1.7677588E+000
 4.3000350E+001, 2.2918655E+001, 4.0307083E+001, 5.2107029E+001, 3.5861839E+001, 2.8708700E+001, 6.3142227E+000, 1.2814488E+001, 1.1615173E+001, 7.8593185E+000, 6.5401215E+000, 3.5594327E+000, 5.2876763E+000, 4.7713902E+000, 3.5221985E+000, 2.7397463E+000, 2.0203799E+000, 2.2808030E+000, 2.4656808E+000, 1.7554042E+000, 1.4194183E+000
 4.3500171E+001, 2.7654524E+001, 3.5117817E+001, 4.4523182E+001, 3.3218153E+001, 2.5503177E+001, 5.6799259E+000, 9.0818287E+000, 1.0860432E+001, 8.3095424E+000, 7.4043279E+000, 3.0233005E+000, 3.8931102E+000, 4.4758351E+000, 3.5306630E+000, 3.2191505E+000, 1.9729168E+000, 2.7930571E+000, 2.9328351E+000, 2.6581636E+000, 1.7599836E+000
 4.4000464E+001, 2.6849497E+001, 2.5820460E+001, 4.7932221E+001, 2.6395470E+001, 2.7229627E+001, 6.0835809E+000, 9.8973673E+000, 1.2466167E+001, 9.1730346E+000, 7.4516772E+000, 2.5029362E+000, 3.2447687E+000, 5.5548353E+000, 4.5941138E+000, 3.6324123E+000, 1.4035323E+000, 1.6886226E+000, 2.7943822E+000, 3.0048274E+000, 2.0782545E+000
 4.4500570E+001, 3.0105771E+001, 3.6328424E+001, 3.9034813E+001, 3.4176455E+001, 3.5896599E+001, 6.4278636E+000, 8.7462395E+000, 1.0083539E+001, 7.1352455E+000, 6.5299935E+000, 2.5439113E+000, 3.7159504E+000, 4.3283665E+000, 3.2532737E+000, 2.3938869E+000, 1.2372508E+000, 1.9023878E+000, 2.4152617E+000, 1.9791320E+000, 1.4924696E+000
 4.5000095E+001, 3.0104331E+001, 3.6236616E+001, 4.7852273E+001, 3.3436148E+001, 3.1574529E+001, 6.8945804E+000, 7.8469209E+000, 8.9825517E+000, 8.0622834E+000, 7.6665709E+000, 3.1439758E+000, 3.6484528E+000, 3.7113434E+000, 3.0067834E+000, 2.6374378E+000, 2.2198712E+000, 2.4011357E+000, 2.8746851E+000, 2.2830470E+000, 1.5005750E+000
 4.5500453E+001, 2.8717111E+001, 2.9382337E+001, 4.5640481E+001, 2.7367527E+001, 2.9562435E+001, 8.0111246E+000, 1.0211652E+001, 1.3946933E+001, 9.2019640E+000, 8.2184627E+000, 3.9812329E+000, 4.8802237E+000, 5.9209841E+000, 3.6326479E+000, 3.1083869E+000, 2.1718206E+000, 2.8659144E+000, 3.1514585E+000, 2.1089446E+000, 1.5931239E+000
 4.6000480E+001, 3.1665430E+001, 3.8965759E+001, 4.4774690E+001, 4.1733817E+001, 3.4939069E+001, 7.0562317E+000, 1.0564614E+001, 1.4050656E+001, 1.0455978E+001, 6.4401861E+000, 4.0178821E+000, 5.5020833E+000, 5.9566673E+000, 3.7408060E+000, 3.0342912E+000, 1.8849345E+000, 2.6675360E+000, 3.1929385E+000, 1.9319562E+000, 1.5609923E+000
 4.6500615E+001, 3.0253573E+001, 3.6717528E+001, 4.3347501E+001, 2.9898093E+001, 2.9744700E+001, 7.6946545E+000, 7.4443261E+000, 8.7810292E+000, 7.3375998E+000, 7.7388567E+000, 3.9419826E+000, 4.5702022E+000, 4.8447803E+000, 3.2961511E+000, 3.5157041E+000, 2.2097854E+000, 3.0431220E+000, 3.4329351E+000, 2.0870474E+000, 1.8211399E+000
 4.7000368E+001, 2.9591005E+001, 3.0932429E+001, 5.2442937E+001, 3.1423810E+001, 3.0161411E+001, 7.6077758E+000, 9.6269659E+000, 1.3240136E+001, 1.0164702E+001, 8.3147036E+000, 3.7803255E+000, 5.9951191E+000, 5.9112723E+000, 5.0178441E+000, 3.4223206E+000, 2.4295873E+000, 2.6410667E+000, 2.9709203E+000, 2.8777961E+000, 2.1276300E+000
 4.7500211E+001, 2.8745265E+001, 4.0358721E+001, 4.9203947E+001, 3.6502995E+001, 2.8761298E+001, 7.4379536E+000, 1.0734050E+001, 1.5594541E+001, 8.4743421E+000, 6.4373706E+000, 3.5546781E+000, 4.6863393E+000, 7.5751012E+000, 3.6284369E+000, 2.6476126E+000, 1.8233417E+000, 2.0895857E+000, 3.3896924E+000, 2.2172222E+000, 1.8752837E+000
 4.8000532E+001, 2.7643882E+001, 3.5389104E+001, 4.9610527E+001, 3.3611848E+001, 2.7312323E+001, 6.8633204E+000, 7.9511875E+000, 1.1408423E+001, 7.9817143E+000, 7.8963054E+000, 2.9401598E+000, 4.4149360E+000, 5.5721256E+000, 3.9257695E+000, 3.1106135E+000, 1.8690570E+000, 3.5551224E+000, 4.1568154E+000, 2.9663834E+000, 1.4800174E+000
 4.8500043E+001, 3.3411275E+001, 3.1205559E+001, 3.6689873E+001, 2.8909777E+001, 3.2056531E+001, 8.9808048E+000, 9.5666046E+000, 1.0877107E+001, 9.2274399E+000, 7.0349900E+000, 2.9947906E+000, 3.6754685E+000, 5.1465634E+000, 3.1556045E+000, 2.7287116E+000, 1.6210328E+000, 1.9373254E+000, 2.8537526E+000, 2.4909945E+000, 1.5280269E+000
 4.9000525E+001, 3.9658492E+001, 3.7310609E+001, 3.7970439E+001, 3.4379520E+001, 4.3499936E+001, 9.9411470E+000, 1.0887118E+001, 1.3380004E+001, 1.0612820E+001, 1.1183512E+001, 3.3712396E+000, 4.1624251E+000, 6.3543321E+000, 4.9597270E+000, 3.6444897E+000, 1.5472167E+000, 2.2772358E+000, 3.0737686E+000, 2.5395988E+000, 2.0920287E+000
 4.9500173E+001, 3.7866932E+001, 3.5833101E+001, 4.4055142E+001, 4.2813933E+001, 4.6494688E+001, 8.0977283E+000, 8.2310643E+000, 1.1926767E+001, 1.0195519E+001, 7.9202162E+000, 3.3237687E+000, 3.1684002E+000, 3.7252408E+000, 3.6214978E+000, 3.7190737E+000, 2.1022724E+000, 2.1180505E+000, 2.2061204E+000, 2.2577600E+000, 2.2490199E+000
 5.0000310E+001, 3.7910723E+001, 2.8811873E+001, 3.8179735E+001, 2.9230004E+001, 3.8632120E+001, 1.1489796E+001, 1.0823444E+001, 1.2533469E+001, 9.2047513E+000, 9.7372841E+000, 3.8418776E+000, 4.6109511E+000, 6.5830123E+000, 6.8180935E+000, 5.0711511E+000, 1.9690296E+000, 2.7478139E+000, 3.9420660E+000, 4.6252782E+000, 4.1932690E+000
 5.0500260E+001, 3.2626731E+001, 3.5254049E+001, 4.4753796E+001, 3.8909280E+001, 2.9597317E+001, 9.6992884E+000, 1.0061363E+001, 1.3343759E+001, 9.7827463E+000, 8.1513782E+000, 3.2954833E+000, 3.9289853E+000, 5.6601037E+000, 3.8004610E+000, 3.2977237E+000, 1.9847962E+000, 2.1436454E+000, 2.3363433E+000, 2.2081900E+000, 2.0374051E+000
 5.1000587E+001, 4.1564334E+001, 3.0347644E+001, 3.5399122E+001, 3.1300183E+001, 3.4634352E+001, 8.3875246E+000, 9.4826335E+000, 7.9715322E+000, 8.7427263E+000, 8.6954736E+000, 3.0653046E+000, 4.1627676E+000, 4.3025745E+000, 4.1084286E+000, 3.4409559E+000, 1.7036435E+000, 2.5136956E+000, 3.4108231E+000, 2.2872428E+000, 1.9764231E+000
 5.1500281E+001, 4.3285004E+001, 3.8476429E+001, 4.9167336E+001, 4.1996802E+001, 3.5819514E+001, 9.9673973E+000, 1.1256419E+001, 1.3338461E+001, 1.1660820E+001, 1.3220730E+001, 4.0834101E+000, 4.1487664E+000, 5.0114056E+000, 4.9155602E+000, 3.8562462E+000, 2.1594727E+000, 2.8395956E+000, 3.2722620E+000, 2.9475383E+000, 2.2139276E+000
 5.2000266E+001, 2.4071529E+001, 3.6008310E+001, 5.4284264E+001, 4.3763557E+001, 2.3161910E+001, 8.3791825E+000, 1.2978328E+001, 1.5990385E+001, 1.1333960E+001, 7.1506547E+000, 3.6024292E+000, 4.2270552E+000, 5.2612758E+000, 4.0428697E+000, 3.2886945E+000, 2.0240874E+000, 2.1774193E+000, 2.3183098E+000, 1.8795196E+000, 1.6332825E+000
 5.2500358E+001, 3.4565580E+001, 3.4992003E+001, 5.5787688E+001, 4.1541164E+001, 3.2398001E+001, 7.9487430E+000, 9.8370085E+000, 1.7181480E+001, 9.0511963E+000, 7.1638866E+000, 4.5945416E+000, 7.1528325E+000, 1.0371693E+001, 6.3035512E+000, 3.5655972E+000, 1.9838835E+000, 3.3288889E+000, 5.8297847E+000, 5.2987830E+000, 2.4990936E+000
 5.3000396E+001, 3.4350605E+001, 3.4748243E+001, 5.7439962E+001, 3.7862073E+001, 3.2366969E+001, 8.4906828E+000, 9.4651997E+000, 1.3023194E+001, 1.1042601E+001, 9.0876344E+000, 3.5567231E+000, 4.8081354E+000, 6.3138603E+000, 5.5579062E+000, 4.2076585E+000, 2.0342598E+000, 2.8656388E+000, 3.1646184E+000, 2.7445579E+000, 2.5775366E+000
 5.3500471E+001, 3.5775315E+001, 3.6899502E+001, 5.7654513E+001, 3.3389356E+001, 3.6902700E+001, 7.4440558E+000, 8.7348898E+000, 1.3807087E+001, 8.8146635E+000, 7.6326395E+000, 3.1817391E+000, 3.7812143E+000, 5.4808932E+000, 3.6633115E+000, 3.2721995E+000, 1.7879224E+000, 2.4276534E+000, 2.9390859E+000, 2.1840231E+000, 1.7038256E+000
 5.4000653E+001, 4.0361088E+001, 3.2279453E+001, 3.4180255E+001, 3.0340363E+001, 4.3523386E+001, 1.0349292E+001, 8.1296468E+000, 9.5439678E+000, 8.8232558E+000, 8.9722941E+000, 3.3311438E+000, 4.5090811E+000, 4.9848016E+000, 4.4926340E+000, 4.0420736E+000, 1.7757841E+000, 1.9684402E+000, 3.6715925E+000, 2.3130687E+000, 2.1487025E+000
 5.4500302E+001, 3.5276594E+001, 4.2555293E+001, 4.6711727E+001, 3.7282639E+001, 4.8786043E+001, 1.0783189E+001, 1.3894148E+001, 1.6047508E+001, 1.1141565E+001, 1.1206790E+001, 4.3854307E+000, 5.2210311E+000, 8.2689049E+000, 4.6046908E+000, 3.3492173E+000, 2.4628054E+000, 2.5172108E+000, 3.3488783E+000, 2.1788101E+000, 1.7918281E+000
 5.5000398E+001, 3.7050886E+001, 3.3635334E+001, 4.9826980E+001, 3.9694685E+001, 3.8863947E+001, 8.6723436E+000, 8.5119436E+000, 1.1012698E+001, 1.1479267E+001, 1.0227121E+001, 3.5082877E+000, 4.0152639E+000, 5.4486082E+000, 4.1770477E+000, 3.7071839E+000, 1.8621366E+000, 2.4844205E+000, 3.1529364E+000, 2.9028837E+000, 2.3438755E+000
 5.5500636E+001, 3.7849914E+001, 3.2512489E+001, 5.4285834E+001, 3.5499705E+001, 4.7067420E+001, 9.5682706E+000, 1.1182973E+001, 1.2146401E+001, 1.1999531E+001, 1.0970933E+001, 4.4945866E+000, 6.5817197E+000, 5.5990476E+000, 4.8749595E+000, 4.3440813E+000, 3.0001140E+000, 3.6173598E+000, 3.3300411E+000, 2.5852037E+000, 2.1193268E+000
 5.6000507E+001, 4.1229545E+001, 4.0550842E+001, 4.2919926E+001, 3.5297074E+001, 3.8851280E+001, 1.0887404E+001, 1.1238623E+001, 1.3493246E+001, 9.7521315E+000, 9.3208759E+000, 3.4670296E+000, 4.9325630E+000, 5.8738028E+000, 4.3300672E+000, 3.0726755E+000, 2.4749402E+000, 2.5997557E+000, 3.1406412E+000, 2.9822012E+000, 1.9957482E+000
 5.6500466E+001, 3.6923998E+001, 3.1046246E+001, 4.0330166E+001, 3.4071843E+001, 4.2548938E+001, 8.4525002E+000, 9.8771181E+000, 1.2027122E+001, 8.4492921E+000, 9.0692126E+000, 3.9671061E+000, 4.2674206E+000, 4.7337775E+000, 3.9700543E+000, 3.2078400E+000, 2.3060737E+000, 2.9095837E+000, 2.8957017E+000, 2.3964018E+000, 1.6982055E+000
 5.7000462E+001, 4.2634788E+001, 3.8865043E+001, 5.7077124E+001, 3.9593915E+001, 5.1866668E+001, 1.1182214E+001, 1.1605150E+001, 1.5374404E+001, 1.3596742E+001, 1.2714441E+001, 4.6323994E+000, 4.9949652E+000, 7.1842990E+000, 4.7553758E+000, 4.4213983E+000, 2.4058037E+000, 3.2223089E+000, 3.8762386E+000, 2.3881490E+000, 2.0195821E+000
 5.7500553E+001, 3.7950200E+001, 3.4959272E+001, 5.2275763E+001, 4.0704437E+001, 4.3777597E+001, 8.7668735E+000, 9.6352541E+000, 1.3358162E+001, 9.7921494E+000, 9.1942460E+000, 4.0529777E+000, 4.7601293E+000, 5.8108113E+000, 4.2232201E+000, 3.7171734E+000, 2.7281705E+000, 2.7549185E+000, 3.0291270E+000, 2.6938344E+000, 2.4807854E+000
 5.8000560E+001, 3.6548356E+001, 3.1904238E+001, 3.8315296E+001, 3.6520423E+001, 5.1270234E+001, 1.0047699E+001, 9.5154848E+000, 1.1358041E+001, 1.2688803E+001, 1.2618362E+001, 3.5584715E+000, 4.7006344E+000, 5.8821302E+000, 4.9766748E+000, 5.0791893E+000, 2.3598076E+000, 3.3114454E+000, 3.2776484E+000, 2.5998567E+000, 2.4067662E+000
 5.8500524E+001, 4.0530026E+001, 3.9837070E+001, 5.7776917E+001, 3.4470701E+001, 3.9711699E+001, 9.3796836E+000, 9.1462323E+000, 1.3984051E+001, 1.0277875E+001, 9.7811184E+000, 3.3091886E+000, 4.0876796E+000, 5.4801351E+000, 4.2104090E+000, 3.8888821E+000, 1.6591895E+000, 2.5465834E+000, 3.0280667E+000, 2.7133252E+000, 2.2381493E+000
 5.9000069E+001, 3.2246524E+001, 3.1168246E+001, 5.1548212E+001, 3.0399126E+001, 3.4965254E+001, 9.3290819E+000, 9.2606525E+000, 1.4314777E+001, 9.9237483E+000, 9.6077659E+000, 3.7906926E+000, 4.7211723E+000, 6.1155115E+000, 4.9280379E+000, 3.5224738E+000, 2.3464439E+000, 2.8379068E+000, 3.9578425E+000, 2.9927457E+000, 2.3451234E+000
 5.9500603E+001, 4.2594393E+001, 3.8828169E+001, 4.7933750E+001, 4.0586212E+001, 4.9800720E+001, 9.9518435E+000, 8.9489704E+000, 1.2854350E+001, 1.0175665E+001, 9.0309570E+000, 3.6214608E+000, 4.2312225E+000, 5.4037383E+000, 4.5984553E+000, 4.2467304E+000, 2.2111887E+000, 2.7898712E+000, 2.8894407E+000, 2.2709992E+000, 1.9000943E+000
 6.0000112E+001, 4.3417685E+001, 3.4859642E+001, 4.4343107E+001, 4.0094473E+001, 5.4208178E+001, 1.0995022E+001, 9.7336632E+000, 1.2377129E+001, 1.2156964E+001, 1.3188913E+001, 3.8966580E+000, 4.4975003E+000, 4.9395559E+000, 4.9644675E+000, 4.8802558E+000, 1.9358200E+000, 2.2921959E+000, 3.1707715E+000, 3.1524020E+000, 2.9204086E+000
 6.0500047E+001, 4.0503617E+001, 4.3232431E+001, 5.5631068E+001, 4.2059385E+001, 4.3312048E+001, 1.0806328E+001, 1.1871130E+001, 1.4917997E+001, 1.4071582E+001, 1.0822918E+001, 3.9370785E+000, 5.1974580E+000, 7.2777227E+000, 5.0007025E+000, 5.0744945E+000, 1.9946548E+000, 3.3768535E+000, 3.3722208E+000, 2.7487549E+000, 2.5096212E+000
 6.1000362E+001, 5.0453525E+001, 4.6211198E+001, 4.6854882E+001, 4.7052277E+001, 5.8010145E+001, 9.9717211E+000, 1.0639937E+001, 1.0325141E+001, 1.0190161E+001, 1.0301100E+001, 3.6979890E+000, 4.2038286E+000, 4.1064887E+000, 3.0908316E+000, 2.8106026E+000, 2.3028641E+000, 2.4831054E+000, 2.1731772E+000, 1.9717028E+000, 1.7618092E+000
 6.1500017E+001, 3.8752630E+001, 3.5094166E+001, 5.3977360E+001, 3.7121730E+001, 4.7115322E+001, 1.7209592E+001, 1.1690014E+001, 1.3267116E+001, 1.3101568E+001, 1.3398842E+001, 4.0338565E+000, 5.2353222E+000, 5.9036636E+000, 5.0753738E+000, 4.4925641E+000, 2.3122886E+000, 2.9209911E+000, 3.3801569E+000, 3.0347881E+000, 2.4235070E+000
 6.2000442E+001, 4.2734259E+001, 4.5405123E+001, 6.1909885E+001, 5.0108061E+001, 3.9171856E+001, 9.8208627E+000, 1.1592996E+001, 1.5454008E+001, 1.1326160E+001, 9.4080522E+000, 4.4363558E+000, 5.1988557E+000, 6.5521284E+000, 4.2856250E+000, 3.3880637E+000, 2.1446913E+000, 2.6744800E+000, 3.9364944E+000, 2.5768110E+000, 1.5399015E+000
 6.2500457E+001, 3.6488813E+001, 3.9399489E+001, 4.2282254E+001, 3.3262607E+001, 3.2352198E+001, 8.1434053E+000, 9.1066998E+000, 9.6351133E+000, 9.1270392E+000, 7.7402834E+000, 3.6090703E+000, 3.7046734E+000, 3.9573695E+000, 4.2286922E+000, 4.0302018E+000, 1.9855559E+000, 2.4765403E+000, 2.8855402E+000, 2.6933459E+000, 2.0979512E+000
 6.3000552E+001, 4.5555811E+001, 4.2788164E+001, 6.1196319E+001, 4.5218320E+001, 4.1760584E+001, 1.3759894E+001, 1.4196485E+001, 1.7840962E+001, 1.5062171E+001, 1.1153745E+001, 3.9406345E+000, 4.8843367E+000, 7.9829894E+000, 7.0051194E+000, 4.3869013E+000, 2.0908523E+000, 2.3734491E+000, 4.4622478E+000, 3.2375197E+000, 1.9224354E+000
 6.3500339E+001, 3.5051885E+001, 4.4677349E+001, 6.3798037E+001, 4.5794764E+001, 4.1527358E+001, 8.9303825E+000, 1.1916632E+001, 1.9509379E+001, 1.2862289E+001, 8.9962216E+000, 3.5068768E+000, 5.1055754E+000, 7.0611280E+000, 5.5150308E+000, 4.1035510E+000, 1.9975947E+000, 2.6203928E+000, 3.1275667E+000, 2.7182013E+000, 2.5446742E+000
 6.4000455E+001, 3.8374674E+001, 4.0018533E+001, 5.4068605E+001, 3.3477328E+001, 3.4444518E+001, 7.7271756E+000, 8.0824581E+000, 1.0078116E+001, 9.0934008E+000, 1.1112356E+001, 3.0601822E+000, 4.1005125E+000, 4.9068056E+000, 4.4139333E+000, 3.6690504E+000, 2.3300542E+000, 2.8154898E+000, 2.7226803E+000, 2.9196009E+000, 1.9772962E+000
 6.4500622E+001, 4.7971838E+001, 4.1501746E+001, 4.5557215E+001, 3.6482564E+001, 5.2959124E+001, 1.2308828E+001, 1.1863014E+001, 1.3386056E+001, 1.1165672E+001, 1.0901857E+001, 3.8023458E+000, 5.1327844E+000, 6.3371381E+000, 4.9422011E+000, 4.0577039E+000, 1.8414301E+000, 2.7168551E+000, 3.2788410E+000, 3.0600947E+000, 2.2629481E+000
