s,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,C,C,C,C,C
Time,"HF_y-25_z20","HF_y-15_z20","HF_y0_z20","HF_y15_z20","HF_y25_z20","HF_y-25_z50","HF_y-15_z50","HF_y0_z50","HF_y15_z50","HF_y25_z50","HF_y-25_z75","HF_y-15_z75","HF_y0_z75","HF_y15_z75","HF_y25_z75","HF_y-25_z100","HF_y-15_z100","HF_y0_z100","HF_y15_z100","HF_y25_z100","Flux-1","Flux-2","Flux-3","Flux-4","Flux-5","Temp-1","Temp-2","Temp-3","Temp-4","Temp-5"
 1.7502189E+001, 3.8663855E+000, 6.9013501E+000, 2.1064928E+001, 6.9107055E+000, 3.9239547E+000, 1.4085243E+000, 2.0345436E+000, 7.1251706E+000, 2.0302944E+000, 1.3960440E+000, 6.4693784E-001, 1.0141770E+000, 2.0734294E+000, 1.3953203E+000, 7.4832278E-001, 4.6122998E-001, 5.3461457E-001, 8.4816346E-001, 1.1023274E+000, 5.6199394E-001, 6.4967222E-001, 3.1873418E-001, 3.1050339E-001, 2.5762558E-001, 1.5697094E-001, 2.4909141E+001, 2.3409827E+001, 2.2684539E+001, 2.2060197E+001, 2.1620484E+001
 1.8000597E+001, 4.1036983E+000, 7.6014616E+000, 2.2380239E+001, 8.1943003E+000, 4.1615494E+000, 1.7338247E+000, 3.1144966E+000, 4.6899526E+000, 2.0829933E+000, 1.4708641E+000, 6.3148982E-001, 1.2260739E+000, 1.4251906E+000, 8.9127414E-001, 6.5209059E-001, 4.0229714E-001, 7.1938536E-001, 6.4805159E-001, 9.6852790E-001, 4.9426269E-001, 5.6741537E-001, 5.1507459E-001, 2.3965485E-001, 1.8511616E-001, 1.7758275E-001, 2.5234801E+001, 2.3793429E+001, 2.2625247E+001, 2.2057597E+001, 2.1736619E+001
 1.8501350E+001, 4.1343619E+000, 8.3285412E+000, 2.3884933E+001, 7.4199218E+000, 4.1966758E+000, 1.6183650E+000, 2.6382450E+000, 6.4723753E+000, 2.3186560E+000, 1.5406549E+000, 1.1216069E+000, 1.7385690E+000, 1.9271626E+000, 1.0249904E+000, 7.7439918E-001, 6.3514185E-001, 9.7842718E-001, 9.2546671E-001, 8.1153358E-001, 3.7183213E-001, 6.7471129E-001, 4.3300622E-001, 3.3770709E-001, 2.3388672E-001, 1.6920449E-001, 2.5463059E+001, 2.3852492E+001, 2.2863829E+001, 2.2119560E+001, 2.1717229E+001
 1.9001866E+001, 4.5412752E+000, 8.1437295E+000, 2.6513718E+001, 8.6223137E+000, 4.4314120E+000, 1.6199274E+000, 2.5161328E+000, 3.7015386E+000, 2.2406281E+000, 1.5567951E+000, 9.0324295E-001, 1.1359574E+000, 1.8736381E+000, 9.4176222E-001, 7.2243160E-001, 4.5659081E-001, 6.7201795E-001, 1.0559649E+000, 1.0062614E+000, 9.2720832E-001, 5.7056018E-001, 3.1600749E-001, 2.9025064E-001, 2.5482383E-001, 2.5578826E-001, 2.5522032E+001, 2.3826229E+001, 2.2938560E+001, 2.2312001E+001, 2.1971113E+001
 1.9500554E+001, 4.7526539E+000, 8.6029255E+000, 1.9385160E+001, 7.6995452E+000, 4.5099790E+000, 1.7021393E+000, 3.3396266E+000, 4.9024882E+000, 2.8239598E+000, 1.8040622E+000, 1.0210178E+000, 2.0753449E+000, 2.1059759E+000, 1.1152444E+000, 8.8255407E-001, 7.9743359E-001, 1.1452270E+000, 1.3371427E+000, 6.2014168E-001, 4.0023227E-001, 8.4449342E-001, 4.7081264E-001, 2.0573891E-001, 1.9656185E-001, 1.7186856E-001, 2.5967943E+001, 2.3914812E+001, 2.2799319E+001, 2.2285485E+001, 2.1898910E+001
 2.0000245E+001, 4.6288787E+000, 9.1584317E+000, 2.2823927E+001, 8.2328407E+000, 4.5942105E+000, 2.0818686E+000, 3.9144195E+000, 6.2319020E+000, 2.9366518E+000, 1.6426282E+000, 1.4588796E+000, 1.6168859E+000, 2.6425647E+000, 1.5510665E+000, 8.8054769E-001, 5.5321532E-001, 6.2578202E-001, 9.8426876E-001, 1.1917104E+000, 7.8081559E-001, 5.6363102E-001, 5.5992689E-001, 4.9100631E-001, 3.8063176E-001, 3.0287039E-001, 2.6107474E+001, 2.4489640E+001, 2.3374649E+001, 2.2606280E+001, 2.2160577E+001
 2.0500455E+001, 4.9088253E+000, 9.2338732E+000, 2.4648459E+001, 8.7002426E+000, 4.8398830E+000, 2.1509710E+000, 3.0020045E+000, 6.7626764E+000, 3.0632045E+000, 1.8756605E+000, 1.0348194E+000, 1.4368418E+000, 2.6507396E+000, 1.8324131E+000, 1.1356913E+000, 7.4541074E-001, 9.6463728E-001, 1.1734580E+000, 9.2618857E-001, 5.3533064E-001, 6.4642492E-001, 3.4118697E-001, 4.2211736E-001, 4.0244036E-001, 3.3254576E-001, 2.6121039E+001, 2.4314350E+001, 2.3554596E+001, 2.2872891E+001, 2.2391492E+001
 2.1000873E+001, 4.8639015E+000, 8.5662524E+000, 2.2931624E+001, 1.0355443E+001, 5.0377885E+000, 1.7788465E+000, 2.8535453E+000, 5.3668030E+000, 3.4131419E+000, 2.1196467E+000, 1.0249210E+000, 1.4510328E+000, 2.5455887E+000, 1.5636735E+000, 1.0389949E+000, 7.2806176E-001, 8.4214333E-001, 1.1917160E+000, 7.4234830E-001, 5.3937123E-001, 8.7085316E-001, 6.7658993E-001, 4.6636434E-001, 3.5949635E-001, 3.8213275E-001, 2.6901760E+001, 2.5004349E+001, 2.3760210E+001, 2.3023821E+001, 2.2662357E+001
 2.1501547E+001, 5.1378750E+000, 9.3785593E+000, 2.7334147E+001, 8.9671029E+000, 5.0581056E+000, 2.0037776E+000, 2.9747999E+000, 8.0858040E+000, 3.4181576E+000, 1.9011114E+000, 9.2989651E-001, 1.3754372E+000, 2.4466388E+000, 1.7283565E+000, 1.0035360E+000, 6.3513629E-001, 7.8978174E-001, 9.1069420E-001, 1.0985163E+000, 7.5866041E-001, 5.8294702E-001, 6.0112889E-001, 3.6762942E-001, 3.0353199E-001, 2.5025720E-001, 2.6824493E+001, 2.5116267E+001, 2.3712913E+001, 2.2986313E+001, 2.2610767E+001
 2.2001336E+001, 5.4564572E+000, 1.0275056E+001, 2.7908805E+001, 9.3075419E+000, 5.3084766E+000, 2.0869520E+000, 3.2886858E+000, 5.9597192E+000, 2.7310648E+000, 1.8827923E+000, 1.0992314E+000, 1.5814750E+000, 2.2717396E+000, 1.3739661E+000, 1.0339047E+000, 8.1821111E-001, 1.0807578E+000, 1.1528624E+000, 9.0442234E-001, 4.9575324E-001, 1.0676269E+000, 8.8617039E-001, 6.4582284E-001, 4.7549883E-001, 3.8565312E-001, 2.7746754E+001, 2.5768757E+001, 2.4216108E+001, 2.3312671E+001, 2.2859989E+001
 2.2500708E+001, 5.5185105E+000, 9.8276167E+000, 2.5817337E+001, 9.3011679E+000, 5.3283950E+000, 1.9883395E+000, 2.8514648E+000, 7.6108105E+000, 2.9709116E+000, 1.9786324E+000, 9.9806850E-001, 1.3521391E+000, 2.9558937E+000, 1.7857826E+000, 9.4871248E-001, 6.2951439E-001, 9.3569563E-001, 1.5061823E+000, 1.3108003E+000, 7.4798568E-001, 9.0033220E-001, 5.6856817E-001, 3.7438316E-001, 3.9073901E-001, 3.6204905E-001, 2.7682024E+001, 2.5670978E+001, 2.4319618E+001, 2.3638496E+001, 2.3127524E+001
 2.3001803E+001, 5.6362904E+000, 9.8513918E+000, 3.0033346E+001, 9.5234760E+000, 5.3708930E+000, 2.0473669E+000, 3.0120916E+000, 1.0445586E+001, 3.1531517E+000, 2.0437755E+000, 1.0304870E+000, 1.6215478E+000, 4.5291391E+000, 1.7317693E+000, 1.2032554E+000, 5.7509873E-001, 1.1666886E+000, 2.1398993E+000, 1.3210599E+000, 6.9636962E-001, 1.3337508E+000, 7.2446142E-001, 5.9343427E-001, 4.3020389E-001, 2.8847491E-001, 2.8907965E+001, 2.6191814E+001, 2.4711639E+001, 2.3673037E+001, 2.3001732E+001
 2.3501475E+001, 5.6466588E+000, 1.0006945E+001, 2.8312181E+001, 9.3201636E+000, 5.3631555E+000, 2.1786867E+000, 3.3888927E+000, 9.3183584E+000, 3.6013164E+000, 2.0971916E+000, 1.1514730E+000, 1.8173800E+000, 4.3733598E+000, 2.8164065E+000, 1.5912196E+000, 6.1627635E-001, 1.2005414E+000, 1.9240168E+000, 1.4706102E+000, 9.4287818E-001, 9.6689722E-001, 6.7597634E-001, 4.1457150E-001, 2.7354662E-001, 2.4497749E-001, 2.9017159E+001, 2.6385627E+001, 2.4571496E+001, 2.3555534E+001, 2.2971944E+001
 2.4000850E+001, 5.8016345E+000, 1.1076585E+001, 3.3463529E+001, 1.0749238E+001, 5.8417126E+000, 2.2586438E+000, 3.8327288E+000, 8.5915428E+000, 4.4996092E+000, 2.3928072E+000, 1.1951175E+000, 1.6928102E+000, 2.8852243E+000, 1.4703533E+000, 1.2953443E+000, 9.1310981E-001, 9.2788759E-001, 1.1473291E+000, 7.1989899E-001, 5.6577182E-001, 7.9604183E-001, 6.7768421E-001, 5.8802301E-001, 4.9071986E-001, 4.1524514E-001, 2.9102255E+001, 2.6611412E+001, 2.4961458E+001, 2.3886981E+001, 2.3222141E+001
 2.4501509E+001, 5.8690206E+000, 1.0328986E+001, 3.2664412E+001, 1.0801585E+001, 6.0604372E+000, 2.2321099E+000, 3.2978024E+000, 8.6764544E+000, 3.6344697E+000, 2.4671728E+000, 1.0211964E+000, 1.5286600E+000, 3.7327748E+000, 2.1106821E+000, 1.2819693E+000, 6.8883423E-001, 1.0150377E+000, 1.4515238E+000, 1.5011322E+000, 8.6066521E-001, 9.4116905E-001, 6.8273627E-001, 4.8213714E-001, 2.5492236E-001, 1.6147742E-001, 2.9179247E+001, 2.6627239E+001, 2.4917687E+001, 2.3702030E+001, 2.3099680E+001
 2.5001352E+001, 5.8271888E+000, 1.0707732E+001, 3.1389247E+001, 1.1449615E+001, 6.2657765E+000, 2.1946036E+000, 3.0705025E+000, 7.0730625E+000, 4.9088930E+000, 2.4880846E+000, 1.0735351E+000, 1.6071370E+000, 3.0185116E+000, 1.6588720E+000, 1.2661015E+000, 7.2066883E-001, 9.6324982E-001, 1.1599670E+000, 8.4375083E-001, 7.9785751E-001, 6.4804296E-001, 4.7930047E-001, 4.7345503E-001, 4.8360270E-001, 4.3305993E-001, 2.9056293E+001, 2.6544713E+001, 2.5110263E+001, 2.4068920E+001, 2.3376098E+001
 2.5500365E+001, 5.8517844E+000, 1.1163223E+001, 2.8983556E+001, 1.2108074E+001, 6.2060635E+000, 2.4711257E+000, 3.1612563E+000, 7.9651210E+000, 3.5257662E+000, 2.2951224E+000, 1.1058137E+000, 1.3279659E+000, 3.0778479E+000, 2.8032389E+000, 1.6503012E+000, 6.1161044E-001, 9.0795243E-001, 1.5017786E+000, 1.7136844E+000, 1.1942511E+000, 1.0618445E+000, 6.9498872E-001, 3.9299280E-001, 1.9182898E-001, 2.0776227E-001, 2.9541442E+001, 2.6620252E+001, 2.4849089E+001, 2.3796413E+001, 2.3314106E+001
 2.6001764E+001, 6.0807897E+000, 1.1155447E+001, 2.9772586E+001, 1.0926765E+001, 6.2503173E+000, 2.4070139E+000, 4.2125841E+000, 8.6482276E+000, 3.6136860E+000, 2.3954453E+000, 1.2451614E+000, 1.9307671E+000, 4.8085590E+000, 1.6782661E+000, 1.1058931E+000, 6.1507094E-001, 1.2094392E+000, 2.0780208E+000, 8.8469363E-001, 7.3209219E-001, 1.3839720E+000, 8.7765786E-001, 4.6308890E-001, 3.9846244E-001, 2.7856903E-001, 3.0496425E+001, 2.7292639E+001, 2.5195742E+001, 2.4017318E+001, 2.3289314E+001
 2.6501735E+001, 6.2616520E+000, 1.1368408E+001, 2.9852783E+001, 1.2281494E+001, 6.5750985E+000, 2.7437948E+000, 3.8705388E+000, 9.1071544E+000, 4.5110177E+000, 2.8897393E+000, 1.4639824E+000, 1.9746199E+000, 3.4916881E+000, 2.4139108E+000, 1.5746252E+000, 8.0628302E-001, 1.2424486E+000, 1.3677079E+000, 1.4969658E+000, 1.1439426E+000, 9.1206895E-001, 6.5688065E-001, 4.4100882E-001, 2.9659921E-001, 2.8222053E-001, 3.0392766E+001, 2.7437746E+001, 2.5276229E+001, 2.3958893E+001, 2.3339141E+001
 2.7001376E+001, 6.4876248E+000, 1.1392118E+001, 3.6245066E+001, 1.2377574E+001, 6.6479202E+000, 2.6634476E+000, 3.8143912E+000, 1.3451635E+001, 4.3218540E+000, 3.2351150E+000, 1.2762519E+000, 1.8053983E+000, 4.2432533E+000, 1.6159169E+000, 1.2363731E+000, 6.7492737E-001, 1.0741860E+000, 1.5218057E+000, 9.0653178E-001, 7.2532513E-001, 8.1048085E-001, 7.0449592E-001, 5.6305415E-001, 4.3732121E-001, 3.4170997E-001, 3.0366449E+001, 2.7666436E+001, 2.5507674E+001, 2.4189575E+001, 2.3474975E+001
 2.7500074E+001, 6.8547602E+000, 1.1644355E+001, 3.3367227E+001, 1.3605581E+001, 6.9429050E+000, 2.6358759E+000, 5.0062995E+000, 1.1064563E+001, 5.0410592E+000, 2.7056881E+000, 1.5281134E+000, 2.4609011E+000, 3.2088884E+000, 1.8525107E+000, 1.2559961E+000, 7.9735639E-001, 1.3025924E+000, 1.0865172E+000, 1.0499614E+000, 8.3190917E-001, 7.5932942E-001, 4.7301241E-001, 4.0924389E-001, 3.3967827E-001, 3.8758573E-001, 3.0272895E+001, 2.7269559E+001, 2.5400917E+001, 2.4262534E+001, 2.3758854E+001
 2.8000321E+001, 7.0137322E+000, 1.2890837E+001, 3.5639847E+001, 1.2847159E+001, 6.8794832E+000, 2.5118791E+000, 3.5006391E+000, 7.0088537E+000, 6.2589451E+000, 2.9185266E+000, 1.2203503E+000, 1.7946344E+000, 2.4942308E+000, 2.1121193E+000, 1.2763624E+000, 9.0361161E-001, 1.0280554E+000, 1.2939433E+000, 1.2798212E+000, 6.3525629E-001, 1.1828828E+000, 1.1188970E+000, 8.9295165E-001, 7.0245053E-001, 4.6657634E-001, 3.1171737E+001, 2.8380087E+001, 2.6210016E+001, 2.4824635E+001, 2.3973234E+001
 2.8500253E+001, 6.3644422E+000, 1.1166883E+001, 2.8975912E+001, 1.2634375E+001, 6.7893810E+000, 2.4318050E+000, 3.3256802E+000, 8.8769766E+000, 5.9300245E+000, 3.1410270E+000, 1.2873043E+000, 1.5228825E+000, 3.4503794E+000, 3.7617986E+000, 2.7965906E+000, 1.0036220E+000, 1.1169018E+000, 1.5262706E+000, 2.0125048E+000, 2.1891843E+000, 9.8327698E-001, 6.5890185E-001, 4.8956885E-001, 2.8086987E-001, 3.0849715E-001, 3.1018320E+001, 2.8069879E+001, 2.6087254E+001, 2.4681166E+001, 2.4077160E+001
 2.9000398E+001, 6.5972378E+000, 1.1554992E+001, 3.3805480E+001, 1.2520685E+001, 6.9618153E+000, 2.5699235E+000, 3.9546283E+000, 1.0112973E+001, 4.5207163E+000, 2.8410980E+000, 1.2007400E+000, 2.1678970E+000, 3.0607003E+000, 2.0262642E+000, 1.4090583E+000, 8.3045607E-001, 1.2321234E+000, 1.9332619E+000, 1.0721357E+000, 8.2444517E-001, 1.1439371E+000, 7.9685958E-001, 4.8933886E-001, 4.4470509E-001, 3.5421483E-001, 3.1476494E+001, 2.8370020E+001, 2.6219762E+001, 2.4880186E+001, 2.4015373E+001
 2.9501201E+001, 7.1143273E+000, 1.2158590E+001, 3.7219267E+001, 1.3003858E+001, 7.3436610E+000, 3.4825907E+000, 6.2132652E+000, 1.0971686E+001, 4.9250216E+000, 3.3016421E+000, 2.1117174E+000, 2.7151018E+000, 2.8055828E+000, 2.5401194E+000, 2.1863041E+000, 1.0014957E+000, 1.3421369E+000, 1.1293119E+000, 1.1707243E+000, 1.0344697E+000, 7.5734426E-001, 5.9281421E-001, 6.2893583E-001, 4.1340289E-001, 2.5717345E-001, 3.1259132E+001, 2.8499993E+001, 2.6530650E+001, 2.4865942E+001, 2.3932688E+001
 3.0000359E+001, 6.9931682E+000, 1.2046583E+001, 3.3702188E+001, 1.2880911E+001, 7.3094484E+000, 2.8296517E+000, 4.0596190E+000, 1.3636210E+001, 4.8286261E+000, 2.9291011E+000, 1.3770822E+000, 2.2536843E+000, 6.6960826E+000, 2.3421496E+000, 1.4151798E+000, 1.1516281E+000, 1.5328328E+000, 2.7112722E+000, 1.2937737E+000, 9.3334306E-001, 1.4146853E+000, 9.3287877E-001, 5.4574900E-001, 3.5717470E-001, 2.9136573E-001, 3.2087421E+001, 2.8725896E+001, 2.6362063E+001, 2.4742934E+001, 2.3916198E+001
 3.0500914E+001, 7.2142638E+000, 1.2643117E+001, 3.6682962E+001, 1.3771076E+001, 7.5534914E+000, 3.0423988E+000, 4.9215908E+000, 1.2371494E+001, 4.9692113E+000, 3.2142491E+000, 1.8330942E+000, 4.0367677E+000, 4.0141147E+000, 2.2230586E+000, 1.6581628E+000, 1.1523141E+000, 1.5758950E+000, 1.7680649E+000, 1.3183636E+000, 8.3059689E-001, 1.1776835E+000, 7.7623586E-001, 6.9465208E-001, 5.8799544E-001, 5.4433066E-001, 3.2742078E+001, 2.9121938E+001, 2.7003199E+001, 2.5402923E+001, 2.4496608E+001
 3.1000053E+001, 7.3423876E+000, 1.3154794E+001, 3.5696095E+001, 1.3283322E+001, 7.7619907E+000, 3.1386033E+000, 4.9278373E+000, 1.3295279E+001, 5.3370929E+000, 3.1549224E+000, 1.7636709E+000, 2.9132323E+000, 6.7633737E+000, 2.3486307E+000, 1.6091371E+000, 1.1868750E+000, 1.8630974E+000, 1.8194045E+000, 1.3867977E+000, 1.0140018E+000, 7.9391423E-001, 7.3562132E-001, 6.9838694E-001, 5.0399175E-001, 2.3834139E-001, 3.2298696E+001, 2.9142646E+001, 2.7107129E+001, 2.5332547E+001, 2.4134593E+001
 3.1501127E+001, 7.5260307E+000, 1.4590968E+001, 3.3959414E+001, 1.3591610E+001, 7.7682338E+000, 4.0278092E+000, 8.1797445E+000, 1.1919641E+001, 4.5843295E+000, 3.1525033E+000, 1.9943807E+000, 2.7361737E+000, 3.6728198E+000, 2.0773110E+000, 1.4588784E+000, 7.6982483E-001, 1.6340459E+000, 2.2194342E+000, 1.5243868E+000, 9.9823166E-001, 1.3538214E+000, 8.4503174E-001, 5.4604456E-001, 4.0850677E-001, 3.9771686E-001, 3.3212172E+001, 2.9305056E+001, 2.6957922E+001, 2.5312590E+001, 2.4383523E+001
 3.2000090E+001, 7.8479854E+000, 1.5461280E+001, 3.0002029E+001, 1.4072688E+001, 7.5557606E+000, 3.1450995E+000, 6.7160694E+000, 9.5305440E+000, 4.4794546E+000, 2.8495079E+000, 2.4489509E+000, 4.8698916E+000, 5.4301362E+000, 2.1475788E+000, 1.4702551E+000, 1.4034103E+000, 1.9071277E+000, 2.5790656E+000, 1.8673138E+000, 9.3820778E-001, 1.5740551E+000, 1.0047901E+000, 6.9219421E-001, 3.3417669E-001, 2.5513943E-001, 3.4025699E+001, 2.9719580E+001, 2.7126707E+001, 2.5185986E+001, 2.4329294E+001
 3.2501862E+001, 7.7813256E+000, 1.5581198E+001, 3.2231698E+001, 1.5247301E+001, 7.3603573E+000, 3.0510516E+000, 4.4536643E+000, 1.0355389E+001, 6.0673621E+000, 2.9599548E+000, 2.0354199E+000, 2.7741281E+000, 4.5590716E+000, 3.1772820E+000, 1.9420380E+000, 1.2164753E+000, 1.8168478E+000, 1.9490505E+000, 1.8597357E+000, 1.2491543E+000, 1.2778648E+000, 9.1682346E-001, 6.7795623E-001, 4.9548877E-001, 4.4481733E-001, 3.4018503E+001, 2.9925045E+001, 2.7480166E+001, 2.5603900E+001, 2.4642461E+001
 3.3002082E+001, 8.1534443E+000, 1.5370981E+001, 3.5310171E+001, 1.4344285E+001, 7.9703878E+000, 3.5397769E+000, 5.3412137E+000, 1.1917748E+001, 8.7008392E+000, 6.1054077E+000, 1.8548616E+000, 2.3662564E+000, 5.7953709E+000, 3.2600809E+000, 1.9500467E+000, 1.0216467E+000, 1.4480667E+000, 2.3511123E+000, 1.4913723E+000, 1.0182233E+000, 1.1357168E+000, 6.8489385E-001, 5.5492437E-001, 6.1835778E-001, 5.8535455E-001, 3.3855065E+001, 2.9877465E+001, 2.7642226E+001, 2.6047219E+001, 2.5084760E+001
 3.3500433E+001, 8.0250068E+000, 1.4188811E+001, 3.6819957E+001, 1.3814549E+001, 7.8765586E+000, 3.6570104E+000, 6.5733171E+000, 1.4257691E+001, 5.7613034E+000, 3.4736858E+000, 2.1336319E+000, 3.5800475E+000, 5.5401344E+000, 2.8663392E+000, 2.0097246E+000, 1.2642727E+000, 1.9863695E+000, 2.3988240E+000, 1.5144672E+000, 1.2157346E+000, 1.5443949E+000, 9.0716821E-001, 8.2574200E-001, 6.0278419E-001, 4.7222280E-001, 3.4770367E+001, 3.0437319E+001, 2.8099452E+001, 2.6122799E+001, 2.5073149E+001
 3.4000598E+001, 7.9487596E+000, 1.3497916E+001, 3.9718282E+001, 1.4224819E+001, 8.0966875E+000, 4.1626914E+000, 6.5499985E+000, 1.4052346E+001, 6.2869446E+000, 3.6895631E+000, 2.1687657E+000, 2.9465184E+000, 5.3412121E+000, 3.7626771E+000, 2.1139674E+000, 1.3011568E+000, 1.6962628E+000, 2.1456010E+000, 1.5692624E+000, 9.7033391E-001, 1.1415710E+000, 9.1600883E-001, 7.2220716E-001, 5.5733813E-001, 5.2085364E-001, 3.4862757E+001, 3.0659187E+001, 2.8210432E+001, 2.6222129E+001, 2.5276069E+001
 3.4500550E+001, 8.0330700E+000, 1.4008753E+001, 4.1383107E+001, 1.8165701E+001, 8.8456660E+000, 3.4408223E+000, 6.1920757E+000, 1.4325828E+001, 7.6669203E+000, 4.4961129E+000, 2.8106914E+000, 4.8878070E+000, 5.5440378E+000, 2.9172066E+000, 2.1691785E+000, 9.8692498E-001, 1.3563143E+000, 1.7632197E+000, 1.5314263E+000, 1.1373324E+000, 1.2150226E+000, 8.8175940E-001, 6.4797647E-001, 5.0184106E-001, 3.9809968E-001, 3.5343565E+001, 3.0729725E+001, 2.8138991E+001, 2.6209731E+001, 2.5239512E+001
 3.5001140E+001, 8.0529676E+000, 1.4114523E+001, 3.9769041E+001, 1.6920819E+001, 8.8112544E+000, 3.2365217E+000, 5.2520181E+000, 1.2827460E+001, 9.7945017E+000, 4.2635323E+000, 2.1657542E+000, 2.5803011E+000, 3.8540653E+000, 4.8929190E+000, 2.4727162E+000, 1.4827582E+000, 1.7098451E+000, 2.1996688E+000, 1.8193130E+000, 1.0766356E+000, 1.5487264E+000, 1.1131549E+000, 7.4374352E-001, 4.7924272E-001, 3.2259289E-001, 3.5952950E+001, 3.1168182E+001, 2.8265864E+001, 2.6195165E+001, 2.5133049E+001
 3.5501551E+001, 8.8202722E+000, 1.4976156E+001, 3.8445568E+001, 1.6042129E+001, 8.8236150E+000, 3.2921385E+000, 4.5846858E+000, 9.9485866E+000, 6.7946751E+000, 3.7824710E+000, 1.9442974E+000, 2.5220301E+000, 4.3427738E+000, 4.6133598E+000, 2.8080346E+000, 1.1385710E+000, 1.5356086E+000, 2.0478178E+000, 2.9291569E+000, 1.6610902E+000, 1.6195150E+000, 1.0805665E+000, 7.7370778E-001, 6.7009519E-001, 4.9557440E-001, 3.6548624E+001, 3.1645381E+001, 2.8647582E+001, 2.6677445E+001, 2.5451973E+001
 3.6000153E+001, 8.2769775E+000, 1.5342609E+001, 3.7839901E+001, 1.8340130E+001, 8.8543008E+000, 3.3098357E+000, 4.9476055E+000, 1.0208377E+001, 8.3141835E+000, 4.2717834E+000, 1.5452812E+000, 1.9446689E+000, 3.5338707E+000, 3.8933892E+000, 2.0739639E+000, 7.7169309E-001, 1.1307129E+000, 1.9877096E+000, 2.2884953E+000, 1.5940516E+000, 1.1180276E+000, 7.8317678E-001, 4.9166463E-001, 4.4523354E-001, 3.9533205E-001, 3.6010956E+001, 3.1280169E+001, 2.8388527E+001, 2.6684089E+001, 2.5523965E+001
 3.6501683E+001, 8.8026180E+000, 1.4489908E+001, 3.5137387E+001, 1.6586999E+001, 8.8566195E+000, 3.6850333E+000, 5.6407411E+000, 1.3401697E+001, 7.5650589E+000, 3.9209620E+000, 1.7968716E+000, 2.6005622E+000, 5.2071072E+000, 5.8755484E+000, 2.6353253E+000, 9.8420494E-001, 1.4572276E+000, 3.0281616E+000, 3.4725036E+000, 1.6728093E+000, 1.4906786E+000, 9.1788046E-001, 5.6633468E-001, 4.3108399E-001, 3.9677776E-001, 3.6421115E+001, 3.1459461E+001, 2.8452145E+001, 2.6620394E+001, 2.5477365E+001
 3.7000537E+001, 8.7025943E+000, 1.4853433E+001, 4.3620636E+001, 1.6368301E+001, 8.8142584E+000, 3.7518380E+000, 5.9194794E+000, 1.6088615E+001, 8.5991721E+000, 4.5404379E+000, 2.0455435E+000, 2.8624903E+000, 6.8942300E+000, 5.1128355E+000, 2.8163684E+000, 1.1112139E+000, 1.4925652E+000, 2.8589887E+000, 2.8254331E+000, 1.4719261E+000, 1.3292758E+000, 8.1556071E-001, 6.0368118E-001, 4.3222215E-001, 2.9707662E-001, 3.6702876E+001, 3.1616565E+001, 2.8473434E+001, 2.6482118E+001, 2.5256785E+001
 3.7501331E+001, 8.6661880E+000, 1.5295347E+001, 3.4881051E+001, 1.7375239E+001, 8.6014750E+000, 4.1639417E+000, 8.2438742E+000, 1.5094630E+001, 5.8050398E+000, 3.8027531E+000, 2.9790158E+000, 5.3516900E+000, 6.8959192E+000, 3.4215293E+000, 2.1789722E+000, 1.6607698E+000, 2.4621809E+000, 3.2499267E+000, 1.7372385E+000, 1.2031015E+000, 1.9885244E+000, 1.1105495E+000, 7.2969134E-001, 5.8507796E-001, 4.6018967E-001, 3.7841223E+001, 3.1997794E+001, 2.8814568E+001, 2.6821530E+001, 2.5542992E+001
 3.8001072E+001, 9.0356261E+000, 1.6060069E+001, 4.1298147E+001, 1.5834499E+001, 8.9471981E+000, 4.3251808E+000, 8.1095742E+000, 1.4754080E+001, 6.8194901E+000, 4.2882069E+000, 2.7163076E+000, 4.8363941E+000, 5.7475604E+000, 3.1159038E+000, 2.1120417E+000, 1.7622148E+000, 2.1671094E+000, 1.8062912E+000, 1.4418116E+000, 9.7449556E-001, 1.1061088E+000, 1.0468096E+000, 9.5040341E-001, 7.0790124E-001, 5.5347720E-001, 3.7804613E+001, 3.2766470E+001, 2.9578406E+001, 2.7235552E+001, 2.5839203E+001
 3.8501509E+001, 9.2797152E+000, 1.6208749E+001, 4.3812722E+001, 1.7352860E+001, 9.1665360E+000, 4.5528290E+000, 8.6201886E+000, 2.2130007E+001, 6.8981521E+000, 4.0981102E+000, 2.8376644E+000, 3.4848761E+000, 7.6132897E+000, 3.2189177E+000, 2.1152088E+000, 1.5001155E+000, 2.3086865E+000, 3.1120675E+000, 2.2865534E+000, 1.2557786E+000, 1.2139473E+000, 4.1952661E-001, 2.7448117E-001, 2.5476969E-001, 3.2507598E-001, 3.7258826E+001, 3.1467361E+001, 2.8566652E+001, 2.6741241E+001, 2.5725662E+001
