s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,kg/s,kg/s,kg/s,kg/s
 9.0001688E+000, 1.2588670E+001,-3.9170581E+000,-2.0388872E+000,-1.9495249E+000, 8.0892456E-002, 0.0000000E+000, 0.0000000E+000, 4.8049876E+000, 4.7640921E+000, 0.0000000E+000, 1.3176137E-006, 2.8007537E-004, 0.0000000E+000, 8.7772667E-008, 0.0000000E+000
 1.0000641E+001, 1.4009580E+001,-4.4903646E+000,-4.4396725E+000,-2.1767273E+000, 9.6810165E-002, 0.0000000E+000, 0.0000000E+000, 3.0502197E+000, 2.9996263E+000, 0.0000000E+000, 1.5502034E-006, 3.1302039E-004, 0.0000000E+000, 2.4495906E-007, 0.0000000E+000
 1.1000312E+001, 1.5231831E+001,-5.0153990E+000,-7.2862155E+000,-2.3539595E+000, 1.0752708E-001, 0.0000000E+000, 0.0000000E+000, 7.6213411E-001, 6.8378388E-001, 0.0000000E+000, 1.9257749E-006, 3.4597254E-004, 0.0000000E+000, 6.1833336E-007, 0.0000000E+000
 1.2000670E+001, 1.7092936E+001,-5.6581195E+000,-7.3070231E+000,-2.5010523E+000, 1.2013427E-001, 0.0000000E+000, 0.0000000E+000, 1.8269213E+000, 1.7468755E+000, 0.0000000E+000, 2.4826934E-006, 3.7892264E-004, 0.0000000E+000, 1.3731127E-006, 0.0000000E+000
 1.3000937E+001, 1.8475031E+001,-6.1639760E+000,-5.0233178E+000,-2.5142654E+000, 1.3645007E-001, 0.0000000E+000, 0.0000000E+000, 5.0066936E+000, 4.9099217E+000, 0.0000000E+000, 3.3224352E-006, 4.1187182E-004, 0.0000000E+000, 2.9171685E-006, 0.0000000E+000
 1.4000769E+001, 1.9699325E+001,-6.6215312E+000,-1.0546836E+001,-2.5727775E+000, 1.4978272E-001, 0.0000000E+000, 0.0000000E+000, 2.2264510E-001, 1.0796298E-001, 0.0000000E+000, 4.4558589E-006, 4.4482286E-004, 0.0000000E+000, 5.5968688E-006, 0.0000000E+000
 1.5000521E+001, 2.2210484E+001,-7.4253969E+000,-7.4228343E+000,-2.6617704E+000, 1.6120406E-001, 0.0000000E+000, 0.0000000E+000, 4.9657393E+000, 4.8616863E+000, 0.0000000E+000, 5.9989965E-006, 4.7775497E-004, 0.0000000E+000, 1.0150283E-005, 0.0000000E+000
 1.6000708E+001, 2.4009471E+001,-8.0719571E+000,-1.0586571E+001,-2.7295256E+000, 1.8007550E-001, 0.0000000E+000, 0.0000000E+000, 2.9160476E+000, 2.8014925E+000, 0.0000000E+000, 8.1689665E-006, 5.1069841E-004, 0.0000000E+000, 1.8030759E-005, 0.0000000E+000
 1.7000204E+001, 2.5915294E+001,-8.7457611E+000,-1.2214167E+001,-2.9320738E+000, 1.9827533E-001, 0.0000000E+000, 0.0000000E+000, 2.3594147E+000, 2.2215675E+000, 0.0000000E+000, 1.1076885E-005, 5.4364673E-004, 0.0000000E+000, 2.9799050E-005, 0.0000000E+000
 1.8000378E+001, 2.7743807E+001,-9.2793333E+000,-1.3217271E+001,-2.9899328E+000, 2.0537452E-001, 0.0000000E+000, 0.0000000E+000, 2.6158563E+000, 2.4626443E+000, 0.0000000E+000, 1.4247986E-005, 5.7658533E-004, 0.0000000E+000, 4.1160684E-005, 0.0000000E+000
 1.9000277E+001, 3.0053263E+001,-1.0081860E+001,-1.2074573E+001,-3.2937127E+000, 2.2694770E-001, 0.0000000E+000, 0.0000000E+000, 5.0321376E+000, 4.8300644E+000, 0.0000000E+000, 1.8572944E-005, 6.0952414E-004, 0.0000000E+000, 5.6374778E-005, 0.0000000E+000
 2.0000473E+001, 3.2426025E+001,-1.0833711E+001,-1.6325744E+001,-3.4580496E+000, 2.3421563E-001, 0.0000000E+000, 0.0000000E+000, 2.2363064E+000, 2.0427350E+000, 0.0000000E+000, 2.3111319E-005, 6.4247104E-004, 0.0000000E+000, 6.8730839E-005, 0.0000000E+000
 2.1000027E+001, 3.6566139E+001,-1.2094947E+001,-1.6502093E+001,-3.4490945E+000, 2.6880360E-001, 0.0000000E+000, 0.0000000E+000, 4.9907829E+000, 4.7888083E+000, 0.0000000E+000, 2.8762518E-005, 6.6991856E-004, 0.0000000E+000, 8.4028399E-005, 0.0000000E+000
 2.2000921E+001, 3.5627509E+001,-1.1941841E+001,-2.1375132E+001,-3.6974931E+000, 2.7712697E-001, 0.0000000E+000, 0.0000000E+000,-8.5596257E-001,-1.1098302E+000, 0.0000000E+000, 3.4569638E-005, 6.9188938E-004, 0.0000000E+000, 9.7958576E-005, 0.0000000E+000
 2.3000158E+001, 3.7174077E+001,-1.2485806E+001,-1.9242281E+001,-3.5512757E+000, 2.7461020E-001, 0.0000000E+000, 0.0000000E+000, 2.4155407E+000, 2.1693243E+000, 0.0000000E+000, 3.9889518E-005, 7.1385355E-004, 0.0000000E+000, 1.0934993E-004, 0.0000000E+000
 2.4000044E+001, 3.9679439E+001,-1.3100613E+001,-1.9103241E+001,-3.8252345E+000, 2.9435869E-001, 0.0000000E+000, 0.0000000E+000, 4.2326127E+000, 3.9447099E+000, 0.0000000E+000, 4.6439301E-005, 7.3580521E-004, 0.0000000E+000, 1.2586212E-004, 0.0000000E+000
 2.5000423E+001, 4.2654058E+001,-1.4027409E+001,-2.1680888E+001,-3.9945971E+000, 3.0312128E-001, 0.0000000E+000, 0.0000000E+000, 3.5387250E+000, 3.2542848E+000, 0.0000000E+000, 5.3173763E-005, 7.5777165E-004, 0.0000000E+000, 1.4197597E-004, 0.0000000E+000
 2.6000069E+001, 4.4845950E+001,-1.4811876E+001,-2.7463909E+001,-4.2029781E+000, 3.3734305E-001, 0.0000000E+000, 0.0000000E+000,-9.6252217E-001,-1.2954708E+000, 0.0000000E+000, 6.1326545E-005, 7.7973971E-004, 0.0000000E+000, 1.6200382E-004, 0.0000000E+000
 2.7000696E+001, 4.4429370E+001,-1.4673718E+001,-2.1563271E+001,-4.0204232E+000, 3.2310912E-001, 0.0000000E+000, 0.0000000E+000, 4.8007672E+000, 4.4950673E+000, 0.0000000E+000, 6.8659767E-005, 8.0170267E-004, 0.0000000E+000, 1.7839524E-004, 0.0000000E+000
 2.8000282E+001, 4.8410557E+001,-1.5889957E+001,-2.6761313E+001,-4.2063511E+000, 3.2034770E-001, 0.0000000E+000, 0.0000000E+000, 2.1908254E+000, 1.8732835E+000, 0.0000000E+000, 7.5281609E-005, 8.2366828E-004, 0.0000000E+000, 1.9354381E-004, 0.0000000E+000
 2.9000427E+001, 4.8722796E+001,-1.6239956E+001,-2.4475647E+001,-4.4001176E+000, 3.3266478E-001, 0.0000000E+000, 0.0000000E+000, 4.1927996E+000, 3.9397406E+000, 0.0000000E+000, 8.2709399E-005, 8.4562913E-004, 0.0000000E+000, 2.1014596E-004, 0.0000000E+000
 3.0000345E+001, 5.3080449E+001,-1.7319380E+001,-2.9182018E+001,-4.7690173E+000, 3.6759295E-001, 0.0000000E+000, 0.0000000E+000, 2.4544818E+000, 2.1776268E+000, 0.0000000E+000, 9.3891673E-005, 8.6759544E-004, 0.0000000E+000, 2.3847474E-004, 0.0000000E+000
 3.1000164E+001, 5.5897052E+001,-1.8168816E+001,-3.3403905E+001,-4.7670006E+000, 3.9769825E-001, 0.0000000E+000, 0.0000000E+000, 2.7557529E-001,-4.4971034E-002, 0.0000000E+000, 1.0991643E-004, 8.8955732E-004, 0.0000000E+000, 2.7825430E-004, 0.0000000E+000
 3.2000530E+001, 5.5856529E+001,-1.8178830E+001,-2.8641277E+001,-4.9970642E+000, 4.0300325E-001, 0.0000000E+000, 0.0000000E+000, 4.7803653E+000, 4.4423603E+000, 0.0000000E+000, 1.2619264E-004, 9.1152265E-004, 0.0000000E+000, 3.1667996E-004, 0.0000000E+000
 3.3000324E+001, 6.0739228E+001,-1.9664410E+001,-3.4730735E+001,-5.2623176E+000, 4.1991346E-001, 0.0000000E+000, 0.0000000E+000, 1.8518067E+000, 1.5016787E+000, 0.0000000E+000, 1.3910613E-004, 9.3348576E-004, 0.0000000E+000, 3.4547322E-004, 0.0000000E+000
 3.4000454E+001, 5.9179697E+001,-1.9170840E+001,-3.5084902E+001,-5.3846190E+000, 4.0258906E-001, 0.0000000E+000, 0.0000000E+000, 3.4441079E-001,-5.8074854E-002, 0.0000000E+000, 1.5250934E-004, 9.5544868E-004, 0.0000000E+000, 3.7551531E-004, 0.0000000E+000
 3.5000164E+001, 6.6993178E+001,-2.0994720E+001,-3.8630454E+001,-5.2943855E+000, 4.0889660E-001, 0.0000000E+000, 0.0000000E+000, 2.8928635E+000, 2.4825145E+000, 0.0000000E+000, 1.6369143E-004, 9.7741507E-004, 0.0000000E+000, 4.0277997E-004, 0.0000000E+000
 3.6000450E+001, 6.8685440E+001,-2.1959553E+001,-3.6084804E+001,-5.6022847E+000, 4.7175715E-001, 0.0000000E+000, 0.0000000E+000, 5.8799643E+000, 5.5105553E+000, 0.0000000E+000, 1.8984970E-004, 9.9937658E-004, 0.0000000E+000, 4.5824658E-004, 0.0000000E+000
 3.7000072E+001, 6.9923956E+001,-2.2055817E+001,-4.3496630E+001,-5.6509548E+000, 4.6286083E-001, 0.0000000E+000, 0.0000000E+000,-4.6573261E-001,-8.1658517E-001, 0.0000000E+000, 2.1011199E-004, 1.0213388E-003, 0.0000000E+000, 5.0002728E-004, 0.0000000E+000
 3.8000641E+001, 7.4107869E+001,-2.3738558E+001,-4.1871752E+001,-5.9464258E+000, 4.8346990E-001, 0.0000000E+000, 0.0000000E+000, 3.3905703E+000, 3.0346039E+000, 0.0000000E+000, 2.3155473E-004, 1.0433016E-003, 0.0000000E+000, 5.4503887E-004, 0.0000000E+000
 3.9000389E+001, 7.6870577E+001,-2.4898181E+001,-3.9633360E+001,-6.1383089E+000, 5.1010278E-001, 0.0000000E+000, 0.0000000E+000, 7.0751847E+000, 6.7108305E+000, 0.0000000E+000, 2.4785855E-004, 1.0652731E-003, 0.0000000E+000, 5.7765787E-004, 0.0000000E+000
 4.0000572E+001, 7.5017884E+001,-2.4025990E+001,-4.4328726E+001,-6.3723428E+000, 5.1852556E-001, 0.0000000E+000, 0.0000000E+000, 1.2024232E+000, 8.0935162E-001, 0.0000000E+000, 2.7110245E-004, 1.0872392E-003, 0.0000000E+000, 6.2261920E-004, 0.0000000E+000
 4.1000065E+001, 8.2272901E+001,-2.5759020E+001,-4.8912987E+001,-6.4443232E+000, 5.0247909E-001, 0.0000000E+000, 0.0000000E+000, 2.0978509E+000, 1.6590502E+000, 0.0000000E+000, 2.8611493E-004, 1.1031470E-003, 0.0000000E+000, 6.5634955E-004, 0.0000000E+000
 4.2000267E+001, 8.6773978E+001,-2.7340138E+001,-5.2619222E+001,-6.7143323E+000, 5.5531664E-001, 0.0000000E+000, 0.0000000E+000, 1.1406549E+000, 6.5560250E-001, 0.0000000E+000, 3.1544241E-004, 1.1130292E-003, 0.0000000E+000, 7.1325944E-004, 0.0000000E+000
 4.3000011E+001, 8.7595016E+001,-2.6664255E+001,-4.9824212E+001,-6.9474286E+000, 5.6580650E-001, 0.0000000E+000, 0.0000000E+000, 5.2089921E+000, 4.7249266E+000, 0.0000000E+000, 3.4669076E-004, 1.1229121E-003, 0.0000000E+000, 7.7376732E-004, 0.0000000E+000
 4.4000637E+001, 9.1998724E+001,-2.8675415E+001,-5.4458142E+001,-7.0518100E+000, 5.9034944E-001, 0.0000000E+000, 0.0000000E+000, 2.9067567E+000, 2.4037067E+000, 0.0000000E+000, 3.7640373E-004, 1.1327993E-003, 0.0000000E+000, 8.3160728E-004, 0.0000000E+000
 4.5000668E+001, 9.4298545E+001,-2.8742343E+001,-5.5455594E+001,-7.7286700E+000, 6.1336343E-001, 0.0000000E+000, 0.0000000E+000, 3.5024035E+000, 2.9853020E+000, 0.0000000E+000, 4.1523292E-004, 1.1426867E-003, 0.0000000E+000, 9.0104830E-004, 0.0000000E+000
 4.6000477E+001, 1.0067928E+002,-3.0139185E+001,-5.7036635E+001,-7.3936356E+000, 6.0912874E-001, 0.0000000E+000, 0.0000000E+000, 7.2436395E+000, 6.7189551E+000, 0.0000000E+000, 4.3674125E-004, 1.1525687E-003, 0.0000000E+000, 9.4927073E-004, 0.0000000E+000
 4.7000374E+001, 9.8561293E+001,-3.1062337E+001,-6.7414285E+001,-7.4772950E+000, 6.8760362E-001, 0.0000000E+000, 0.0000000E+000,-6.1606545E+000,-6.7050210E+000, 0.0000000E+000, 4.8887357E-004, 1.1624496E-003, 0.0000000E+000, 1.0391314E-003, 0.0000000E+000
 4.8000607E+001, 1.0182571E+002,-3.1829295E+001,-6.2097275E+001,-7.7360135E+000, 6.5753903E-001, 0.0000000E+000, 0.0000000E+000, 1.3650893E+000, 8.2067003E-001, 0.0000000E+000, 5.0635580E-004, 1.1723359E-003, 0.0000000E+000, 1.0774695E-003, 0.0000000E+000
 4.9000637E+001, 1.1111166E+002,-3.4599505E+001,-6.6098096E+001,-8.1355725E+000, 6.9572898E-001, 0.0000000E+000, 0.0000000E+000, 3.5239075E+000, 2.9742139E+000, 0.0000000E+000, 5.3260592E-004, 1.1822220E-003, 0.0000000E+000, 1.1245343E-003, 0.0000000E+000
 5.0000362E+001, 1.1098166E+002,-3.3414726E+001,-6.3221257E+001,-8.2955699E+000, 6.9237428E-001, 0.0000000E+000, 0.0000000E+000, 7.3325190E+000, 6.7424823E+000, 0.0000000E+000, 5.7354084E-004, 1.1921034E-003, 0.0000000E+000, 1.1963982E-003, 0.0000000E+000
 5.1000626E+001, 1.1541296E+002,-3.4782701E+001,-7.5567926E+001,-8.3275014E+000, 6.8778979E-001, 0.0000000E+000, 0.0000000E+000,-1.9369186E+000,-2.5773748E+000, 0.0000000E+000, 5.9679335E-004, 1.2019858E-003, 0.0000000E+000, 1.2445528E-003, 0.0000000E+000
 5.2000023E+001, 1.1519224E+002,-3.4840719E+001,-6.4008193E+001,-8.8636492E+000, 7.0360086E-001, 0.0000000E+000, 0.0000000E+000, 8.7856777E+000, 8.1832816E+000, 0.0000000E+000, 6.4682558E-004, 1.2118686E-003, 0.0000000E+000, 1.3305804E-003, 0.0000000E+000
 5.3000061E+001, 1.2126492E+002,-3.5204472E+001,-8.0867257E+001,-9.2676847E+000, 6.7705415E-001, 0.0000000E+000, 0.0000000E+000,-2.6314345E+000,-3.3974376E+000, 0.0000000E+000, 6.8120274E-004, 1.2217503E-003, 0.0000000E+000, 1.3981306E-003, 0.0000000E+000
 5.4000221E+001, 1.3085356E+002,-3.8422944E+001,-8.4611203E+001,-9.4289216E+000, 7.9872164E-001, 0.0000000E+000, 0.0000000E+000,-1.1541864E-001,-8.1078977E-001, 0.0000000E+000, 7.5098504E-004, 1.2316349E-003, 0.0000000E+000, 1.5159230E-003, 0.0000000E+000
 5.5000355E+001, 1.2599948E+002,-3.8295052E+001,-7.4481841E+001,-9.6334669E+000, 8.1063478E-001, 0.0000000E+000, 0.0000000E+000, 5.1391942E+000, 4.3997588E+000, 0.0000000E+000, 7.9022057E-004, 1.2415192E-003, 0.0000000E+000, 1.5886529E-003, 0.0000000E+000
 5.6000496E+001, 1.3676928E+002,-4.0752284E+001,-7.6162819E+001,-9.2156819E+000, 7.7704731E-001, 0.0000000E+000, 0.0000000E+000, 1.2088881E+001, 1.1415543E+001, 0.0000000E+000, 7.9393370E-004, 1.2514033E-003, 0.0000000E+000, 1.6100578E-003, 0.0000000E+000
 5.7000210E+001, 1.4145651E+002,-4.3107853E+001,-9.4448131E+001,-9.2827541E+000, 8.4789998E-001, 0.0000000E+000, 0.0000000E+000,-3.9143487E+000,-4.5343252E+000, 0.0000000E+000, 8.4981896E-004, 1.2612884E-003, 0.0000000E+000, 1.6976196E-003, 0.0000000E+000
 5.8000523E+001, 1.3363976E+002,-4.0144681E+001,-8.7542755E+001,-8.9452638E+000, 8.0179337E-001, 0.0000000E+000, 0.0000000E+000,-1.5975220E+000,-2.1911486E+000, 0.0000000E+000, 8.7412720E-004, 1.2711719E-003, 0.0000000E+000, 1.7484754E-003, 0.0000000E+000
 5.9000324E+001, 1.4788068E+002,-4.4760375E+001,-8.1348405E+001,-1.0458624E+001, 8.8134231E-001, 0.0000000E+000, 0.0000000E+000, 1.2935582E+001, 1.2194617E+001, 0.0000000E+000, 9.1593482E-004, 1.2810564E-003, 0.0000000E+000, 1.8176231E-003, 0.0000000E+000
 6.0000290E+001, 1.5451391E+002,-4.6147336E+001,-9.5686997E+001,-1.0399325E+001, 8.9536113E-001, 0.0000000E+000, 0.0000000E+000, 3.9205816E+000, 3.1756158E+000, 0.0000000E+000, 9.7226154E-004, 1.2909380E-003, 0.0000000E+000, 1.9069473E-003, 0.0000000E+000
 6.1000050E+001, 1.4877366E+002,-4.4292926E+001,-9.8675231E+001,-1.0319373E+001, 8.8614900E-001, 0.0000000E+000, 0.0000000E+000,-2.8689992E+000,-3.6277167E+000, 0.0000000E+000, 1.0230894E-003, 1.2975233E-003, 0.0000000E+000, 2.0013981E-003, 0.0000000E+000
 6.2000145E+001, 1.6178673E+002,-4.9175460E+001,-1.0392829E+002,-1.0749315E+001, 9.6017891E-001, 0.0000000E+000, 0.0000000E+000,-3.2639102E-001,-1.1061524E+000, 0.0000000E+000, 1.0665431E-003, 1.3008183E-003, 0.0000000E+000, 2.0778694E-003, 0.0000000E+000
 6.3000412E+001, 1.6435379E+002,-5.0530992E+001,-9.4883187E+001,-1.1403367E+001, 1.0056203E+000, 0.0000000E+000, 0.0000000E+000, 9.3290185E+000, 8.5418606E+000, 0.0000000E+000, 1.1495152E-003, 1.3041133E-003, 0.0000000E+000, 2.2065905E-003, 0.0000000E+000
 6.4000191E+001, 1.7031640E+002,-5.0604328E+001,-1.0952942E+002,-1.0625673E+001, 9.6194862E-001, 0.0000000E+000, 0.0000000E+000, 1.3389020E+000, 5.1892861E-001, 0.0000000E+000, 1.1776076E-003, 1.3074077E-003, 0.0000000E+000, 2.2734128E-003, 0.0000000E+000
 6.5000175E+001, 1.7077459E+002,-5.1047521E+001,-1.0191220E+002,-1.1477947E+001, 1.0232085E+000, 0.0000000E+000, 0.0000000E+000, 8.3018342E+000, 7.3601275E+000, 0.0000000E+000, 1.2585521E-003, 1.3107015E-003, 0.0000000E+000, 2.4005633E-003, 0.0000000E+000
 6.6000107E+001, 1.8235969E+002,-5.2929095E+001,-1.1767506E+002,-1.2681713E+001, 1.0409072E+000, 0.0000000E+000, 0.0000000E+000, 1.2259427E+000, 1.1472130E-001, 0.0000000E+000, 1.3121597E-003, 1.3139965E-003, 0.0000000E+000, 2.5007741E-003, 0.0000000E+000
 6.7000206E+001, 1.9067377E+002,-5.5469397E+001,-1.1086685E+002,-1.1868871E+001, 1.0977715E+000, 0.0000000E+000, 0.0000000E+000, 1.4517848E+001, 1.3566417E+001, 0.0000000E+000, 1.3760918E-003, 1.3172914E-003, 0.0000000E+000, 2.6068768E-003, 0.0000000E+000
 6.8000374E+001, 1.8536425E+002,-5.3046939E+001,-1.3979038E+002,-1.2490522E+001, 1.0869404E+000, 0.0000000E+000, 0.0000000E+000,-1.7904866E+001,-1.8876659E+001, 0.0000000E+000, 1.4056178E-003, 1.3205862E-003, 0.0000000E+000, 2.6730233E-003, 0.0000000E+000
 6.9000458E+001, 1.9287662E+002,-5.5292267E+001,-1.2565358E+002,-1.2824438E+001, 1.0982486E+000, 0.0000000E+000, 0.0000000E+000, 1.3741068E+000, 2.0458771E-001, 0.0000000E+000, 1.4622855E-003, 1.3238809E-003, 0.0000000E+000, 2.7751640E-003, 0.0000000E+000
 7.0000435E+001, 2.0528799E+002,-5.9869726E+001,-1.2822527E+002,-1.3465005E+001, 1.1994015E+000, 0.0000000E+000, 0.0000000E+000, 6.1030709E+000, 4.9273875E+000, 0.0000000E+000, 1.5744987E-003, 1.3271755E-003, 0.0000000E+000, 2.9465457E-003, 0.0000000E+000
 7.1000198E+001, 2.0875533E+002,-6.0284606E+001,-1.1812949E+002,-1.2706197E+001, 1.1649450E+000, 0.0000000E+000, 0.0000000E+000, 1.9807883E+001, 1.8799988E+001, 0.0000000E+000, 1.5985953E-003, 1.3304702E-003, 0.0000000E+000, 3.0017416E-003, 0.0000000E+000
 7.2000481E+001, 2.0693088E+002,-5.9901195E+001,-1.4296350E+002,-1.3028294E+001, 1.2479716E+000, 0.0000000E+000, 0.0000000E+000,-6.8887538E+000,-7.7141334E+000, 0.0000000E+000, 1.6465283E-003, 1.3337647E-003, 0.0000000E+000, 3.0924545E-003, 0.0000000E+000
 7.3000107E+001, 2.1571089E+002,-6.2734925E+001,-1.3988639E+002,-1.3231933E+001, 1.2652149E+000, 0.0000000E+000, 0.0000000E+000, 2.2093557E+000, 1.1228503E+000, 0.0000000E+000, 1.6993296E-003, 1.3370590E-003, 0.0000000E+000, 3.1739163E-003, 0.0000000E+000
 7.4000183E+001, 2.1808056E+002,-6.2947755E+001,-1.5216936E+002,-1.3345940E+001, 1.3194285E+000, 0.0000000E+000, 0.0000000E+000,-8.0561418E+000,-9.0630654E+000, 0.0000000E+000, 1.7947977E-003, 1.3403530E-003, 0.0000000E+000, 3.3274354E-003, 0.0000000E+000
 7.5000435E+001, 2.2788077E+002,-6.6138766E+001,-1.4304422E+002,-1.3943006E+001, 1.3883497E+000, 0.0000000E+000, 0.0000000E+000, 7.4236134E+000, 6.1431280E+000, 0.0000000E+000, 1.8813421E-003, 1.3436484E-003, 0.0000000E+000, 3.4668748E-003, 0.0000000E+000
 7.6000313E+001, 2.3998689E+002,-6.7962087E+001,-1.5116202E+002,-1.4677274E+001, 1.3811342E+000, 0.0000000E+000, 0.0000000E+000, 8.6067196E+000, 7.5666489E+000, 0.0000000E+000, 1.9288159E-003, 1.3469434E-003, 0.0000000E+000, 3.5657788E-003, 0.0000000E+000
 7.7000092E+001, 2.4536347E+002,-6.9634579E+001,-1.5401555E+002,-1.5035080E+001, 1.4723264E+000, 0.0000000E+000, 0.0000000E+000, 9.2231632E+000, 8.1505913E+000, 0.0000000E+000, 2.0280394E-003, 1.3502371E-003, 0.0000000E+000, 3.7306860E-003, 0.0000000E+000
 7.8000275E+001, 2.5326513E+002,-7.2376795E+001,-1.5426769E+002,-1.4788752E+001, 1.4997138E+000, 0.0000000E+000, 0.0000000E+000, 1.4557423E+001, 1.3331612E+001, 0.0000000E+000, 2.1126089E-003, 1.3535315E-003, 0.0000000E+000, 3.8758250E-003, 0.0000000E+000
 7.9000183E+001, 2.5554846E+002,-7.1992912E+001,-1.8006667E+002,-1.5375914E+001, 1.5748670E+000, 0.0000000E+000, 0.0000000E+000,-9.0764607E+000,-1.0312168E+001, 0.0000000E+000, 2.2045115E-003, 1.3568262E-003, 0.0000000E+000, 4.0499503E-003, 0.0000000E+000
 8.0000259E+001, 2.6594733E+002,-7.5081033E+001,-1.7288846E+002,-1.5669427E+001, 1.6152462E+000, 0.0000000E+000, 0.0000000E+000, 5.1945850E+000, 3.9236475E+000, 0.0000000E+000, 2.2972979E-003, 1.3601213E-003, 0.0000000E+000, 4.2345083E-003, 0.0000000E+000
 8.1000160E+001, 2.6970365E+002,-7.6459589E+001,-1.8257808E+002,-1.6767860E+001, 1.6688245E+000, 0.0000000E+000, 0.0000000E+000,-2.8206743E+000,-4.4330569E+000, 0.0000000E+000, 2.3694753E-003, 1.3617665E-003, 0.0000000E+000, 4.3811397E-003, 0.0000000E+000
 8.2000343E+001, 2.8455054E+002,-7.8046162E+001,-1.9298856E+002,-1.7507036E+001, 1.7053741E+000, 0.0000000E+000, 0.0000000E+000,-4.5164207E-001,-2.2858433E+000, 0.0000000E+000, 2.4628245E-003, 1.3617667E-003, 0.0000000E+000, 4.5389349E-003, 0.0000000E+000
 8.3000114E+001, 2.9323419E+002,-8.2298247E+001,-1.7367316E+002,-1.7515413E+001, 1.7477472E+000, 0.0000000E+000, 0.0000000E+000, 2.3156673E+001, 2.1495117E+001, 0.0000000E+000, 2.5417677E-003, 1.3617667E-003, 0.0000000E+000, 4.6794218E-003, 0.0000000E+000
 8.4000008E+001, 3.0178421E+002,-8.4030551E+001,-2.0924019E+002,-1.7956994E+001, 1.8206790E+000, 0.0000000E+000, 0.0000000E+000,-5.9306930E+000,-7.6228492E+000, 0.0000000E+000, 2.6256320E-003, 1.3617667E-003, 0.0000000E+000, 4.8280497E-003, 0.0000000E+000
