s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,kg/s
 2.1200190E+001, 3.2874805E+001,-1.2407974E+001,-1.5776062E+001,-2.7128418E+000, 2.3585000E-002, 0.0000000E+000, 0.0000000E+000, 2.1220205E+000, 2.0015122E+000,-6.0439703E-001, 1.3737660E-003,-1.1349010E-002
 2.1400373E+001, 3.3534034E+001,-1.3173026E+001,-1.7035036E+001,-2.9313494E+000, 2.4580730E-002, 0.0000000E+000, 0.0000000E+000, 1.6767843E-001, 4.1920272E-001,-5.9938622E-001, 1.3749363E-003,-1.2283750E-002
 2.1600559E+001, 3.4261596E+001,-1.3290570E+001,-1.7583735E+001,-2.8689783E+000, 2.4929341E-002, 0.0000000E+000, 0.0000000E+000, 1.2141781E-001, 5.4324209E-001,-5.9718242E-001, 1.3766745E-003,-1.2631176E-002
 2.1800743E+001, 3.2555904E+001,-1.2829372E+001,-1.5583509E+001,-2.8230746E+000, 2.4526221E-002, 0.0000000E+000, 0.0000000E+000, 1.4095899E+000, 1.3444756E+000,-6.0515586E-001, 1.3784091E-003,-1.1258159E-002
 2.2000168E+001, 3.3960499E+001,-1.3228915E+001,-1.6720568E+001,-2.8852312E+000, 2.4795784E-002, 0.0000000E+000, 0.0000000E+000, 7.7628663E-001, 1.1505815E+000,-6.0063637E-001, 1.3793527E-003,-1.2036561E-002
 2.2200352E+001, 3.1766174E+001,-1.2658219E+001,-1.5035059E+001,-2.8700175E+000, 2.4311874E-002, 0.0000000E+000, 0.0000000E+000, 1.2873395E+000, 1.2271907E+000,-6.0751196E-001, 1.3806008E-003,-1.0738879E-002
 2.2400536E+001, 3.5130366E+001,-1.3751087E+001,-1.7131699E+001,-2.6470001E+000, 2.4627296E-002, 0.0000000E+000, 0.0000000E+000, 1.2765846E+000, 1.6252065E+000,-5.9916466E-001, 1.3829567E-003,-1.2106154E-002
 2.2600719E+001, 2.9841329E+001,-1.1562482E+001,-1.6775175E+001,-2.3189145E+000, 2.5621448E-002, 0.0000000E+000, 0.0000000E+000,-9.0118072E-001,-7.8962179E-001,-6.0074222E-001, 1.3832764E-003,-1.1814828E-002
 2.2800146E+001, 3.2912538E+001,-1.2859708E+001,-1.7651922E+001,-2.5160714E+000, 2.5869513E-002, 0.0000000E+000, 0.0000000E+000,-1.8155123E-001,-8.9293576E-002,-5.9714473E-001, 1.3858565E-003,-1.2514727E-002
 2.3000330E+001, 3.2174562E+001,-1.2859443E+001,-2.1768008E+001,-2.8395143E+000, 2.7064763E-002, 0.0000000E+000, 0.0000000E+000,-5.5824784E+000,-5.2653377E+000,-5.8072916E-001, 1.3867623E-003,-1.5522319E-002
 2.3200514E+001, 4.3464701E+001,-1.6698844E+001,-1.6648462E+001,-2.9016382E+000, 2.6822685E-002, 0.0000000E+000, 0.0000000E+000, 7.2390143E+000, 7.2425789E+000,-6.0051042E-001, 1.3891604E-003,-1.2027842E-002
 2.3400698E+001, 3.0763985E+001,-1.2289730E+001,-1.4877678E+001,-2.8787692E+000, 2.6388478E-002, 0.0000000E+000, 0.0000000E+000, 3.2782997E-001, 7.4419622E-001,-6.0826181E-001, 1.3895784E-003,-1.0507328E-002
 2.3600122E+001, 3.0824515E+001,-1.2086429E+001,-1.4071563E+001,-2.7061208E+000, 2.6070107E-002, 0.0000000E+000, 0.0000000E+000, 2.3377028E+000, 1.9864719E+000,-6.1137314E-001, 1.3918276E-003,-1.0047350E-002
 2.3800308E+001, 2.9512069E+001,-1.1597892E+001,-1.8697888E+001,-2.8756578E+000, 2.6545092E-002, 0.0000000E+000, 0.0000000E+000,-3.7310506E+000,-3.6328237E+000,-5.9320914E-001, 1.3916398E-003,-1.3173224E-002
 2.4000492E+001, 3.5685415E+001,-1.3940683E+001,-2.1325797E+001,-2.9587149E+000, 2.6205656E-002, 0.0000000E+000, 0.0000000E+000,-2.7732301E+000,-2.5135744E+000,-5.8230584E-001, 1.3935220E-003,-1.5253040E-002
 2.4200676E+001, 3.4145609E+001,-1.3283392E+001,-1.5033703E+001,-3.4742886E+000, 2.6415777E-002, 0.0000000E+000, 0.0000000E+000, 2.1074124E+000, 2.3806413E+000,-6.0730515E-001, 1.3947686E-003,-1.0847253E-002
 2.4400101E+001, 2.9318662E+001,-1.1521768E+001,-1.4826305E+001,-2.6550472E+000, 2.6295644E-002, 0.0000000E+000, 0.0000000E+000, 4.8912840E-001, 3.4183748E-001,-6.0838199E-001, 1.3950793E-003,-1.0623073E-002
 2.4600285E+001, 3.5343123E+001,-1.3702646E+001,-2.4708628E+001,-2.6650641E+000, 2.6310839E-002, 0.0000000E+000, 0.0000000E+000,-6.0874513E+000,-5.7069054E+000,-5.6921051E-001, 1.3942739E-003,-1.7340637E-002
 2.4800468E+001, 3.7812387E+001,-1.4634058E+001,-1.7871687E+001,-3.0377957E+000, 2.7042544E-002, 0.0000000E+000, 0.0000000E+000, 2.2348879E+000, 2.2958875E+000,-5.9590284E-001, 1.3967323E-003,-1.2850988E-002
 2.5000652E+001, 3.3740798E+001,-1.3103157E+001,-1.3326105E+001,-2.8039933E+000, 2.7152047E-002, 0.0000000E+000, 0.0000000E+000, 4.3318973E+000, 4.5346949E+000,-6.1404434E-001, 1.3990918E-003,-9.6906834E-003
 2.5200079E+001, 3.2836862E+001,-1.2620146E+001,-1.5647313E+001,-2.9420733E+000, 2.7485337E-002, 0.0000000E+000, 0.0000000E+000, 1.4827731E+000, 1.6548147E+000,-6.0479630E-001, 1.3995728E-003,-1.1381432E-002
 2.5400263E+001, 3.4044492E+001,-1.3121496E+001,-1.8732807E+001,-2.8703042E+000, 2.8953310E-002, 0.0000000E+000, 0.0000000E+000,-1.0210919E+000,-6.5116134E-001,-5.9251292E-001, 1.4016827E-003,-1.3575959E-002
 2.5600447E+001, 3.7964826E+001,-1.4538365E+001,-1.5769513E+001,-2.7714120E+000, 2.8616808E-002, 0.0000000E+000, 0.0000000E+000, 5.1171971E+000, 4.9141536E+000,-6.0420242E-001, 1.4053754E-003,-1.1386940E-002
 2.5800631E+001, 3.4222009E+001,-1.3447528E+001,-1.3016750E+001,-2.6784117E+000, 2.9623173E-002, 0.0000000E+000, 0.0000000E+000, 4.6677516E+000, 5.1089424E+000,-6.1532353E-001, 1.4067411E-003,-9.4400005E-003
 2.6000057E+001, 3.3043475E+001,-1.2747250E+001,-1.6763581E+001,-2.8972190E+000, 2.9332828E-002, 0.0000000E+000, 0.0000000E+000, 7.7697072E-001, 6.6475717E-001,-6.0062462E-001, 1.4069012E-003,-1.1857643E-002
 2.6200241E+001, 3.0880730E+001,-1.1980021E+001,-1.7940831E+001,-2.7695944E+000, 2.8956475E-002, 0.0000000E+000, 0.0000000E+000,-2.0732070E+000,-1.7807599E+000,-5.9602695E-001, 1.4059200E-003,-1.2711257E-002
 2.6400425E+001, 3.4741669E+001,-1.3931472E+001,-2.3785701E+001,-2.7370220E+000, 2.8020525E-002, 0.0000000E+000, 0.0000000E+000,-5.6991766E+000,-5.6845062E+000,-5.7284141E-001, 1.4069454E-003,-1.6688769E-002
 2.6600609E+001, 3.0681580E+001,-1.2411435E+001,-2.0859397E+001,-2.9358319E+000, 2.7506232E-002, 0.0000000E+000, 0.0000000E+000,-5.9084529E+000,-5.4975772E+000,-5.8454423E-001, 1.4052822E-003,-1.4638489E-002
 2.6800034E+001, 3.7147400E+001,-1.4302211E+001,-1.4419655E+001,-2.9515694E+000, 2.8448559E-002, 0.0000000E+000, 0.0000000E+000, 5.5214590E+000, 5.5024135E+000,-6.0960466E-001, 1.4074766E-003,-1.0409240E-002
 2.7000217E+001, 3.0977558E+001,-1.2246953E+001,-1.0951720E+001,-2.7416058E+000, 2.9660024E-002, 0.0000000E+000, 0.0000000E+000, 5.0818418E+000, 5.0669383E+000,-6.2355512E-001, 1.4082300E-003,-8.0997255E-003
 2.7200401E+001, 3.1368605E+001,-1.2174938E+001,-1.5371742E+001,-3.0620107E+000, 2.8874140E-002, 0.0000000E+000, 0.0000000E+000, 4.6213031E-001, 7.8878870E-001,-6.0608967E-001, 1.4100747E-003,-1.1066794E-002
 2.7400585E+001, 2.9774897E+001,-1.1576079E+001,-2.5511360E+001,-2.9034247E+000, 2.9263786E-002, 0.0000000E+000, 0.0000000E+000,-1.0371563E+001,-1.0186703E+001,-5.6605101E-001, 1.4098205E-003,-1.7926350E-002
 2.7600012E+001, 3.8829309E+001,-1.4694318E+001,-2.0072257E+001,-3.1249814E+000, 2.9042986E-002, 0.0000000E+000, 0.0000000E+000, 6.8907443E-001, 9.6679489E-001,-5.8689099E-001, 1.4102008E-003,-1.4573001E-002
 2.7800196E+001, 3.6139286E+001,-1.4014578E+001,-1.8743613E+001,-3.0660318E+000, 2.9000751E-002, 0.0000000E+000, 0.0000000E+000, 1.2844460E-001, 3.4406337E-001,-5.9239842E-001, 1.4111367E-003,-1.3536412E-002
 2.8000380E+001, 3.4247345E+001,-1.3386532E+001,-1.6145676E+001,-3.1001612E+000, 2.9631304E-002, 0.0000000E+000, 0.0000000E+000, 1.4163889E+000, 1.6446069E+000,-6.0273171E-001, 1.4126745E-003,-1.1777016E-002
 2.8200563E+001, 3.6727237E+001,-1.3960450E+001,-1.7429594E+001,-3.2427662E+000, 2.9573759E-002, 0.0000000E+000, 0.0000000E+000, 1.6233511E+000, 2.1240006E+000,-5.9761128E-001, 1.4126818E-003,-1.2573824E-002
 2.8400747E+001, 3.4160930E+001,-1.3094335E+001,-1.8473160E+001,-3.0260103E+000, 3.0051832E-002, 0.0000000E+000, 0.0000000E+000,-3.5527433E-001,-4.0252296E-001,-5.9367247E-001, 1.4138745E-003,-1.3219536E-002
 2.8600174E+001, 3.1823835E+001,-1.2512330E+001,-1.8683382E+001,-2.9625076E+000, 3.0869135E-002, 0.0000000E+000, 0.0000000E+000,-2.6212940E+000,-2.3035153E+000,-5.9294482E-001, 1.4149654E-003,-1.3349379E-002
 2.8800358E+001, 3.2841116E+001,-1.3067381E+001,-1.7648049E+001,-3.1452252E+000, 3.0184146E-002, 0.0000000E+000, 0.0000000E+000,-9.2399686E-001,-9.8935469E-001,-5.9706050E-001, 1.4160268E-003,-1.2579721E-002
 2.9000542E+001, 3.3013095E+001,-1.2713717E+001,-1.5893936E+001,-3.3224168E+000, 2.9409659E-002, 0.0000000E+000, 0.0000000E+000, 6.8895498E-001, 1.1124352E+000,-6.0397888E-001, 1.4148673E-003,-1.1352640E-002
 2.9200726E+001, 3.2751858E+001,-1.2228178E+001,-1.7331103E+001,-2.7596800E+000, 2.9759575E-002, 0.0000000E+000, 0.0000000E+000, 2.4849783E-001, 4.6265603E-001,-5.9823133E-001, 1.4121515E-003,-1.2405521E-002
 2.9400150E+001, 3.6700078E+001,-1.4193803E+001,-1.9014049E+001,-2.8164129E+000, 3.0029285E-002, 0.0000000E+000, 0.0000000E+000, 6.5620139E-001, 7.0584232E-001,-5.9135859E-001, 1.4127756E-003,-1.3705225E-002
 2.9600334E+001, 3.1786139E+001,-1.2574279E+001,-2.0363697E+001,-3.1067624E+000, 2.9674406E-002, 0.0000000E+000, 0.0000000E+000,-4.6903545E+000,-4.2289243E+000,-5.8607754E-001, 1.4129105E-003,-1.4709766E-002
 2.9800520E+001, 3.4045337E+001,-1.3386021E+001,-1.7035194E+001,-2.8480774E+000, 2.9725021E-002, 0.0000000E+000, 0.0000000E+000, 7.8657594E-001, 8.0576940E-001,-5.9923686E-001, 1.4133738E-003,-1.2342110E-002
 3.0000704E+001, 3.7799116E+001,-1.4321311E+001,-1.6145514E+001,-2.9320137E+000, 3.0467631E-002, 0.0000000E+000, 0.0000000E+000, 4.2298491E+000, 4.4307446E+000,-6.0274268E-001, 1.4142808E-003,-1.1592851E-002
 3.0200129E+001, 3.4516916E+001,-1.3382198E+001,-1.8348157E+001,-3.2072359E+000, 3.0585126E-002, 0.0000000E+000, 0.0000000E+000,-5.6298951E-001,-3.9009016E-001,-5.9421324E-001, 1.4175867E-003,-1.3070888E-002
 3.0400312E+001, 3.6873600E+001,-1.4424632E+001,-1.8623043E+001,-3.3070200E+000, 3.0517237E-002, 0.0000000E+000, 0.0000000E+000, 3.7381085E-001, 5.4942144E-001,-5.9292260E-001, 1.4200170E-003,-1.3416462E-002
 3.0600496E+001, 2.9921880E+001,-1.1663917E+001,-2.2981195E+001,-3.0751944E+000, 3.0968106E-002, 0.0000000E+000, 0.0000000E+000,-7.8923663E+000,-7.7674586E+000,-5.7590098E-001, 1.4213790E-003,-1.6321007E-002
 3.0800680E+001, 3.6302742E+001,-1.3864850E+001,-1.6803268E+001,-2.7946213E+000, 3.0373634E-002, 0.0000000E+000, 0.0000000E+000, 2.6617958E+000, 2.8703762E+000,-6.0009739E-001, 1.4205929E-003,-1.2161430E-002
 3.1000107E+001, 3.3031833E+001,-1.2756494E+001,-1.4853541E+001,-3.0201066E+000, 3.1250636E-002, 0.0000000E+000, 0.0000000E+000, 2.4372009E+000, 2.4329414E+000,-6.0779514E-001, 1.4199569E-003,-1.0942183E-002
 3.1200291E+001, 3.6232825E+001,-1.3732354E+001,-1.8016818E+001,-3.1855742E+000, 3.0469186E-002, 0.0000000E+000, 0.0000000E+000, 1.0714623E+000, 1.3285481E+000,-5.9509140E-001, 1.4196726E-003,-1.3151695E-002
 3.1400475E+001, 2.8670297E+001,-1.0882244E+001,-2.0377432E+001,-2.9002434E+000, 3.0632752E-002, 0.0000000E+000, 0.0000000E+000,-5.5764620E+000,-5.4589895E+000,-5.8619481E-001, 1.4171999E-003,-1.4597211E-002
 3.1600658E+001, 3.5558400E+001,-1.3427785E+001,-2.2011660E+001,-2.9318048E+000, 3.1107127E-002, 0.0000000E+000, 0.0000000E+000,-3.0428735E+000,-2.7817426E+000,-5.7959012E-001, 1.4173830E-003,-1.5630481E-002
 3.1800085E+001, 3.4803370E+001,-1.3624407E+001,-1.7222688E+001,-2.9226165E+000, 3.2524176E-002, 0.0000000E+000, 0.0000000E+000, 1.0651024E+000, 1.0661814E+000,-5.9854744E-001, 1.4187183E-003,-1.2423081E-002
 3.2000267E+001, 3.7323269E+001,-1.4706612E+001,-1.7340807E+001,-3.1393314E+000, 3.1795484E-002, 0.0000000E+000, 0.0000000E+000, 1.8666187E+000, 2.1683142E+000,-5.9803083E-001, 1.4208954E-003,-1.2448763E-002
 3.2200451E+001, 3.1997775E+001,-1.2403125E+001,-1.6491745E+001,-2.9108321E+000, 3.2023520E-002, 0.0000000E+000, 0.0000000E+000,-9.3198951E-002, 2.2409664E-001,-6.0151106E-001, 1.4186450E-003,-1.1920023E-002
 3.2400635E+001, 3.2920149E+001,-1.2740609E+001,-1.3135992E+001,-2.6692603E+000, 3.2212768E-002, 0.0000000E+000, 0.0000000E+000, 4.4069548E+000, 4.4064999E+000,-6.1462758E-001, 1.4189876E-003,-9.7480533E-003
 3.2600063E+001, 3.6495995E+001,-1.4173577E+001,-1.9428493E+001,-3.0283305E+000, 3.2323801E-002, 0.0000000E+000, 0.0000000E+000,-3.7237623E-001,-1.0208148E-001,-5.8972524E-001, 1.4204041E-003,-1.4013256E-002
 3.2800247E+001, 3.8859812E+001,-1.5104123E+001,-1.9886629E+001,-3.3942157E+000, 3.2167649E-002, 0.0000000E+000, 0.0000000E+000, 4.6744726E-001, 5.0701084E-001,-5.8780997E-001, 1.4232292E-003,-1.4289086E-002
 3.3000431E+001, 3.1144961E+001,-1.2099171E+001,-1.7004983E+001,-3.0889689E+000, 3.2299849E-002, 0.0000000E+000, 0.0000000E+000,-1.4925811E+000,-1.0158612E+000,-5.9949914E-001, 1.4221728E-003,-1.2249324E-002
 3.3200615E+001, 3.5034194E+001,-1.3654800E+001,-1.9659281E+001,-2.6892266E+000, 3.1902051E-002, 0.0000000E+000, 0.0000000E+000,-1.2060334E+000,-9.3721173E-001,-5.8891077E-001, 1.4248469E-003,-1.4033962E-002
 3.3400040E+001, 3.3369044E+001,-1.2907404E+001,-1.5943784E+001,-2.9335016E+000, 3.1613996E-002, 0.0000000E+000, 0.0000000E+000, 1.4389266E+000, 1.6159686E+000,-6.0346010E-001, 1.4263474E-003,-1.1668883E-002
 3.3600224E+001, 3.4930321E+001,-1.3340078E+001,-1.6826580E+001,-3.0295671E+000, 3.2123530E-002, 0.0000000E+000, 0.0000000E+000, 1.7463621E+000, 1.7662196E+000,-5.9998370E-001, 1.4273637E-003,-1.2234496E-002
 3.3800407E+001, 3.3471838E+001,-1.2848443E+001,-2.0160487E+001,-3.0573236E+000, 3.2358455E-002, 0.0000000E+000, 0.0000000E+000,-2.8384710E+000,-2.5620577E+000,-5.8676031E-001, 1.4288741E-003,-1.4598806E-002
 3.4000591E+001, 3.1132417E+001,-1.1792145E+001,-1.8206458E+001,-2.9935877E+000, 3.2598768E-002, 0.0000000E+000, 0.0000000E+000,-1.7953842E+000,-1.8271746E+000,-5.9476884E-001, 1.4305874E-003,-1.3044670E-002
 3.4200016E+001, 3.0254902E+001,-1.1598528E+001,-1.6730429E+001,-2.7946493E+000, 3.2839209E-002, 0.0000000E+000, 0.0000000E+000,-1.2134870E+000,-8.3586509E-001,-6.0055272E-001, 1.4302288E-003,-1.2160631E-002
 3.4400200E+001, 3.7856758E+001,-1.4807176E+001,-1.6097730E+001,-2.8575805E+000, 3.2329806E-002, 0.0000000E+000, 0.0000000E+000, 4.2435186E+000, 4.1266005E+000,-6.0301227E-001, 1.4330546E-003,-1.1510144E-002
 3.4600384E+001, 4.2035140E+001,-1.5455858E+001,-1.4338031E+001,-2.9970253E+000, 3.3107038E-002, 0.0000000E+000, 0.0000000E+000, 8.9943809E+000, 9.2773326E+000,-6.0961388E-001, 1.4330996E-003,-1.0400722E-002
 3.4800568E+001, 3.1601896E+001,-1.2066398E+001,-2.1679977E+001,-2.8243569E+000, 3.3986451E-002, 0.0000000E+000, 0.0000000E+000,-4.9490465E+000,-4.9348495E+000,-5.8134038E-001, 1.4332685E-003,-1.5133528E-002
 3.5000751E+001, 3.5231503E+001,-1.3417855E+001,-2.5817691E+001,-3.2592921E+000, 3.4548078E-002, 0.0000000E+000, 0.0000000E+000,-7.4771089E+000,-7.2287865E+000,-5.6490944E-001, 1.4366809E-003,-1.7967866E-002
 3.5200180E+001, 3.3735257E+001,-1.2910249E+001,-1.8561302E+001,-2.9979995E+000, 3.4477638E-002, 0.0000000E+000, 0.0000000E+000,-8.0171810E-001,-6.9981548E-001,-5.9335104E-001, 1.4388574E-003,-1.3198348E-002
 3.5400364E+001, 3.9244004E+001,-1.4811853E+001,-1.4231790E+001,-3.2140490E+000, 3.4431061E-002, 0.0000000E+000, 0.0000000E+000, 6.6947572E+000, 7.0207438E+000,-6.1021826E-001, 1.4437005E-003,-1.0318752E-002
 3.5600548E+001, 3.1475096E+001,-1.1946312E+001,-1.9252228E+001,-3.1124845E+000, 3.5160440E-002, 0.0000000E+000, 0.0000000E+000,-2.8832227E+000,-2.8007674E+000,-5.9058281E-001, 1.4454612E-003,-1.3783989E-002
 3.5800732E+001, 2.8243971E+001,-1.1035351E+001,-1.8779654E+001,-2.9149934E+000, 3.4460961E-002, 0.0000000E+000, 0.0000000E+000,-4.5933468E+000,-4.4515668E+000,-5.9261683E-001, 1.4463952E-003,-1.3474320E-002
 3.6000156E+001, 3.1143486E+001,-1.1940756E+001,-1.9843404E+001,-2.6499996E+000, 3.4432675E-002, 0.0000000E+000, 0.0000000E+000,-3.5868680E+000,-3.2562400E+000,-5.8830927E-001, 1.4442465E-003,-1.4149066E-002
 3.6200340E+001, 4.0334305E+001,-1.5343344E+001,-1.4997497E+001,-3.0898261E+000, 3.5192452E-002, 0.0000000E+000, 0.0000000E+000, 6.7573588E+000, 6.9388302E+000,-6.0724304E-001, 1.4470101E-003,-1.0765240E-002
 3.6400524E+001, 3.6019241E+001,-1.4071637E+001,-1.4977988E+001,-3.0049455E+000, 3.5482061E-002, 0.0000000E+000, 0.0000000E+000, 3.9805537E+000, 4.0001536E+000,-6.0751633E-001, 1.4510468E-003,-1.0688454E-002
 3.6600708E+001, 4.1494217E+001,-1.5805503E+001,-1.7891512E+001,-2.8990455E+000, 3.5821792E-002, 0.0000000E+000, 0.0000000E+000, 4.5909480E+000, 4.9339776E+000,-5.9578334E-001, 1.4527993E-003,-1.2663965E-002
 3.6800133E+001, 3.4608635E+001,-1.3216365E+001,-1.6668438E+001,-3.0543829E+000, 3.7260074E-002, 0.0000000E+000, 0.0000000E+000, 1.6367453E+000, 1.7067094E+000,-6.0077820E-001, 1.4546292E-003,-1.1919453E-002
 3.7000317E+001, 3.3415422E+001,-1.2836286E+001,-1.9110675E+001,-3.0861413E+000, 3.6979597E-002, 0.0000000E+000, 0.0000000E+000,-1.6275966E+000,-1.5807004E+000,-5.9136200E-001, 1.4572990E-003,-1.3393786E-002
 3.7200500E+001, 2.8822954E+001,-1.1236883E+001,-2.0615848E+001,-2.7111776E+000, 3.7789232E-002, 0.0000000E+000, 0.0000000E+000,-5.9330855E+000,-5.7031650E+000,-5.8578150E-001, 1.4561778E-003,-1.4227871E-002
 3.7400684E+001, 3.7452348E+001,-1.4756691E+001,-1.8322015E+001,-3.0035953E+000, 3.7581563E-002, 0.0000000E+000, 0.0000000E+000, 1.2295482E+000, 1.4076285E+000,-5.9429613E-001, 1.4587087E-003,-1.2942338E-002
 3.7600113E+001, 3.5800258E+001,-1.3687664E+001,-1.7358318E+001,-3.0781675E+000, 3.8523500E-002, 0.0000000E+000, 0.0000000E+000, 1.4280569E+000, 1.7146319E+000,-5.9810898E-001, 1.4577917E-003,-1.2264565E-002
 3.7800297E+001, 3.6956514E+001,-1.4207495E+001,-2.0398680E+001,-2.5677618E+000, 3.7726919E-002, 0.0000000E+000, 0.0000000E+000,-2.5539047E-001,-1.7969576E-001,-5.8594865E-001, 1.4581278E-003,-1.4447455E-002
 3.8000481E+001, 3.1325677E+001,-1.2349761E+001,-2.0908715E+001,-2.9923434E+000, 3.8232407E-002, 0.0000000E+000, 0.0000000E+000,-5.4002483E+000,-4.8869101E+000,-5.8408880E-001, 1.4571837E-003,-1.4907147E-002
 3.8200665E+001, 3.9468851E+001,-1.5195636E+001,-1.4445968E+001,-2.7859858E+000, 3.7957177E-002, 0.0000000E+000, 0.0000000E+000, 7.0772566E+000, 7.0792185E+000,-6.0924241E-001, 1.4601780E-003,-1.0563230E-002
 3.8400089E+001, 3.3935085E+001,-1.2972534E+001,-1.7085767E+001,-2.9615301E+000, 3.9578215E-002, 0.0000000E+000, 0.0000000E+000, 5.4384915E-001, 9.5483233E-001,-5.9910771E-001, 1.4606837E-003,-1.2229511E-002
 3.8600273E+001, 3.3515700E+001,-1.3042619E+001,-2.0308417E+001,-2.7424402E+000, 3.9491339E-002, 0.0000000E+000, 0.0000000E+000,-2.5359023E+000,-2.5382844E+000,-5.8663434E-001, 1.4620359E-003,-1.4230076E-002
 3.8800457E+001, 3.1348640E+001,-1.2204850E+001,-2.0129926E+001,-2.7885084E+000, 4.0095513E-002, 0.0000000E+000, 0.0000000E+000,-3.9009251E+000,-3.7345489E+000,-5.8726629E-001, 1.4621938E-003,-1.4217641E-002
 3.9000641E+001, 3.5051359E+001,-1.3934696E+001,-1.7259857E+001,-2.5364343E+000, 4.0466353E-002, 0.0000000E+000, 0.0000000E+000, 1.1957775E+000, 1.3608390E+000,-5.9831474E-001, 1.4637439E-003,-1.2463722E-002
 3.9200066E+001, 3.7304341E+001,-1.4424903E+001,-1.4633498E+001,-2.9036924E+000, 4.0669476E-002, 0.0000000E+000, 0.0000000E+000, 5.3597439E+000, 5.3829172E+000,-6.0865140E-001, 1.4666183E-003,-1.0603546E-002
 3.9400249E+001, 3.6306469E+001,-1.3900791E+001,-1.1523368E+001,-2.7768579E+000, 4.1347882E-002, 0.0000000E+000, 0.0000000E+000, 8.0311488E+000, 8.1468000E+000,-6.2095387E-001, 1.4679673E-003,-8.5347534E-003
 3.9600437E+001, 3.3459060E+001,-1.3025965E+001,-2.2160137E+001,-3.0586200E+000, 3.9660478E-002, 0.0000000E+000, 0.0000000E+000,-4.8771593E+000,-4.7460023E+000,-5.7934201E-001, 1.4697806E-003,-1.5466806E-002
 3.9800621E+001, 3.6462179E+001,-1.3879806E+001,-2.3099931E+001,-3.0669650E+000, 4.0661504E-002, 0.0000000E+000, 0.0000000E+000,-4.0095046E+000,-3.5438620E+000,-5.7517243E-001, 1.4711031E-003,-1.6402762E-002
 4.0000046E+001, 3.5946684E+001,-1.3863850E+001,-1.7044472E+001,-2.8434276E+000, 4.1257771E-002, 0.0000000E+000, 0.0000000E+000, 2.2160416E+000, 2.2361915E+000,-5.9900588E-001, 1.4750987E-003,-1.2393234E-002
 4.0200230E+001, 3.0921200E+001,-1.2328813E+001,-2.0975707E+001,-2.6758668E+000, 4.2167522E-002, 0.0000000E+000, 0.0000000E+000,-5.3126656E+000,-5.0170199E+000,-5.8382860E-001, 1.4766935E-003,-1.4884022E-002
 4.0400414E+001, 3.6892785E+001,-1.4773051E+001,-1.8518314E+001,-3.1427838E+000, 4.0993535E-002, 0.0000000E+000, 0.0000000E+000, 5.0894368E-001, 4.9962991E-001,-5.9352274E-001, 1.4778131E-003,-1.3073498E-002
 4.0600254E+001, 3.7691554E+001,-1.4518166E+001,-1.7023105E+001,-3.2380920E+000, 4.1163673E-002, 0.0000000E+000, 0.0000000E+000, 2.6397416E+000, 2.9533544E+000,-5.9919354E-001, 1.4766861E-003,-1.2225151E-002
 4.0800426E+001, 3.6942018E+001,-1.4540772E+001,-1.5332760E+001,-3.0704363E+000, 4.1826014E-002, 0.0000000E+000, 0.0000000E+000, 3.9703086E+000, 4.0398756E+000,-6.0591497E-001, 1.4804599E-003,-1.1077500E-002
 4.1000603E+001, 3.5042897E+001,-1.3484226E+001,-1.7646611E+001,-3.0351737E+000, 4.3926688E-002, 0.0000000E+000, 0.0000000E+000, 7.3550387E-001, 9.2081344E-001,-5.9681116E-001, 1.4839023E-003,-1.2653529E-002
 4.1200779E+001, 3.7434238E+001,-1.4256003E+001,-1.9110576E+001,-3.0742779E+000, 4.4425948E-002, 0.0000000E+000, 0.0000000E+000, 6.9927005E-001, 1.0378068E+000,-5.9086704E-001, 1.4879219E-003,-1.3737938E-002
 4.1400162E+001, 3.7549820E+001,-1.4510045E+001,-1.8653883E+001,-3.0847064E+000, 4.5040979E-002, 0.0000000E+000, 0.0000000E+000, 1.2105014E+000, 1.3462260E+000,-5.9255951E-001, 1.4909904E-003,-1.3523009E-002
 4.1600334E+001, 3.8092231E+001,-1.4793071E+001,-1.6085940E+001,-3.1849753E+000, 4.5962945E-002, 0.0000000E+000, 0.0000000E+000, 3.9424778E+000, 4.0742087E+000,-6.0270154E-001, 1.4951783E-003,-1.1773893E-002
 4.1800510E+001, 3.7257643E+001,-1.4299287E+001,-1.8157736E+001,-3.3287598E+000, 4.6525405E-002, 0.0000000E+000, 0.0000000E+000, 1.2616422E+000, 1.5183856E+000,-5.9458150E-001, 1.4991179E-003,-1.3088275E-002
 4.2000687E+001, 3.2871085E+001,-1.2784484E+001,-2.1057033E+001,-3.0665461E+000, 4.7450336E-002, 0.0000000E+000, 0.0000000E+000,-4.1823109E+000,-3.9895267E+000,-5.8368281E-001, 1.5022023E-003,-1.4648082E-002
 4.2200069E+001, 3.5697245E+001,-1.3945126E+001,-2.0451980E+001,-3.0512368E+000, 4.7816005E-002, 0.0000000E+000, 0.0000000E+000,-1.9059786E+000,-1.7032817E+000,-5.8602417E-001, 1.5051080E-003,-1.4222253E-002
 4.2400246E+001, 3.9141441E+001,-1.5288939E+001,-1.9604184E+001,-3.0428191E+000, 4.7825853E-002, 0.0000000E+000, 0.0000000E+000, 1.0694762E+000, 1.2533248E+000,-5.8902250E-001, 1.5086141E-003,-1.3830645E-002
