s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,kg/s
 7.6004615E+000, 2.0444193E+001,-7.0943298E+000,-1.0065508E+001,-2.2612559E+000, 1.4086854E-002, 0.0000000E+000, 0.0000000E+000, 1.0077904E+000, 1.0371864E+000,-6.2811949E-001, 9.1830595E-004,-7.0636468E-003
 7.8000894E+000, 2.2348643E+001,-8.0567121E+000,-7.5310441E+000,-2.3824314E+000, 1.4816845E-002, 0.0000000E+000, 0.0000000E+000, 4.3751519E+000, 4.3932718E+000,-6.3811065E-001, 9.3453592E-004,-5.3437042E-003
 8.0008326E+000, 2.1282733E+001,-7.6455743E+000,-6.2368812E+000,-2.5312558E+000, 1.5158811E-002, 0.0000000E+000, 0.0000000E+000, 4.8479621E+000, 4.8841802E+000,-6.4330566E-001, 9.5082899E-004,-4.4291274E-003
 8.2004604E+000, 2.2677522E+001,-8.2141274E+000,-8.3144081E+000,-2.5251135E+000, 1.5164890E-002, 0.0000000E+000, 0.0000000E+000, 3.6245471E+000, 3.6390374E+000,-6.3510982E-001, 9.6006897E-004,-5.7508344E-003
 8.4000893E+000, 2.3844612E+001,-8.3752571E+000,-9.2562613E+000,-2.4280769E+000, 1.5408895E-002, 0.0000000E+000, 0.0000000E+000, 3.7673562E+000, 3.8004253E+000,-6.3134563E-001, 9.6242898E-004,-6.3403008E-003
 8.6008320E+000, 2.4415998E+001,-8.6119179E+000,-1.4914430E+001,-2.2830385E+000, 1.5517582E-002, 0.0000000E+000, 0.0000000E+000,-1.3907048E+000,-1.3778713E+000,-6.0873836E-001, 9.6479820E-004,-1.0385396E-002
 8.8004599E+000, 2.2796975E+001,-7.9476111E+000,-1.4040509E+001,-2.3535382E+000, 1.5259231E-002, 0.0000000E+000, 0.0000000E+000,-1.5415643E+000,-1.5294243E+000,-6.1206624E-001, 9.6716498E-004,-9.9684101E-003
 9.0000877E+000, 2.4328967E+001,-8.6149166E+000,-1.2959023E+001,-2.3501480E+000, 1.5215083E-002, 0.0000000E+000, 0.0000000E+000, 3.6201539E-001, 4.2009449E-001,-6.1623048E-001, 9.6952510E-004,-9.2965275E-003
 9.2008314E+000, 2.2673347E+001,-7.8811083E+000,-1.0178018E+001,-2.3695901E+000, 1.5382639E-002, 0.0000000E+000, 0.0000000E+000, 2.2590386E+000, 2.2600131E+000,-6.2739198E-001, 9.7890100E-004,-7.3041888E-003
 9.4004593E+000, 2.4456541E+001,-8.5842725E+000,-1.3762849E+001,-2.1727008E+000, 1.6005194E-002, 0.0000000E+000, 0.0000000E+000,-8.0466264E-002,-4.7276893E-002,-6.1313886E-001, 9.9513543E-004,-9.7297295E-003
 9.6000872E+000, 2.1589398E+001,-7.6788938E+000,-1.0521538E+001,-2.3250299E+000, 1.6274572E-002, 0.0000000E+000, 0.0000000E+000, 1.0511111E+000, 1.0802100E+000,-6.2613055E-001, 1.0113241E-003,-7.4731861E-003
 9.8008308E+000, 2.4204210E+001,-8.7156281E+000,-1.1522001E+001,-2.4265715E+000, 1.6905258E-002, 0.0000000E+000, 0.0000000E+000, 1.5378610E+000, 1.5569146E+000,-6.2220077E-001, 1.0275757E-003,-8.0287303E-003
 1.0000459E+001, 2.4743462E+001,-8.8566859E+000,-1.0342624E+001,-2.1964283E+000, 1.7369294E-002, 0.0000000E+000, 0.0000000E+000, 3.3177968E+000, 3.3650934E+000,-6.2680569E-001, 1.0438104E-003,-7.2385257E-003
 1.0200087E+001, 2.6220349E+001,-9.2532072E+000,-1.2620153E+001,-1.9771331E+000, 1.8114017E-002, 0.0000000E+000, 0.0000000E+000, 2.3779701E+000, 2.3879702E+000,-6.1763092E-001, 1.0534465E-003,-8.8818565E-003
 1.0400830E+001, 2.5153776E+001,-9.0648429E+000,-1.3229029E+001,-2.2985653E+000, 1.8908552E-002, 0.0000000E+000, 0.0000000E+000, 5.5957045E-001, 5.8024709E-001,-6.1532247E-001, 1.0566730E-003,-9.2671032E-003
 1.0600458E+001, 2.5697966E+001,-9.2235143E+000,-1.2820285E+001,-2.4165487E+000, 1.8785672E-002, 0.0000000E+000, 0.0000000E+000, 1.2160154E+000, 1.2564033E+000,-6.1718159E-001, 1.0598967E-003,-8.7036414E-003
 1.0800086E+001, 2.7078967E+001,-9.4330698E+000,-8.8528878E+000,-2.0480062E+000, 1.8887927E-002, 0.0000000E+000, 0.0000000E+000, 6.7328006E+000, 6.7638913E+000,-6.3270379E-001, 1.0631107E-003,-6.1186637E-003
 1.1000829E+001, 2.6041169E+001,-9.0809895E+000,-1.8084844E+001,-1.9656608E+000, 1.8726259E-002, 0.0000000E+000, 0.0000000E+000,-3.0831657E+000,-3.0715984E+000,-5.9599665E-001, 1.0663361E-003,-1.2585221E-002
 1.1200458E+001, 2.4167001E+001,-8.3790876E+000,-1.4868617E+001,-2.0197403E+000, 1.8395823E-002, 0.0000000E+000, 0.0000000E+000,-1.0999153E+000,-1.0820479E+000,-6.0875819E-001, 1.0717219E-003,-1.0432945E-002
 1.1400085E+001, 2.5283308E+001,-8.8996382E+000,-1.3554939E+001,-2.1238316E+000, 1.8654883E-002, 0.0000000E+000, 0.0000000E+000, 6.7701888E-001, 7.2355431E-001,-6.1403682E-001, 1.0792008E-003,-9.4534544E-003
 1.1600828E+001, 2.6121690E+001,-9.2596543E+000,-1.1924687E+001,-2.3155579E+000, 1.9191303E-002, 0.0000000E+000, 0.0000000E+000, 2.6231573E+000, 2.6409821E+000,-6.2058228E-001, 1.0867110E-003,-8.2076986E-003
 1.1800456E+001, 2.3275177E+001,-8.5511873E+000,-8.6572361E+000,-2.4831095E+000, 1.9346024E-002, 0.0000000E+000, 0.0000000E+000, 3.5690549E+000, 3.6029897E+000,-6.3366492E-001, 1.0942119E-003,-5.9754064E-003
 1.2000084E+001, 2.8041371E+001,-1.0042057E+001,-8.6955518E+000,-2.7976378E+000, 1.9632038E-002, 0.0000000E+000, 0.0000000E+000, 6.4867038E+000, 6.5257559E+000,-6.3340490E-001, 1.1016925E-003,-5.9299704E-003
 1.2200828E+001, 2.8134348E+001,-9.7993613E+000,-1.2386672E+001,-2.6439967E+000, 1.9629426E-002, 0.0000000E+000, 0.0000000E+000, 3.3244478E+000, 3.3239474E+000,-6.1909906E-001, 1.1055449E-003,-8.0773816E-003
 1.2400455E+001, 2.6595279E+001,-9.4608476E+000,-1.7798410E+001,-3.0570381E+000, 1.9678204E-002, 0.0000000E+000, 0.0000000E+000,-3.7081221E+000,-3.7013381E+000,-5.9752033E-001, 1.1058143E-003,-1.2063388E-002
 1.2600083E+001, 2.5804543E+001,-9.4859395E+000,-1.6857637E+001,-3.1721167E+000, 2.1043833E-002, 0.0000000E+000, 0.0000000E+000,-3.7392439E+000,-3.6901057E+000,-6.0133901E-001, 1.1060851E-003,-1.1348118E-002
 1.2800827E+001, 2.8236849E+001,-1.0146215E+001,-1.0931704E+001,-3.3646175E+000, 2.1220315E-002, 0.0000000E+000, 0.0000000E+000, 3.7793155E+000, 3.8155325E+000,-6.2443962E-001, 1.1063566E-003,-7.5720155E-003
 1.3000455E+001, 2.8085723E+001,-9.8114566E+000,-1.2507165E+001,-3.1771268E+000, 2.1285708E-002, 0.0000000E+000, 0.0000000E+000, 2.5854691E+000, 2.6112604E+000,-6.1809168E-001, 1.1066248E-003,-8.7203168E-003
 1.3200083E+001, 2.8163912E+001,-9.8373981E+000,-1.1828902E+001,-3.0201917E+000, 2.1776345E-002, 0.0000000E+000, 0.0000000E+000, 3.4841831E+000, 3.4991970E+000,-6.2075682E-001, 1.1115764E-003,-8.3058561E-003
 1.3400826E+001, 2.5802174E+001,-9.0668674E+000,-1.3027544E+001,-3.0118898E+000, 2.1634169E-002, 0.0000000E+000, 0.0000000E+000, 6.8663606E-001, 7.1750661E-001,-6.1576230E-001, 1.1211557E-003,-9.4373347E-003
 1.3600454E+001, 2.7605773E+001,-9.5703219E+000,-1.0835707E+001,-2.6131019E+000, 2.0716702E-002, 0.0000000E+000, 0.0000000E+000, 4.5877741E+000, 4.6073589E+000,-6.2436493E-001, 1.1307332E-003,-7.9198119E-003
 1.3800082E+001, 2.3204150E+001,-8.2068302E+000,-1.0968251E+001,-2.4022975E+000, 2.0056215E-002, 0.0000000E+000, 0.0000000E+000, 1.6272311E+000, 1.6468267E+000,-6.2408506E-001, 1.1402770E-003,-7.9138630E-003
 1.4000825E+001, 2.9570727E+001,-1.0541939E+001,-1.1917446E+001,-2.3413372E+000, 2.0278994E-002, 0.0000000E+000, 0.0000000E+000, 4.7440270E+000, 4.7902839E+000,-6.2015704E-001, 1.1498699E-003,-8.5203710E-003
 1.4200454E+001, 2.4464141E+001,-8.5963788E+000,-1.1301442E+001,-2.0314709E+000, 2.0407436E-002, 0.0000000E+000, 0.0000000E+000, 2.5231786E+000, 2.5552570E+000,-6.2285349E-001, 1.1637391E-003,-7.9466188E-003
 1.4400082E+001, 3.0760030E+001,-1.0891352E+001,-8.4866016E+000,-2.5908015E+000, 2.1653339E-002, 0.0000000E+000, 0.0000000E+000, 8.7855476E+000, 8.8129279E+000,-6.3369192E-001, 1.1817633E-003,-6.1932223E-003
 1.4600824E+001, 2.6659503E+001,-9.5658771E+000,-8.6909267E+000,-3.3250351E+000, 2.2575390E-002, 0.0000000E+000, 0.0000000E+000, 5.0778408E+000, 5.1002395E+000,-6.3327402E-001, 1.1998574E-003,-6.0840390E-003
 1.4800452E+001, 3.0062093E+001,-1.0895294E+001,-9.9344530E+000,-3.1045731E+000, 2.3372976E-002, 0.0000000E+000, 0.0000000E+000, 6.1296101E+000, 6.1511454E+000,-6.2838491E-001, 1.2179416E-003,-6.7474576E-003
 1.5000081E+001, 2.6659165E+001,-9.6417551E+000,-1.5803259E+001,-3.2117182E+000, 2.4040939E-002, 0.0000000E+000, 0.0000000E+000,-1.9667921E+000,-1.9735259E+000,-6.0509390E-001, 1.2359746E-003,-1.0939128E-002
 1.5200824E+001, 3.0625003E+001,-1.1031224E+001,-1.9197168E+001,-3.4070335E+000, 2.4167630E-002, 0.0000000E+000, 0.0000000E+000,-3.0359079E+000,-2.9862545E+000,-5.9175693E-001, 1.2449501E-003,-1.3002458E-002
 1.5400452E+001, 3.0387519E+001,-1.0782015E+001,-1.3193588E+001,-3.0573439E+000, 2.3415635E-002, 0.0000000E+000, 0.0000000E+000, 3.3429872E+000, 3.3779868E+000,-6.1527729E-001, 1.2449717E-003,-9.0948857E-003
 1.5600080E+001, 3.1242452E+001,-1.1188750E+001,-1.1011362E+001,-3.2226965E+000, 2.4341950E-002, 0.0000000E+000, 0.0000000E+000, 5.8100240E+000, 5.8439863E+000,-6.2370148E-001, 1.2449982E-003,-7.8567748E-003
 1.5800823E+001, 2.8443365E+001,-1.0311469E+001,-1.0674424E+001,-3.4403114E+000, 2.4120261E-002, 0.0000000E+000, 0.0000000E+000, 4.0132119E+000, 4.0412822E+000,-6.2508044E-001, 1.2450256E-003,-7.6820559E-003
 1.6000452E+001, 2.8986926E+001,-1.0285403E+001,-1.6888788E+001,-2.9170004E+000, 2.3735292E-002, 0.0000000E+000, 0.0000000E+000,-1.1006226E+000,-1.0805300E+000,-6.0045963E-001, 1.2450585E-003,-1.1891743E-002
 1.6200079E+001, 3.0299952E+001,-1.0763378E+001,-1.4582767E+001,-3.0650337E+000, 2.3037328E-002, 0.0000000E+000, 0.0000000E+000, 1.8799592E+000, 1.9118110E+000,-6.0946732E-001, 1.2450621E-003,-1.0376874E-002
 1.6400822E+001, 3.1044896E+001,-1.1094299E+001,-1.2375870E+001,-3.1082025E+000, 2.4232629E-002, 0.0000000E+000, 0.0000000E+000, 4.4337627E+000, 4.4907566E+000,-6.1804098E-001, 1.2450773E-003,-9.0337247E-003
 1.6600451E+001, 3.2125801E+001,-1.1357326E+001,-1.3033621E+001,-3.0327944E+000, 2.3516593E-002, 0.0000000E+000, 0.0000000E+000, 4.7165374E+000, 4.7255761E+000,-6.1558245E-001, 1.2450862E-003,-9.2677709E-003
 1.6800079E+001, 2.8810866E+001,-1.0367623E+001,-1.6395582E+001,-3.6087746E+000, 2.3323097E-002, 0.0000000E+000, 0.0000000E+000,-1.5496526E+000,-1.5377897E+000,-6.0251255E-001, 1.2451041E-003,-1.1505151E-002
 1.7000822E+001, 2.9097978E+001,-1.0511981E+001,-1.6353726E+001,-3.3319086E+000, 2.3886426E-002, 0.0000000E+000, 0.0000000E+000,-1.0994964E+000,-1.0757518E+000,-6.0262030E-001, 1.2451297E-003,-1.1505752E-002
 1.7200449E+001, 3.0497861E+001,-1.1087744E+001,-1.4446959E+001,-2.9588836E+000, 2.3194006E-002, 0.0000000E+000, 0.0000000E+000, 1.9809991E+000, 2.0274684E+000,-6.0992902E-001, 1.2451642E-003,-1.0379955E-002
 1.7400078E+001, 3.1275317E+001,-1.1110948E+001,-1.2859870E+001,-2.8733298E+000, 2.3763687E-002, 0.0000000E+000, 0.0000000E+000, 4.4010488E+000, 4.4549330E+000,-6.1618036E-001, 1.2451551E-003,-9.2783592E-003
 1.7600821E+001, 3.1207477E+001,-1.0770494E+001,-1.4417909E+001,-2.4059773E+000, 2.3554971E-002, 0.0000000E+000, 0.0000000E+000, 3.6256810E+000, 3.6366516E+000,-6.0997663E-001, 1.2451663E-003,-1.0283050E-002
 1.7800449E+001, 2.8972416E+001,-1.0231776E+001,-1.0580729E+001,-2.3509158E+000, 2.2905025E-002, 0.0000000E+000, 0.0000000E+000, 5.7926435E+000, 5.8319001E+000,-6.2536296E-001, 1.2451839E-003,-7.6266667E-003
 1.8000076E+001, 2.9070690E+001,-1.0129362E+001,-1.2866724E+001,-2.9564198E+000, 2.3109468E-002, 0.0000000E+000, 0.0000000E+000, 3.1500429E+000, 3.1412930E+000,-6.1637680E-001, 1.2452023E-003,-9.1366240E-003
 1.8200821E+001, 2.9081408E+001,-1.0280839E+001,-1.2930051E+001,-2.7365226E+000, 2.3711992E-002, 0.0000000E+000, 0.0000000E+000, 3.0899329E+000, 3.1577070E+000,-6.1626671E-001, 1.2452200E-003,-9.0215070E-003
 1.8400448E+001, 3.0144088E+001,-1.0528796E+001,-1.1319337E+001,-2.8216653E+000, 2.4488949E-002, 0.0000000E+000, 0.0000000E+000, 5.5099766E+000, 5.4987787E+000,-6.2246878E-001, 1.2452612E-003,-8.0807660E-003
 1.8600077E+001, 3.0221686E+001,-1.0882553E+001,-1.8361823E+001,-3.2807222E+000, 2.4445462E-002, 0.0000000E+000, 0.0000000E+000,-2.3115423E+000,-2.2789672E+000,-5.9509577E-001, 1.2453390E-003,-1.2397762E-002
 1.8800819E+001, 3.1089889E+001,-1.0957570E+001,-1.7146651E+001,-2.9386605E+000, 2.3952861E-002, 0.0000000E+000, 0.0000000E+000, 3.1510399E-002, 7.0961533E-002,-6.0001013E-001, 1.2453816E-003,-1.1357678E-002
 1.9000448E+001, 3.0205874E+001,-1.0741709E+001,-1.3660729E+001,-3.2884080E+000, 2.4462117E-002, 0.0000000E+000, 0.0000000E+000, 2.4985355E+000, 2.5394905E+000,-6.1385961E-001, 1.2454607E-003,-9.0040382E-003
 1.9200075E+001, 3.1665503E+001,-1.1081246E+001,-1.4556523E+001,-3.0023203E+000, 2.3763730E-002, 0.0000000E+000, 0.0000000E+000, 3.0103051E+000, 3.0491778E+000,-6.1007408E-001, 1.2455320E-003,-9.8090433E-003
 1.9400818E+001, 2.6614259E+001,-9.3205757E+000,-1.5088435E+001,-3.3436018E+000, 2.2802940E-002, 0.0000000E+000, 0.0000000E+000,-1.1098540E+000,-1.1155497E+000,-6.0792048E-001, 1.2456044E-003,-1.0368931E-002
 1.9600447E+001, 3.0386758E+001,-1.1089809E+001,-1.4937897E+001,-3.2136810E+000, 2.3258914E-002, 0.0000000E+000, 0.0000000E+000, 1.1288856E+000, 1.1686305E+000,-6.0830268E-001, 1.2457498E-003,-1.0407776E-002
 1.9800076E+001, 2.8449539E+001,-1.0199761E+001,-1.3821349E+001,-3.2906394E+000, 2.3698789E-002, 0.0000000E+000, 0.0000000E+000, 1.1202757E+000, 1.1614888E+000,-6.1280798E-001, 1.2458373E-003,-9.6146125E-003
 2.0000818E+001, 3.3312723E+001,-1.1843515E+001,-1.4619934E+001,-3.3547149E+000, 2.3469095E-002, 0.0000000E+000, 0.0000000E+000, 3.5075185E+000, 3.5180286E+000,-6.0949484E-001, 1.2459611E-003,-1.0123667E-002
 2.0200445E+001, 2.7898874E+001,-9.9748718E+000,-1.5549208E+001,-3.0295349E+000, 2.3636386E-002, 0.0000000E+000, 0.0000000E+000,-6.7381189E-001,-6.3110425E-001,-6.0603209E-001, 1.2461106E-003,-1.0712753E-002
 2.0400074E+001, 2.7807009E+001,-9.9731529E+000,-1.9737577E+001,-3.3353981E+000, 2.2363582E-002, 0.0000000E+000, 0.0000000E+000,-5.2079859E+000,-5.2167554E+000,-5.8939039E-001, 1.2462557E-003,-1.3709177E-002
 2.0600817E+001, 2.9531375E+001,-1.0748258E+001,-1.8495129E+001,-3.0085684E+000, 2.2648915E-002, 0.0000000E+000, 0.0000000E+000,-2.7550671E+000,-2.6979319E+000,-5.9405921E-001, 1.2463568E-003,-1.2999991E-002
 2.0800446E+001, 3.2976380E+001,-1.1545854E+001,-1.4776944E+001,-2.4003703E+000, 2.2492075E-002, 0.0000000E+000, 0.0000000E+000, 4.2464516E+000, 4.2757036E+000,-6.0851691E-001, 1.2463815E-003,-1.0525310E-002
 2.1000072E+001, 3.2484312E+001,-1.1486970E+001,-1.4804547E+001,-2.7583430E+000, 2.3620083E-002, 0.0000000E+000, 0.0000000E+000, 3.4266566E+000, 3.4580730E+000,-6.0864205E-001, 1.2465707E-003,-1.0359053E-002
