s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,kg/s
Time,HRR,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_ENTH,Q_TOTAL,MLR_AIR,MLR_MMA,MLR_PRODUCTS
 0.0000000E+000, 0.0000000E+000,-7.3124606E-003, 2.9184847E-009, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-7.3124577E-003, 1.2690201E-005, 0.0000000E+000, 0.0000000E+000
 2.0173801E-001, 8.6977190E-002,-1.2609718E-002, 1.5068430E-001,-3.8399049E-004,-1.2934281E-005, 0.0000000E+000, 0.0000000E+000, 6.6268344E-002, 2.2465484E-001,-6.3984744E-002, 6.6614710E-006, 0.0000000E+000
 4.0127543E-001, 3.5310721E-001,-4.5678183E-002, 2.5789973E-001,-7.2053643E-003,-2.9810115E-005, 0.0000000E+000, 0.0000000E+000, 2.9632220E-001, 5.5809358E-001,-1.9384817E-001, 1.8731037E-005,-2.3369770E-217
 6.0111821E-001, 6.4199294E-001,-1.6118006E-001,-1.3400969E-001,-2.1930988E-002,-3.9542608E-005, 0.0000000E+000, 0.0000000E+000, 4.5739066E-001, 3.2483266E-001,-3.0837374E-001, 3.0935484E-005,-1.8775577E-160
 8.0032331E-001, 9.3798534E-001,-3.0902964E-001, 9.5840708E-002,-2.4634861E-002,-4.0648135E-005, 0.0000000E+000, 0.0000000E+000, 6.0414585E-001, 7.0012090E-001,-4.0342412E-001, 4.3243791E-005,-2.0075380E-132
 1.0007653E+000, 1.2450076E+000,-4.0724501E-001, 4.6994043E-003,-1.6992544E-002,-3.3641826E-005, 0.0000000E+000, 0.0000000E+000, 8.2284362E-001, 8.2543586E-001,-4.7841115E-001, 5.5543217E-005,-6.8203283E-115
 1.2001888E+000, 1.7331287E+000,-5.4965362E-001, 2.1655497E-002,-2.7852504E-002, 1.9956281E-005, 0.0000000E+000, 0.0000000E+000, 1.1601434E+000, 1.1772981E+000,-5.3492475E-001, 8.4526365E-005,-1.1692028E-101
 1.4000378E+000, 2.7567087E+000,-9.1932144E-001, 3.3862031E-002,-5.2011915E-002, 1.8172622E-004, 0.0000000E+000, 0.0000000E+000, 1.7994441E+000, 1.8194191E+000,-5.7600245E-001, 1.2984088E-004,-1.9013372E-091
 1.6009781E+000, 3.8839471E+000,-1.2944281E+000, 4.6057696E-002,-8.3955213E-002, 4.3737533E-004, 0.0000000E+000, 0.0000000E+000, 2.5320556E+000, 2.5520588E+000,-6.0526398E-001, 1.7525471E-004,-3.9908802E-083
 1.8005503E+000, 5.0076542E+000,-1.6723914E+000, 5.8685432E-002,-1.4423116E-001, 7.8524201E-004, 0.0000000E+000, 0.0000000E+000, 3.2309758E+000, 3.2505023E+000,-6.2565500E-001, 2.2067047E-004,-2.6886002E-076
 2.0001225E+000, 6.1926800E+000,-2.0672855E+000, 7.2042766E-002,-2.7639697E-001, 1.2228948E-003, 0.0000000E+000, 0.0000000E+000, 3.9018083E+000, 3.9222632E+000,-6.3964071E-001, 2.6596847E-004,-2.1748769E-070
 2.2009344E+000, 7.1301598E+000,-2.3916507E+000, 8.1502987E-002,-4.0975548E-001, 1.6871080E-003, 0.0000000E+000, 0.0000000E+000, 4.3923093E+000, 4.4119437E+000,-6.4921966E-001, 3.0460094E-004,-3.6105525E-065
 2.4005067E+000, 7.7681896E+000,-2.6105689E+000, 8.5933197E-002,-6.1733731E-001, 2.1049278E-003, 0.0000000E+000, 0.0000000E+000, 4.6107764E+000, 4.6283215E+000,-6.5571965E-001, 3.3676235E-004,-1.4160683E-051
 2.6000788E+000, 8.5897786E+000,-2.9051762E+000, 9.2655439E-002,-8.5549831E-001, 2.5629263E-003, 0.0000000E+000, 0.0000000E+000, 4.9059679E+000, 4.9243224E+000,-6.6009943E-001, 3.6882308E-004,-1.1761825E-039
 2.8008907E+000, 9.3452324E+000,-3.1759171E+000, 9.9606776E-002,-9.7009927E-001, 3.0398044E-003, 0.0000000E+000, 0.0000000E+000, 5.2808615E+000, 5.3018627E+000,-6.6306121E-001, 4.0090277E-004,-2.6791178E-028
 3.0004628E+000, 1.0136416E+001,-3.4415790E+000, 1.0706787E-001,-1.1224294E+000, 3.5306935E-003, 0.0000000E+000, 0.0000000E+000, 5.6639617E+000, 5.6830058E+000,-6.6505334E-001, 4.3306418E-004,-3.5517683E-021
 3.2000351E+000, 1.0686485E+001,-3.6549551E+000, 9.8578260E-002,-1.2807700E+000, 4.0690852E-003, 0.0000000E+000, 0.0000000E+000, 5.8351030E+000, 5.8534069E+000,-6.6633155E-001, 4.6575055E-004,-9.3340648E-006
 3.4008470E+000, 1.1962337E+001,-4.1031815E+000,-1.7135895E+000,-1.3628932E+000, 4.6578786E-003, 0.0000000E+000, 0.0000000E+000, 4.7724293E+000, 4.7873307E+000,-6.5994734E-001, 4.9919043E-004,-1.2801207E-003
 3.6004190E+000, 1.2297048E+001,-4.1946442E+000,-5.2770559E+000,-1.3844291E+000, 5.3099136E-003, 0.0000000E+000, 0.0000000E+000, 1.4430560E+000, 1.4462289E+000,-6.4620802E-001, 5.3267388E-004,-3.8722186E-003
 3.8012309E+000, 1.2538063E+001,-4.3360298E+000,-7.6062118E+000,-1.4640156E+000, 6.0166440E-003, 0.0000000E+000, 0.0000000E+000,-8.9009472E-001,-8.6217761E-001,-6.3725964E-001, 5.6611325E-004,-5.5613468E-003
 4.0008030E+000, 1.4621490E+001,-5.0338853E+000,-6.2890069E+000,-1.4951414E+000, 6.7224756E-003, 0.0000000E+000, 0.0000000E+000, 1.7827564E+000, 1.8101784E+000,-6.4277245E-001, 5.9955571E-004,-4.5627500E-003
 4.2003756E+000, 1.4469039E+001,-4.9764785E+000,-5.1746871E+000,-1.4274980E+000, 7.2791754E-003, 0.0000000E+000, 0.0000000E+000, 2.8728569E+000, 2.8976550E+000,-6.4730930E-001, 6.2795857E-004,-3.8646489E-003
 4.4011874E+000, 1.5312248E+001,-5.2750411E+000,-4.0421500E+000,-1.6747866E+000, 7.7650236E-003, 0.0000000E+000, 0.0000000E+000, 4.3061299E+000, 4.3280351E+000,-6.5193967E-001, 6.5166231E-004,-3.0608929E-003
 4.6007595E+000, 1.4975876E+001,-5.1790386E+000,-5.0050051E+000,-1.7614089E+000, 8.1729292E-003, 0.0000000E+000, 0.0000000E+000, 3.0179049E+000, 3.0385962E+000,-6.4818191E-001, 6.7533882E-004,-3.7335470E-003
 4.8003316E+000, 1.6967376E+001,-5.9097151E+000,-3.0706598E+000,-1.7908117E+000, 8.7479221E-003, 0.0000000E+000, 0.0000000E+000, 6.1772647E+000, 6.2049377E+000,-6.5591516E-001, 6.9894078E-004,-2.3541166E-003
 5.0011435E+000, 1.6593295E+001,-5.7573016E+000,-5.3538240E+000,-1.8662404E+000, 9.4516523E-003, 0.0000000E+000, 0.0000000E+000, 3.6133175E+000, 3.6253811E+000,-6.4684123E-001, 7.2264451E-004,-3.9508979E-003
 5.2007155E+000, 1.8738695E+001,-6.5846293E+000,-8.1710566E+000,-1.8420991E+000, 9.9908763E-003, 0.0000000E+000, 0.0000000E+000, 2.1346447E+000, 2.1509009E+000,-6.3563508E-001, 7.4224937E-004,-5.8452384E-003
 5.4002881E+000, 1.7323840E+001,-6.0421247E+000,-9.3724407E+000,-1.8552585E+000, 1.0367303E-002, 0.0000000E+000, 0.0000000E+000, 3.7147312E-002, 6.4383390E-002,-6.3092133E-001, 7.5791507E-004,-6.6644583E-003
 5.6008358E+000, 1.8878976E+001,-6.5777164E+000,-6.1462356E+000,-1.8979502E+000, 1.1203098E-002, 0.0000000E+000, 0.0000000E+000, 4.2268028E+000, 4.2682767E+000,-6.4365199E-001, 7.7360516E-004,-4.4903578E-003
 5.8004637E+000, 1.9620231E+001,-6.7336543E+000,-6.6915278E+000,-1.7167010E+000, 1.1567119E-002, 0.0000000E+000, 0.0000000E+000, 4.4868271E+000, 4.4899152E+000,-6.4132817E-001, 7.8929416E-004,-4.9598337E-003
 6.0000920E+000, 1.8762721E+001,-6.5163640E+000,-1.0192163E+001,-1.6429441E+000, 1.1917995E-002, 0.0000000E+000, 0.0000000E+000, 4.0620928E-001, 4.2316748E-001,-6.2752250E-001, 8.0494429E-004,-7.3115116E-003
 6.2008352E+000, 1.9648690E+001,-6.7760294E+000,-1.1569463E+001,-1.8015862E+000, 1.2213185E-002, 0.0000000E+000, 0.0000000E+000,-5.0674028E-001,-4.8617488E-001,-6.2203561E-001, 8.1927904E-004,-8.2606637E-003
 6.4004631E+000, 1.8612020E+001,-6.5055518E+000,-8.8631029E+000,-1.9098554E+000, 1.2078175E-002, 0.0000000E+000, 0.0000000E+000, 1.3057966E+000, 1.3455876E+000,-6.3270108E-001, 8.3224963E-004,-6.5218103E-003
 6.6000910E+000, 2.0084759E+001,-6.9341734E+000,-7.0977937E+000,-1.9915732E+000, 1.2148421E-002, 0.0000000E+000, 0.0000000E+000, 4.0621722E+000, 4.0733667E+000,-6.3969979E-001, 8.4518360E-004,-5.2521652E-003
 6.8008342E+000, 1.8777943E+001,-6.6645513E+000,-7.9291871E+000,-2.1074069E+000, 1.2241761E-002, 0.0000000E+000, 0.0000000E+000, 2.0682736E+000, 2.0890392E+000,-6.3684579E-001, 8.5816787E-004,-5.4386842E-003
 7.0004625E+000, 2.1246457E+001,-7.4043078E+000,-1.2455495E+001,-2.2333637E+000, 1.2683905E-002, 0.0000000E+000, 0.0000000E+000,-8.4496936E-001,-8.3402655E-001,-6.1895976E-001, 8.7113845E-004,-8.3536748E-003
 7.2000904E+000, 2.0590979E+001,-7.1756372E+000,-9.6619214E+000,-2.2242559E+000, 1.2875311E-002, 0.0000000E+000, 0.0000000E+000, 1.5010547E+000, 1.5420399E+000,-6.2986302E-001, 8.8573702E-004,-6.6442294E-003
 7.4008336E+000, 2.3281911E+001,-8.0498289E+000,-8.4222247E+000,-2.2641707E+000, 1.3401109E-002, 0.0000000E+000, 0.0000000E+000, 4.5414314E+000, 4.5590879E+000,-6.3445489E-001, 9.0203008E-004,-6.0149434E-003
