s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,kg/s
 7.6002393E+000, 2.1314815E+001,-7.4045036E+000,-1.2627916E+001,-1.3324815E+000, 1.4159634E-002, 0.0000000E+000, 0.0000000E+000,-5.6358921E-002,-3.5927171E-002,-6.1864986E-001, 9.1830751E-004,-8.0103528E-003
 7.8006473E+000, 2.2268163E+001,-7.8471313E+000,-1.3592573E+001,-1.3597043E+000, 1.4649270E-002, 0.0000000E+000, 0.0000000E+000,-5.5021337E-001,-5.1659547E-001,-6.1476919E-001, 9.3456486E-004,-8.6928409E-003
 8.0010548E+000, 2.1247583E+001,-7.6571761E+000,-8.1798019E+000,-1.4246243E+000, 1.4849058E-002, 0.0000000E+000, 0.0000000E+000, 3.9676852E+000, 4.0008302E+000,-6.3596332E-001, 9.5083220E-004,-5.3320329E-003
 8.2003498E+000, 2.3977895E+001,-8.5369039E+000,-7.6150443E+000,-1.4373067E+000, 1.5403425E-002, 0.0000000E+000, 0.0000000E+000, 6.3834802E+000, 6.4040432E+000,-6.3802555E-001, 9.6007636E-004,-5.0200806E-003
 8.4007578E+000, 2.3323401E+001,-8.2645524E+000,-1.0480208E+001,-1.5047606E+000, 1.5448017E-002, 0.0000000E+000, 0.0000000E+000, 3.0690923E+000, 3.0893279E+000,-6.2678940E-001, 9.6243983E-004,-6.8553308E-003
 8.6000528E+000, 2.3012232E+001,-8.2329417E+000,-1.1220946E+001,-1.5239238E+000, 1.5858907E-002, 0.0000000E+000, 0.0000000E+000, 2.0301751E+000, 2.0502796E+000,-6.2382385E-001, 9.6480432E-004,-7.4199946E-003
 8.8004608E+000, 2.3714557E+001,-8.2898289E+000,-1.4745257E+001,-1.6310262E+000, 1.5642296E-002, 0.0000000E+000, 0.0000000E+000,-9.5075720E-001,-9.3591239E-001,-6.0987114E-001, 9.6717765E-004,-9.7568210E-003
 9.0008688E+000, 2.1696353E+001,-7.7956647E+000,-1.0720540E+001,-1.6546933E+000, 1.5701403E-002, 0.0000000E+000, 0.0000000E+000, 1.5001552E+000, 1.5411569E+000,-6.2583789E-001, 9.6954755E-004,-7.1036414E-003
 9.2001629E+000, 2.3509359E+001,-8.4351150E+000,-1.0452271E+001,-1.6476464E+000, 1.6272308E-002, 0.0000000E+000, 0.0000000E+000, 2.9634344E+000, 2.9905990E+000,-6.2683268E-001, 9.7891664E-004,-6.9033272E-003
 9.4005709E+000, 2.4625819E+001,-8.8526905E+000,-1.3880596E+001,-1.6949645E+000, 1.6802942E-002, 0.0000000E+000, 0.0000000E+000, 1.9179406E-001, 2.1437050E-001,-6.1334467E-001, 9.9515846E-004,-9.0791052E-003
 9.6009789E+000, 2.3168582E+001,-8.1867363E+000,-1.2019225E+001,-1.5977664E+000, 1.6812075E-002, 0.0000000E+000, 0.0000000E+000, 1.3576006E+000, 1.3816667E+000,-6.2065518E-001, 1.0113930E-003,-7.9165643E-003
 9.8002739E+000, 2.5406935E+001,-9.0358054E+000,-1.3621426E+001,-1.5249031E+000, 1.7437827E-002, 0.0000000E+000, 0.0000000E+000, 1.2128787E+000, 1.2422388E+000,-6.1408468E-001, 1.0276394E-003,-9.1620449E-003
 1.0000682E+001, 2.4207831E+001,-8.4452136E+000,-1.1499234E+001,-1.6137386E+000, 1.7803979E-002, 0.0000000E+000, 0.0000000E+000, 2.6425860E+000, 2.6674485E+000,-6.2252033E-001, 1.0438631E-003,-7.6994048E-003
 1.0201090E+001, 2.5866229E+001,-9.0685127E+000,-1.4150826E+001,-1.4650709E+000, 1.7798231E-002, 0.0000000E+000, 0.0000000E+000, 1.1721428E+000, 1.1996180E+000,-6.1217307E-001, 1.0535294E-003,-9.2789234E-003
 1.0400385E+001, 2.4306055E+001,-8.7989767E+000,-1.2624254E+001,-1.6143217E+000, 1.7970829E-002, 0.0000000E+000, 0.0000000E+000, 1.2640017E+000, 1.2864733E+000,-6.1816374E-001, 1.0567844E-003,-8.3806576E-003
 1.0600793E+001, 2.5269689E+001,-9.1910127E+000,-1.3512296E+001,-1.9288105E+000, 1.8489858E-002, 0.0000000E+000, 0.0000000E+000, 6.1754028E-001, 6.5605977E-001,-6.1484505E-001, 1.0600294E-003,-8.7709389E-003
 1.0800087E+001, 2.6480692E+001,-9.3394750E+000,-1.0439196E+001,-1.7811617E+000, 1.8439118E-002, 0.0000000E+000, 0.0000000E+000, 4.9199250E+000, 4.9392978E+000,-6.2686612E-001, 1.0632823E-003,-6.7647778E-003
 1.1000495E+001, 2.6136768E+001,-9.1013274E+000,-1.3458490E+001,-1.7942791E+000, 1.8269010E-002, 0.0000000E+000, 0.0000000E+000, 1.7704165E+000, 1.8009403E+000,-6.1489217E-001, 1.0665338E-003,-8.8373199E-003
 1.1200903E+001, 2.7183322E+001,-9.6281448E+000,-1.5185179E+001,-1.8725043E+000, 1.8794725E-002, 0.0000000E+000, 0.0000000E+000, 4.9279130E-001, 5.1628775E-001,-6.0789850E-001, 1.0719489E-003,-1.0160694E-002
 1.1400198E+001, 2.5634142E+001,-8.9968156E+000,-1.5012258E+001,-1.7542474E+000, 1.9505700E-002, 0.0000000E+000, 0.0000000E+000,-1.2674000E-001,-1.0967398E-001,-6.0871891E-001, 1.0794763E-003,-9.9214620E-003
 1.1600606E+001, 2.5873617E+001,-9.2740410E+000,-1.5279025E+001,-1.7236355E+000, 2.0341378E-002, 0.0000000E+000, 0.0000000E+000,-4.1341031E-001,-3.8274264E-001,-6.0783980E-001, 1.0870550E-003,-9.9224614E-003
 1.1801014E+001, 2.5091099E+001,-8.9957978E+000,-1.5232482E+001,-1.9339338E+000, 2.0092018E-002, 0.0000000E+000, 0.0000000E+000,-1.0800836E+000,-1.0510229E+000,-6.0800103E-001, 1.0946571E-003,-9.9734714E-003
 1.2000309E+001, 2.6207916E+001,-9.3988272E+000,-1.1247670E+001,-1.9486256E+000, 2.0855809E-002, 0.0000000E+000, 0.0000000E+000, 3.5913539E+000, 3.6336491E+000,-6.2351345E-001, 1.1022806E-003,-7.4823276E-003
 1.2200717E+001, 2.7615440E+001,-9.9576671E+000,-1.1712507E+001,-1.9106897E+000, 2.1468764E-002, 0.0000000E+000, 0.0000000E+000, 4.0389128E+000, 4.0560452E+000,-6.2174843E-001, 1.1062423E-003,-7.6686417E-003
 1.2400011E+001, 2.5884887E+001,-9.3840019E+000,-1.4017162E+001,-2.1430963E+000, 2.0727417E-002, 0.0000000E+000, 0.0000000E+000, 3.2892394E-001, 3.6135413E-001,-6.1288682E-001, 1.1066402E-003,-9.0317458E-003
 1.2600419E+001, 2.6003326E+001,-9.4017226E+000,-1.2448608E+001,-2.0921348E+000, 1.9767765E-002, 0.0000000E+000, 0.0000000E+000, 2.0538186E+000, 2.0806279E+000,-6.1876263E-001, 1.1070728E-003,-8.2866211E-003
 1.2800827E+001, 2.5922879E+001,-9.2219066E+000,-1.5624522E+001,-2.1816773E+000, 1.9512075E-002, 0.0000000E+000, 0.0000000E+000,-1.0816600E+000,-1.0857142E+000,-6.0630457E-001, 1.1074097E-003,-1.0334898E-002
 1.3000122E+001, 2.7129675E+001,-9.6213960E+000,-1.5707430E+001,-1.9479161E+000, 1.9377176E-002, 0.0000000E+000, 0.0000000E+000,-1.7406197E-001,-1.2768929E-001,-6.0574053E-001, 1.1078635E-003,-1.0547458E-002
 1.3200530E+001, 2.5289689E+001,-8.9409027E+000,-1.3920720E+001,-1.9821152E+000, 1.9697566E-002, 0.0000000E+000, 0.0000000E+000, 4.3587184E-001, 4.6564818E-001,-6.1282099E-001, 1.1130273E-003,-9.4116619E-003
 1.3400938E+001, 3.0384454E+001,-1.0790519E+001,-1.1421518E+001,-1.8660482E+000, 2.0704623E-002, 0.0000000E+000, 0.0000000E+000, 6.2913069E+000, 6.3270740E+000,-6.2246101E-001, 1.1228894E-003,-7.7715316E-003
 1.3600233E+001, 2.5140915E+001,-8.8982726E+000,-1.1909881E+001,-1.7601559E+000, 2.0741498E-002, 0.0000000E+000, 0.0000000E+000, 2.5731527E+000, 2.5933464E+000,-6.2077834E-001, 1.1325682E-003,-8.0223238E-003
 1.3800641E+001, 2.9906109E+001,-1.0628702E+001,-1.2118953E+001,-1.7180476E+000, 2.0967811E-002, 0.0000000E+000, 0.0000000E+000, 5.4161661E+000, 5.4613732E+000,-6.1996840E-001, 1.1425307E-003,-7.9711343E-003
 1.4001049E+001, 2.3983867E+001,-8.5305980E+000,-1.1161844E+001,-1.6334815E+000, 2.0803722E-002, 0.0000000E+000, 0.0000000E+000, 2.6649956E+000, 2.6787474E+000,-6.2391382E-001, 1.1523806E-003,-7.3664985E-003
 1.4200343E+001, 2.9390986E+001,-1.0516217E+001,-1.2545758E+001,-1.8468020E+000, 2.1634541E-002, 0.0000000E+000, 0.0000000E+000, 4.4661574E+000, 4.5038444E+000,-6.1827622E-001, 1.1668463E-003,-8.2843785E-003
 1.4400751E+001, 2.6522124E+001,-9.5040116E+000,-1.2424321E+001,-1.8402998E+000, 2.2196851E-002, 0.0000000E+000, 0.0000000E+000, 2.7497582E+000, 2.7756887E+000,-6.1895549E-001, 1.1851559E-003,-8.0928154E-003
 1.4600046E+001, 2.9639791E+001,-1.0537021E+001,-1.0192081E+001,-1.8815977E+000, 2.2112357E-002, 0.0000000E+000, 0.0000000E+000, 7.0260683E+000, 7.0512035E+000,-6.2749342E-001, 1.2038318E-003,-6.7423918E-003
 1.4800454E+001, 2.7405853E+001,-1.0037946E+001,-8.1283677E+000,-1.8905014E+000, 2.3301361E-002, 0.0000000E+000, 0.0000000E+000, 7.3299558E+000, 7.3723396E+000,-6.3556274E-001, 1.2224251E-003,-5.5612189E-003
 1.5000862E+001, 3.1307550E+001,-1.1244158E+001,-1.5527857E+001,-1.8255192E+000, 2.4004823E-002, 0.0000000E+000, 0.0000000E+000, 2.7367522E+000, 2.7340202E+000,-6.0667204E-001, 1.2415095E-003,-9.9854799E-003
 1.5200157E+001, 2.9191054E+001,-1.0623317E+001,-1.6146137E+001,-2.0802984E+000, 2.4518151E-002, 0.0000000E+000, 0.0000000E+000, 3.4242436E-001, 3.6582020E-001,-6.0439055E-001, 1.2513032E-003,-1.0306184E-002
 1.5400565E+001, 2.8942311E+001,-1.0516165E+001,-1.8086187E+001,-2.1992559E+000, 2.5482821E-002, 0.0000000E+000, 0.0000000E+000,-1.8846464E+000,-1.8338140E+000,-5.9664427E-001, 1.2522940E-003,-1.1715033E-002
 1.5600973E+001, 3.3529282E+001,-1.1971557E+001,-1.2295079E+001,-1.9645064E+000, 2.6077882E-002, 0.0000000E+000, 0.0000000E+000, 7.2842254E+000, 7.3242170E+000,-6.1892234E-001, 1.2537017E-003,-8.2520413E-003
 1.5800267E+001, 2.8065252E+001,-1.0168175E+001,-1.1320059E+001,-2.1388506E+000, 2.4843815E-002, 0.0000000E+000, 0.0000000E+000, 4.4507390E+000, 4.4630121E+000,-6.2291397E-001, 1.2547342E-003,-7.6780166E-003
 1.6000675E+001, 3.0604780E+001,-1.1044486E+001,-1.5270220E+001,-2.5009316E+000, 2.5005431E-002, 0.0000000E+000, 0.0000000E+000, 1.7938677E+000, 1.8141480E+000,-6.0727033E-001, 1.2558672E-003,-1.0268425E-002
 1.6201084E+001, 2.8439778E+001,-1.0105957E+001,-1.4194814E+001,-2.3569049E+000, 2.4159052E-002, 0.0000000E+000, 0.0000000E+000, 1.7697494E+000, 1.8062612E+000,-6.1167986E-001, 1.2559160E-003,-9.4318933E-003
 1.6400379E+001, 3.1919396E+001,-1.1645115E+001,-1.1971566E+001,-2.2920444E+000, 2.3809306E-002, 0.0000000E+000, 0.0000000E+000, 6.0206229E+000, 6.0344805E+000,-6.2029350E-001, 1.2579302E-003,-8.0318802E-003
 1.6600786E+001, 2.6520722E+001,-9.7916967E+000,-1.5761252E+001,-2.3810309E+000, 2.4489854E-002, 0.0000000E+000, 0.0000000E+000,-1.4238086E+000,-1.3887678E+000,-6.0552526E-001, 1.2590140E-003,-1.0582962E-002
 1.6800081E+001, 3.1365039E+001,-1.1419651E+001,-1.6461124E+001,-2.2551089E+000, 2.4386779E-002, 0.0000000E+000, 0.0000000E+000, 1.2030886E+000, 1.2535422E+000,-6.0270797E-001, 1.2612520E-003,-1.0871615E-002
 1.7000488E+001, 3.1147936E+001,-1.1121800E+001,-1.3106575E+001,-2.2507473E+000, 2.4732260E-002, 0.0000000E+000, 0.0000000E+000, 4.6716487E+000, 4.6935457E+000,-6.1588792E-001, 1.2630626E-003,-8.6948147E-003
 1.7200897E+001, 3.2021814E+001,-1.1817589E+001,-1.2855919E+001,-2.1962628E+000, 2.5229014E-002, 0.0000000E+000, 0.0000000E+000, 5.1409512E+000, 5.1772720E+000,-6.1680475E-001, 1.2658222E-003,-8.6139304E-003
 1.7400192E+001, 2.8271786E+001,-1.0452819E+001,-1.5377106E+001,-2.3811792E+000, 2.5030162E-002, 0.0000000E+000, 0.0000000E+000, 1.0055846E-001, 8.5711724E-002,-6.0707105E-001, 1.2681741E-003,-1.0198368E-002
 1.7600599E+001, 2.8410052E+001,-1.0519075E+001,-1.6616465E+001,-2.0921754E+000, 2.5890929E-002, 0.0000000E+000, 0.0000000E+000,-8.4429994E-001,-7.9177236E-001,-6.0216041E-001, 1.2702127E-003,-1.1040912E-002
 1.7801008E+001, 3.1758556E+001,-1.1628654E+001,-1.6696304E+001,-2.0647880E+000, 2.5898155E-002, 0.0000000E+000, 0.0000000E+000, 1.3583490E+000, 1.3947079E+000,-6.0181797E-001, 1.2713929E-003,-1.0965813E-002
 1.8000303E+001, 3.0864328E+001,-1.1147882E+001,-1.3144376E+001,-1.9564744E+000, 2.6018077E-002, 0.0000000E+000, 0.0000000E+000, 4.6078059E+000, 4.6416143E+000,-6.1558999E-001, 1.2725091E-003,-8.8583011E-003
 1.8200710E+001, 3.3712470E+001,-1.2079952E+001,-2.0358828E+001,-2.0284560E+000, 2.6825288E-002, 0.0000000E+000, 0.0000000E+000,-7.3096145E-001,-7.2794039E-001,-5.8737474E-001, 1.2743609E-003,-1.3372526E-002
 1.8400005E+001, 2.9708113E+001,-1.0630056E+001,-2.0151798E+001,-2.0978835E+000, 2.7180039E-002, 0.0000000E+000, 0.0000000E+000,-3.1920763E+000,-3.1444452E+000,-5.8817386E-001, 1.2753931E-003,-1.3389276E-002
 1.8600412E+001, 3.2664095E+001,-1.1685021E+001,-1.6403729E+001,-1.9739271E+000, 2.6768831E-002, 0.0000000E+000, 0.0000000E+000, 2.6164238E+000, 2.6281876E+000,-6.0259933E-001, 1.2783758E-003,-1.1110329E-002
 1.8800821E+001, 2.6129123E+001,-9.4804098E+000,-1.7299859E+001,-2.1918775E+000, 2.5629956E-002, 0.0000000E+000, 0.0000000E+000,-2.8503714E+000,-2.8173926E+000,-5.9932771E-001, 1.2791888E-003,-1.1697954E-002
 1.9000116E+001, 3.4698290E+001,-1.2370632E+001,-1.4112967E+001,-2.1104479E+000, 2.5627226E-002, 0.0000000E+000, 0.0000000E+000, 6.0626573E+000, 6.1298708E+000,-6.1153497E-001, 1.2818991E-003,-9.6064083E-003
 1.9200523E+001, 2.8929445E+001,-1.0193876E+001,-1.3660775E+001,-1.9239187E+000, 2.5970562E-002, 0.0000000E+000, 0.0000000E+000, 3.1744450E+000, 3.1768465E+000,-6.1366926E-001, 1.2846969E-003,-9.1190302E-003
 1.9400932E+001, 3.3629725E+001,-1.2298410E+001,-1.5518103E+001,-1.8957945E+000, 2.7353759E-002, 0.0000000E+000, 0.0000000E+000, 3.9059444E+000, 3.9447720E+000,-6.0654134E-001, 1.2886004E-003,-1.0049741E-002
 1.9600227E+001, 2.7585231E+001,-9.8046837E+000,-1.5304322E+001,-2.0317677E+000, 2.6792797E-002, 0.0000000E+000, 0.0000000E+000, 4.5462616E-001, 4.7125033E-001,-6.0758220E-001, 1.2900914E-003,-9.8801895E-003
 1.9800634E+001, 3.1236282E+001,-1.1623474E+001,-1.2356254E+001,-2.0915889E+000, 2.7271028E-002, 0.0000000E+000, 0.0000000E+000, 5.1428578E+000, 5.1922358E+000,-6.1876762E-001, 1.2924143E-003,-8.2903263E-003
 2.0001043E+001, 3.1639179E+001,-1.1264387E+001,-1.4507429E+001,-2.3262484E+000, 2.7332035E-002, 0.0000000E+000, 0.0000000E+000, 3.5554645E+000, 3.5684464E+000,-6.1034302E-001, 1.2935918E-003,-9.5930377E-003
 2.0200336E+001, 3.2772272E+001,-1.1624294E+001,-1.7748207E+001,-2.1235024E+000, 2.7954846E-002, 0.0000000E+000, 0.0000000E+000, 1.2839837E+000, 1.3042235E+000,-5.9774651E-001, 1.2951742E-003,-1.1508093E-002
 2.0400745E+001, 3.2818738E+001,-1.1463408E+001,-1.9654296E+001,-2.0611931E+000, 2.8529862E-002, 0.0000000E+000, 0.0000000E+000,-3.8035461E-001,-3.3162959E-001,-5.9026757E-001, 1.2951020E-003,-1.2719984E-002
 2.0600040E+001, 2.9713357E+001,-1.0532264E+001,-1.8909527E+001,-1.9772120E+000, 2.7460868E-002, 0.0000000E+000, 0.0000000E+000,-1.7042064E+000,-1.6781854E+000,-5.9316682E-001, 1.2948972E-003,-1.2381372E-002
 2.0800447E+001, 3.1389286E+001,-1.1146285E+001,-1.3826678E+001,-2.1669545E+000, 2.8490752E-002, 0.0000000E+000, 0.0000000E+000, 4.2604652E+000, 4.2778593E+000,-6.1284678E-001, 1.2972412E-003,-9.3369360E-003
 2.1000856E+001, 2.8970370E+001,-1.0266395E+001,-1.4202456E+001,-2.2195071E+000, 2.8686314E-002, 0.0000000E+000, 0.0000000E+000, 2.2820712E+000, 2.3106984E+000,-6.1136693E-001, 1.2991606E-003,-9.6831973E-003
