z,Tmean,Trms,Wmean,Wrms,Vmean,Vrms,X_CH3OH,X_O2,X_CO2,X_H2O,X_CO,X_H2
0,337.801,0.459060998125521,0.0131795,0.000360079157963912,-2.1358e-08,0.000453693729293231,0.785049521985419,0.00415998090722539,0.0179744331668094,0.0548937298984306,8.59804879146897e-08,1.35162198696017e-07
1.4646,1143.51,401.966416507648,0.00134969,0.495282747529126,-0.0356933,0.361911591414257,0.245147751246699,0.0196377686343694,0.0551969140869903,0.16714407637846,0.0460809258797926,0.0726311181827696
2.9293,1254.31,421.714358304291,0.192782,0.858933059091336,-0.045472,0.393172989916652,0.171355315872657,0.0268090752322487,0.05766496543875,0.173493990274536,0.0543823920958064,0.085243558017457
4.3939,1284.23,408.302583876223,0.496474,1.07566723478964,-0.0469646,0.415659716595198,0.141989214541013,0.0305864186064766,0.0580420563007667,0.171511043799719,0.0574648699679405,0.0892361382947273
5.8586,1303.96,413.00726385864,0.845793,1.27112155201617,-0.0463802,0.431374547232449,0.120997787274235,0.0339623600806751,0.0581220723147541,0.169071400262207,0.0593942417665582,0.0917825854934791
7.3232,1306.86,420.967932270381,1.19518,1.3616093419186,-0.043161,0.44237314565873,0.107158809888808,0.0380395360199163,0.0574885394750666,0.165460987217082,0.0586327877183971,0.0897348967742693
8.7879,1307.59,428.511376745122,1.52409,1.45873918162227,-0.0385725,0.442939047725531,0.0956292904100545,0.0420833048333042,0.0569190699258631,0.161979287920757,0.0566679492426277,0.0859401166554024
10.2525,1303.17,431.610935913352,1.81472,1.51595844270217,-0.0379495,0.451117501323103,0.0869782434581655,0.0456118983048133,0.0562620735183825,0.158591490164134,0.0545430795574161,0.0820111937220139
11.7172,1299.14,436.502004577299,2.07048,1.58134120290341,-0.034341,0.45624335611601,0.079046767406692,0.0490212173226385,0.05569221675027,0.155379934676296,0.0521716670535412,0.0777384890451568
13.1818,1293.36,440.167013757278,2.30058,1.62586899841285,-0.026354,0.450956760676675,0.0729417331888151,0.0520565192298093,0.0551939303488822,0.152500643785298,0.0497972198808435,0.0734696948713306
14.6465,1286.43,446.05380841329,2.50688,1.66120137250124,-0.014287,0.45301103739313,0.0675003984733762,0.0553767643865817,0.0546767022640639,0.149636185954177,0.0472008954883862,0.068859764408555
16.1111,1277.81,449.755489127148,2.68985,1.68514984496928,-0.00776723,0.444507592736052,0.0627234656411675,0.0586239510683151,0.0541634124970896,0.146556920281687,0.0442769428648531,0.064466117633694
17.5758,1266.25,454.224614040234,2.84498,1.70079393225634,-0.00655147,0.442031673073322,0.0585343377100555,0.0618378131802051,0.0535753068974851,0.143393855381526,0.0420931917871492,0.0607024126342681
19.0404,1253.73,460.20104302359,2.97937,1.72279714418152,-0.00884637,0.436988558202615,0.0545090148771876,0.0652197303969925,0.0529518303975623,0.14022240612055,0.0397242407550476,0.0567209583725625
20.5051,1237.72,462.741828669075,3.09638,1.73712118172567,-0.0132824,0.42999883720773,0.0510041630553441,0.0686096714946533,0.0520489546133656,0.136886234674679,0.037094040237096,0.0531501002276365
21.9697,1220.87,466.255294876101,3.19501,1.75013428056249,-0.013127,0.427299660659823,0.0478169672131863,0.0721523046734267,0.051093946321189,0.133538712223665,0.0349400247261108,0.049444563207691
23.4343,1204.17,470.783389681497,3.28316,1.76816854400252,-0.0131069,0.424053062717392,0.0448369088021857,0.0757655487369421,0.0501839094389401,0.130044694268758,0.0327631702318577,0.0458502214676928
24.899,1185.94,472.121806316972,3.35779,1.78121306979261,-0.0143733,0.42170131609944,0.0420104898919616,0.0794804705973743,0.049161461949105,0.126378556366388,0.0303270418023336,0.0426178972039384
26.3636,1166.95,472.185344965301,3.42155,1.78908915373159,-0.0161085,0.4184100859205,0.0392675592852042,0.0832583317803397,0.0481463825835678,0.122605145304749,0.0283233892963429,0.0394385897833772
27.8283,1146.56,471.330032991746,3.48042,1.80202108755697,-0.0189684,0.419715379751565,0.0366219563763661,0.0871232066597942,0.04707284887927,0.118726828003458,0.0264036708784635,0.0364888342988635
29.2929,1123.75,470.001063828583,3.53029,1.81633422034602,-0.0212922,0.421397674412188,0.0340561728109776,0.0912903029981657,0.0458316052847212,0.114621502224402,0.0242287829306367,0.03357034002008
30.7576,1100.83,470.178689436261,3.57184,1.81987362198588,-0.0220704,0.421802086291664,0.0317815828840068,0.0952880915135953,0.0446155417455343,0.110687266614249,0.0226172176062787,0.0310711842820891
32.2222,1078.86,472.655265494842,3.60581,1.8289887916551,-0.020623,0.42201658735173,0.02963536162297,0.099142348288949,0.0434117139359789,0.107014006116257,0.021138889033008,0.0286427054947556
33.6869,1057.74,475.361967346989,3.63566,1.84469509675718,-0.0184022,0.422696108333162,0.0277792547427063,0.102808421417067,0.0422426236529134,0.103546207969927,0.0198044173181692,0.0265022147826903
35.1515,1037.24,475.927515489491,3.66253,1.85805543512566,-0.0166466,0.424393685155658,0.0260940849357819,0.106358203845869,0.041099734746222,0.100157820113734,0.0181407558821566,0.0245536297593286
36.6162,1018.06,475.132613067131,3.6891,1.85879799870777,-0.0140585,0.428705026795814,0.0245425738962364,0.109634499989192,0.0400121625404112,0.0970180504570129,0.0171157727557146,0.0229053554699152
38.0808,999.437,473.401520910104,3.7137,1.86083314673831,-0.0107784,0.432593342528523,0.0231206616486577,0.112774098509474,0.0389868748667126,0.0939675781908627,0.0161378597551618,0.0213760976025258
39.5455,981.718,472.154635686234,3.73641,1.8615155116195,-0.00934534,0.436787133510134,0.021754267307532,0.115737231922587,0.0379933039089171,0.0910823012929835,0.0151981821709398,0.0199223135028985
41.0101,964.659,470.485919024151,3.75359,1.86211707472973,-0.00911874,0.441578985007212,0.0204355243513088,0.118625642004289,0.0370566322118486,0.0882095187676322,0.0138237776034313,0.0183693337994576
42.4747,948.823,468.297982058433,3.76528,1.86122808919272,-0.00873536,0.44618718045233,0.0191955223482139,0.121319682472368,0.0361778924456261,0.0855332201561143,0.0129811617775881,0.0170314584559384
43.9394,932.153,465.966737010272,3.76972,1.86578937718061,-0.00840148,0.451519656272017,0.0179597871322043,0.124133758733443,0.0352189400814047,0.0828089905807525,0.012159102421936,0.015728235008199
45.404,914.87,463.331414864134,3.76971,1.87455061281364,-0.0100421,0.456231300986682,0.0167885988965187,0.127015908134807,0.0342119407264076,0.0800389081234062,0.0113461702815448,0.0144418505745709
46.8687,897.488,460.416116138434,3.76712,1.88346754684014,-0.0126407,0.462027055484849,0.0156495214238903,0.129921149466031,0.033165132729609,0.0772625951185371,0.0104221076156799,0.013179994240697
48.3333,880.432,457.216578877013,3.76288,1.88561130671196,-0.0131395,0.467707173346743,0.0146200767933241,0.13266205335954,0.0321319059545289,0.0745966923710511,0.00964635134553018,0.0121504280911802
49.798,863.439,452.693052741038,3.75614,1.88524268994737,-0.0109203,0.470176562580484,0.0136760710834439,0.135305790984818,0.0311521649792985,0.0719375086723957,0.0090377825913537,0.0112571834695244
51.2626,847.03,448.153991391352,3.74951,1.8842611284002,-0.00827907,0.472022245238506,0.0128131315134632,0.137813175793782,0.0302341059043054,0.0694138306158401,0.00846049455211053,0.0104193903227512
52.7273,831.576,444.707769214796,3.7443,1.88229115707427,-0.00693953,0.475620647154852,0.0119676441698744,0.140208418303354,0.0293611033250783,0.0670778698923203,0.00785695718551261,0.00951396869102411
54.1919,816.649,441.723895663343,3.73822,1.87985105792986,-0.00598443,0.481020789571511,0.0111444441420309,0.142575035229992,0.0284873994988663,0.0648463414552951,0.00707352556561851,0.0084681701253502
55.6566,801.859,437.506571379219,3.73041,1.87270125754216,-0.00502636,0.487143715960701,0.0104296617227337,0.144904510748872,0.0275986341427017,0.0626137226430644,0.0063349176252343,0.00747317267416345
57.1212,787.468,433.087750923528,3.72043,1.86143493036958,-0.00441907,0.492624603526864,0.00977653241654454,0.147151247952291,0.0267503699698736,0.0604306010750316,0.00578379935999021,0.0066094247711341
58.5859,773.13,428.441361215278,3.7092,1.85184502591335,-0.0037581,0.497341934688801,0.00916320342581089,0.149364683969651,0.025924703417081,0.0582479640843452,0.0052470874906029,0.00584964254779977
60.0505,758.889,423.086279616818,3.69579,1.84414749952383,-0.00303984,0.501188587260325,0.00859815441952744,0.151518514266059,0.0251011819214504,0.0560973138215046,0.00474833949841279,0.00521716450646232
61.5152,744.541,416.317186769895,3.68166,1.83564974872659,-0.00212731,0.504449204578618,0.00807432172473004,0.153637511508303,0.0242667881166118,0.0539565895660908,0.00424909434828409,0.00465414657314184
62.9798,730.155,407.973038324838,3.66713,1.82453281691506,-0.000882319,0.506488894251394,0.00762293333714638,0.155668937562538,0.0234265526382244,0.0518889161709795,0.00380380414978158,0.00421020264478106
64.4444,716.626,399.320673143778,3.64938,1.81148833835606,-0.000452606,0.5066033951722,0.00724121858259137,0.157549815491385,0.0226373072297253,0.0500044240150788,0.00351443832113772,0.00386690932162529
65.9091,703.598,390.727526545034,3.62845,1.79946936622995,-2.20329e-05,0.507220859192522,0.00688936877249299,0.159346935891455,0.0218805972942331,0.0482310203547329,0.0032690561571842,0.00356708202929565
67.3737,691.445,382.366316508136,3.60765,1.7871149935021,0.00240152,0.509813691459929,0.00656236475817203,0.161018731030334,0.0211749207043398,0.0465858057142548,0.0030527410481774,0.00330344595090948
68.8384,680.238,374.356781693614,3.5887,1.77389402163714,0.00732404,0.515179580340681,0.00626114028430076,0.16256395161846,0.0205221331216397,0.045077069402302,0.00285735053811545,0.00306680036460369
70.303,669.569,366.576049408578,3.57011,1.76115303139733,0.0137275,0.524656077826227,0.00597793480307394,0.164036249484909,0.0199048276890824,0.0436485174138443,0.00264415881707804,0.00284766302388051
71.768,659.465,359.353586318545,3.55046,1.74777000775274,0.0204694,0.535670607743229,0.00571068896359507,0.165416388813922,0.0193311952842508,0.0422928495147872,0.00242379270973738,0.00267000430946506
73.232,650.138,352.820067456487,3.5288,1.73246356383042,0.0253957,0.544215031030934,0.00546890762263092,0.16669256665774,0.0188083015404597,0.0410497456689004,0.00230149096588788,0.00251313917407084
74.697,640.605,346.418821659563,3.50443,1.71766993336904,0.0282322,0.550108171180905,0.0052256476150746,0.168002678782128,0.0182756355931378,0.0397982935731097,0.0021853788333727,0.00235349586882208
76.162,630.765,339.693979928994,3.47749,1.7050395889832,0.0300208,0.553718339952724,0.00497619241712097,0.169355939327478,0.0177199992547095,0.0385114520749584,0.00206211466435851,0.00218631731804853
77.626,620.685,332.03915431768,3.44936,1.6944969755063,0.0307289,0.556433284410629,0.00473143428739544,0.170726887106809,0.0171328647876496,0.0372062219369828,0.00193822470777555,0.00201254497274063
79.091,610.884,323.723647576139,3.42336,1.68232279898954,0.0299237,0.558776341660955,0.00450121614086523,0.172047277038761,0.016560116208889,0.035937725140599,0.00180951203276628,0.00183303820890671
80.556,601.431,315.072213944676,3.4003,1.66679332852037,0.0277368,0.559080495098872,0.00428246617713336,0.173318760017607,0.0160100375322775,0.0347178669552037,0.00165191184141531,0.00166702626733544
82.02,592.786,307.09933246427,3.38157,1.64986060017203,0.0253497,0.557177709532605,0.0040825503598926,0.17447882131782,0.015505424300586,0.0336062930343173,0.00150343476833635,0.00152889885590322
83.485,585.19,300.756379815957,3.3677,1.63450910061706,0.0239416,0.556025179285974,0.00390004783452562,0.175505101543368,0.0150799798036361,0.0326221412570623,0.00140239142069678,0.00138439231941864
84.949,578.01,295.186043030493,3.35762,1.62070046584802,0.0242878,0.556037768501385,0.00372037319341887,0.17649309756457,0.0146887263210638,0.0316799399231127,0.00128735982493359,0.00123142404769188
86.414,571.328,289.64754443979,3.34812,1.60852727673484,0.0257483,0.555191858729935,0.00354941092342871,0.177430304025549,0.0143186595496372,0.030781962613897,0.00116453360532047,0.00108235704827256
87.879,564.91,283.668820986727,3.33723,1.59838981478236,0.0255074,0.55503873738686,0.00338731811775881,0.178337058980847,0.0139484602592193,0.0299106224638364,0.00104259343301475,0.000940477776070609
89.343,558.648,277.131015947331,3.3248,1.58760826402485,0.0229515,0.557330243213124,0.00323028109302941,0.179225410672852,0.0135776690683693,0.0290546079424794,0.00092428689180051,0.000802809571720441
90.808,552.6,271.074897399224,3.31033,1.57546501071906,0.0204128,0.561992882517208,0.0030650153576058,0.180103779098659,0.0132120568231225,0.0282259619369505,0.000805892379059612,0.000665627418610177
92.273,546.821,265.965035295995,3.29202,1.56226438223497,0.019417,0.567125206634302,0.00290108089169075,0.180954477403991,0.0128629278097728,0.0274404640642787,0.000703285980538781,0.00054760843168032
93.737,541.069,260.931791853733,3.27041,1.54739458445479,0.0185212,0.570832725060503,0.00275512256451335,0.181785696029105,0.0125177723070915,0.0266747113082157,0.000621911080076902,0.000457171313120628
95.202,535.148,255.512426312303,3.24669,1.53271328042788,0.0168711,0.572449124377005,0.00261911895918985,0.182616022242019,0.0121660404355337,0.0259012503706395,0.000547844483420086,0.000380079831108885
96.667,529.055,249.60568903773,3.22145,1.518598037665,0.0144095,0.5723076095947,0.00249048854499009,0.183447336988581,0.0118079359163358,0.0251164197467158,0.000477605867127284,0.000311842193736758
98.131,522.743,242.406889341042,3.19446,1.50672492512734,0.0102462,0.57094220372994,0.00237884990565646,0.184268218688095,0.0114537099991433,0.0243134079861725,0.000415118735080699,0.000259594656672726
99.596,516.411,234.866132083789,3.16903,1.49464711554266,0.00512161,0.570019297918939,0.00227355666820241,0.185081976046907,0.0111054303518249,0.0235146078934042,0.000355132862531447,0.000211191136903439
101.061,510.054,226.925979120946,3.14552,1.48234274039441,-0.0011742,0.569634970836588,0.00217602109681111,0.185887671896086,0.010764535715398,0.0227206603948781,0.000298238427855017,0.000167551221437965
102.525,503.947,219.302758760577,3.12467,1.46811103122346,-0.00694399,0.56851473155935,0.00208612153295523,0.186651327197877,0.0104430206919979,0.0219701731229978,0.000250363846436066,0.000131071522897037
103.99,497.96,211.705455763426,3.10507,1.45285924989312,-0.0124508,0.567037035827467,0.0019998919455642,0.187395963358354,0.0101307545745819,0.0212404218242221,0.000206856377472105,9.80695793983273e-05
105.455,492.586,204.998292675817,3.08437,1.43651313951526,-0.0154735,0.56546264244422,0.00192628894143146,0.18805244618115,0.00984802077812884,0.0206013426913654,0.000175110558432013,7.64707677429912e-05
106.919,487.437,198.512216248774,3.06327,1.41963727761707,-0.0175819,0.563858138187257,0.00185737388017139,0.188675160467527,0.00957609079007987,0.0199959153821308,0.000147699272356931,5.90866617649081e-05
108.384,482.602,192.594911666949,3.0397,1.40427917452336,-0.0191496,0.56289164143732,0.00179437526535551,0.18925625838862,0.00931808266951745,0.0194370386888759,0.000123815994543839,4.56328636553521e-05
109.848,477.989,187.056408604463,3.01444,1.38996762552226,-0.0203465,0.562371763160278,0.00173554824453279,0.189808311669491,0.00906988304848193,0.0189111324768232,0.000102430447570984,3.4940159793496e-05
111.313,473.549,181.823540830114,2.98914,1.37811102600625,-0.0220404,0.562687302149249,0.00167801705953305,0.190341510145581,0.00883247618317687,0.0184062201360514,8.4081407361944e-05,2.60777365957525e-05
112.778,469.318,177.015253580023,2.96383,1.36931004524176,-0.0243259,0.564010638197543,0.00162209533197533,0.190852013282694,0.00860814439309403,0.0179270833511751,6.93874035388047e-05,1.94209750440334e-05
114.242,465.219,172.296256488642,2.9401,1.36145143137756,-0.0267915,0.565924023169188,0.00156788737102648,0.191347460337723,0.00839117120038896,0.0174637278803893,5.6310208381175e-05,1.37809676361774e-05
