z,Tmean,Trms,Wmean,Wrms,Vmean,Vrms,X_CH3OH,X_O2,X_CO2,X_H2O,X_CO,X_H2
115.707,461.396,167.922303462048,2.9197,1.35561794027668,-0.02962,0.569062386738045,0.00151739860936743,0.191811669007233,0.00818962072533182,0.0170339629794055,4.66578493259862e-05,1.0306339375007e-05
117.172,457.68,163.59798287265,2.89984,1.34983702719995,-0.0322624,0.57216693368282,0.00146900538840218,0.192262761422957,0.00799381675601304,0.0166173092579558,3.78289208262143e-05,7.24065629313225e-06
118.636,454.424,159.911850717825,2.8823,1.34439205591226,-0.0340808,0.575193880356876,0.0014296895479969,0.192656443528766,0.00782294683092782,0.0162568677049469,3.26089267906039e-05,5.91098445247222e-06
120.101,451.198,156.186427067143,2.86469,1.33876435566533,-0.0358495,0.578162606884949,0.00139083295324873,0.193045501444274,0.00765360907140232,0.0158999760234852,2.75879111578167e-05,4.62288177918803e-06
121.566,448.43,153.160373465202,2.84599,1.33027064915377,-0.0369128,0.580404169523273,0.0013591192704468,0.193376265499475,0.00750922577109101,0.0156000592849233,2.55883066547962e-05,3.96787771947937e-06
123.03,445.662,150.073315416166,2.82729,1.32172236116364,-0.0379761,0.582637966493774,0.00132741019746679,0.193706150516085,0.00736482239411292,0.015300100842372,2.35884340667174e-05,3.31280077725164e-06
124.495,443.063,147.302070589656,2.80845,1.31055713343601,-0.03858,0.585047006658439,0.00129747706931909,0.194013390479888,0.00722943921294216,0.015022533605187,2.21287097058852e-05,2.8149373727794e-06
125.96,440.478,144.514359148148,2.78959,1.29912278095644,-0.0391476,0.587457232485906,0.00126771046659881,0.194318785702211,0.00709488596813567,0.0147468269950667,2.07079183451895e-05,2.32938900947294e-06
127.424,438.034,142.019012811665,2.7718,1.28748592225313,-0.0392885,0.589328431352162,0.00123934632300631,0.194604640217811,0.00696858947597023,0.0144868949185037,1.85833346512322e-05,2.02617962718922e-06
128.889,435.626,139.572920009578,2.75428,1.27573116290228,-0.0393265,0.591039761775805,0.00121135508109349,0.194884931620582,0.00684436261462453,0.0142310237477807,1.62662702145771e-05,1.77030243089415e-06
130.354,433.254,137.155021781924,2.73715,1.26610426110964,-0.0392589,0.590841772389191,0.00118441118922808,0.19515882523121,0.00672246977099048,0.0139785487585477,1.42325685158215e-05,1.58901013440555e-06
131.818,430.902,134.733440540944,2.72023,1.25760089058493,-0.0391365,0.58965752772266,0.00115802089404305,0.195429055312128,0.00660167126645412,0.0137279083363214,1.23678804512372e-05,1.44487709713383e-06
133.283,428.519,132.070814338369,2.70069,1.24808252932248,-0.0382016,0.587245263923005,0.00113274305176619,0.195701284854256,0.00647873486912213,0.0134726837126227,1.13298439852754e-05,1.29888780549169e-06
134.747,426.11,129.170817137618,2.67876,1.23750555554309,-0.0365429,0.583730245918438,0.00110845186465019,0.19597549749823,0.00635386848409458,0.0132133835316828,1.10156796355955e-05,1.15256850408884e-06
136.212,423.65,126.040866388644,2.65753,1.22898331965898,-0.0342405,0.584196028743777,0.00108486058607624,0.196254524447268,0.00622591882893548,0.0129469796170201,1.06429500757314e-05,1.05036721411567e-06
137.677,421.114,122.578138344486,2.63752,1.22397303891875,-0.0310018,0.590864620704269,0.00106229382432116,0.196542153473525,0.00609323041298583,0.0126696150772488,1.01780029389677e-05,1.01626588546229e-06
139.141,418.563,118.928970398301,2.61632,1.21587828338202,-0.0277254,0.594266775110303,0.00103958109074019,0.196831715553312,0.00595960751365771,0.0123898908326879,9.73253329673736e-06,1.0096842133882e-06
140.606,415.973,114.907789118058,2.59147,1.19822368529419,-0.0243565,0.587949827791454,0.00101641755170721,0.197126073415893,0.00582348565763283,0.0121037731424859,9.34250761484448e-06,1.07865350834622e-06
142.071,413.549,110.987386670738,2.56726,1.17948717670011,-0.0212165,0.580138776500933,0.000994622720798813,0.1974017267298,0.00569604653952901,0.0118359052006232,8.47295720767907e-06,1.07241010493254e-06
143.535,412.279,108.692686046486,2.54892,1.15717760088934,-0.0195996,0.564637051564985,0.000982436444822293,0.197548080118599,0.00562907109718307,0.0116951365722844,4.23660980051776e-06,5.36222377023089e-07
145,411.009,106.348953920572,2.53058,1.13442937197518,-0.0179827,0.548698459994194,0.000970249294974931,0.197693519307734,0.00556209082388658,0.0115543418246909,1.38848231877647e-11,1.75738600491611e-12
