r,Tmean02,Tmean04,Tmean06,Tmean08,Tmean10,Tmean12,Tmean14,Tmean16,Tmean18,Tmean20,Tmean30,Trms02,Trms04,Trms06,Trms08,Trms10,Trms12,Trms14,Trms16,Trms18,Trms20,Trms30,Wmean02,Wmean04,Wmean06,Wmean08,Wmean10,Wmean12,Wmean14,Wmean16,Wmean18,Wmean20,Wmean30,Wrms02,Wrms04,Wrms06,Wrms08,Wrms10,Wrms12,Wrms14,Wrms16,Wrms18,Wrms20,Wrms30,Vmean02,Vmean04,Vmean06,Vmean08,Vmean10,Vmean12,Vmean14,Vmean16,Vmean18,Vmean20,Vmean30,Vrms02,Vrms04,Vrms06,Vrms08,Vrms10,Vrms12,Vrms14,Vrms16,Vrms18,Vrms20,Vrms30
-21.9697,298.154,298.149,298.172,298.288,298.801,300.387,303.674,309.555,318.71,328.331,372.738,0.101571649587865,0.116017671067816,0.471070058483874,1.86170620668246,7.27360295864436,18.4033420877839,37.5321195777697,73.1050613842845,119.089882021942,143.836365360085,200.321491607865,0.106154,0.0974736,0.0876978,0.0803841,0.0751928,0.0718124,0.0727851,0.0738838,0.0770839,0.0883667,0.229803,0.0565445841792121,0.0609100155967801,0.0706857128421296,0.0847679184597569,0.102917442642149,0.123953216981247,0.141621326077678,0.163243682879308,0.181251758612158,0.201254565165613,0.345195596727421,-0.00021041,-0.000114025,-0.000223652,-0.000349873,-0.00034254,-0.000157,0.000946778,0.000652012,-0.00180055,-0.00343641,-0.00668658,0.00350058566528517,0.00394447715166408,0.00501306293597038,0.00678506448016524,0.00879258778744915,0.0140533270082212,0.0205168467362799,0.0208709606870407,0.0239074883666185,0.0362663756115772,0.124620624296302
-20.4545,298.161,298.188,298.414,299.268,302.031,307.303,315.657,328.326,343.452,356.565,402.172,0.324044749996046,0.867967741336048,3.49519670404972,10.9635760589326,31.6731747698269,59.9209479230761,96.7405292522219,143.152366379323,181.609746434491,206.387015095427,249.202327436964,0.124116,0.109099,0.0965705,0.0870171,0.0815376,0.0798381,0.082826,0.0913962,0.106364,0.129375,0.321646,0.0687331797605785,0.0742988559804254,0.0854529695212519,0.100660816607059,0.120537960825625,0.148622003754491,0.169057682463708,0.189023543507152,0.20660058083171,0.235710627677243,0.41331827929575,-0.000279216,-0.000386879,-0.000551806,-0.000871123,-0.00124202,-0.000951866,0.00104148,0.00336476,-0.000589192,-0.00365662,-0.00827095,0.00395302415879286,0.00474618794402413,0.00711022503160062,0.0112033923433931,0.0211913189773549,0.0279191511332275,0.0314997619038621,0.0336931743829518,0.0352518084642476,0.051907513906948,0.147686830827938
-18.9394,298.485,298.883,300.821,305.063,313.43,324.841,341.082,360.485,379.596,393.703,429.572,4.76816526559221,8.95585283487843,27.0870633328901,54.5887351016673,96.5242456587981,132.626543346345,174.450566063857,217.870833293491,251.93431683675,275.298383576802,288.861731629512,0.151214,0.122557,0.103204,0.0952673,0.0945977,0.100661,0.11284,0.134922,0.167167,0.205331,0.421883,0.0951162972365935,0.0910903397732163,0.10427991177595,0.119077705721936,0.14477396174727,0.172492028801333,0.203629320089225,0.238382256051074,0.263020721617138,0.298774831604002,0.461491061668587,-0.000297764,-0.000548361,-0.000908004,-0.00160741,-0.00236368,-0.00185615,0.0010566,0.00279245,0.000373019,-0.00179087,-0.00273502,0.00479953122710958,0.00612847452470841,0.0105701939433484,0.0227834369663578,0.0405831245716739,0.0517484299278732,0.0464882780924396,0.0430568229204153,0.0483223550750582,0.0642716889462227,0.153597851547474
-17.4242,301.862,303.726,310.701,320.476,334.167,355.091,381.115,402.968,420.122,433.109,457.174,27.5444368248835,43.5907100194525,83.0670211335401,123.973384240328,156.352806178847,199.227257171302,246.420778344684,284.947889972886,307.455525239017,321.253793751918,309.617828944006,0.181624,0.137521,0.110819,0.11158,0.123152,0.143645,0.170624,0.209281,0.256136,0.304997,0.526145,0.137480180389757,0.118272143804025,0.130287374676137,0.148745756241985,0.17862922493254,0.217217402617746,0.256610405089116,0.294450505178714,0.330470876175193,0.372150507187616,0.49908315940332,-0.000893732,-0.000503585,-0.000635601,-0.000204101,-0.000743301,-0.00222287,-0.00102125,-0.000604545,-0.000139602,-0.00161362,0.00366574,0.00703457177090404,0.00703357661506577,0.0119354095028198,0.0254992352826511,0.0378216869005072,0.0518343515441256,0.0516299331783414,0.0585213636204762,0.0710510379938253,0.0843190369963984,0.163092611727202
-15.9091,364.596,330.329,342.218,358.758,379.661,404.632,430.214,449.173,465.275,479.985,493.138,160.959000990936,129.786362919992,163.827348144319,202.235753515544,235.119756719847,273.387453991583,310.033224026071,335.350562844317,349.340807808077,362.443098982447,338.746217691061,0.215504,0.150161,0.138894,0.153117,0.182415,0.220826,0.267317,0.31704,0.370705,0.427926,0.643175,0.203411159969162,0.167090993174378,0.173469882112141,0.194462078565462,0.229338614280282,0.284533477819395,0.321790304390919,0.360317915180469,0.397260619744772,0.43434778691735,0.523664969231282,0.00171058,1.15394e-05,0.000188858,-3.64865e-05,1.65155e-05,-0.00174727,0.000585789,0.00190122,-0.000303408,-0.00471896,0.0110745,0.0151489273547667,0.0100166361619059,0.0163810256089172,0.0273163321110284,0.0376095732493736,0.051914545167997,0.0658909705498409,0.0864947975314123,0.0936418175816766,0.103479949748732,0.174266175719788
-14.3939,710.944,452.506,417.291,421.197,434.49,451.165,469.358,486.459,505.133,519.885,516.628,390.171757050661,303.998684207679,274.01715274778,285.056836437929,295.58839625398,314.274561490427,334.317214633049,352.435809758316,369.10161202574,381.024933567345,353.636819350022,0.14071,0.22938,0.229285,0.251388,0.291662,0.34586,0.400463,0.457532,0.516548,0.579821,0.776432,0.282592639677682,0.295823596083882,0.285400770846892,0.295069483342483,0.330540466509019,0.367498299315793,0.393119574684345,0.422384895563277,0.447603619288316,0.478347154271874,0.558685063340698,0.0013292,0.000895513,0.00117221,0.00150889,0.00216875,0.000295828,5.49169e-05,-0.00206532,-0.00397291,-0.00438961,0.00582273,0.0229200130890015,0.0183695944429919,0.0256543953349129,0.037774727000999,0.0425607800680392,0.0502159337262586,0.0702108965902017,0.0891617070271762,0.0975521399047709,0.114598429308608,0.181076227042646
-12.8788,905.269,637.874,536.582,511.582,505.844,511.355,524.344,538.785,548.597,550.854,530.737,420.795674882716,421.618310797812,373.004021426043,357.927366933572,358.450833448606,365.743079223654,377.957669587482,390.987212067096,392.63978402602,386.702728203461,361.953035627552,0.175096,0.340636,0.380321,0.406208,0.446618,0.502536,0.560889,0.628071,0.691074,0.751553,0.913797,0.313005111779345,0.389422649572415,0.418102858158133,0.427870307453088,0.433144317751024,0.458922651434858,0.476852178352999,0.505949602233266,0.525549236513573,0.538989795821776,0.612159292994887,0.00216619,0.00273513,0.00177464,0.00200848,0.00137367,0.00112576,0.000803309,0.000819873,4.75348e-05,-0.000204054,-0.00859541,0.0431141508092181,0.0365012328558913,0.0353291664209616,0.042165151487929,0.0515364919256249,0.0654993893101302,0.0846479178716169,0.0926962243028269,0.0983360056134069,0.112447765651435,0.193283987955547
-11.3636,940.59,774.11,663.498,619.617,599.859,592.881,592.057,594.511,592.513,586.315,550.056,401.169540219593,444.884254610118,434.513521078458,422.015402562513,417.373933062428,417.775059092809,421.352583948408,425.78750568799,424.493816209377,416.787715749877,382.083760450506,0.177382,0.401091,0.518191,0.583312,0.633872,0.688787,0.745589,0.805221,0.858232,0.908313,1.0571,0.34510288321021,0.431320066771765,0.490333559936499,0.524928566568824,0.541327073034409,0.565571392487279,0.579028496708064,0.591685727392507,0.591818384303833,0.590923006829147,0.678162222480728,-0.000222943,0.00194001,0.00104476,0.000313452,0.000234497,0.000901339,0.0013297,0.00122099,0.00181833,0.00246426,-0.0122833,0.0571263511875212,0.0524167912028197,0.049311661906693,0.0552958407115761,0.0650211504050797,0.0788343199374486,0.0885990970608617,0.0988327880816888,0.113232504167311,0.129036041476791,0.206530869363396
-9.84848,980.605,847.998,756.579,709.342,685.719,673.048,665.88,658.247,647.918,634.608,578.462,399.17540004364,435.871540708957,448.021204855306,446.318272088428,448.054684162547,451.764319086844,455.326256655599,456.931067011207,455.611676759936,447.910705386688,406.278229788405,0.174622,0.40773,0.590407,0.712599,0.796473,0.867959,0.929063,0.986347,1.0298,1.0684,1.20609,0.352061074247069,0.446453805001145,0.513547466160627,0.57433962078199,0.602951905213011,0.635800283107833,0.648565339807795,0.660495268718861,0.663567630313595,0.677395010315252,0.754958276992841,-0.00607657,-0.00275792,-0.000162134,-0.00174144,-0.00106566,-0.000460236,-0.000796182,-0.00258248,-0.00301271,-0.00426911,0.000425234,0.0772407923315135,0.068616761800598,0.0724242362748825,0.0733910076235502,0.078203644416357,0.087765369024462,0.100901932588033,0.118827185441716,0.135223888422128,0.152757323883341,0.218725170019365
-8.33333,1017.61,905.814,837.007,791.301,762.017,742.645,728.949,715.433,699.345,683.331,613.04,381.157447782409,429.006992949998,449.775499555056,464.5976754139,472.820261833183,480.828451737207,482.94927269849,482.515284731997,478.609444119106,473.01268481934,431.575022446851,0.186475,0.409119,0.624087,0.794795,0.91835,1.01511,1.09137,1.15638,1.20211,1.24036,1.39132,0.335262583656453,0.480808693764994,0.554682792233543,0.622138248301774,0.65646096609014,0.699297504643053,0.723799005249386,0.754845017205519,0.775662942262939,0.799460443048935,0.877256518927047,-0.00931365,-0.00201361,-0.000397221,-0.00191601,-0.00287119,-0.00509517,-0.00691417,-0.00597578,-0.00525523,-0.00670253,0.00792991,0.0878986916853715,0.0847525220863663,0.0841718480253345,0.0882686240971275,0.0945430060871771,0.105376942449475,0.124707257206628,0.140792400363088,0.152964374937434,0.16375591592367,0.237483473109183
-6.81818,1051.57,960.616,899.805,864.086,825.163,795.26,770.422,747.715,725.672,706.944,636.473,344.376247729137,420.631667852053,447.957587278082,470.21059111849,477.265125480587,488.20897165046,492.004065023857,491.402075697692,486.789482219984,482.129650612779,445.875543173204,0.193361,0.421939,0.649905,0.853197,1.00538,1.12354,1.21076,1.27903,1.32794,1.37454,1.57491,0.323499613601006,0.51190721815579,0.620068544598095,0.700439147963619,0.746652529628073,0.798033833869216,0.829133282410012,0.861807403077973,0.882201224211347,0.90944488563079,0.974340802799513,-0.0111842,0.00500455,0.00324952,0.000855689,-4.04693e-05,-0.00158635,-0.00153739,0.000573676,0.000920482,0.00130108,0.000176636,0.103314568188615,0.104196928937469,0.101330153458879,0.104534204928339,0.114911270117426,0.128624647715747,0.145255980943987,0.15530582732145,0.164178865874996,0.180932031437222,0.258066076809797
-5.30303,1074.77,1067.22,991.543,942.727,899.543,859.363,824.433,795.224,767.58,746.835,673.464,308.284284386992,402.942923997928,456.61143218277,493.507852014535,501.54062647008,506.823440657592,506.72280390762,507.713501888614,505.511622022679,501.887437579384,464.595523008993,0.200199,0.486104,0.736557,0.958909,1.14351,1.28685,1.38891,1.46942,1.52977,1.58927,1.8359,0.296981312543399,0.502106562394876,0.675397660641492,0.807541949374768,0.886834821147659,0.946393152976077,0.978992849820672,1.01329660021141,1.03861446167478,1.06338139912263,1.12468217732833,-0.0202025,0.000852553,0.00553142,0.00311527,0.00186982,0.00108404,0.0019411,0.00411144,0.00442723,0.00413303,0.00577047,0.119359540883836,0.122353177318777,0.122856013283844,0.127461758971073,0.138089825838112,0.152492950656743,0.159190451974985,0.170052344882392,0.179344082701382,0.19077290163962,0.26345986411596
-3.78788,1053.64,1225.27,1215.75,1158.21,1093.57,1042.32,998.408,963.777,932.849,906.694,790.893,295.260901576894,323.068104275244,384.725876436717,446.339556839857,480.91891208394,506.000988141328,516.756228796519,523.344055091868,526.305044627163,526.573831480449,494.799959579626,0.203126,0.558429,0.896759,1.18186,1.40981,1.58814,1.73002,1.84776,1.93905,2.02125,2.30053,0.291169881684215,0.45976298241594,0.642783011598782,0.82029019255383,0.961306402766569,1.07880489431593,1.15430065407588,1.21569733075301,1.25456765461254,1.28869313647586,1.36830186727929,-0.031373,-0.0152182,-0.0132235,-0.0105129,-0.00472667,-0.00119425,0.00170337,0.00379244,0.00406459,0.00410132,0.0109981,0.135875310487226,0.145915729104165,0.152850907750003,0.153742316881202,0.157014012113569,0.161954005816466,0.175717386732218,0.189793045183431,0.199875961536149,0.215350412119411,0.272643723566122
-2.27273,1063.64,1223.26,1298.55,1343.38,1357.97,1350.39,1327.1,1298.85,1269.41,1234.79,1043.37,326.046009023267,312.557354736695,321.426507929884,352.529431395451,363.269872133652,388.26279759977,414.84575446785,439.791996289155,459.686849931559,478.425542796369,522.85944574044,0.190666,0.520762,0.909726,1.30453,1.66595,1.95774,2.19183,2.38421,2.54343,2.67278,3.0017,0.289166388088242,0.44310269689994,0.597091282803559,0.757512376136522,0.887038894299455,1.03744397439091,1.16810958390041,1.27846001110711,1.36066895312563,1.43677764459223,1.64923618684529,-0.0281398,-0.0136363,-0.00830951,-0.0103242,-0.00787238,-0.00327282,-0.000924731,0.00109036,0.0051343,0.00518307,0.00586325,0.14409337250547,0.167552976696924,0.167462234548569,0.171781256253411,0.178108674690482,0.183397110118998,0.189411720862253,0.199788638315596,0.218641944740711,0.239949786413741,0.299104663955613
-0.757576,1028.99,1175.73,1244.35,1287.17,1296.9,1310.51,1317.56,1318.7,1310.73,1297.43,1167.06,318.242046247821,331.739355518757,327.963412593539,338.986725403813,356.314467851082,367,370.862508215646,375.20527714839,383.921867051097,397.073041139788,477.141488449705,0.17534,0.485983,0.852385,1.2327,1.58458,1.90383,2.18275,2.42607,2.6316,2.81001,3.35126,0.277491261123661,0.418911685203457,0.568237626350104,0.720168730229243,0.85779543015803,0.994455127192776,1.10731657623283,1.21641275889395,1.30969080320509,1.40151346764846,1.7659360124308,-0.0303922,-0.0274924,-0.0285703,-0.0288387,-0.0212344,-0.0125657,-0.00827217,-0.00643,-0.00407839,-0.00640998,-0.0177032,0.135181359661752,0.161569799158135,0.183223360955965,0.190545795020515,0.196470353997747,0.202498888885841,0.207528793183018,0.216163132841842,0.232797551533516,0.24963453286755,0.313755796759199
0.757576,1044.42,1171.27,1242.01,1291.45,1301.2,1305.69,1300.87,1292.12,1279,1261.73,1142.63,319.860907270645,334.353106759904,344.199070306705,354.694234517563,360.108317038082,372.165285861,382.724443954133,393.474268536076,406.363138092027,422.440528358727,482.269634125973,0.174203,0.469904,0.841167,1.23211,1.58614,1.90134,2.16946,2.39782,2.59049,2.75745,3.2931,0.269465582217841,0.419630790100059,0.579859465732862,0.732032103121168,0.870075858761752,1.01728068889565,1.14635509332842,1.26402531620217,1.36058443324918,1.45279730175961,1.75931520768735,-0.00571677,-0.00591878,-0.0100666,-0.0139472,-0.0120472,-0.0103698,-0.00982588,-0.00963747,-0.00874806,-0.00810025,-0.00127984,0.14121791671031,0.148956033781784,0.16061600169348,0.173551145199333,0.180967400379184,0.19181032297559,0.207453368254169,0.224291551334418,0.241251113987065,0.25826188259207,0.31212113033244
2.27273,1096.31,1233.71,1306.02,1333.38,1315.76,1292.22,1266.57,1235.77,1199.37,1161.76,977.752,307.663940038478,328.083830750618,338.007396368778,368.050268305839,397.464463820352,430.295247475498,458.313211679524,484.095031992686,502.386305545842,514.502672490629,528.074805306975,0.207941,0.520653,0.907923,1.29328,1.62226,1.89205,2.11279,2.29065,2.42993,2.54475,2.85911,0.276044380489805,0.430762115325849,0.616862221245555,0.794892445554743,0.948898308566308,1.09571894206498,1.21405106976601,1.32261861471854,1.40489857285144,1.47837410691611,1.68011606741915,0.00410618,-0.000989239,-0.00139733,-0.00311217,-0.00365151,-0.00293625,-0.00271768,-0.00376513,-0.00333994,-0.00262553,-0.00169331,0.136323145503616,0.12967112245986,0.143506794264244,0.153637560511745,0.159509560841976,0.169075722680697,0.188979628531755,0.208443277656057,0.223735781671149,0.232272899839822,0.287155881012387
3.78788,1089.37,1219.24,1186.01,1127.55,1061.94,1009.32,969.457,933.041,896.436,864.426,756.483,297.799429146531,359.374456521328,436.04472247695,488.674738450843,512.323140215236,528.971643852485,537.37789310689,541.518236073357,539.893508018016,534.355686785497,493.741835375533,0.217999,0.547302,0.866274,1.13917,1.35132,1.51989,1.65796,1.76957,1.85683,1.93276,2.21556,0.282308342065905,0.480295742225558,0.707010608124093,0.883818985992041,1.00670253799223,1.10123112923673,1.16127946679514,1.21600986838101,1.25300438945759,1.28110499179419,1.31483459035728,-0.00620416,-0.00144498,-0.00351583,-0.00642268,-0.00731239,-0.00788706,-0.00707357,-0.0060078,-0.00530594,-0.0041173,-0.00949077,0.119955408381615,0.130740582834864,0.134615378021978,0.13664552682031,0.141878116705854,0.150085309074539,0.166021082998516,0.185650478049479,0.199796146108978,0.211756700012066,0.269866633728588
5.30303,1108.72,1076.67,963.021,902.439,859.175,824.307,796.559,771.414,748.074,725.108,656.203,317.097776718791,425.563156299979,460.419374049355,483.974172864627,491.093677418067,499.499749749687,502.847889525252,503.873992184554,500.203958400971,492.283454932217,457.55327558657,0.218205,0.486705,0.716285,0.919642,1.08618,1.22441,1.33251,1.41826,1.48363,1.54169,1.78694,0.313562912347746,0.542377175035971,0.701711479170749,0.820613185368112,0.89095454429505,0.947005279816327,0.980426437832028,1.00946520494765,1.02427047209221,1.04487798330714,1.09476481492602,-0.0091782,-0.00613711,-0.00140512,-8.30424e-05,-0.000285128,0.000665613,0.00207073,0.00226644,7.30148e-05,0.00205195,-0.00507204,0.108450910554038,0.104610228945357,0.110431879455165,0.118265379549554,0.127274899332115,0.139658154076302,0.152786125024493,0.166118030327836,0.185609536392934,0.204046808355338,0.268552229556934
6.81818,1070.46,943.58,867.641,831.939,800.893,775.175,753.921,735.691,718.496,698.705,629.338,368.471165764704,422.425141297248,440.142022533636,457.584964787962,466.795458418353,476.544856230764,481.625373085763,484.449171740442,484.521413355488,478.856972383195,447.564520488387,0.188015,0.405869,0.625734,0.822799,0.975695,1.0955,1.18302,1.25567,1.30949,1.3521,1.55904,0.347257829285388,0.524330048728852,0.628694679474862,0.704366381934856,0.747414878096496,0.795467158341562,0.824589594889482,0.859990116222274,0.883800882552173,0.90515634008717,0.968853962163545,-0.00415208,-0.00053754,0.00178054,-0.00144364,-0.00354431,-0.00386397,-0.00452838,-0.00278592,-0.00232121,-0.00101851,-0.00494022,0.0891613705592282,0.0952091907328279,0.097157706848196,0.102521217316222,0.11576743929102,0.131455695958753,0.150161246665043,0.164376093152259,0.179372517404423,0.191119857680985,0.255296494296338
8.33333,1017.23,890.974,831.364,789.004,762.693,744.647,728.706,713.113,697.922,682.84,609.742,399.296882031403,430.981438115379,446.014573752921,463.817852179064,473.446934724474,481.009355418374,485.731407261256,486.726822766118,483.148010448144,476.842741372877,435.803854962298,0.177448,0.398756,0.622086,0.792772,0.916953,1.01335,1.08315,1.13915,1.1808,1.21935,1.37915,0.34311805548528,0.487177585691296,0.554746789084894,0.621095000784904,0.654941982163306,0.695643586903523,0.725055859917014,0.758984848333615,0.782205216039883,0.810571403393927,0.882174585895558,-0.000805326,0.000648973,-0.00231439,-0.00483318,-0.00902258,-0.0112003,-0.011775,-0.00921418,-0.00263032,0.00335762,0.000511656,0.0762362774537162,0.080538251781374,0.0877696986436663,0.0920182047205878,0.102117089656923,0.114985216441071,0.134942209852959,0.158270654260352,0.175015427891372,0.181121230119498,0.244725969198203
9.84848,960.078,843.41,756.116,714.139,691.43,680.203,670.531,663.89,652.809,637.595,575.958,411.201896882784,437.685960478515,446.392204233004,453.582407066235,457.300776294989,458.426657165571,460.951190474653,464.148683074723,462.346190640736,454.804353541168,410.90023119974,0.173988,0.407778,0.590257,0.712727,0.795547,0.866604,0.923814,0.978158,1.01734,1.05335,1.19987,0.355933982642849,0.44471563948213,0.504466054358467,0.563245062117725,0.593749105262484,0.622229057502139,0.632493478227246,0.648846669098332,0.660357478946063,0.679051544435325,0.811339016687845,0.00115921,0.00198801,-0.00222408,-0.00372231,-0.00535214,-0.0081391,-0.00826027,-0.00683098,-0.00210283,0.00310789,0.00213891,0.0644054345533046,0.0657829005137353,0.067247081721068,0.0734512763673988,0.0871895635956506,0.101078187557949,0.108419555431666,0.122777440924626,0.142114038715392,0.160708742761556,0.219325329134599
11.3636,934.881,773.315,663.813,620.921,603.699,598.337,595.686,593.715,589.028,580.687,543.913,410.989050949049,446.997762857936,434.553794138309,424.302957802559,421.889796036832,422.043836585727,423.584702273347,425.217591357648,421.665744399518,413.1876087203,378.87860852785,0.183708,0.405847,0.514296,0.57244,0.622162,0.676671,0.729695,0.784664,0.831468,0.877161,1.03751,0.352048292141859,0.434152047098709,0.490207099091802,0.525217097969973,0.542565203454847,0.564531664302367,0.574929560902899,0.582931385327639,0.580439488663547,0.57959037259085,0.704584984228304,0.00362337,0.00382275,0.000569387,-0.00122526,-0.00227307,-0.00296486,-0.00261739,7.65882e-05,0.00170558,0.0052703,0.00776157,0.0545541015873234,0.0502314642430419,0.0523366984056121,0.060361411514311,0.0737103113546538,0.0833649206801038,0.0898605586450474,0.0979054646074467,0.112604173990132,0.132180936598286,0.210381320463581
12.8788,903.122,632.291,530.05,501.842,498.039,504.784,515.424,528.434,537.459,537.756,523.11,426.290980434726,418.462662611612,365.191730464971,344.576551726899,349.29929859649,360.211049247521,368.696352029689,379.578713839435,384.746669901118,378.831096928433,358.215019227279,0.175886,0.332349,0.367762,0.39512,0.431489,0.481524,0.535272,0.599191,0.66022,0.71787,0.887487,0.317212862286509,0.394698619202044,0.425646567001309,0.435405558072012,0.437171591025766,0.459357159517515,0.479608173408252,0.51,0.531974623454916,0.545776511037256,0.607458640567405,0.00234724,0.00222623,0.000998669,0.000301767,-0.000450804,-0.000711244,-0.000984285,-0.00058276,0.00238151,0.00512907,-6.16798e-05,0.0346340872551884,0.0272840612812682,0.0302557267306538,0.0399452124790944,0.0556606683395016,0.0640939934783284,0.0701804103721259,0.0841286514809313,0.0962256722501849,0.112790957084334,0.204223162251494
14.3939,707.278,450.672,410.393,412.098,427.32,442.982,457.376,475.774,492.499,504.197,503.077,392.322571361883,305.049995902311,266.083821379655,270.134225895202,286.961321435485,312.969966610216,329.375166034114,344.84924242341,354.987323717341,362.430683027803,342.601809685822,0.139278,0.223659,0.221227,0.240575,0.280461,0.330314,0.379451,0.435872,0.497107,0.554049,0.732438,0.285803079059691,0.303634978222207,0.285470313693035,0.296268290574607,0.331712224676752,0.361635175280282,0.389482990642724,0.417830109015614,0.438159788205171,0.468105757281408,0.540843785209741,0.00253865,0.000625351,0.000184941,-0.000740794,-0.00206339,-0.000969162,0.000216587,0.00112989,0.000280947,-0.00089088,0.00144747,0.0196925620476362,0.0150869811426939,0.0198554022875388,0.0241769931960118,0.0372134384329102,0.0508269613492682,0.0551137913774765,0.0680291114156285,0.0878159438826458,0.104529900028652,0.205366258182789
15.9091,363.801,330.972,338.962,352.6,375.085,401.383,422.943,438.429,451.484,464.894,475.755,160.2329554118,131.620667070183,154.128517802514,191.815797055404,230.614179962985,275.21100995418,312.835739646224,329.154978695447,331.247641501038,335.959819026026,323.703568098963,0.214603,0.147835,0.135607,0.147476,0.179682,0.222057,0.25926,0.305992,0.357627,0.407324,0.580391,0.207396480201569,0.167837123426255,0.177320049627785,0.202350685691944,0.241904526621558,0.291420486582533,0.322338331571037,0.35720862251631,0.385882106348558,0.413639940044479,0.502888655668429,0.00272275,-0.000694119,-0.000674574,-0.000512462,-0.000953043,-0.00152784,-0.000778475,4.72737e-05,-0.00124753,-0.00528625,0.00438671,0.0124923576637879,0.00941594923520725,0.0123572246074918,0.0178442427690278,0.0270355506694426,0.0447756630325001,0.0525447428388416,0.0627639227582215,0.0844660286742546,0.100697567001393,0.204300269211766
17.4242,301.987,303.811,310.167,319.925,333.484,352.786,376.368,397.146,411.796,422.945,437.675,28.5871124809765,44.0707385914963,84.1830743083192,122.622183963588,157.667054263089,197.684597275559,242.869718161816,278.22239305994,293.883650446907,297.437220266731,291.987157251822,0.180016,0.134748,0.109945,0.111865,0.12545,0.149195,0.171578,0.203552,0.243432,0.289185,0.468888,0.136780481063637,0.116966661916975,0.128517314008658,0.148166122983629,0.178486133915215,0.222576952984805,0.261466250212145,0.290438805947139,0.322527518205811,0.359406455145146,0.470495483506484,-0.00169925,-0.000474698,-0.000875387,-0.00105464,-0.00101375,-0.00174505,-0.000201539,-0.00150412,-0.0017401,-0.00576542,0.00142666,0.00676218160063747,0.00698796823118136,0.0107844795887423,0.0168703882587213,0.0229159769593181,0.0357828171054209,0.0476353860066233,0.0625360695918763,0.0657917928012302,0.0829164036846751,0.178655534479064
18.9394,298.507,298.961,301.464,305.821,312.847,323.976,338.616,356.641,374.411,386.529,412.142,4.99534783573677,9.84039125238423,35.1045581085989,61.4581971749904,92.8157314252277,125.570697218738,159.29532322074,198.058324742991,234.057471574825,251.414200076288,276.798482654801,0.149772,0.119727,0.10251,0.0960264,0.0971917,0.106079,0.119666,0.135944,0.161445,0.191835,0.379697,0.0942945385481047,0.0901932369970166,0.102627968897372,0.116122779849606,0.139749776386225,0.166421452944024,0.205825897301579,0.234448715074321,0.258043988498085,0.290310523405542,0.422812014966462,-0.000666866,-0.000434941,-0.000390608,-0.000347913,-8.43093e-05,-0.000621861,-0.00138186,-0.00198921,-0.000996555,-0.00261981,0.00144053,0.00453604453240927,0.00636755054946563,0.00905623542096825,0.0157758359524939,0.0238678025800449,0.031910969900647,0.0368395168263646,0.0482382628211257,0.0614961787430731,0.0632728219696261,0.167414455767714
20.4545,298.162,298.208,298.644,299.825,302.335,307.255,315.223,325.545,339.862,353.092,391.602,0.337621089388681,1.18562219952226,7.01796979189851,18.0106912693544,34.0426203456784,56.725655571355,87.6060500193908,116.246290263389,153.794993416561,188.258333148894,248.331633103799,0.122996,0.107135,0.095195,0.0871049,0.0834566,0.0846461,0.0906106,0.0989988,0.111321,0.122306,0.299074,0.0681311969658541,0.0731745174223923,0.0832040263448831,0.096649004133514,0.114521177080922,0.137208235904409,0.161344662136682,0.187008555953999,0.205187231571558,0.225357937512749,0.368779066651023,-0.000586784,-0.000476434,-0.000354949,-0.000427618,-0.000633434,-0.00095271,-0.00152573,-0.00126076,-9.32809e-05,0.000687381,-0.00175733,0.00375255912678268,0.00488640972494121,0.0071207443431147,0.0104110998458376,0.0182963930871634,0.0294330426561713,0.0314264697349225,0.0353576017286241,0.0573470138716917,0.0539551665737397,0.159696900408242
21.9697,298.153,298.152,298.222,298.476,299.198,300.904,304.466,309.222,316.283,324.818,370.102,0.109274425187232,0.190970940197717,1.43152366379323,4.91782472237472,12.0399335546339,22.2122713831792,39.8113049271184,58.6062283379506,83.1626719147479,111.163843042601,204.086501268457,0.105136,0.0969421,0.0873959,0.0802458,0.0753749,0.0725677,0.0731133,0.0764756,0.0792632,0.0826792,0.224691,0.0558521261905042,0.060254543397158,0.0693574076793532,0.0819624914213813,0.0977434396775558,0.115913761046737,0.133065773210093,0.156390217085341,0.173642448727263,0.189592193932134,0.313720735687012,-0.000548192,-0.000458533,-0.00040813,-0.000518362,-0.000963942,-0.00168271,-0.00217804,-0.00158576,0.000719837,0.00277765,-0.00685519,0.00328380876422486,0.00392770925604225,0.00504838588065532,0.00639430997059104,0.00883027179649641,0.0169712698405276,0.0250776793184696,0.0287665952104172,0.0539833307605227,0.0606493198642821,0.139517382429574
