z,Tmean,Trms,Wmean,Wrms,Vmean,Vrms,X_CH3OH,X_O2,X_CO2,X_H2O,X_CO,X_H2
10.1839,1283.86,370.905648379746,1.59899,0.860790915379571,-0.0268165,0.195354037583051,0.167918996949917,0.0323234638018482,0.0523029208246186,0.158687145127668,0.0561634175874037,0.0843820283639023
10.6689,1285.52,374.249916499657,1.67719,0.895509910609592,-0.0257804,0.197235899369258,0.163442155752707,0.0332131994761408,0.0523796875015398,0.158265001531958,0.0562097182705091,0.0843231793330284
11.1538,1287.74,377.155140492609,1.75321,0.930938773496947,-0.0247883,0.199189859179628,0.158865653689867,0.0341048591815246,0.0524828501652904,0.15784504812416,0.0561994701455881,0.0841699869567493
11.6388,1289.68,378.844295192629,1.82734,0.965257996599873,-0.0238316,0.201507071836201,0.154498137322946,0.0350074790975131,0.0525560530032483,0.157373461242566,0.0559426589286634,0.0840360332937786
12.1237,1290.46,379.461460493684,1.89944,0.996257998713185,-0.0229785,0.204083561317417,0.150948773916249,0.0358644412048813,0.0525654668849825,0.156858319055562,0.0555704575773179,0.083825160332805
12.6087,1290.9,380.12497944755,1.96816,1.02533409189395,-0.0222963,0.206493825573551,0.147760226104752,0.0367011761886283,0.0525658151846223,0.156358626357155,0.0553296669137475,0.0834789443199666
13.0936,1291.47,381.178435906335,2.03437,1.05464211939406,-0.0218136,0.20870792989247,0.144569653793874,0.0375466774543423,0.0525723691320141,0.155877495466909,0.0551051061160418,0.0830507594081105
13.5786,1292.25,382.519280559817,2.09896,1.08497004566946,-0.0215048,0.210896894239816,0.141430819319624,0.0383722995928973,0.0525877105293912,0.155428299877495,0.0548499791429804,0.0825781478617461
14.0635,1293.17,384.084626091699,2.16214,1.11590770227649,-0.0213251,0.213087071405095,0.13841365548857,0.039162448552842,0.052608939945722,0.155011498388539,0.0545715575564712,0.0820736962459112
14.5485,1294.27,385.896359143229,2.22356,1.14717479051799,-0.0211884,0.215270527476476,0.135351171901495,0.0399625430505826,0.0526364933539919,0.154603897460647,0.054278785141896,0.0815479936886114
15.0334,1294.89,387.209245757381,2.2831,1.17744214295226,-0.0209855,0.217665798875248,0.132328000089645,0.0407934981875869,0.0526404618471983,0.154108393552499,0.0538923134668456,0.0811489894576151
15.5184,1294.36,387.499677419221,2.34066,1.20444177941485,-0.0206704,0.220506008988417,0.129726238673565,0.0416144250677731,0.0525967269090065,0.153493659230673,0.0534314293842739,0.0808515023389606
16.0033,1293.25,387.486773967835,2.39577,1.22790471943062,-0.0202514,0.223708515707382,0.127473857537684,0.0424222899343868,0.0525371915860773,0.152847611978646,0.053042219547788,0.0804381201067702
16.4883,1292.25,387.943294825416,2.44858,1.24985199123736,-0.019765,0.227011233202236,0.125196025564421,0.043264182822282,0.0524887153912029,0.152206667499153,0.0527317352538233,0.0798935818836066
16.9732,1291.22,388.953724753987,2.50004,1.27199449684344,-0.0193059,0.230221849527798,0.122847313241011,0.0441514125157397,0.0524407016473637,0.151547978003621,0.0524095271675536,0.0793218024720967
17.4582,1290.05,390.599539170235,2.55036,1.29480500462425,-0.0189988,0.233270229562197,0.120524045141853,0.0450686279705567,0.0523871606624874,0.150874160187378,0.0520739448681739,0.0787219171684341
17.9431,1288.63,392.987277147747,2.59923,1.31817297802678,-0.0189218,0.236249656084406,0.118231494904545,0.046018532102397,0.052320906501242,0.150178489951257,0.0517323853969971,0.0781084454499398
18.4281,1286.9,396.011363473323,2.64657,1.34194262172419,-0.0190915,0.239436839270819,0.115921422985578,0.0470168246732726,0.0522366843069664,0.149441000979523,0.0513750322639041,0.0774692487335987
18.913,1284.85,399.222995329678,2.6923,1.36586968631711,-0.0194631,0.243302486629299,0.113515498714774,0.0480762876489905,0.0521323481566047,0.148632245552998,0.0509174238933321,0.0768331737141057
19.398,1281.91,401.83578735598,2.73637,1.38871883403373,-0.0198604,0.248084259879582,0.11122834405019,0.0491368637777345,0.0519824797015233,0.147721495844347,0.0502212467320026,0.0763329440022068
19.8829,1278.13,403.940589691108,2.77834,1.40920899798433,-0.0200544,0.25296225014812,0.109243711156632,0.0501651740712503,0.0517933262820021,0.14675956014631,0.0495711063180634,0.075801205109293
20.3679,1274.29,406.502152515826,2.8177,1.42820866822744,-0.019958,0.256840612053468,0.107262856374861,0.0512353112947642,0.051606604346243,0.145797057038483,0.0491638352200334,0.0750801090280457
20.8528,1270.36,409.658394275035,2.85542,1.44719729131864,-0.0195273,0.259828789782811,0.10520492352268,0.0523565298665883,0.0514207904437438,0.144818776155605,0.0487375500421487,0.0743181910449513
21.3378,1266.42,413.181558155734,2.89223,1.46665606056771,-0.0187571,0.262771764084348,0.103182550706705,0.0534844516288339,0.0512408573632919,0.14385686376522,0.0482951034869342,0.0735263711904203
21.8227,1262.54,416.950836430388,2.92814,1.48642524198158,-0.0177682,0.266014473290458,0.101206519505148,0.0546074655365066,0.0510662831202255,0.142913530112123,0.0478293666312058,0.0726923434769269
22.3077,1258.73,420.902601560028,2.96286,1.50642291538598,-0.0167056,0.269537937960503,0.0992636919722775,0.0557255503090141,0.0508952406846757,0.141988771500023,0.0473468352410402,0.0718287227678402
22.7926,1254.88,424.927052563143,2.99669,1.52651236483692,-0.0156927,0.273272940482588,0.0973598070366487,0.0568458443788104,0.050723730534158,0.141062488622938,0.0468433635679777,0.0709333844423988
23.2776,1251.21,429.023309390061,3.02966,1.54688396462049,-0.0147824,0.277201551222211,0.0953643926505963,0.0579912076779923,0.0505675808185168,0.140123635302386,0.0463045037788874,0.0699710443195441
23.7625,1246.86,432.591030882518,3.06168,1.56672269403363,-0.013867,0.281367020100082,0.0933704921617202,0.0591772309442561,0.0503635272560242,0.139113020806053,0.0455216006672027,0.0691105211220654
24.2475,1241.86,435.302193883743,3.09258,1.58426007965864,-0.0129826,0.28556312787193,0.0916000561456246,0.0603330637018484,0.0501089872034185,0.138082904959977,0.0447339715209839,0.0683163573694208
24.7324,1237.02,437.913233415023,3.12186,1.59953743313497,-0.0122967,0.289413026659133,0.0899042891211095,0.0614661826894021,0.0498672117452368,0.137087098802821,0.0441697500106101,0.0674282496849811
25.2174,1232.18,440.700578624535,3.14986,1.61395786809941,-0.0118407,0.292938048057947,0.0881623389931196,0.0626399443775429,0.0496304931250099,0.136075890438195,0.043640932024384,0.0664863093881765
25.7023,1227.3,443.433196772637,3.17707,1.62839798575164,-0.0115965,0.296370038971553,0.0864232202071853,0.0638390941972633,0.0493932555637802,0.135053671340422,0.0430969782244936,0.0655209158526106
26.1873,1222.28,446.098643799777,3.20343,1.64297900169174,-0.0115747,0.299668984047399,0.08470660905937,0.0650669874917042,0.049146455713238,0.134014089901198,0.0425385666574326,0.0645318093281226
26.6722,1216.9,448.813992651744,3.22863,1.65763385583186,-0.0117726,0.302695061076325,0.0830095601837328,0.0663493324421333,0.0488755942441245,0.132931579440786,0.0419648720319932,0.0635179606257191
27.1572,1211.01,451.731114713167,3.2525,1.67232771907901,-0.0120833,0.305277578606749,0.0813294062611013,0.0676996436371562,0.0485752594796217,0.131793085153713,0.0413824387541104,0.0624926800630884
27.6421,1204.76,454.927466746074,3.27518,1.68709217294136,-0.0124056,0.307243551600355,0.079675101995005,0.0690844150617026,0.0482571823251504,0.13062441620541,0.040799178316959,0.0614691946325669
28.1271,1198.25,458.513903824083,3.29679,1.70214276722019,-0.0126833,0.308641539654014,0.0780054192496484,0.0705080838665085,0.0479301676289738,0.129427583809246,0.0402039988645159,0.0604201683473701
28.612,1191.09,462.204500194449,3.31728,1.71739628507808,-0.012911,0.309928378823237,0.0763315953741757,0.0719932024209397,0.0475723090647584,0.128158997628521,0.0395208438915943,0.0594047841641937
29.097,1183.33,465.39445634859,3.33684,1.73180830347934,-0.0131563,0.311666488413496,0.074778872677747,0.0734703023616258,0.0471810440656598,0.126847516324705,0.038777392440142,0.058487192987968
29.5819,1175.64,468.222169487947,3.35554,1.74448846370505,-0.0134565,0.31395142936448,0.0733569737013466,0.0748829576002196,0.0467952484883597,0.12557509371762,0.0381314626457484,0.0575730596020514
30.0669,1168.2,471.31624202864,3.37336,1.7560637801629,-0.0137834,0.31645694809879,0.071937593903945,0.076282657481045,0.0464289300482158,0.124337604840174,0.0375857160905364,0.0565925940586299
30.5518,1160.82,474.659878228611,3.39073,1.76763684053032,-0.0141307,0.318931027026221,0.0704986007733734,0.0776868952299117,0.0460691759001957,0.123106524109128,0.037031282689298,0.0556020022647931
31.0368,1153.71,477.974894738207,3.40799,1.77946340226485,-0.0144303,0.321216437935545,0.0690820504013635,0.0790584611681071,0.0457217065350969,0.121906857662616,0.0364768310490776,0.0546160213296335
31.5217,1146.89,481.154860725733,3.4252,1.79130399430136,-0.0145516,0.323137741528284,0.0677048012354377,0.0803885368580996,0.0453869851926297,0.120745636320076,0.0359263730914939,0.0536393387232619
32.0067,1140.29,484.103294762595,3.44241,1.8027978256033,-0.0144645,0.324684462209081,0.0663678928993677,0.0816862027066749,0.0450594218698184,0.119616049713547,0.0353816724955497,0.0526756434365229
32.4916,1133.86,486.729904567205,3.45959,1.81377506874474,-0.0142109,0.326107344290189,0.0650625102371856,0.0829593839661114,0.0447341634367789,0.118507142388189,0.0348377848192151,0.0517157977800559
32.9766,1127.54,488.989774944221,3.47648,1.82443689942952,-0.0137948,0.327713289324678,0.0637796615816217,0.0842236650037527,0.0444075926680365,0.117403869124639,0.0342877009900163,0.05074843969369
33.4615,1121.31,490.884915229629,3.49287,1.83519753705153,-0.0132191,0.329675598126401,0.0625170150198652,0.085478889181375,0.0440817970654923,0.116301846037117,0.0337282448108293,0.0497727555418532
33.9465,1115.08,492.471318961825,3.50848,1.84622317177529,-0.0125795,0.332016565851766,0.0612098652740069,0.086765776038391,0.0437554390290127,0.115169573099535,0.0331229451784868,0.0487411831057446
34.4314,1108.31,493.653724790971,3.52321,1.85694372558783,-0.0121322,0.334505605334201,0.0598917994188785,0.0880957092519838,0.0434067152867811,0.11396457977818,0.0323232576555545,0.0477348101210188
34.9164,1101.36,494.253983291991,3.53726,1.86603322585639,-0.0120123,0.336924323847359,0.0587055248693651,0.089372642859492,0.0430544780971231,0.11275564712753,0.0315758425399385,0.0468230907981462
35.4013,1094.65,494.877762684888,3.55037,1.87331257402495,-0.012107,0.338943948168425,0.0575447482970156,0.0906274363203899,0.0427195610712651,0.111573747057675,0.0310357669618082,0.0459029363690361
35.8863,1087.96,495.836666655462,3.56276,1.87979786147341,-0.0122465,0.340276358273683,0.0563460349674882,0.0919002155802311,0.0423873850444161,0.110392286864343,0.0304868944595576,0.0449602781870935
36.3712,1081.34,496.8390081304,3.57466,1.88638543251373,-0.0123868,0.34140884581393,0.0551547205970191,0.093170689556346,0.0420576640852081,0.109220909892895,0.029931855891794,0.0440156046296995
36.8562,1074.79,497.821253061779,3.58595,1.89342810795657,-0.012628,0.342814818816223,0.053981694729264,0.0944255835063129,0.0417315641768712,0.108061038959959,0.0293801444329697,0.0430842302077516
37.3411,1068.28,498.781515295024,3.59662,1.90081035350716,-0.0129022,0.344325427466518,0.0528268817574125,0.09566657162468,0.0414084189137085,0.106908219585648,0.0288328941273461,0.0421665634271533
37.8261,1061.84,499.714918728669,3.60674,1.90828981027516,-0.0130509,0.345702183967646,0.051696875879585,0.0968875762737476,0.041088371457694,0.105769850765945,0.0282950210254702,0.0412696398781068
38.311,1055.5,500.604634417222,3.6164,1.9156591554867,-0.0130147,0.346998559074818,0.0506003709571141,0.098083265533538,0.0407734580661552,0.104651257358216,0.027767931091697,0.0403943769856118
38.796,1049.28,501.381092583276,3.62575,1.92272202879147,-0.0129364,0.348577107682074,0.0495375867031075,0.099256402369095,0.0404659553350273,0.103550262470138,0.0272457327404892,0.0395305378046156
39.2809,1043.24,502.029879588855,3.63492,1.92953880499979,-0.0130518,0.350774856567571,0.0485130148447115,0.10039632093815,0.0401684209023842,0.102476743436678,0.0267289546758256,0.0386786063174999
39.7659,1037.42,502.706673916311,3.64389,1.93628510297425,-0.013201,0.353290248945538,0.0474978544919517,0.101514862149372,0.0398815687188737,0.101429852493463,0.0262050957127705,0.0378094203170828
40.2508,1031.33,503.331898452701,3.65237,1.94295651006398,-0.0132373,0.35563183209606,0.0464934336282859,0.102655740314401,0.0395756398606841,0.10035844724562,0.0255604361579919,0.0369470699936508
40.7358,1024.94,503.58613960275,3.66016,1.9491690537252,-0.0134574,0.357549996503985,0.0455572181128385,0.103789932580999,0.039243898757297,0.0992678034796816,0.0248548584733565,0.0361420415098012
41.2207,1018.82,503.555359419399,3.66736,1.95440016373311,-0.0139903,0.358718552628659,0.0446881411223628,0.104864260432308,0.0389233174419316,0.0982193877653778,0.0242821317748561,0.0353662456407048
41.7057,1013.06,503.565288716369,3.67422,1.95875215379588,-0.0146487,0.359026461420325,0.0438288335531039,0.105902634745934,0.0386261924875378,0.0972109472263326,0.0238207872432352,0.0345780108671675
42.1906,1007.4,503.605003946545,3.68094,1.96287798907624,-0.0153613,0.358852337319962,0.0429641250192998,0.106938407226514,0.0383375051415636,0.0962104309973295,0.0233546490500478,0.0337838880082484
42.6756,1001.87,503.55337353651,3.68768,1.96716801519341,-0.0160834,0.358637700193385,0.0421084146835423,0.107964608536464,0.0380540029317201,0.0952242860860315,0.0228865210816324,0.0329899859395455
43.1605,996.367,503.419308330541,3.69435,1.97168963074821,-0.0167108,0.358590295462663,0.041257231437814,0.108992474205729,0.0377686324423027,0.0942415433041045,0.0224123965941065,0.0321875596175891
43.6455,990.775,503.164982883348,3.7007,1.97639570936592,-0.0172292,0.358524755072784,0.0404003328850496,0.110042434038052,0.0374736730690021,0.0932418473565867,0.0219261854283946,0.0313664428312028
44.1304,985.168,502.818058546031,3.70659,1.9810931325912,-0.0176193,0.358131260852777,0.0395454814208125,0.111100324264921,0.0371746032253568,0.0922367444996295,0.0214339309579267,0.0305378241685968
44.6154,979.6,502.381329270904,3.71213,1.985698869416,-0.0179002,0.357568175317659,0.0387003713013937,0.112160190172335,0.0368766297058662,0.091234837435587,0.0209402624159475,0.0297096947612644
45.1003,974.089,501.84459746021,3.71739,1.99023114235508,-0.0181333,0.357296795395649,0.0378705094837269,0.113220472172901,0.0365828122755181,0.0902376439392247,0.0204440264399445,0.0288825132834129
45.5853,968.605,501.259413876687,3.72239,1.99465535870235,-0.0184093,0.357289798343026,0.0370344100178202,0.114293569163309,0.0362905840254474,0.0892330678228674,0.0199308618672917,0.0280308167334047
46.0702,963.133,500.637593474561,3.72717,1.99897473720905,-0.0187276,0.357505244716773,0.0361912847233432,0.115379868788712,0.035998612494118,0.0882205525863615,0.0193994924129203,0.0271592893780884
46.5552,957.442,499.886987228113,3.73128,2.00289041138051,-0.01912,0.358330852704592,0.0353360256987872,0.116492117362932,0.0356878604050084,0.0871860506126775,0.0187592360028237,0.0263212062392389
47.0401,951.835,499.12523478582,3.73513,2.00639228467416,-0.0195187,0.359303492885889,0.0344998064106596,0.117580244687252,0.0353798751823272,0.0861720442099997,0.018137106250555,0.0255095834239631
47.5251,946.364,498.344258520152,3.73853,2.00921626511434,-0.0199281,0.360521843998391,0.0336967311443694,0.118626772424406,0.0350770100627089,0.0851931278698987,0.0175457824305182,0.0247432721576923
48.01,941.108,497.648470308108,3.74141,2.01119864757313,-0.0203788,0.361606139328414,0.0329234482333788,0.119637513986615,0.0347895397975139,0.0842489437547622,0.0170302127300892,0.0239824480617029
48.495,936.028,497.023138294386,3.74387,2.01249099376867,-0.0208634,0.362581025427421,0.0321744211177368,0.120620400015116,0.034514632620127,0.0833330299020127,0.0165766028722101,0.023225957081163
48.9799,930.938,496.492698838563,3.74596,2.01323371718238,-0.0212961,0.363597304720483,0.0314423306346457,0.121596389053032,0.0342416970319109,0.0824230573704569,0.0161324160706945,0.0224913172042103
49.4649,925.839,496.045360829027,3.74775,2.0135143406492,-0.0216848,0.364650517619268,0.0307244248692799,0.122568424902089,0.0339703680897766,0.0815181476227564,0.0156958760148503,0.0217750994874877
49.9498,920.779,495.62889342733,3.74937,2.01349944127134,-0.0219773,0.365881128237027,0.0300212582982614,0.123529316703529,0.0337012479487636,0.0806230342127032,0.0152678981317116,0.0210763883532643
50.4348,915.797,495.279718946779,3.75067,2.01288847182351,-0.0220748,0.36747380859049,0.0293492874268715,0.124466106111523,0.033437179971263,0.079749368444633,0.0148578758800723,0.0204140653305879
50.9197,910.822,494.933328843391,3.75194,2.01222513650933,-0.0221544,0.369067744458927,0.0286784954950324,0.1254032726121,0.0331730441811666,0.0788760953951075,0.0144483398978928,0.0197528360211985
51.4047,905.982,494.653414018341,3.75258,2.01047258126044,-0.021876,0.370777561349119,0.0280496901405468,0.126302928625793,0.032916485469403,0.0780379589053258,0.0140604576984544,0.0191325318468579
51.8896,901.143,494.374352085543,3.75323,2.00872098610036,-0.0215975,0.372479529638878,0.0274199187613327,0.127204874404665,0.0326594739109872,0.0771985436494423,0.0136719788951716,0.0185111334254016
52.3746,896.356,494.080965024964,3.75309,2.00632250647796,-0.0211517,0.374002673787234,0.0268093125807994,0.128097348450141,0.0324044694169088,0.0763725730286562,0.0132858563803776,0.0178966881901929
52.8595,891.586,493.783353303855,3.75271,2.00372153753959,-0.0206544,0.375467708331888,0.0262038042535923,0.128988185420137,0.03214980472684,0.0755496147505634,0.0128999032170628,0.0172837657919182
53.3445,886.731,493.338626097734,3.75177,2.00094227802803,-0.0202488,0.376994694922886,0.0256100865424577,0.129877553623212,0.0318884525649829,0.0747229180694145,0.0124715350634374,0.0166785745377765
53.8294,881.784,492.736237758093,3.75023,1.99797397380446,-0.0199419,0.378589487439892,0.025029159761063,0.130767161935443,0.0316200831830278,0.0738924874257529,0.011997369022683,0.016081564876599
54.3144,876.829,492.035567820051,3.74856,1.99487092314265,-0.0197044,0.380313028964299,0.0244571790564168,0.131649307049698,0.0313506952700333,0.0730629318682294,0.0115322345880639,0.0154973080317373
54.7993,871.838,490.938896401579,3.74636,1.99123579718726,-0.0197459,0.382571561933189,0.0239242168263995,0.132502883431119,0.0310788004227993,0.0722413580399037,0.0111050369074038,0.0149667120605614
55.2843,866.847,489.839769720671,3.74416,1.98759653853593,-0.0197874,0.384816839548375,0.0233906154608013,0.133357610129324,0.0308064696327999,0.0714188168505641,0.0106773574607572,0.0144353932973783
55.7692,861.916,488.536590236596,3.74154,1.98325742151643,-0.0200316,0.387562898121066,0.0228895934679217,0.134194186698917,0.0305426273602793,0.0706138815350643,0.0103710236341293,0.0139513575688428
56.2542,856.99,487.211453067351,3.73888,1.97884814980837,-0.0202943,0.39033703385664,0.0223910875515009,0.135030390000362,0.0302792815652388,0.0698096622815138,0.0100754845114451,0.0134710995898552
56.7391,851.996,485.873440311363,3.73598,1.97445688734902,-0.0206682,0.393131021416525,0.0219040330729579,0.135871432763159,0.03001310393186,0.0690091581579894,0.00978732527950957,0.0130082341128938
57.2241,846.963,484.525541122447,3.73294,1.97007360268595,-0.0211065,0.395929286615678,0.0214233617571741,0.136714747286325,0.0297452101935638,0.0682105649179769,0.00950327096700385,0.012555222664677
57.709,841.91,483.112823261813,3.72972,1.96570343643185,-0.021588,0.398731739393793,0.0209493876892596,0.137559015423313,0.0294748769552204,0.0674146428414225,0.00922482584624137,0.0121144639385826
58.194,836.821,481.58592172114,3.72617,1.96136941956379,-0.0221497,0.401558214957682,0.0204881524257434,0.138405284914597,0.0292001197895248,0.0666245855212183,0.00895709413959072,0.0116968785492902
58.6789,831.728,480.039581701343,3.72262,1.95698237089658,-0.0227227,0.404408209610042,0.0200281044477352,0.139251296454015,0.0289245968919538,0.0658340975713263,0.00869014336615535,0.0112810719059705
59.1639,826.58,478.301160358199,3.71902,1.9520169056645,-0.0234509,0.407813682948476,0.0195893462856116,0.140095506825604,0.0286413107165939,0.0650492237972192,0.00843763507068603,0.0108956472055296
59.6488,821.432,476.55744669452,3.71542,1.94703877722042,-0.0241791,0.411189737226016,0.0191501227687953,0.140941515438374,0.0283577260946115,0.0642635213464551,0.008184858603691,0.0105098129227945
60.1338,816.292,474.807329345283,3.71116,1.94169771076756,-0.0249726,0.414926499515276,0.018729523968872,0.141785819418737,0.0280732871130201,0.0634825535180943,0.00793428217609518,0.0101300045733108
60.6187,811.155,473.050737236504,3.70671,1.93624636862151,-0.025784,0.418734999731334,0.0183137439579446,0.14263169521235,0.0277883805587295,0.0627022400280439,0.00768412549758733,0.00975154443191816
61.1037,805.887,471.209083104305,3.70148,1.93072784203264,-0.0264581,0.422244005286043,0.0179087950476982,0.143487303066886,0.0274949920441678,0.0619138354018224,0.00740589414764802,0.00938064404266061
61.5886,800.49,469.283496407023,3.69548,1.92514155323706,-0.0269965,0.425463276911181,0.01751461607285,0.144352666376149,0.0271933747094229,0.0611175080114361,0.00709986301353431,0.00901722454013063
62.0736,795.091,467.271869472152,3.68934,1.91938271327008,-0.0274516,0.428457699195615,0.0171271174254668,0.145212333904673,0.0268913358289825,0.0603221776636904,0.00679986252928571,0.00866233671612517
62.5585,789.686,464.975268159501,3.68273,1.91305253456354,-0.0276116,0.430721487738887,0.0167641424467865,0.146052438688893,0.0265888074538935,0.0595326714450226,0.00652208726140424,0.0083386547873385
63.0435,784.28,462.666186359021,3.67613,1.90669871767933,-0.0277716,0.432972285487189,0.0164008196101509,0.146892437929835,0.0262860515680624,0.0587425623152852,0.00624404670942935,0.00801466362411172
63.5284,779.122,460.379191536716,3.66947,1.89975787930989,-0.0276212,0.43475165324585,0.0160654057489732,0.147688189831852,0.0260026816452968,0.0579875429384652,0.00604585341862574,0.00771703831982132
64.0134,773.981,458.082961918472,3.6628,1.89275196473283,-0.0274501,0.436493986212869,0.0157316959451372,0.148481710432836,0.0257204237476333,0.0572342537689263,0.00585283888565892,0.00742094409976854
64.4983,768.821,455.848659096415,3.65598,1.88594273507973,-0.0271549,0.438120987856094,0.0154087509173104,0.149270726133355,0.0254365782977842,0.0564915964158574,0.00566784747669767,0.00713917321659205
64.9833,763.651,453.643031468577,3.64909,1.87922856512985,-0.0267942,0.439687388948103,0.0150913201116892,0.150056368410088,0.0251518058886033,0.0557543953502934,0.00548702716843902,0.00686488699681814
65.4682,758.526,451.416658974832,3.6421,1.87279470311083,-0.0264493,0.441328675705534,0.0147805725151323,0.150835089888509,0.0248694011988255,0.0550258340790457,0.00531052053379625,0.00659833008713208
65.9532,753.479,449.165893629514,3.63496,1.86686100178883,-0.0261308,0.443100440081027,0.0144811249888056,0.151599664794289,0.0245912752024958,0.0543123588607425,0.00514143238777364,0.00634500553085744
66.4381,748.449,446.903792778714,3.62783,1.86095942997154,-0.0258291,0.444903360292997,0.0141831882966775,0.15236190904375,0.0243141107395832,0.0536009029801059,0.00497295148370478,0.00609298751780039
66.9231,743.594,444.618937968234,3.62079,1.85556460410302,-0.0256988,0.447081648024161,0.0139036463492777,0.153097117523572,0.0240484090384488,0.0529162873764221,0.00481196058190388,0.00585595565815784
67.408,738.738,442.322280695874,3.61374,1.85015675011605,-0.0255686,0.449249373956158,0.0136238967104734,0.153833780590248,0.0237825111550361,0.052231165259005,0.00465083957116636,0.00561876120931766
67.893,734.038,439.993181765354,3.60701,1.84496341427141,-0.0255176,0.451620415836131,0.0133610145751666,0.154543428104209,0.0235233490827826,0.0515731883936126,0.00449974379972379,0.00539883680014053
68.3779,729.374,437.645975646983,3.60035,1.83981520811195,-0.0254855,0.454029734709083,0.0131020440202911,0.155246472731878,0.0232656144809686,0.0509214000103478,0.0043509715558281,0.0051829598394009
68.8629,724.823,435.28036941723,3.59393,1.83483241741583,-0.0254044,0.456621287283017,0.0128521796078354,0.155934274906188,0.0230145147245425,0.0502865047586801,0.00420589069480859,0.00497414374377649
69.3478,720.374,432.898371445308,3.58773,1.83,-0.0252788,0.459373486392064,0.012610472316881,0.15660782837374,0.0227694385106214,0.0496666884753155,0.00406414747132467,0.00477175242349141
