s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,kg/s,kg/s
Time,HRR,HRR_OX,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_ENTH,Q_TOTAL,MLR_AIR,MLR_ETHYLENE,MLR_INTERMEDIATE PRODUCTS,MLR_PRODUCTS
 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-5.0957669E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-5.0957669E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 5.0025773E-001, 1.9478893E+000, 0.0000000E+000,-4.1489286E-001, 2.8383200E-002,-9.0898540E-002, 2.1829430E-004, 0.0000000E+000, 0.0000000E+000, 1.4629399E+000, 1.4706994E+000, 1.6706097E-002, 7.6505183E-005,-5.9702555E-099,-6.7528679E-088
 1.0001785E+000, 5.4126032E+000, 0.0000000E+000,-1.1886327E+000, 7.7314145E-002,-3.8570774E-002, 8.7514969E-004, 0.0000000E+000, 0.0000000E+000, 4.2090375E+000, 4.2635890E+000, 4.3918279E-002, 1.9836274E-004,-3.4518221E-084,-3.5811164E-076
 1.5002568E+000, 9.8383510E+000, 0.0000000E+000,-2.1572288E+000,-1.7634238E+000,-7.9938443E-002, 1.4840241E-003, 0.0000000E+000, 0.0000000E+000, 5.8121263E+000, 5.8392440E+000, 5.9044880E-002, 2.6655659E-004,-3.1927255E-077,-4.4416995E-070
 2.0004718E+000, 1.1826262E+001, 0.0000000E+000,-2.5982782E+000,-5.3638170E+000,-2.0007903E-001, 1.7221423E-003, 0.0000000E+000, 0.0000000E+000, 3.6501856E+000, 3.6658096E+000, 6.5754301E-002, 2.9681521E-004,-2.4265908E-073,-1.1725877E-066
 2.5001755E+000, 1.3632303E+001, 0.0000000E+000,-2.9948605E+000,-7.0674213E+000,-3.1577040E-001, 1.8109821E-003, 0.0000000E+000, 0.0000000E+000, 3.2545896E+000, 3.2560619E+000, 6.8414813E-002, 3.0881242E-004,-3.0243022E-071,-8.0615019E-065
 3.0002575E+000, 1.4094445E+001, 0.0000000E+000,-3.0959675E+000,-6.4927079E+000,-3.4083748E-001, 1.8406904E-003, 0.0000000E+000, 0.0000000E+000, 4.1716547E+000, 4.1667723E+000, 6.9421951E-002, 3.1335408E-004,-5.3810494E-068,-1.7420992E-062
 3.5000486E+000, 1.4203758E+001, 0.0000000E+000,-3.1127899E+000,-7.1998749E+000,-3.6682873E-001, 1.8582260E-003, 0.0000000E+000, 0.0000000E+000, 3.4685330E+000, 3.5261231E+000, 6.9796603E-002, 3.1504354E-004,-8.5477502E-064,-9.1648632E-059
 4.0002985E+000, 1.4594182E+001, 0.0000000E+000,-3.2072975E+000,-7.5688000E+000,-4.1125558E-001, 1.8578788E-003, 0.0000000E+000, 0.0000000E+000, 3.4200483E+000, 3.4086864E+000, 6.9934989E-002, 3.1566761E-004,-2.8504429E-060,-1.0827726E-055
