s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,kg/s,kg/s
Time,HRR,HRR_OX,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_ENTH,Q_TOTAL,MLR_AIR,MLR_ETHYLENE,MLR_INTERMEDIATE PRODUCTS,MLR_PRODUCTS
 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-3.4434167E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-3.4434167E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 5.0077611E-001, 1.6965282E+000, 0.0000000E+000,-6.6579626E-001, 2.6124434E-002,-1.4663172E-001, 1.3480602E-004, 0.0000000E+000, 0.0000000E+000, 8.8473833E-001, 9.1035942E-001, 1.6917918E-002, 7.6295187E-005,-1.7015028E-169,-1.2147011E-154
 1.0002619E+000, 4.5546532E+000, 0.0000000E+000,-1.8405501E+000, 5.1902746E-002,-1.1184829E-001, 4.2734861E-004, 0.0000000E+000, 0.0000000E+000, 2.6147136E+000, 2.6545849E+000, 4.4285526E-002, 1.9839954E-004,-4.4925395E-141,-1.4014364E-131
 1.5000085E+000, 8.3183896E+000, 0.0000000E+000,-3.3250523E+000,-1.3831914E-001,-6.4172462E-002, 6.6617964E-004, 0.0000000E+000, 0.0000000E+000, 4.7213511E+000, 4.7915119E+000, 5.9513875E-002, 2.6654155E-004,-6.7373951E-127,-2.7541012E-119
 2.0000389E+000, 1.2018084E+001, 0.0000000E+000,-4.9673086E+000,-4.4129759E+000,-1.4730181E-001, 8.2659581E-004, 0.0000000E+000, 0.0000000E+000, 2.4197821E+000, 2.4913247E+000, 6.6273831E-002, 2.9679852E-004,-3.0660621E-115,-2.6139072E-108
 2.5002005E+000, 1.3359883E+001, 0.0000000E+000,-5.3804367E+000,-6.2143796E+000,-2.1622691E-001, 9.3480745E-004, 0.0000000E+000, 0.0000000E+000, 1.4919714E+000, 1.5497741E+000, 6.8956721E-002, 3.0880738E-004,-1.3298543E-105,-6.8615707E-099
 3.0002062E+000, 1.4038040E+001, 0.0000000E+000,-5.6779867E+000,-6.5699168E+000,-2.5571973E-001, 1.0005597E-003, 0.0000000E+000, 0.0000000E+000, 1.4466257E+000, 1.5354176E+000, 6.9972377E-002, 3.1335344E-004,-1.7408410E-098,-6.5294537E-092
 3.5002065E+000, 1.4457848E+001, 0.0000000E+000,-5.8204820E+000,-6.9861507E+000,-2.7222846E-001, 1.0505157E-003, 0.0000000E+000, 0.0000000E+000, 1.3068562E+000, 1.3800376E+000, 7.0349936E-002, 3.1504339E-004,-3.8582472E-093,-1.0980294E-086
 4.0002236E+000, 1.4625843E+001, 0.0000000E+000,-6.0684380E+000,-6.1773395E+000,-2.9910167E-001, 1.0731684E-003, 0.0000000E+000, 0.0000000E+000, 1.9868304E+000, 2.0820374E+000, 7.0489382E-002, 3.1566757E-004,-7.9862839E-089,-1.6931854E-082
 4.5000730E+000, 1.4040531E+001, 0.0000000E+000,-5.7244287E+000,-7.0515995E+000,-3.2823323E-001, 1.1007236E-003, 0.0000000E+000, 0.0000000E+000, 8.8027307E-001, 9.3737013E-001, 7.0540754E-002, 3.1589751E-004,-4.6764787E-085,-5.9385676E-079
 5.0001974E+000, 1.4571629E+001, 0.0000000E+000,-6.2000687E+000,-7.2787565E+000,-3.1466166E-001, 1.1281141E-003, 0.0000000E+000, 0.0000000E+000, 6.7790124E-001, 7.7926995E-001, 7.0559665E-002, 3.1598215E-004,-2.2078910E-081,-9.3801838E-076
 5.5000501E+000, 1.4965918E+001, 0.0000000E+000,-6.2625991E+000,-6.4791652E+000,-3.3758110E-001, 1.1566304E-003, 0.0000000E+000, 0.0000000E+000, 1.7788963E+000, 1.8877294E+000, 7.0566624E-002, 3.1601330E-004,-8.4662193E-078,-8.2000862E-073
 6.0002704E+000, 1.4044998E+001, 0.0000000E+000,-5.8370518E+000,-7.6307269E+000,-3.5594654E-001, 1.1957231E-003, 0.0000000E+000, 0.0000000E+000, 1.3796166E-001, 2.2246896E-001, 7.0569184E-002, 3.1602476E-004,-2.3602274E-074,-5.1671078E-070
