Time,Chi_r
0.501, 0.325
1.001, 0.340
1.501, 0.337
2.001, 0.339
2.500, 0.338
3.001, 0.338
3.501, 0.340
4.000, 0.339
4.501, 0.338
5.000, 0.339
5.500, 0.339
6.000, 0.339
6.501, 0.339
7.001, 0.339
7.500, 0.338
8.000, 0.340
8.501, 0.339
9.001, 0.339
9.501, 0.339
10.000, 0.339
10.501, 0.339
11.001, 0.338
11.501, 0.339
12.000, 0.339
12.501, 0.339
13.001, 0.339
13.500, 0.339
14.001, 0.339
14.500, 0.339
15.000, 0.338
15.500, 0.339
16.000, 0.339
16.501, 0.339
17.001, 0.339
17.500, 0.339
18.001, 0.339
18.501, 0.339
19.000, 0.339
19.500, 0.340
20.001, 0.338
20.500, 0.339
21.001, 0.339
21.501, 0.338
22.000, 0.339
22.501, 0.339
23.001, 0.339
23.500, 0.339
24.000, 0.339
24.500, 0.339
25.000, 0.340
25.500, 0.339
26.000, 0.339
26.500, 0.339
27.000, 0.339
27.500, 0.339
28.000, 0.338
28.500, 0.340
29.000, 0.339
29.500, 0.339
30.001, 0.338
30.500, 0.339
31.000, 0.339
31.501, 0.339
32.001, 0.339
32.500, 0.339
33.001, 0.339
33.500, 0.339
34.000, 0.339
34.500, 0.339
35.000, 0.339
35.501, 0.339
36.001, 0.338
36.500, 0.340
37.000, 0.338
37.501, 0.339
38.001, 0.339
38.500, 0.339
39.000, 0.339
39.501, 0.340
40.000, 0.338
