s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,kg/s,kg/s
Time,HRR,HRR_OX,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_ENTH,Q_TOTAL,MLR_AIR,MLR_ETHYLENE,MLR_INTERMEDIATE PRODUCTS,MLR_PRODUCTS
 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-5.7643430E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-5.7643430E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 5.0204349E-001, 2.7782626E+000, 0.0000000E+000,-4.9938340E-001, 3.9055192E-002,-2.4316406E-003, 4.4548496E-004, 0.0000000E+000, 0.0000000E+000, 2.1995339E+000, 2.3159482E+000, 1.6489147E-002, 7.7983225E-005,-1.1723326E-057,-1.8930035E-048
 1.0007061E+000, 7.7400683E+000, 0.0000000E+000,-1.7274796E+000, 1.1174281E-001, 4.8838837E-003, 2.5544687E-003, 0.0000000E+000, 0.0000000E+000, 6.0298753E+000, 6.1317698E+000, 4.3921354E-002, 1.9881059E-004,-2.8407760E-048,-5.7327587E-042
 1.5007980E+000, 1.1533589E+001, 0.0000000E+000,-2.5418494E+000,-5.8366161E+000,-1.6317758E-001, 4.6034239E-003, 0.0000000E+000, 0.0000000E+000, 3.0022354E+000, 2.9965491E+000, 5.9039535E-002, 2.6667735E-004,-1.5057801E-044,-5.1388079E-039
 2.0012169E+000, 1.3164174E+001, 0.0000000E+000,-2.8970883E+000,-7.3774181E+000,-2.8049820E-001, 5.4056453E-003, 0.0000000E+000, 0.0000000E+000, 2.5941617E+000, 2.6145748E+000, 6.5753294E-002, 2.9686636E-004,-2.7702759E-042,-3.7575421E-037
 2.5003572E+000, 1.4378249E+001, 0.0000000E+000,-3.1594929E+000,-8.4423802E+000,-3.3417753E-001, 5.8617725E-003, 0.0000000E+000, 0.0000000E+000, 2.5355742E+000, 2.4480605E+000, 6.8414123E-002, 3.0883003E-004,-9.6630728E-041,-5.6890121E-036
 3.0008786E+000, 1.4228321E+001, 0.0000000E+000,-3.1302581E+000,-8.4532398E+000,-3.7993940E-001, 6.0040291E-003, 0.0000000E+000, 0.0000000E+000, 2.4008460E+000, 2.2708879E+000, 6.9421519E-002, 3.1335993E-004,-1.5325846E-039,-3.5635695E-035
 3.5011737E+000, 1.4619275E+001, 0.0000000E+000,-3.2136577E+000,-8.6920278E+000,-4.0466349E-001, 6.1271314E-003, 0.0000000E+000, 0.0000000E+000, 2.4099946E+000, 2.3150536E+000, 6.9796683E-002, 3.1504646E-004,-1.8001964E-038,-1.2226431E-034
 4.0000052E+000, 1.4513297E+001, 0.0000000E+000,-3.2085187E+000,-8.4486092E+000,-4.0565991E-001, 6.0732065E-003, 0.0000000E+000, 0.0000000E+000, 2.5545455E+000, 2.4565825E+000, 6.9934961E-002, 3.1566851E-004,-1.4196505E-037,-3.1650592E-034
 4.5001764E+000, 1.4448357E+001, 0.0000000E+000,-3.1626011E+000,-8.5503268E+000,-4.0538950E-001, 6.1766300E-003, 0.0000000E+000, 0.0000000E+000, 2.3719899E+000, 2.3362166E+000, 6.9985932E-002, 3.1589770E-004,-7.0529149E-037,-8.1520587E-034
 5.0015888E+000, 1.4503818E+001, 0.0000000E+000,-3.1856133E+000,-9.3893574E+000,-4.1988898E-001, 6.1054504E-003, 0.0000000E+000, 0.0000000E+000, 1.6041408E+000, 1.5150638E+000, 7.0004743E-002, 3.1598229E-004,-2.3984887E-036,-1.8702729E-033
 5.5013714E+000, 1.4744553E+001, 0.0000000E+000,-3.2339040E+000,-8.3948386E+000,-4.1384975E-001, 6.1061907E-003, 0.0000000E+000, 0.0000000E+000, 2.7669074E+000, 2.7080667E+000, 7.0011655E-002, 3.1601338E-004,-6.7946356E-036,-4.0471544E-033
 6.0015593E+000, 1.4691391E+001, 0.0000000E+000,-3.2459457E+000,-8.9881006E+000,-4.8324083E-001, 6.1056883E-003, 0.0000000E+000, 0.0000000E+000, 2.0256404E+000, 1.9802095E+000, 7.0014192E-002, 3.1602479E-004,-1.6870627E-035,-8.4293634E-033
 6.5005198E+000, 1.4461037E+001, 0.0000000E+000,-3.1695248E+000,-8.5588198E+000,-5.1029657E-001, 6.1148648E-003, 0.0000000E+000, 0.0000000E+000, 2.3264443E+000, 2.2285107E+000, 7.0015125E-002, 3.1602899E-004,-3.4933020E-035,-1.5546233E-032
 7.0007172E+000, 1.4507989E+001, 0.0000000E+000,-3.2043580E+000,-8.4236421E+000,-5.2761682E-001, 6.1582715E-003, 0.0000000E+000, 0.0000000E+000, 2.4206402E+000, 2.3585308E+000, 7.0015469E-002, 3.1603053E-004,-6.0255071E-035,-2.4648341E-032
 7.5012078E+000, 1.4379604E+001, 0.0000000E+000,-3.1564006E+000,-9.0578652E+000,-5.3081535E-001, 6.1844272E-003, 0.0000000E+000, 0.0000000E+000, 1.6995502E+000, 1.6407070E+000, 7.0015595E-002, 3.1603110E-004,-9.6465770E-035,-3.6866894E-032
 8.0017233E+000, 1.4594777E+001, 0.0000000E+000,-3.2102825E+000,-9.4687021E+000,-5.6808700E-001, 6.1104488E-003, 0.0000000E+000, 0.0000000E+000, 1.4325151E+000, 1.3538157E+000, 7.0015642E-002, 3.1603131E-004,-1.5765091E-034,-5.7239677E-032
 8.5014582E+000, 1.4636819E+001, 0.0000000E+000,-3.2073758E+000,-8.9889962E+000,-5.4912702E-001, 6.1855804E-003, 0.0000000E+000, 0.0000000E+000, 1.9975364E+000, 1.8975058E+000, 7.0015659E-002, 3.1603139E-004,-2.6160229E-034,-9.1766784E-032
