s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,kg/s,kg/s,kg/s,kg/s,kg/s
 9.0018463E+000, 9.1525683E+000, 0.0000000E+000,-2.1481819E+000,-6.9139613E+000,-6.3170412E-003, 6.1537565E-003, 0.0000000E+000,-4.0446398E-002, 4.7717540E-002, 4.9815446E-002, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.0259212E-002, 1.9291588E-004, 2.1951869E-005
 1.0000747E+001, 9.1596706E+000, 0.0000000E+000,-2.1105024E+000,-7.1811211E+000,-3.6858678E-003, 6.4464868E-003, 0.0000000E+000,-3.9354622E-002,-1.8872072E-001,-1.6854679E-001, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.8901311E-002, 1.9291589E-004, 2.1951871E-005
 1.1001907E+001, 9.1557359E+000, 0.0000000E+000,-2.0672496E+000,-7.0218730E+000,-3.5019843E-003, 6.6491365E-003, 0.0000000E+000,-3.8338910E-002, 1.0597541E-002, 3.1421548E-002, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.7541701E-002, 1.9291590E-004, 2.1951871E-005
 1.2000916E+001, 9.1556082E+000, 0.0000000E+000,-2.0113113E+000,-7.1954118E+000,-4.2804242E-003, 6.7744378E-003, 0.0000000E+000,-3.7185636E-002,-1.0105017E-001,-8.5806545E-002, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 5.6182585E-002, 1.9291590E-004, 2.1951872E-005
 1.3002176E+001, 9.1558404E+000, 0.0000000E+000,-1.9765780E+000,-6.7785710E+000,-4.9195994E-003, 6.8705751E-003, 0.0000000E+000,-3.6078820E-002, 3.5790952E-001, 3.6656355E-001, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 6.4822240E-002, 1.9291590E-004, 2.1951872E-005
 1.4002162E+001, 9.1514064E+000, 0.0000000E+000,-1.8880315E+000,-7.5256042E+000,-4.8949382E-003, 6.9166313E-003, 0.0000000E+000,-3.5012530E-002,-3.0159347E-001,-2.9522020E-001, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 7.3469237E-002, 1.9291590E-004, 2.1951872E-005
 1.5001227E+001, 9.1522487E+000, 0.0000000E+000,-1.8355569E+000,-7.3334597E+000,-3.2669160E-003, 6.9410592E-003, 0.0000000E+000,-3.4016657E-002,-5.6596701E-002,-4.7110414E-002, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 8.2104755E-002, 1.9291590E-004, 2.1951872E-005
 1.6000898E+001, 9.1541315E+000, 0.0000000E+000,-1.7955562E+000,-7.3858972E+000,-2.9136875E-003, 6.9417587E-003, 0.0000000E+000,-3.3104551E-002,-9.0179474E-002,-5.6398364E-002, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 9.0738944E-002, 1.9291590E-004, 2.1951872E-005
 1.7000008E+001, 9.1511920E+000, 0.0000000E+000,-1.6904930E+000,-7.3107493E+000,-2.0733226E-003, 6.9125569E-003, 0.0000000E+000,-3.1940795E-002, 9.3563631E-002, 1.2284813E-001, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 9.9374047E-002, 1.9291590E-004, 2.1951872E-005
 1.8002001E+001, 9.1138066E+000, 0.0000000E+000,-1.6508881E+000,-7.5403115E+000,-2.5066707E-003, 6.7711314E-003, 0.0000000E+000,-3.0149785E-002,-1.0908971E-001,-1.0327832E-001, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.0801954E-001, 1.9291590E-004, 2.1951872E-005
 1.9001633E+001, 9.0729711E+000, 0.0000000E+000,-1.5504432E+000,-7.3904138E+000,-2.1064309E-003, 6.3557648E-003, 0.0000000E+000,-2.7215602E-002, 6.0487995E-002, 1.0914788E-001, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.1666570E-001, 1.9291590E-004, 2.1951872E-005
 2.0000942E+001, 9.1401920E+000, 0.0000000E+000,-1.4615850E+000,-7.5367253E+000,-2.3929801E-003, 5.9779261E-003, 0.0000000E+000,-2.5501305E-002, 1.0325392E-001, 1.1996538E-001, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.2530094E-001, 1.9291590E-004, 2.1951872E-005
 2.1000765E+001, 9.1565543E+000, 0.0000000E+000,-1.4062841E+000,-7.9475952E+000,-1.9712198E-003, 5.7577548E-003, 0.0000000E+000,-2.4745154E-002,-2.4887404E-001,-2.1828367E-001, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.3393660E-001, 1.9291590E-004, 2.1951872E-005
 2.2000387E+001, 9.1421000E+000, 0.0000000E+000,-1.2772373E+000,-7.5542098E+000,-2.2613725E-003, 5.6115579E-003, 0.0000000E+000,-2.4204694E-002, 2.6297346E-001, 2.8979832E-001, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.4257502E-001, 1.9291590E-004, 2.1951872E-005
 2.3001305E+001, 9.1405726E+000, 0.0000000E+000,-1.2392287E+000,-7.9875323E+000,-1.9556338E-003, 5.4946669E-003, 0.0000000E+000,-2.3757380E-002,-1.3040098E-001,-1.0640669E-001, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.5121749E-001, 1.9291590E-004, 2.1951872E-005
 2.4001747E+001, 9.1043767E+000, 0.0000000E+000,-1.1589690E+000,-8.0988722E+000,-1.5310363E-003, 5.3703869E-003, 0.0000000E+000,-2.2947476E-002,-2.2143653E-001,-1.7257265E-001, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.5986312E-001, 1.9291590E-004, 2.1951872E-005
 2.5000231E+001, 8.9829123E+000, 0.0000000E+000,-9.7039695E-001,-7.8106379E+000,-1.6741167E-003, 4.9246229E-003, 0.0000000E+000,-2.0734885E-002, 1.5952784E-001, 1.8439308E-001, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.6849835E-001, 1.9291590E-004, 2.1951872E-005
 2.6000814E+001, 9.0321752E+000, 0.0000000E+000,-8.5348858E-001,-7.9737863E+000,-1.2932924E-003, 4.3331171E-003, 0.0000000E+000,-1.8731532E-002, 1.4499138E-001, 1.8920859E-001, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.7713388E-001, 1.9291590E-004, 2.1951872E-005
 2.7001699E+001, 9.1121734E+000, 0.0000000E+000,-7.9766784E-001,-8.2206626E+000,-2.0217713E-003, 4.1123473E-003, 0.0000000E+000,-1.8029129E-002, 5.5983551E-002, 7.7904414E-002, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.8578075E-001, 1.9291590E-004, 2.1951872E-005
 2.8000736E+001, 9.1264931E+000, 0.0000000E+000,-7.9069073E-001,-8.6155448E+000,-7.9816985E-004, 3.9739193E-003, 0.0000000E+000,-1.7807561E-002,-3.3468511E-001,-2.9437421E-001, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.9441988E-001, 1.9291590E-004, 2.1951872E-005
 2.9000690E+001, 9.1043567E+000, 0.0000000E+000,-7.4287888E-001,-8.1438360E+000,-8.9951682E-004, 3.7780026E-003, 0.0000000E+000,-1.7465045E-002, 1.6620059E-001, 2.0305527E-001, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.0305712E-001, 1.9291590E-004, 2.1951872E-005
 3.0001822E+001, 9.1375481E+000, 0.0000000E+000,-6.6784765E-001,-8.2649717E+000,-1.1038015E-003, 3.6945797E-003, 0.0000000E+000,-1.7135014E-002, 1.4852783E-001, 1.9018450E-001, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.1170033E-001, 1.9291590E-004, 2.1951872E-005
 3.1000074E+001, 9.1350362E+000, 0.0000000E+000,-6.0236034E-001,-8.3369288E+000,-1.0202394E-003, 3.6245598E-003, 0.0000000E+000,-1.6829288E-002, 1.3676270E-001, 1.8152209E-001, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.2033854E-001, 1.9291590E-004, 2.1951872E-005
 3.2002167E+001, 8.9586746E+000, 0.0000000E+000,-5.3819086E-001,-8.8025658E+000,-2.1026320E-003, 3.4387975E-003, 0.0000000E+000,-1.6488180E-002,-4.5374146E-001,-3.9723408E-001, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.2898010E-001, 1.9291590E-004, 2.1951872E-005
 3.3000603E+001, 8.5682053E+000, 0.0000000E+000,-4.4494721E-001,-8.2483124E+000,-1.7219765E-003, 2.7774441E-003, 0.0000000E+000,-1.5622104E-002,-2.0435755E-001,-1.3962095E-001, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.3762246E-001, 1.9291590E-004, 2.1951872E-005
 3.4000721E+001, 8.7647079E+000, 0.0000000E+000,-4.0670358E-001,-8.1808675E+000,-7.6997477E-004, 2.4508015E-003, 0.0000000E+000,-1.5749711E-002, 9.0119465E-002, 1.6306791E-001, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.4625562E-001, 1.9291590E-004, 2.1951872E-005
