s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,kg/s,kg/s,kg/s,kg/s,kg/s
Time,HRR,HRR_OX,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_ENTH,Q_TOTAL,MLR_AIR,MLR_PRODUCTS,MLR_INTERMEDIATE PRODUCTS 2,MLR_PRODUCTS 2,MLR_NITROGEN,MLR_METHANE,MLR_PILOT FUEL
 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-2.2179989E-003,-1.2790160E-011, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-2.2179989E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 1.0003160E+000, 2.9145016E+000, 0.0000000E+000,-3.0301306E-001, 4.2514863E-002,-6.4059433E-002, 4.2151720E-004, 0.0000000E+000,-6.6126427E-002, 2.5102579E+000, 2.5242390E+000, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 7.0622232E-005, 9.5437467E-006
 2.0003116E+000, 6.9851266E+000, 0.0000000E+000,-9.2400516E-001,-3.9631147E+000,-7.2486815E-002, 1.2819215E-003, 0.0000000E+000,-1.2581280E-001, 1.9033271E+000, 1.9009890E+000, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.4478699E-004, 1.9566223E-005
 3.0001731E+000, 8.6976536E+000, 0.0000000E+000,-1.1959022E+000,-7.8285567E+000,-6.2426028E-002, 1.6713202E-003, 0.0000000E+000,-1.3187246E-001,-5.2007668E-001,-5.1943252E-001, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.5989653E-004, 2.1608096E-005
