s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,kg/s,kg/s,kg/s,kg/s,kg/s
 2.2000813E+001, 9.1222993E+000, 0.0000000E+000,-3.3772245E-001,-8.9629966E+000,-3.3710769E-003, 1.3683168E-003, 0.0000000E+000,-1.5967854E-002,-2.1103708E-001,-1.9639037E-001, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.4257762E-001, 1.6244041E-004, 2.1951872E-005
 2.3000183E+001, 9.1061582E+000, 0.0000000E+000,-3.1745144E-001,-8.8349387E+000,-2.2267603E-003, 1.3285575E-003, 0.0000000E+000,-1.5557669E-002,-1.1906130E-001,-6.2687812E-002, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.5121436E-001, 1.6244041E-004, 2.1951872E-005
 2.4000389E+001, 9.0973500E+000, 0.0000000E+000,-2.9520459E-001,-8.7377135E+000,-6.1210902E-004, 1.2747157E-003, 0.0000000E+000,-1.5386415E-002, 3.3668602E-002, 4.9708174E-002, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.5985238E-001, 1.6244041E-004, 2.1951872E-005
 2.5000488E+001, 8.9716388E+000, 0.0000000E+000,-2.7510099E-001,-8.7593469E+000,-1.1946189E-003, 1.1791638E-003, 0.0000000E+000,-1.4980754E-002,-1.1755598E-001,-7.7805275E-002, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.6849403E-001, 1.6244041E-004, 2.1951872E-005
 2.6000246E+001, 8.5909670E+000, 0.0000000E+000,-2.4066457E-001,-8.5935040E+000,-5.7107015E-004, 1.0148060E-003, 0.0000000E+000,-1.5009534E-002,-3.1715368E-001,-2.5776734E-001, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.7713326E-001, 1.6244041E-004, 2.1951872E-005
 2.7000860E+001, 8.8122947E+000, 0.0000000E+000,-2.1444264E-001,-8.4024369E+000,-4.9792363E-004, 8.0355772E-004, 0.0000000E+000,-1.5301442E-002, 1.5415703E-001, 1.8041937E-001, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.8577470E-001, 1.6244041E-004, 2.1951872E-005
 2.8000719E+001, 8.6971893E+000, 0.0000000E+000,-1.7329783E-001,-8.4997808E+000,-4.9845928E-004, 7.7617261E-004, 0.0000000E+000,-1.6282086E-002,-2.3483168E-002, 8.1062634E-003, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.9441669E-001, 1.6244041E-004, 2.1951872E-005
 2.9002216E+001, 7.9964433E+000, 0.0000000E+000,-1.3207202E-001,-8.2118760E+000,-3.6586631E-004, 6.4043931E-004, 0.0000000E+000,-1.7338572E-002,-4.0245927E-001,-3.6456869E-001, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.0306227E-001, 1.6244041E-004, 2.1951872E-005
 3.0000868E+001, 7.9004198E+000, 0.0000000E+000,-1.0317093E-001,-7.7910086E+000,-3.0251040E-004, 5.5486381E-004, 0.0000000E+000,-1.7411401E-002,-3.5310015E-002,-1.0918740E-002, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.1170379E-001, 1.6244041E-004, 2.1951872E-005
 3.1001146E+001, 8.0988245E+000, 0.0000000E+000,-7.5686386E-002,-8.4661333E+000,-5.2525534E-004, 5.0180686E-004, 0.0000000E+000,-1.6974493E-002,-4.8019252E-001,-4.5999308E-001, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.2033900E-001, 1.6244041E-004, 2.1951872E-005
 3.2000076E+001, 8.2153988E+000, 0.0000000E+000,-5.1276220E-002,-8.1945170E+000,-5.1164751E-004, 4.7491464E-004, 0.0000000E+000,-1.7065008E-002,-7.2914899E-002,-4.7496168E-002, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.2897880E-001, 1.6244041E-004, 2.1951872E-005
 3.3001602E+001, 6.6039097E+000, 0.0000000E+000,-2.7523565E-002,-7.5784316E+000,-2.2653752E-004, 4.3917435E-004, 0.0000000E+000,-1.6790024E-002,-1.0280704E+000,-1.0186228E+000, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.3762203E-001, 1.6244041E-004, 2.1951872E-005
