s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,kg/s,kg/s,kg/s,kg/s,kg/s
Time,HRR,HRR_OX,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_ENTH,Q_TOTAL,MLR_AIR,MLR_PRODUCTS,MLR_INTERMEDIATE PRODUCTS 2,MLR_PRODUCTS 2,MLR_NITROGEN,MLR_METHANE,MLR_PILOT FUEL
 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-2.8008137E-003, 3.8290979E-010, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-2.8008133E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 1.0012821E+000, 3.5334711E+000, 0.0000000E+000,-2.2811359E-001, 5.4749090E-002,-2.4353175E-003,-9.8733665E-005, 0.0000000E+000,-1.0150551E-002, 3.2505477E+000, 3.3474220E+000, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 7.1255473E-005, 9.6293216E-006
 2.0009089E+000, 7.8802596E+000, 0.0000000E+000,-6.0838129E-001,-4.8794251E+000,-5.1940884E-003, 3.4801079E-004, 0.0000000E+000,-2.0436777E-002, 2.3757293E+000, 2.3671704E+000, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.4484851E-004, 1.9574536E-005
 3.0009494E+000, 8.9182515E+000, 0.0000000E+000,-7.5087478E-001,-8.0772027E+000,-4.5238181E-003, 7.7852717E-004, 0.0000000E+000,-2.1970791E-002, 7.5582774E-002, 6.4457931E-002, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.5990448E-004, 2.1609171E-005
 4.0007091E+000, 9.0717824E+000, 0.0000000E+000,-7.8045265E-001,-8.3865804E+000,-4.2585234E-003, 1.1046687E-003, 0.0000000E+000,-2.2259564E-002,-1.4071535E-001,-1.2066407E-001, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.6209408E-004, 2.1905069E-005
 5.0009136E+000, 9.1096034E+000, 0.0000000E+000,-7.9735371E-001,-8.2204255E+000,-4.4465286E-003, 1.3726553E-003, 0.0000000E+000,-2.2254461E-002, 3.8882384E-002, 6.6495856E-002, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.6493832E-007, 1.6239348E-004, 2.1945529E-005
 6.0017619E+000, 9.0974163E+000, 0.0000000E+000,-7.7511969E-001,-8.0921108E+000,-4.0665284E-003, 1.6040907E-003, 0.0000000E+000,-2.2269590E-002, 1.8402970E-001, 2.0545380E-001, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.3399190E-003, 1.6243407E-004, 2.1951014E-005
 7.0014410E+000, 9.1023625E+000, 0.0000000E+000,-8.0706244E-001,-8.5482117E+000,-6.9597230E-003, 1.8188063E-003, 0.0000000E+000,-2.2079016E-002,-2.8480934E-001,-2.8013156E-001, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.2983062E-002, 1.6243956E-004, 2.1951756E-005
 8.0016623E+000, 9.0929690E+000, 0.0000000E+000,-7.6610959E-001,-7.9487129E+000,-2.9009967E-003, 1.9886833E-003, 0.0000000E+000,-2.1966734E-002, 3.4222258E-001, 3.5526750E-001, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.1622135E-002, 1.6244030E-004, 2.1951856E-005
 9.0010185E+000, 9.0655199E+000, 0.0000000E+000,-7.7041695E-001,-8.3585994E+000,-3.6879173E-003, 2.1198286E-003, 0.0000000E+000,-2.1621889E-002,-9.2520966E-002,-8.6686371E-002, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.0261058E-002, 1.6244040E-004, 2.1951869E-005
 1.0000298E+001, 8.9744292E+000, 0.0000000E+000,-7.0303744E-001,-8.4619946E+000,-3.1153622E-003, 2.1364982E-003, 0.0000000E+000,-2.0730403E-002,-2.3709280E-001,-2.1231212E-001, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.8894727E-002, 1.6244041E-004, 2.1951871E-005
 1.1001555E+001, 9.0163232E+000, 0.0000000E+000,-6.4385125E-001,-8.3292350E+000,-2.3371212E-003, 2.0214633E-003, 0.0000000E+000,-1.9672386E-002, 1.3395179E-002, 2.3248916E-002, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.7536547E-002, 1.6244041E-004, 2.1951871E-005
 1.2001224E+001, 9.0698145E+000, 0.0000000E+000,-6.2707799E-001,-8.3703991E+000,-2.6459685E-003, 1.9785898E-003, 0.0000000E+000,-1.9325711E-002, 5.5000297E-002, 5.2344260E-002, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 5.6180926E-002, 1.6244041E-004, 2.1951872E-005
 1.3001821E+001, 9.0655180E+000, 0.0000000E+000,-5.9832671E-001,-8.4527518E+000,-2.2319801E-003, 1.9601032E-003, 0.0000000E+000,-1.9000074E-002,-1.8784853E-002,-4.8324540E-003, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 6.4823163E-002, 1.6244041E-004, 2.1951872E-005
 1.4001134E+001, 9.0790223E+000, 0.0000000E+000,-5.8012474E-001,-8.6118059E+000,-2.0974556E-003, 1.9535429E-003, 0.0000000E+000,-1.8795108E-002,-1.4651681E-001,-1.3184739E-001, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 7.3461988E-002, 1.6244041E-004, 2.1951872E-005
 1.5001592E+001, 8.9478518E+000, 0.0000000E+000,-5.4408372E-001,-8.3454026E+000,-2.7850374E-003, 1.9067210E-003, 0.0000000E+000,-1.8215779E-002, 1.3626154E-002, 3.9271420E-002, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 8.2101039E-002, 1.6244041E-004, 2.1951872E-005
 1.6001305E+001, 8.9561689E+000, 0.0000000E+000,-4.6781395E-001,-8.5936474E+000,-3.9579243E-003, 1.7005685E-003, 0.0000000E+000,-1.7112002E-002,-1.7719587E-001,-1.2466183E-001, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 9.0741891E-002, 1.6244041E-004, 2.1951872E-005
 1.7001530E+001, 9.1249298E+000, 0.0000000E+000,-4.2796598E-001,-8.3802473E+000,-1.5828679E-003, 1.5893668E-003, 0.0000000E+000,-1.6666580E-002, 2.4618882E-001, 3.0005644E-001, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 9.9382330E-002, 1.6244041E-004, 2.1951872E-005
 1.8000187E+001, 9.1210263E+000, 0.0000000E+000,-4.0408498E-001,-8.7840857E+000,-1.7043410E-003, 1.5331496E-003, 0.0000000E+000,-1.6522452E-002,-1.0291762E-001,-8.3838001E-002, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.0801711E-001, 1.6244041E-004, 2.1951872E-005
 1.9001225E+001, 9.1552651E+000, 0.0000000E+000,-3.8576880E-001,-8.5470763E+000,-1.0345415E-003, 1.4843837E-003, 0.0000000E+000,-1.6329603E-002, 1.8967719E-001, 2.0654024E-001, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.1665509E-001, 1.6244041E-004, 2.1951872E-005
 2.0000368E+001, 9.1384841E+000, 0.0000000E+000,-3.6255394E-001,-8.8039536E+000,-2.1069629E-003, 1.4433349E-003, 0.0000000E+000,-1.6133888E-002,-5.1529801E-002,-4.4820890E-002, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.2529568E-001, 1.6244041E-004, 2.1951872E-005
 2.1001125E+001, 9.1130934E+000, 0.0000000E+000,-3.4919013E-001,-8.6956303E+000,-2.0510804E-003, 1.3999213E-003, 0.0000000E+000,-1.5938553E-002, 3.9593759E-002, 5.1683260E-002, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.3393494E-001, 1.6244041E-004, 2.1951872E-005
