s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,kg/s,kg/s
Time,HRR,HRR_OX,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_ENTH,Q_TOTAL,MLR_AIR,MLR_ETHYLENE,MLR_INTERMEDIATE PRODUCTS,MLR_PRODUCTS
 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-3.4281729E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-3.4281729E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 5.0054199E-001, 1.4781250E+000, 0.0000000E+000,-5.4460172E-001, 2.6021107E-002,-1.1347502E-001, 1.3988404E-004, 0.0000000E+000, 0.0000000E+000, 8.2446876E-001, 8.4620924E-001, 1.6815319E-002, 7.6259547E-005,-8.1897633E-170,-9.7583580E-155
 1.0002695E+000, 4.1360781E+000, 0.0000000E+000,-1.5698931E+000, 5.1927405E-002,-7.7916967E-002, 4.4942543E-004, 0.0000000E+000, 0.0000000E+000, 2.4966704E+000, 2.5406449E+000, 4.4028316E-002, 1.9837936E-004,-4.0713797E-141,-1.6397579E-131
 1.5000564E+000, 7.6236207E+000, 0.0000000E+000,-2.9109254E+000,-1.4523894E-001,-4.1046051E-002, 6.9917565E-004, 0.0000000E+000, 0.0000000E+000, 4.4776758E+000, 4.5271095E+000, 5.9176893E-002, 2.6654383E-004,-8.4408624E-127,-4.0233287E-119
 2.0001919E+000, 1.1819113E+001, 0.0000000E+000,-4.6035177E+000,-4.6508464E+000,-1.4525230E-001, 8.7608808E-004, 0.0000000E+000, 0.0000000E+000, 2.3463107E+000, 2.4203727E+000, 6.5898726E-002, 2.9680220E-004,-3.5820256E-115,-3.6389216E-108
 2.5000799E+000, 1.3444745E+001, 0.0000000E+000,-5.3465321E+000,-6.2698322E+000,-2.2529992E-001, 9.9928745E-004, 0.0000000E+000, 0.0000000E+000, 1.5503750E+000, 1.6040797E+000, 6.8565783E-002, 3.0880805E-004,-2.1101504E-105,-1.2429792E-098
 3.0000579E+000, 1.4193658E+001, 0.0000000E+000,-5.6168663E+000,-5.6737583E+000,-2.0796828E-001, 1.0665254E-003, 0.0000000E+000, 0.0000000E+000, 2.6286908E+000, 2.6961314E+000, 6.9575422E-002, 3.1335277E-004,-1.6815724E-098,-7.1591669E-092
 3.5000014E+000, 1.4975214E+001, 0.0000000E+000,-5.9297275E+000,-7.1066398E+000,-2.7997963E-001, 1.1199130E-003, 0.0000000E+000, 0.0000000E+000, 1.5473837E+000, 1.6599867E+000, 6.9950925E-002, 3.1504307E-004,-4.2585381E-093,-1.3539513E-086
 4.0001807E+000, 1.3501197E+001, 0.0000000E+000,-5.3299326E+000,-7.0353804E+000,-3.1285841E-001, 1.1648252E-003, 0.0000000E+000, 0.0000000E+000, 7.8994256E-001, 8.2419064E-001, 7.0089638E-002, 3.1566748E-004,-9.7983392E-089,-2.1970196E-082
 4.5001974E+000, 1.5221966E+001, 0.0000000E+000,-6.0049405E+000,-7.5814977E+000,-3.2914210E-001, 1.2000450E-003, 0.0000000E+000, 0.0000000E+000, 1.2213734E+000, 1.3075861E+000, 7.0140741E-002, 3.1589752E-004,-5.2472533E-085,-7.8197678E-079
 5.0000620E+000, 1.4719684E+001, 0.0000000E+000,-5.7857785E+000,-6.9224442E+000,-3.3082953E-001, 1.2424494E-003, 0.0000000E+000, 0.0000000E+000, 1.6125083E+000, 1.6818746E+000, 7.0159545E-002, 3.1598216E-004,-1.8499859E-081,-1.1364512E-075
 5.5000148E+000, 1.5019215E+001, 0.0000000E+000,-5.7687677E+000,-7.7639502E+000,-3.6898317E-001, 1.2848470E-003, 0.0000000E+000, 0.0000000E+000, 1.0603269E+000, 1.1187986E+000, 7.0166463E-002, 3.1601330E-004,-6.6656245E-078,-1.1323666E-072
 6.0002031E+000, 1.4574435E+001, 0.0000000E+000,-5.6424417E+000,-6.6211157E+000,-3.2217455E-001, 1.3121812E-003, 0.0000000E+000, 0.0000000E+000, 1.9148760E+000, 1.9900150E+000, 7.0169010E-002, 3.1602476E-004,-1.7828198E-074,-7.2630023E-070
 6.5002232E+000, 1.4263547E+001, 0.0000000E+000,-5.5520611E+000,-7.9615274E+000,-3.4651528E-001, 1.3344374E-003, 0.0000000E+000, 0.0000000E+000, 3.3033014E-001, 4.0477775E-001, 7.0169946E-002, 3.1602898E-004,-1.7725596E-071,-2.1998965E-067
 7.0000176E+000, 1.4342712E+001, 0.0000000E+000,-5.6831307E+000,-6.9499866E+000,-3.2794160E-001, 1.3606218E-003, 0.0000000E+000, 0.0000000E+000, 1.3090812E+000, 1.3830140E+000, 7.0170291E-002, 3.1603053E-004,-9.2930521E-069,-4.0365103E-065
 7.5000892E+000, 1.4529186E+001, 0.0000000E+000,-5.7585162E+000,-7.4620173E+000,-3.6579761E-001, 1.3876599E-003, 0.0000000E+000, 0.0000000E+000, 8.6502363E-001, 9.4424259E-001, 7.0170418E-002, 3.1603110E-004,-2.5724953E-066,-4.7670671E-063
 8.0000963E+000, 1.4700085E+001, 0.0000000E+000,-5.8313887E+000,-6.9401849E+000,-3.5317518E-001, 1.4239493E-003, 0.0000000E+000, 0.0000000E+000, 1.4835065E+000, 1.5767597E+000, 7.0170464E-002, 3.1603131E-004,-3.2156250E-064,-3.1449248E-061
 8.5001621E+000, 1.4770065E+001, 0.0000000E+000,-5.8436719E+000,-7.9856965E+000,-4.2111569E-001, 1.4787290E-003, 0.0000000E+000, 0.0000000E+000, 4.5399039E-001, 5.2105976E-001, 7.0170481E-002, 3.1603139E-004,-2.0968031E-062,-1.2145600E-059
 9.0000830E+000, 1.3974392E+001, 0.0000000E+000,-5.6007493E+000,-6.9242520E+000,-4.3903343E-001, 1.4975343E-003, 0.0000000E+000, 0.0000000E+000, 9.2647284E-001, 1.0118546E+000, 7.0170488E-002, 3.1603142E-004,-7.2406036E-061,-2.8047626E-058
 9.5000849E+000, 1.4459487E+001, 0.0000000E+000,-5.7400537E+000,-7.7712652E+000,-4.1064005E-001, 1.5299987E-003, 0.0000000E+000, 0.0000000E+000, 4.5610362E-001, 5.3905806E-001, 7.0170490E-002, 3.1603143E-004,-1.3861928E-059,-4.0066439E-057
 1.0000292E+001, 1.4301721E+001, 0.0000000E+000,-5.7440021E+000,-7.1856084E+000,-3.9202169E-001, 1.5600489E-003, 0.0000000E+000, 0.0000000E+000, 9.1521703E-001, 9.8164863E-001, 7.0170491E-002, 3.1603143E-004,-1.6181116E-058,-3.8295436E-056
 1.0500232E+001, 1.4856081E+001, 0.0000000E+000,-5.8719901E+000,-7.7063103E+000,-3.6958685E-001, 1.5911925E-003, 0.0000000E+000, 0.0000000E+000, 8.1325001E-001, 9.0978447E-001, 7.0170491E-002, 3.1603143E-004,-1.2074541E-057,-2.5175727E-055
 1.1000219E+001, 1.3955822E+001, 0.0000000E+000,-5.4653209E+000,-7.3725031E+000,-3.6973082E-001, 1.6189805E-003, 0.0000000E+000, 0.0000000E+000, 7.1079213E-001, 7.4988568E-001, 7.0170491E-002, 3.1603143E-004,-6.0959239E-057,-1.1763235E-054
 1.1500119E+001, 1.4583227E+001, 0.0000000E+000,-5.7872892E+000,-6.8954827E+000,-3.7928252E-001, 1.6422227E-003, 0.0000000E+000, 0.0000000E+000, 1.4529362E+000, 1.5228148E+000, 7.0170491E-002, 3.1603143E-004,-2.2381783E-056,-4.1291450E-054
 1.2000097E+001, 1.4566742E+001, 0.0000000E+000,-5.7100473E+000,-7.7270556E+000,-3.9618418E-001, 1.6645228E-003, 0.0000000E+000, 0.0000000E+000, 6.3892030E-001, 7.3511954E-001, 7.0170491E-002, 3.1603143E-004,-6.3048698E-056,-1.1369330E-053
 1.2500041E+001, 1.3719361E+001, 0.0000000E+000,-5.5106451E+000,-7.0560502E+000,-4.1499798E-001, 1.7121834E-003, 0.0000000E+000, 0.0000000E+000, 6.8270861E-001, 7.3938032E-001, 7.0170491E-002, 3.1603143E-004,-1.4221829E-055,-2.5459762E-053
 1.3000140E+001, 1.4485357E+001, 0.0000000E+000,-5.8179005E+000,-7.5330686E+000,-4.2820021E-001, 1.7286281E-003, 0.0000000E+000, 0.0000000E+000, 6.1401462E-001, 7.0791666E-001, 7.0170491E-002, 3.1603143E-004,-2.7972803E-055,-5.0211235E-053
 1.3500182E+001, 1.4829124E+001, 0.0000000E+000,-5.8115714E+000,-6.5166914E+000,-4.0662789E-001, 1.7586762E-003, 0.0000000E+000, 0.0000000E+000, 2.0046763E+000, 2.0959915E+000, 7.0170491E-002, 3.1603143E-004,-5.0133373E-055,-9.0521948E-053
 1.4000012E+001, 1.4148170E+001, 0.0000000E+000,-5.5580448E+000,-7.2377409E+000,-4.3358580E-001, 1.7789540E-003, 0.0000000E+000, 0.0000000E+000, 8.4919512E-001, 9.2057715E-001, 7.0170491E-002, 3.1603143E-004,-8.4644594E-055,-1.5347774E-052
 1.4500020E+001, 1.4139279E+001, 0.0000000E+000,-5.5617547E+000,-7.7938180E+000,-4.3181177E-001, 1.8111287E-003, 0.0000000E+000, 0.0000000E+000, 2.9025448E-001, 3.5370517E-001, 7.0170491E-002, 3.1603143E-004,-1.3985619E-054,-2.5355005E-052
