s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,kg/s,kg/s
Time,HRR,HRR_OX,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_ENTH,Q_TOTAL,MLR_AIR,MLR_ETHYLENE,MLR_INTERMEDIATE PRODUCTS,MLR_PRODUCTS
 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-5.7526488E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-5.7526488E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 5.0006878E-001, 2.4319377E+000, 0.0000000E+000,-6.7857704E-001, 2.9749598E-002,-2.4248499E-002, 3.3954105E-004, 0.0000000E+000, 0.0000000E+000, 1.7089568E+000, 1.7592013E+000, 1.6663515E-002, 7.6810071E-005,-3.9144019E-092,-5.3050043E-081
 1.0008701E+000, 6.7576841E+000, 0.0000000E+000,-2.0187957E+000, 9.2184115E-002, 7.8103317E-003, 1.6984812E-003, 0.0000000E+000, 0.0000000E+000, 4.8314056E+000, 4.8405813E+000, 4.4011177E-002, 1.9845957E-004,-4.2429594E-077,-2.2017234E-069
 1.5008869E+000, 1.1515379E+001, 0.0000000E+000,-3.4266735E+000,-4.1893765E+000,-1.0731544E-001, 3.0702322E-003, 0.0000000E+000, 0.0000000E+000, 3.8283279E+000, 3.7950839E+000, 5.9184208E-002, 2.6663771E-004,-1.4272574E-070,-8.9082603E-064
 2.0006120E+000, 1.2769826E+001, 0.0000000E+000,-3.8198366E+000,-6.2576440E+000,-1.7975555E-001, 3.4325629E-003, 0.0000000E+000, 0.0000000E+000, 2.5609960E+000, 2.5160227E+000, 6.5901304E-002, 2.9683943E-004,-4.5127022E-067,-1.0550050E-060
 2.5004029E+000, 1.3828318E+001, 0.0000000E+000,-4.1266656E+000,-6.7699167E+000,-2.6449751E-001, 3.7475635E-003, 0.0000000E+000, 0.0000000E+000, 2.7167072E+000, 2.6709857E+000, 6.8565988E-002, 3.0881795E-004,-3.3387682E-065,-4.7439334E-059
 3.0000329E+000, 1.4041540E+001, 0.0000000E+000,-4.2088945E+000,-7.0855858E+000,-2.5788438E-001, 3.7970805E-003, 0.0000000E+000, 0.0000000E+000, 2.5346989E+000, 2.4929724E+000, 6.9575257E-002, 3.1335540E-004,-1.3895858E-063,-5.4495214E-058
 3.5004036E+000, 1.4536974E+001, 0.0000000E+000,-4.3554466E+000,-7.9018856E+000,-2.9521310E-001, 3.8224773E-003, 0.0000000E+000, 0.0000000E+000, 2.0606904E+000, 1.9882515E+000, 6.9950857E-002, 3.1504399E-004,-5.0856350E-060,-3.2451763E-055
 4.0004706E+000, 1.4553787E+001, 0.0000000E+000,-4.3572077E+000,-7.5142473E+000,-2.7922035E-001, 3.8795997E-003, 0.0000000E+000, 0.0000000E+000, 2.4254966E+000, 2.4069913E+000, 7.0089643E-002, 3.1566797E-004,-6.4690849E-057,-9.9340694E-053
 4.5003076E+000, 1.4294162E+001, 0.0000000E+000,-4.2740324E+000,-7.6041748E+000,-3.0343848E-001, 3.8229379E-003, 0.0000000E+000, 0.0000000E+000, 2.1652795E+000, 2.1163391E+000, 7.0140737E-002, 3.1589766E-004,-2.8319876E-054,-1.2164892E-050
 5.0007329E+000, 1.4322860E+001, 0.0000000E+000,-4.2928078E+000,-8.0656246E+000,-3.5154261E-001, 3.9456416E-003, 0.0000000E+000, 0.0000000E+000, 1.6465361E+000, 1.6168310E+000, 7.0159545E-002, 3.1598222E-004,-4.0409048E-052,-5.9708026E-049
 5.5006485E+000, 1.4428962E+001, 0.0000000E+000,-4.3276245E+000,-7.9414082E+000,-4.0786938E-001, 3.8576607E-003, 0.0000000E+000, 0.0000000E+000, 1.7992730E+000, 1.7559180E+000, 7.0166466E-002, 3.1601333E-004,-2.5878845E-050,-1.5595126E-047
 6.0003896E+000, 1.4684843E+001, 0.0000000E+000,-4.3856609E+000,-8.4694690E+000,-4.4257036E-001, 3.9780307E-003, 0.0000000E+000, 0.0000000E+000, 1.4450790E+000, 1.3911210E+000, 7.0169010E-002, 3.1602477E-004,-9.1099186E-049,-2.8307984E-046
 6.5006952E+000, 1.4730295E+001, 0.0000000E+000,-4.4057193E+000,-7.9005096E+000,-4.8379577E-001, 3.8952682E-003, 0.0000000E+000, 0.0000000E+000, 1.9833221E+000, 1.9441653E+000, 7.0169946E-002, 3.1602898E-004,-2.0647179E-047,-4.3631452E-045
 7.0005159E+000, 1.4387629E+001, 0.0000000E+000,-4.3041663E+000,-7.8099201E+000,-4.8854750E-001, 3.9173149E-003, 0.0000000E+000, 0.0000000E+000, 1.8312397E+000, 1.7889120E+000, 7.0170291E-002, 3.1603053E-004,-3.1816592E-046,-5.6468512E-044
 7.5000367E+000, 1.4454640E+001, 0.0000000E+000,-4.3389172E+000,-7.6068544E+000,-4.5365866E-001, 3.8848119E-003, 0.0000000E+000, 0.0000000E+000, 2.0974486E+000, 2.0590947E+000, 7.0170418E-002, 3.1603110E-004,-3.5329870E-045,-5.8179703E-043
 8.0001726E+000, 1.4392662E+001, 0.0000000E+000,-4.2956583E+000,-7.9382769E+000,-5.0114227E-001, 3.8348079E-003, 0.0000000E+000, 0.0000000E+000, 1.7128524E+000, 1.6614189E+000, 7.0170464E-002, 3.1603131E-004,-3.9261679E-044,-6.1743393E-042
 8.5008802E+000, 1.4473956E+001, 0.0000000E+000,-4.3303503E+000,-7.8399921E+000,-4.8583661E-001, 3.8552162E-003, 0.0000000E+000, 0.0000000E+000, 1.8743592E+000, 1.8216317E+000, 7.0170481E-002, 3.1603139E-004,-3.9871901E-043,-6.1869769E-041
 9.0002327E+000, 1.4519940E+001, 0.0000000E+000,-4.3468261E+000,-7.9119673E+000,-4.8109216E-001, 3.8714133E-003, 0.0000000E+000, 0.0000000E+000, 1.8292802E+000, 1.7839260E+000, 7.0170488E-002, 3.1603142E-004,-3.5244570E-042,-5.5661522E-040
 9.5005140E+000, 1.4492081E+001, 0.0000000E+000,-4.3421960E+000,-7.2282098E+000,-4.5809883E-001, 3.8953650E-003, 0.0000000E+000, 0.0000000E+000, 2.5058414E+000, 2.4674721E+000, 7.0170490E-002, 3.1603143E-004,-2.6525773E-041,-4.3406778E-039
 1.0000440E+001, 1.4286765E+001, 0.0000000E+000,-4.2657868E+000,-8.0255327E+000,-5.3089622E-001, 3.9715932E-003, 0.0000000E+000, 0.0000000E+000, 1.5184917E+000, 1.4685209E+000, 7.0170491E-002, 3.1603143E-004,-1.6263937E-040,-2.7569725E-038
 1.0500643E+001, 1.4534719E+001, 0.0000000E+000,-4.3504059E+000,-7.8531316E+000,-5.4544980E-001, 3.8387020E-003, 0.0000000E+000, 0.0000000E+000, 1.8458545E+000, 1.7895706E+000, 7.0170491E-002, 3.1603143E-004,-7.9744107E-040,-1.3795312E-037
 1.1000887E+001, 1.4719085E+001, 0.0000000E+000,-4.4030362E+000,-7.8238213E+000,-5.5324657E-001, 3.8533299E-003, 0.0000000E+000, 0.0000000E+000, 1.9865038E+000, 1.9428344E+000, 7.0170491E-002, 3.1603143E-004,-3.2173201E-039,-5.5782081E-037
 1.1500820E+001, 1.4267799E+001, 0.0000000E+000,-4.2717260E+000,-7.8577606E+000,-5.7839396E-001, 3.8239125E-003, 0.0000000E+000, 0.0000000E+000, 1.6170966E+000, 1.5637421E+000, 7.0170491E-002, 3.1603143E-004,-1.0520661E-038,-1.7906212E-036
 1.2000227E+001, 1.4707062E+001, 0.0000000E+000,-4.3996710E+000,-8.8382632E+000,-6.3595931E-001, 3.9195685E-003, 0.0000000E+000, 0.0000000E+000, 8.8941170E-001, 8.3708767E-001, 7.0170491E-002, 3.1603143E-004,-2.8807186E-038,-4.7479855E-036
 1.2500843E+001, 1.4141438E+001, 0.0000000E+000,-4.2264471E+000,-7.2076558E+000,-5.7764126E-001, 3.8173512E-003, 0.0000000E+000, 0.0000000E+000, 2.1646960E+000, 2.1335117E+000, 7.0170491E-002, 3.1603143E-004,-7.3157812E-038,-1.1495108E-035
 1.3000622E+001, 1.4461620E+001, 0.0000000E+000,-4.3269067E+000,-7.7932187E+000,-6.0423025E-001, 3.9169590E-003, 0.0000000E+000, 0.0000000E+000, 1.7884424E+000, 1.7411808E+000, 7.0170491E-002, 3.1603143E-004,-2.0631152E-037,-3.0271641E-035
 1.3500788E+001, 1.4671126E+001, 0.0000000E+000,-4.4051860E+000,-8.5651601E+000,-6.6513514E-001, 3.8266371E-003, 0.0000000E+000, 0.0000000E+000, 1.0977710E+000, 1.0394713E+000, 7.0170491E-002, 3.1603143E-004,-6.5715158E-037,-8.9580466E-035
 1.4000378E+001, 1.4446160E+001, 0.0000000E+000,-4.3113119E+000,-7.9435985E+000,-6.5409248E-001, 3.9201380E-003, 0.0000000E+000, 0.0000000E+000, 1.5899897E+000, 1.5410774E+000, 7.0170491E-002, 3.1603143E-004,-2.2297075E-036,-2.8569620E-034
 1.4500088E+001, 1.4161601E+001, 0.0000000E+000,-4.2432806E+000,-8.4498314E+000,-6.7770246E-001, 3.8838483E-003, 0.0000000E+000, 0.0000000E+000, 8.4078781E-001, 7.9467021E-001, 7.0170491E-002, 3.1603143E-004,-6.9631267E-036,-8.6213824E-034
 1.5000136E+001, 1.4935068E+001, 0.0000000E+000,-4.4640627E+000,-8.9976186E+000,-7.1740118E-001, 3.8707456E-003, 0.0000000E+000, 0.0000000E+000, 8.2451587E-001, 7.5985640E-001, 7.0170491E-002, 3.1603143E-004,-1.9329517E-035,-2.3933243E-033
 1.5500382E+001, 1.4367521E+001, 0.0000000E+000,-4.3026116E+000,-8.4505316E+000,-6.6038010E-001, 3.9353003E-003, 0.0000000E+000, 0.0000000E+000, 1.0181605E+000, 9.5793265E-001, 7.0170491E-002, 3.1603143E-004,-5.5506992E-035,-7.1021006E-033
 1.6000549E+001, 1.4394669E+001, 0.0000000E+000,-4.3190874E+000,-8.0005331E+000,-6.4953270E-001, 3.8977000E-003, 0.0000000E+000, 0.0000000E+000, 1.4648236E+000, 1.4294134E+000, 7.0170491E-002, 3.1603143E-004,-1.4643564E-034,-1.9672244E-032
 1.6500183E+001, 1.4403035E+001, 0.0000000E+000,-4.2964335E+000,-9.0458459E+000,-7.0099404E-001, 3.8950711E-003, 0.0000000E+000, 0.0000000E+000, 4.1419188E-001, 3.6365622E-001, 7.0170491E-002, 3.1603143E-004,-3.0725488E-034,-4.3517490E-032
