Time,Chi_r
0.501, 0.334
1.000, 0.338
1.500, 0.339
2.000, 0.339
2.500, 0.339
3.000, 0.340
3.500, 0.339
4.000, 0.340
4.500, 0.338
5.000, 0.339
5.500, 0.339
6.000, 0.339
6.500, 0.340
7.000, 0.338
7.500, 0.339
8.000, 0.339
8.500, 0.339
9.000, 0.339
9.500, 0.339
10.000, 0.339
10.500, 0.339
11.000, 0.339
11.500, 0.339
12.000, 0.340
12.500, 0.339
13.000, 0.339
13.500, 0.338
14.000, 0.339
14.500, 0.339
15.000, 0.339
15.500, 0.339
16.000, 0.339
16.500, 0.339
17.000, 0.339
17.500, 0.339
18.000, 0.338
18.500, 0.339
19.000, 0.339
19.500, 0.340
20.000, 0.339
20.500, 0.339
21.000, 0.338
21.500, 0.339
22.001, 0.340
22.500, 0.339
23.000, 0.339
23.501, 0.339
24.000, 0.340
24.500, 0.339
25.000, 0.340
25.500, 0.339
26.000, 0.339
26.500, 0.340
27.000, 0.339
27.500, 0.339
28.000, 0.339
28.500, 0.339
29.000, 0.340
29.500, 0.339
30.000, 0.339
30.500, 0.340
31.000, 0.339
31.500, 0.339
32.000, 0.339
32.500, 0.339
33.000, 0.339
33.500, 0.339
34.000, 0.339
34.500, 0.339
35.000, 0.340
35.500, 0.339
36.000, 0.340
36.500, 0.339
37.000, 0.339
37.500, 0.339
38.000, 0.340
38.500, 0.339
39.000, 0.339
39.500, 0.338
40.000, 0.340
