s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,kg/s,kg/s
Time,HRR,HRR_OX,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_ENTH,Q_TOTAL,MLR_AIR,MLR_ETHYLENE,MLR_INTERMEDIATE PRODUCTS,MLR_PRODUCTS
 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-5.7429909E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-5.7429909E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 5.0079864E-001, 2.3765564E+000, 0.0000000E+000,-4.9307982E-001, 3.1810518E-002,-2.3587049E-002, 3.3714588E-004, 0.0000000E+000, 0.0000000E+000, 1.8392953E+000, 1.8920372E+000, 1.6649801E-002, 7.6910695E-005,-6.2812560E-092,-5.8000886E-081
 1.0008968E+000, 6.6896125E+000, 0.0000000E+000,-1.4663739E+000, 9.9009583E-002, 3.9809668E-003, 1.6813241E-003, 0.0000000E+000, 0.0000000E+000, 5.3238929E+000, 5.3279104E+000, 4.3931834E-002, 1.9853626E-004,-4.9489879E-077,-2.3064647E-069
 1.5001205E+000, 1.1330545E+001, 0.0000000E+000,-2.4775369E+000,-4.7972784E+000,-1.3311119E-001, 3.0276940E-003, 0.0000000E+000, 0.0000000E+000, 3.9798362E+000, 3.9256463E+000, 5.9047454E-002, 2.6660849E-004,-1.5472677E-070,-9.0648696E-064
 2.0005672E+000, 1.2707796E+001, 0.0000000E+000,-2.7954565E+000,-6.6600383E+000,-2.3114062E-001, 3.3478369E-003, 0.0000000E+000, 0.0000000E+000, 3.0906062E+000, 3.0245085E+000, 6.5751985E-002, 2.9682281E-004,-4.7445112E-067,-1.0569631E-060
 2.5005333E+000, 1.3723472E+001, 0.0000000E+000,-3.0096770E+000,-7.8007550E+000,-3.1907722E-001, 3.7012916E-003, 0.0000000E+000, 0.0000000E+000, 2.6465274E+000, 2.5976640E+000, 6.8414803E-002, 3.0881833E-004,-3.4966178E-065,-4.6847849E-059
 3.0004265E+000, 1.4918590E+001, 0.0000000E+000,-3.2755734E+000,-8.7837963E+000,-3.6746762E-001, 3.8367625E-003, 0.0000000E+000, 0.0000000E+000, 2.5583056E+000, 2.4955895E+000, 6.9422050E-002, 3.1335661E-004,-1.7548789E-063,-6.0326620E-058
 3.5005996E+000, 1.4451459E+001, 0.0000000E+000,-3.1774094E+000,-7.6523863E+000,-3.4127592E-001, 3.9366236E-003, 0.0000000E+000, 0.0000000E+000, 3.3467314E+000, 3.2843239E+000, 6.9796657E-002, 3.1504459E-004,-7.4838777E-060,-4.4538146E-055
 4.0004649E+000, 1.4444872E+001, 0.0000000E+000,-3.1650767E+000,-8.4465476E+000,-3.9098608E-001, 3.8340531E-003, 0.0000000E+000, 0.0000000E+000, 2.4980932E+000, 2.4460958E+000, 6.9935022E-002, 3.1566803E-004,-8.5747541E-057,-1.1926128E-052
