s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,kg/s,kg/s,kg/s,kg/s,kg/s
Time,HRR,HRR_OX,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_ENTH,Q_TOTAL,MLR_AIR,MLR_PRODUCTS,MLR_INTERMEDIATE PRODUCTS 2,MLR_PRODUCTS 2,MLR_NITROGEN,MLR_PROPYLENE,MLR_PILOT FUEL
 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-2.2179989E-003,-1.2790160E-011, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-2.2179989E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 1.0000538E+000, 2.9475501E+000, 0.0000000E+000,-7.9263807E-001, 3.6396205E-002,-7.1871084E-002, 3.0119007E-004, 0.0000000E+000,-7.3140954E-002, 2.0336996E+000, 2.0465974E+000, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 8.3861651E-005, 9.5426049E-006
 2.0000460E+000, 6.4542272E+000, 0.0000000E+000,-1.9242423E+000,-2.6964038E+000,-5.9317287E-002, 6.2128686E-004, 0.0000000E+000,-1.3592672E-001, 1.6363739E+000, 1.6389583E+000, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.7194144E-004, 1.9565192E-005
 3.0001991E+000, 8.6425525E+000, 0.0000000E+000,-2.5154855E+000,-5.3092806E+000,-5.0877570E-002, 9.1346979E-004, 0.0000000E+000,-1.4204993E-001, 6.1438524E-001, 6.2577239E-001, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.8989392E-004, 2.1608001E-005
