s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,kg/s,kg/s
Time,HRR,HRR_OX,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_ENTH,Q_TOTAL,MLR_AIR,MLR_ETHYLENE,MLR_INTERMEDIATE PRODUCTS,MLR_PRODUCTS
 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-5.7989802E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-5.7989802E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 5.0257200E-001, 2.8632254E+000, 0.0000000E+000,-7.9847916E-001, 3.5558330E-002,-2.3976944E-003, 4.5482788E-004, 0.0000000E+000, 0.0000000E+000, 1.9906653E+000, 2.0983617E+000, 1.6637742E-002, 7.8051236E-005,-1.3416847E-059,-1.3129595E-048
 1.0021008E+000, 8.0403640E+000, 0.0000000E+000,-2.7850601E+000, 9.9539029E-002, 7.9513103E-003, 2.6054541E-003, 0.0000000E+000, 0.0000000E+000, 5.2744025E+000, 5.3653997E+000, 4.4306559E-002, 1.9899099E-004,-1.3338494E-049,-3.9324828E-042
 1.5001954E+000, 1.1686516E+001, 0.0000000E+000,-4.0037440E+000,-5.4165864E+000,-1.0595251E-001, 4.7227285E-003, 0.0000000E+000, 0.0000000E+000, 2.1744023E+000, 2.1649557E+000, 5.9516174E-002, 2.6673543E-004,-1.1860258E-045,-3.6187958E-039
 2.0012860E+000, 1.3242255E+001, 0.0000000E+000,-4.4652717E+000,-6.8486272E+000,-1.8088704E-001, 5.6565093E-003, 0.0000000E+000, 0.0000000E+000, 1.7341519E+000, 1.7531260E+000, 6.6271656E-002, 2.9685547E-004,-3.2900496E-043,-2.7675943E-037
 2.5007412E+000, 1.4092289E+001, 0.0000000E+000,-4.7865335E+000,-7.4247235E+000,-2.3248871E-001, 6.0533719E-003, 0.0000000E+000, 0.0000000E+000, 1.6406367E+000, 1.6545969E+000, 6.8956967E-002, 3.0883337E-004,-1.5177878E-041,-4.3013900E-036
 3.0004621E+000, 1.4117674E+001, 0.0000000E+000,-4.7954637E+000,-7.5787536E+000,-2.4808727E-001, 6.2189524E-003, 0.0000000E+000, 0.0000000E+000, 1.6035554E+000, 1.5015887E+000, 6.9971835E-002, 3.1336036E-004,-2.8581852E-040,-2.7050299E-035
 3.5012417E+000, 1.4514534E+001, 0.0000000E+000,-4.9307479E+000,-7.2447699E+000,-2.7709278E-001, 6.3117359E-003, 0.0000000E+000, 0.0000000E+000, 2.0976877E+000, 2.0682355E+000, 7.0349789E-002, 3.1504634E-004,-4.3332649E-039,-9.2916871E-035
 4.0013638E+000, 1.4322229E+001, 0.0000000E+000,-4.8728216E+000,-7.6552169E+000,-3.0470288E-001, 6.3460493E-003, 0.0000000E+000, 0.0000000E+000, 1.5636705E+000, 1.4958332E+000, 7.0489427E-002, 3.1566894E-004,-4.2392737E-038,-2.3538476E-034
