s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,kg/s,kg/s
Time,HRR,HRR_OX,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_ENTH,Q_TOTAL,MLR_AIR,MLR_ETHYLENE,MLR_INTERMEDIATE PRODUCTS,MLR_PRODUCTS
 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-5.7740348E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-5.7740348E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 5.0069171E-001, 2.7938090E+000, 0.0000000E+000,-6.7119257E-001, 3.6561958E-002,-2.3224313E-003, 4.4542392E-004, 0.0000000E+000, 0.0000000E+000, 2.0474541E+000, 2.1573013E+000, 1.6483169E-002, 7.7795448E-005,-4.8057616E-058,-1.5484964E-048
 1.0016731E+000, 7.7933905E+000, 0.0000000E+000,-2.3607632E+000, 1.0393989E-001, 7.2048434E-003, 2.5718253E-003, 0.0000000E+000, 0.0000000E+000, 5.4526403E+000, 5.5463438E+000, 4.4003820E-002, 1.9875853E-004,-1.6538301E-048,-5.0767269E-042
 1.5013257E+000, 1.1611601E+001, 0.0000000E+000,-3.4925855E+000,-5.6028158E+000,-1.3317149E-001, 4.6493703E-003, 0.0000000E+000, 0.0000000E+000, 2.3606135E+000, 2.3876774E+000, 5.9185003E-002, 2.6675105E-004,-9.7233763E-045,-4.5929549E-039
 2.0013525E+000, 1.3222104E+001, 0.0000000E+000,-3.9541012E+000,-6.9714855E+000,-2.1011839E-001, 5.5030724E-003, 0.0000000E+000, 0.0000000E+000, 2.1181332E+000, 2.0919025E+000, 6.5901289E-002, 2.9688153E-004,-1.8395463E-042,-3.3902463E-037
 2.5016503E+000, 1.4106418E+001, 0.0000000E+000,-4.2189034E+000,-7.2877421E+000,-2.9838659E-001, 5.9192068E-003, 0.0000000E+000, 0.0000000E+000, 2.2984180E+000, 2.3073054E+000, 6.8567361E-002, 3.0883892E-004,-5.8206208E-041,-5.2266390E-036
 3.0007448E+000, 1.4245270E+001, 0.0000000E+000,-4.2859845E+000,-7.6696777E+000,-3.0858662E-001, 6.0734225E-003, 0.0000000E+000, 0.0000000E+000, 1.9900050E+000, 1.9870946E+000, 6.9575840E-002, 3.1336367E-004,-8.4936307E-040,-3.2848261E-035
 3.5001411E+000, 1.4277022E+001, 0.0000000E+000,-4.2822402E+000,-8.8205761E+000,-3.5424840E-001, 6.1496448E-003, 0.0000000E+000, 0.0000000E+000, 8.8958319E-001, 8.2610742E-001, 6.9950793E-002, 3.1504547E-004,-1.0706459E-038,-1.1452822E-034
 4.0017715E+000, 1.4442551E+001, 0.0000000E+000,-4.3206566E+000,-8.7053958E+000,-3.5803333E-001, 6.2124568E-003, 0.0000000E+000, 0.0000000E+000, 1.1066619E+000, 1.0646782E+000, 7.0089629E-002, 3.1566860E-004,-8.7979413E-038,-2.8630343E-034
 4.5010948E+000, 1.4547383E+001, 0.0000000E+000,-4.3649287E+000,-7.7556610E+000,-3.3194943E-001, 6.1203947E-003, 0.0000000E+000, 0.0000000E+000, 2.1871611E+000, 2.1009643E+000, 7.0140771E-002, 3.1589808E-004,-4.5496931E-037,-7.0731694E-034
 5.0015001E+000, 1.4556659E+001, 0.0000000E+000,-4.3637160E+000,-7.7100178E+000,-3.3488827E-001, 6.1340759E-003, 0.0000000E+000, 0.0000000E+000, 2.1615772E+000, 2.1541705E+000, 7.0159552E-002, 3.1598235E-004,-1.6194522E-036,-1.6083102E-033
 5.5017076E+000, 1.4495469E+001, 0.0000000E+000,-4.3390706E+000,-7.6773068E+000,-3.7080896E-001, 6.2093830E-003, 0.0000000E+000, 0.0000000E+000, 2.2259714E+000, 2.1144922E+000, 7.0166469E-002, 3.1601338E-004,-4.7417772E-036,-3.5030288E-033
 6.0013762E+000, 1.4434610E+001, 0.0000000E+000,-4.3382459E+000,-8.0372895E+000,-3.7196243E-001, 6.1473897E-003, 0.0000000E+000, 0.0000000E+000, 1.7587721E+000, 1.6932594E+000, 7.0169012E-002, 3.1602479E-004,-1.1774964E-035,-7.2037311E-033
 6.5002232E+000, 1.4519010E+001, 0.0000000E+000,-4.3411842E+000,-7.5469901E+000,-3.8257269E-001, 6.2242102E-003, 0.0000000E+000, 0.0000000E+000, 2.2823940E+000, 2.2544875E+000, 7.0169946E-002, 3.1602899E-004,-2.4057308E-035,-1.2959746E-032
 7.0017576E+000, 1.4412226E+001, 0.0000000E+000,-4.3390815E+000,-7.2315791E+000,-3.9229871E-001, 6.1145147E-003, 0.0000000E+000, 0.0000000E+000, 2.5077824E+000, 2.4553816E+000, 7.0170291E-002, 3.1603053E-004,-4.2191297E-035,-2.0649253E-032
