cm,kW,kW,cm,K,K,K,K,K,K,K,K,K,K,K,K,K,K,cm,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,cm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm
z,RHRRPUL,RHRRPUL_rms,r,T_0p5D,T_1p0D,T_1p5D,T_2p0D,T_2p5D,T_3p0D,T_3p5D,T_rms_0p5D,T_rms_1p0D,T_rms_1p5D,T_rms_2p0D,T_rms_2p5D,T_rms_3p0D,T_rms_3p5D,r_Vel,U_0p5D,U_1p0D,U_1p5D,U_2p0D,U_2p5D,U_3p0D,U_3p5D,W_0p5D,W_1p0D,W_1p5D,W_2p0D,W_2p5D,W_3p0D,W_3p5D,x,soot_0p5D,soot_1p0D,soot_1p5D,soot_2p5D,soot_3p5D,soot_rms_0p5D,soot_rms_1p0D,soot_rms_1p5D,soot_rms_2p5D,soot_rms_3p5D
 1.0000000E+000, 1.8536421E+001, 6.9060879E-001,-5.0000000E-001, 1.1611876E+003, 1.2418746E+003, 1.2695198E+003, 1.1941899E+003, 1.0244491E+003, 8.7601876E+002, 7.1931656E+002, 8.4435551E+001, 6.7555823E+001, 9.5539388E+001, 2.0143992E+002, 2.5695844E+002, 2.4281729E+002, 1.9513107E+002,-1.1500000E+001, 9.0182117E-002, 1.0531085E-001, 9.3160313E-002, 9.6641943E-002, 1.1028271E-001, 1.0215051E-001, 9.4149768E-002, 4.6621394E-002, 1.3238339E-001, 1.4099059E-001, 1.5141388E-001, 2.2833458E-001, 3.4623454E-001, 5.4431337E-001,-2.0500000E+001, 1.0470829E-009, 2.0839393E-007, 1.5411791E-006, 2.7588092E-005, 4.2638282E-003, 1.5776067E-009, 3.6684671E-007, 2.6337330E-006, 4.5021499E-005, 1.2831610E-003
 3.0000000E+000, 1.8504250E+001, 1.1062347E+000, 1.5000000E+000, 1.1297712E+003, 1.2209770E+003, 1.2637222E+003, 1.2328410E+003, 1.0643238E+003, 9.0660801E+002, 7.3750548E+002, 8.2139197E+001, 7.5180729E+001, 8.4807489E+001, 1.6099826E+002, 2.3757123E+002, 2.4194712E+002, 1.9773435E+002,-9.4090909E+000, 7.8382165E-002, 9.1240234E-002, 1.0317444E-001, 1.0920846E-001, 1.0247809E-001, 8.8670587E-002, 6.9734362E-002, 1.6496881E-001, 1.2984889E-001, 2.4983823E-001, 4.1225825E-001, 6.0835550E-001, 8.0362904E-001, 9.6167801E-001,-1.8450000E+001, 1.8907220E-009, 1.2140189E-007, 1.4552483E-006, 2.2481475E-005, 4.6592724E-003, 1.5385490E-009, 2.3876208E-007, 2.6103643E-006, 2.9585261E-005, 2.1559684E-003
 5.0000000E+000, 1.8078955E+001, 1.5499182E+000, 3.5000000E+000, 1.3293430E+003, 1.2039986E+003, 1.0589318E+003, 9.4829370E+002, 8.3398987E+002, 7.5184850E+002, 6.5219900E+002, 7.8306065E+001, 2.0336845E+002, 2.5550658E+002, 2.6762439E+002, 2.5727734E+002, 2.2742893E+002, 1.8473121E+002,-7.3181818E+000, 1.6766874E-001, 1.1653344E-001, 9.4066758E-002, 8.7523724E-002, 7.7083002E-002, 4.5616431E-002, 4.2922911E-002, 2.1530189E-001, 5.3073306E-001, 7.2840880E-001, 9.8860648E-001, 1.2486410E+000, 1.4629616E+000, 1.5964713E+000,-1.6400000E+001, 4.8137769E-008, 7.9501203E-008, 2.6857968E-006, 1.2346772E-004, 5.9625776E-003, 2.7346834E-008, 9.3641272E-008, 8.7704384E-006, 4.5263535E-004, 6.3689137E-003
 7.0000000E+000, 1.6899315E+001, 1.9448920E+000, 5.5000000E+000, 7.3879320E+002, 6.1797268E+002, 6.1209830E+002, 6.1216785E+002, 6.0215468E+002, 5.8334287E+002, 5.4717028E+002, 2.0011014E+002, 1.9293762E+002, 2.0311012E+002, 2.0288138E+002, 2.0107336E+002, 1.8693094E+002, 1.6041772E+002,-5.2272727E+000, 1.0661471E-001, 5.2076840E-002, 5.7732014E-002, 4.3712667E-002, 5.0569786E-002, 2.5744029E-002, 2.3476691E-002, 1.0372604E+000, 1.1468883E+000, 1.3183506E+000, 1.6270956E+000, 1.9223311E+000, 2.1304696E+000, 2.1767046E+000,-1.4350000E+001, 1.2922136E-006, 1.3908863E-006, 7.0833563E-005, 1.1139701E-003, 9.7417174E-003, 7.0764669E-007, 2.9114837E-006, 4.2952939E-004, 3.2736890E-003, 1.2051001E-002
 9.0000000E+000, 1.5151783E+001, 2.1664992E+000, 7.5000000E+000, 3.6410411E+002, 3.8581625E+002, 4.1516299E+002, 4.3406787E+002, 4.5487168E+002, 4.6265042E+002, 4.6003236E+002, 4.8326646E+001, 8.9627542E+001, 1.1836556E+002, 1.2024512E+002, 1.2949565E+002, 1.3068299E+002, 1.2445146E+002,-3.1363636E+000, 2.1112343E-001, 7.3436461E-002,-3.6677116E-003,-2.7708910E-002,-1.4301331E-002,-1.6218177E-002, 1.1578823E-002, 1.9074086E+000, 2.5440670E+000, 2.6840798E+000, 2.7695426E+000, 2.8780963E+000, 2.8921353E+000, 2.7820221E+000,-1.2300000E+001, 2.7041429E-005, 5.8252850E-005, 1.1795479E-003, 5.4558016E-003, 1.8495043E-002, 1.3574565E-005, 1.5122471E-004, 4.9492443E-003, 9.9647800E-003, 1.9872149E-002
 1.1000000E+001, 1.3545997E+001, 2.2201419E+000, 9.5000000E+000, 3.0319869E+002, 3.1226362E+002, 3.3252486E+002, 3.5100040E+002, 3.7055728E+002, 3.8182590E+002, 3.9301250E+002, 3.7296396E+000, 2.9315016E+001, 6.0242980E+001, 6.8378631E+001, 7.6398308E+001, 8.1919760E+001, 8.7658098E+001,-1.0454545E+000, 1.7554661E-001, 8.2055053E-002, 2.4891262E-002,-3.8545360E-002,-2.1870000E-002,-2.6599834E-002, 2.9022428E-003, 1.9028692E+000, 2.9449947E+000, 3.4568850E+000, 3.8012387E+000, 3.7959766E+000, 3.5727686E+000, 3.3228020E+000,-1.0250000E+001, 4.2936543E-004, 1.7072760E-003, 6.8882053E-003, 1.9286730E-002, 3.3371874E-002, 1.9880591E-004, 3.9331517E-003, 1.5242815E-002, 2.1729803E-002, 3.0139152E-002
 1.3000000E+001, 1.2260308E+001, 2.1720887E+000, 1.1500000E+001, 2.9488860E+002, 2.9647928E+002, 3.0399757E+002, 3.1476543E+002, 3.2638475E+002, 3.3699758E+002, 3.4798661E+002, 2.5793301E-001, 4.7016392E+000, 2.5363801E+001, 4.0648304E+001, 4.6774160E+001, 5.2320582E+001, 5.7204475E+001, 1.0454545E+000,-1.9212765E-001,-8.8556945E-002,-2.5322768E-002, 1.9259975E-002, 3.8118497E-002, 4.0716002E-002, 3.3727165E-002, 1.8751018E+000, 2.9193872E+000, 3.4516482E+000, 3.8959364E+000, 3.9466372E+000, 3.6973154E+000, 3.3943433E+000,-8.2000000E+000, 6.2038114E-003, 1.3556956E-002, 2.5412431E-002, 4.5309704E-002, 5.5073600E-002, 3.3109074E-003, 1.8195341E-002, 2.9362166E-002, 3.5946570E-002, 3.9636626E-002
 1.5000000E+001, 1.1302124E+001, 2.0965613E+000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 3.1363636E+000,-2.2294730E-001,-9.2874039E-002,-2.6267432E-002, 1.7283382E-002, 4.3789971E-002, 2.6782857E-002, 1.2850294E-002, 1.9025735E+000, 2.5991736E+000, 2.8436576E+000, 3.0352387E+000, 3.0504833E+000, 3.0285223E+000, 2.9021154E+000,-6.1500000E+000, 5.0276663E-002, 5.9530333E-002, 6.9081277E-002, 8.4162153E-002, 8.5408258E-002, 2.6061566E-002, 4.2188300E-002, 5.0649347E-002, 5.1325480E-002, 4.7753752E-002
 1.7000000E+001, 1.0583182E+001, 2.0258115E+000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 5.2272727E+000,-1.0738358E-001,-7.0954103E-002,-6.0385315E-002,-5.2288644E-002,-2.5131088E-002,-6.1977568E-004, 1.6821351E-002, 9.2897772E-001, 1.1022885E+000, 1.3433905E+000, 1.6604963E+000, 1.9664769E+000, 2.1414366E+000, 2.1885301E+000,-4.1000000E+000, 2.1580313E-001, 1.6945392E-001, 1.5421051E-001, 1.4212657E-001, 1.1953850E-001, 7.2143791E-002, 8.5738220E-002, 8.5410645E-002, 7.5896451E-002, 5.6510821E-002
 1.9000000E+001, 1.0033618E+001, 2.0060221E+000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 7.3181818E+000,-1.6239196E-001,-1.0748740E-001,-8.8590733E-002,-8.2553865E-002,-6.2920474E-002,-4.2072783E-002,-1.8241313E-002, 1.9928418E-001, 4.8950809E-001, 6.8892881E-001, 9.4505911E-001, 1.2183984E+000, 1.4683065E+000, 1.5949818E+000,-2.0500000E+000, 1.2135808E+000, 5.3690004E-001, 4.0371802E-001, 2.4142296E-001, 1.5613799E-001, 5.5666702E-001, 3.2648845E-001, 2.0621048E-001, 1.2365360E-001, 6.2890454E-002
 2.1000000E+001, 9.5203553E+000, 2.0138144E+000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 9.4090909E+000,-8.8288988E-002,-7.1871470E-002,-9.7543155E-002,-9.5316228E-002,-8.4142273E-002,-7.2989660E-002,-6.1551459E-002, 2.0246687E-001, 1.5240654E-001, 2.2913398E-001, 3.8312161E-001, 5.9571139E-001, 8.4407229E-001, 1.0328189E+000,-2.0000000E-002, 2.1240214E+000, 2.0296654E+000, 1.5205288E+000, 4.0284962E-001, 1.8921303E-001, 1.0189080E-001, 3.3696848E-001, 6.1441553E-001, 2.3079610E-001, 6.8439468E-002
 2.3000000E+001, 8.9837839E+000, 2.0723314E+000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 1.1500000E+001,-9.7653791E-002,-9.3699296E-002,-9.1974106E-002,-9.2807937E-002,-9.3106449E-002,-8.7041697E-002,-8.1791072E-002, 2.0889669E-002, 1.2181180E-001, 1.4126495E-001, 1.8803527E-001, 2.6923001E-001, 4.1667776E-001, 5.8131901E-001, 2.0500000E+000, 1.2877988E+000, 6.2508419E-001, 4.5653254E-001, 2.6272769E-001, 1.6453020E-001, 5.7125885E-001, 4.3623225E-001, 2.6901627E-001, 1.3349931E-001, 6.3987565E-002
 2.5000000E+001, 8.3409192E+000, 2.1046243E+000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 4.1000000E+000, 2.1098131E-001, 1.8102642E-001, 1.6649604E-001, 1.5090499E-001, 1.2523105E-001, 6.6594946E-002, 1.0541836E-001, 9.6842561E-002, 8.1721853E-002, 5.7857332E-002
 2.7000000E+001, 7.6809591E+000, 2.1494907E+000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 6.1500000E+000, 4.5652316E-002, 5.7994957E-002, 6.9205419E-002, 8.7363743E-002, 9.0383281E-002, 2.4382375E-002, 4.6670491E-002, 5.3518840E-002, 5.4681620E-002, 4.9422247E-002
 2.9000000E+001, 6.9345319E+000, 2.2126457E+000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 8.2000000E+000, 6.1811932E-003, 1.2442964E-002, 2.3941817E-002, 4.6733992E-002, 5.9846334E-002, 2.5191118E-003, 1.7382180E-002, 2.9681512E-002, 3.6837072E-002, 3.9963335E-002
 3.1000000E+001, 6.1413298E+000, 2.2457274E+000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 1.0250000E+001, 4.3664346E-004, 1.3518101E-003, 6.2211820E-003, 2.1096519E-002, 3.5996216E-002, 1.6736588E-004, 3.3586916E-003, 1.4714894E-002, 2.5760040E-002, 3.0578453E-002
 3.3000000E+001, 5.3086393E+000, 2.2266915E+000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 1.2300000E+001, 3.6909636E-005, 4.9551273E-005, 9.1054707E-004, 7.5312325E-003, 1.9422601E-002, 1.8885020E-005, 1.3918433E-004, 3.9503644E-003, 1.5306882E-002, 2.2015663E-002
 3.5000000E+001, 4.5078827E+000, 2.1341758E+000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 1.4350000E+001, 2.1481381E-006, 1.8582976E-006, 4.9387424E-005, 1.8480860E-003, 1.0612295E-002, 1.0573107E-006, 2.8753587E-006, 2.7226199E-004, 5.5825112E-003, 1.5771724E-002
 3.7000000E+001, 3.7519959E+000, 1.9596718E+000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 1.6400000E+001, 2.0767816E-007, 5.7867329E-007, 2.2080547E-006, 2.7027585E-004, 6.3033911E-003, 2.4054558E-007, 5.5312770E-007, 6.8841270E-006, 8.0488247E-004, 1.1251521E-002
 3.9000000E+001, 3.0927174E+000, 1.7399810E+000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 1.8450000E+001, 1.0946468E-007, 9.0672463E-007, 1.3265129E-006, 9.1953145E-005, 4.4639459E-003, 1.8124983E-007, 9.8255281E-007, 1.1862507E-006, 1.4652433E-004, 7.3467563E-003
 4.1000000E+001, 2.5258055E+000, 1.4983988E+000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 2.0500000E+001, 1.1225222E-007, 1.0808419E-006, 1.5314241E-006, 1.7873741E-004, 3.5924982E-003, 1.3375523E-007, 1.2291312E-006, 1.4201453E-006, 3.4179809E-004, 3.7909513E-003
 4.3000000E+001, 2.0693671E+000, 1.2744120E+000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 4.5000000E+001, 1.6995693E+000, 1.0696813E+000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 4.7000000E+001, 1.4114285E+000, 8.9830269E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 4.9000000E+001, 1.1802419E+000, 7.5113950E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 5.1000000E+001, 9.9982766E-001, 6.2875078E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 5.3000000E+001, 8.5727058E-001, 5.3005771E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 5.5000000E+001, 7.4707734E-001, 4.5452208E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 5.7000000E+001, 6.6073633E-001, 3.8210233E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 5.9000000E+001, 5.9368755E-001, 3.2053079E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 6.1000000E+001, 5.4276520E-001, 2.7007392E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 6.3000000E+001, 5.0580076E-001, 2.2978986E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 6.5000000E+001, 4.7839698E-001, 1.9696222E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 6.7000000E+001, 4.6020864E-001, 1.7096177E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 6.9000000E+001, 4.4815499E-001, 1.4991446E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 7.1000000E+001, 4.4517229E-001, 1.3396381E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 7.3000000E+001, 4.5338939E-001, 1.2140902E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
