z,coarse,medium,fine  
118.44,417.48,398.05,399.18
118.58,417.24,397.88,399.03
118.72,417.01,397.72,398.89
118.86,416.78,397.56,398.74
119,416.55,397.4,398.6
119.14,416.36,397.25,398.46
119.28,416.17,397.1,398.31
119.42,415.98,396.95,398.17
119.56,415.79,396.81,398.03
119.7,415.6,396.66,397.88
119.84,415.4,396.51,397.74
119.98,415.21,396.36,397.6
120.12,415.02,396.21,397.46
120.26,414.83,396.06,397.31
120.4,414.64,395.91,397.17
120.54,414.45,395.77,397.03
120.68,414.26,395.62,396.89
120.82,414.07,395.47,396.74
120.96,413.88,395.32,396.6
121.1,413.69,395.17,396.46
121.24,413.5,395.02,396.31
121.38,413.31,394.88,396.17
121.52,413.12,394.73,396.03
121.66,412.93,394.58,395.89
121.8,412.73,394.43,395.74
121.94,412.54,394.28,395.6
122.08,412.35,394.13,395.45
122.22,412.16,393.99,395.3
122.36,411.97,393.84,395.14
122.5,411.78,393.7,394.99
122.64,411.59,393.55,394.84
122.78,411.4,393.41,394.68
122.92,411.21,393.26,394.53
123.06,411.02,393.12,394.38
123.2,410.83,392.98,394.22
123.34,410.64,392.83,394.07
123.48,410.45,392.69,393.92
123.62,410.26,392.54,393.76
123.76,410.06,392.4,393.61
123.9,409.87,392.25,393.46
124.04,409.68,392.11,393.3
124.18,409.49,391.96,393.15
124.32,409.3,391.82,393
124.46,409.11,391.67,392.84
124.6,408.92,391.53,392.69
124.74,408.73,391.38,392.54
124.88,408.54,391.24,392.38
125.02,408.35,391.09,392.23
125.16,408.16,390.95,392.08
125.3,407.97,390.81,391.94
125.44,407.78,390.66,391.79
125.58,407.6,390.52,391.64
125.72,407.41,390.38,391.49
125.86,407.22,390.23,391.35
126,407.03,390.09,391.2
126.14,406.84,389.95,391.05
126.28,406.66,389.8,390.91
126.42,406.47,389.66,390.76
126.56,406.28,389.52,390.61
126.7,406.09,389.38,390.46
126.84,405.9,389.23,390.32
126.98,405.72,389.09,390.17
127.12,405.53,388.95,390.02
127.26,405.34,388.8,389.88
127.4,405.15,388.66,389.73
127.54,404.96,388.52,389.58
127.68,404.78,388.37,389.43
127.82,404.59,388.23,389.29
127.96,404.4,388.09,389.14
128.1,404.21,387.96,389.01
128.24,404.02,387.83,388.88
128.38,403.84,387.7,388.76
128.52,403.65,387.58,388.63
128.66,403.46,387.45,388.51
128.8,403.27,387.32,388.38
128.94,403.08,387.19,388.26
129.08,402.89,387.07,388.13
129.22,402.71,386.94,388.01
129.36,402.52,386.81,387.88
129.5,402.33,386.68,387.76
129.64,402.14,386.56,387.63
129.78,401.95,386.43,387.51
129.92,401.77,386.3,387.38
130.06,401.58,386.18,387.26
130.2,401.39,386.05,387.13
130.34,401.2,385.92,387.01
130.48,401.01,385.79,386.88
130.62,400.83,385.67,386.76
130.76,400.64,385.54,386.63
130.9,400.45,385.41,386.51
131.04,400.27,385.29,386.39
131.18,400.09,385.17,386.28
131.32,399.92,385.06,386.16
131.46,399.75,384.94,386.05
131.6,399.57,384.83,385.94
131.74,399.4,384.71,385.83
131.88,399.23,384.6,385.72
132.02,399.05,384.48,385.61
132.16,398.88,384.37,385.5
132.3,398.7,384.25,385.38
132.44,398.53,384.14,385.27
132.58,398.36,384.03,385.16
132.72,398.18,383.91,385.05
132.86,398.01,383.8,384.94
133,397.84,383.68,384.83
133.14,397.66,383.57,384.71
133.28,397.49,383.45,384.6
133.42,397.32,383.34,384.49
133.56,397.14,383.22,384.38
133.7,396.97,383.11,384.27
133.84,396.8,382.99,384.16
133.98,396.62,382.88,384.04
134.12,396.45,382.76,383.94
134.26,396.28,382.64,383.84
134.4,396.1,382.52,383.74
134.54,395.93,382.4,383.64
134.68,395.75,382.28,383.53
134.82,395.58,382.16,383.43
134.96,395.41,382.04,383.33
135.1,395.23,381.92,383.23
135.24,395.06,381.8,383.13
135.38,394.89,381.68,383.02
135.52,394.71,381.56,382.92
135.66,394.54,381.44,382.82
135.8,394.37,381.32,382.72
135.94,394.19,381.2,382.62
136.08,394.02,381.08,382.52
136.22,393.85,380.96,382.41
136.36,393.67,380.84,382.31
136.5,393.5,380.72,382.21
136.64,393.32,380.6,382.11
136.78,393.15,380.48,382.01
136.92,392.98,380.36,381.9
137.06,392.85,380.24,381.8
137.2,392.77,380.11,381.71
137.34,392.7,379.98,381.61
137.48,392.62,379.85,381.51
137.62,392.55,379.72,381.41
137.76,392.47,379.6,381.31
137.9,392.4,379.47,381.21
138.04,392.32,379.34,381.11
138.18,392.25,379.21,381.01
138.32,392.17,379.08,380.91
138.46,392.1,378.95,380.81
138.6,392.02,378.82,380.71
138.74,391.94,378.69,380.62
138.88,391.87,378.56,380.52
139.02,391.79,378.43,380.42
139.16,391.72,378.3,380.32
139.3,391.64,378.18,380.22
139.44,391.57,378.05,380.12
139.58,391.49,377.92,380.02
139.72,391.42,377.79,379.92
139.86,391.34,377.66,379.82
140,391.27,377.53,379.72
