r,coarse,medium,fine 
-16,0.29869,0.42548,0.45653
-15.68,0.31581,0.43224,0.46617
-15.36,0.33205,0.43829,0.4748
-15.04,0.34554,0.44407,0.48168
-14.72,0.3575,0.4497,0.48774
-14.4,0.36909,0.45533,0.4941
-14.08,0.38105,0.46107,0.50071
-13.76,0.39307,0.4667,0.5074
-13.44,0.40472,0.47212,0.51459
-13.12,0.41621,0.47704,0.52207
-12.8,0.42747,0.48167,0.52936
-12.48,0.43845,0.48621,0.53549
-12.16,0.44894,0.4918,0.53967
-11.84,0.45903,0.49797,0.5413
-11.52,0.4689,0.50398,0.54131
-11.2,0.47826,0.50886,0.54112
-10.88,0.48718,0.51337,0.5407
-10.56,0.49595,0.51802,0.54104
-10.24,0.50422,0.52299,0.54344
-9.92,0.51206,0.52749,0.5465
-9.6,0.51978,0.53131,0.55245
-9.28,0.52555,0.53428,0.55262
-8.96,0.52937,0.53511,0.54761
-8.64,0.53316,0.53274,0.5417
-8.32,0.53324,0.52775,0.53326
-8,0.52905,0.51944,0.5201
-7.68,0.52483,0.51027,0.5033
-7.36,0.52089,0.50477,0.49275
-7.04,0.51557,0.50154,0.49275
-6.72,0.51104,0.50225,0.49449
-6.4,0.51325,0.50227,0.49751
-6.08,0.51532,0.50334,0.50267
-5.76,0.51628,0.50331,0.50752
-5.44,0.51804,0.50312,0.51098
-5.12,0.52041,0.50166,0.51057
-4.8,0.52308,0.50072,0.50729
-4.48,0.52485,0.49976,0.50438
-4.16,0.52692,0.49802,0.50198
-3.84,0.52874,0.4958,0.50142
-3.52,0.53076,0.49362,0.50245
-3.2,0.53275,0.49144,0.50357
-2.88,0.53439,0.48973,0.50298
-2.56,0.53607,0.48859,0.50114
-2.24,0.53793,0.48731,0.49928
-1.92,0.53995,0.48466,0.49522
-1.6,0.54234,0.48062,0.48944
-1.28,0.54438,0.47631,0.48518
-0.96,0.54518,0.47284,0.48368
-0.64,0.54583,0.47009,0.4843
-0.32,0.54502,0.46809,0.48557
0,0.54411,0.46758,0.48313
0.32,0.54334,0.46952,0.4778
0.64,0.54234,0.47267,0.47508
0.96,0.54224,0.47578,0.47577
1.28,0.54195,0.47883,0.47818
1.6,0.5419,0.48174,0.4816
1.92,0.54214,0.48472,0.48459
2.24,0.5419,0.48799,0.48766
2.56,0.54098,0.49091,0.48961
2.88,0.53885,0.49294,0.49165
3.2,0.53552,0.4948,0.49363
3.52,0.53189,0.49673,0.49627
3.84,0.52803,0.49866,0.49959
4.16,0.52429,0.5001,0.50233
4.48,0.52075,0.50095,0.5057
4.8,0.51684,0.50196,0.50644
5.12,0.5135,0.5029,0.50501
5.44,0.50984,0.50312,0.5021
5.76,0.50801,0.50224,0.49981
6.08,0.50609,0.50147,0.49942
6.4,0.50445,0.49935,0.49931
6.72,0.50273,0.49855,0.49777
7.04,0.50786,0.4971,0.49618
7.36,0.51389,0.50009,0.4963
7.68,0.51833,0.50614,0.50373
8,0.52292,0.51612,0.51354
8.32,0.52747,0.52481,0.52162
8.64,0.52795,0.5295,0.52713
8.96,0.52489,0.53149,0.52843
9.28,0.52181,0.53067,0.52864
9.6,0.51613,0.52779,0.52963
9.92,0.50783,0.52418,0.53059
10.24,0.4994,0.52004,0.5296
10.56,0.49026,0.51543,0.52616
10.88,0.48033,0.51039,0.52268
11.2,0.47018,0.50501,0.51825
11.52,0.45997,0.49944,0.51366
11.84,0.4497,0.49378,0.50957
12.16,0.43919,0.48804,0.50537
12.48,0.42903,0.48224,0.50149
12.8,0.41947,0.47561,0.49636
13.12,0.40969,0.4685,0.48905
13.44,0.39994,0.46094,0.48089
13.76,0.39037,0.45303,0.4726
14.08,0.38056,0.44509,0.46484
14.4,0.37044,0.4372,0.45822
14.72,0.35992,0.42965,0.45245
15.04,0.34908,0.42279,0.44774
15.36,0.33679,0.41629,0.44283
15.68,0.32179,0.41016,0.43597
16,0.30607,0.40349,0.42713
