r,coarse,medium,fine
-16,0.14228,0.14447,0.14319
-15.68,0.15024,0.16515,0.16321
-15.36,0.15779,0.18682,0.18849
-15.04,0.17226,0.21017,0.217
-14.72,0.18903,0.23357,0.24792
-14.4,0.20444,0.25645,0.27937
-14.08,0.22857,0.27894,0.31091
-13.76,0.2555,0.30153,0.33912
-13.44,0.27986,0.32471,0.36187
-13.12,0.30457,0.34921,0.38034
-12.8,0.32884,0.37147,0.39481
-12.48,0.35143,0.39148,0.40691
-12.16,0.37002,0.40756,0.41459
-11.84,0.38584,0.42083,0.41373
-11.52,0.40105,0.43149,0.40882
-11.2,0.41262,0.43859,0.40557
-10.88,0.42139,0.44249,0.40862
-10.56,0.42997,0.44453,0.41861
-10.24,0.43861,0.44482,0.42987
-9.92,0.44728,0.44148,0.43874
-9.6,0.45579,0.43952,0.44739
-9.28,0.46293,0.43975,0.45964
-8.96,0.46873,0.44654,0.47533
-8.64,0.47445,0.45944,0.49294
-8.32,0.47892,0.47488,0.51191
-8,0.48198,0.49096,0.53075
-7.68,0.48503,0.50105,0.54545
-7.36,0.49011,0.51193,0.55561
-7.04,0.50118,0.53064,0.56741
-6.72,0.51336,0.54853,0.5796
-6.4,0.52123,0.56466,0.59193
-6.08,0.53002,0.57884,0.60174
-5.76,0.53329,0.59089,0.60656
-5.44,0.53684,0.6003,0.60584
-5.12,0.53431,0.60591,0.60306
-4.8,0.53101,0.60761,0.60048
-4.48,0.52285,0.60513,0.59743
-4.16,0.51225,0.59767,0.59075
-3.84,0.49834,0.5848,0.57998
-3.52,0.48155,0.56634,0.55811
-3.2,0.46378,0.5425,0.5313
-2.88,0.44421,0.51599,0.50809
-2.56,0.42574,0.49023,0.48484
-2.24,0.40759,0.46432,0.45821
-1.92,0.38937,0.43847,0.43506
-1.6,0.3743,0.41618,0.4214
-1.28,0.35933,0.39986,0.41541
-0.96,0.35099,0.3892,0.41163
-0.64,0.34358,0.38343,0.41039
-0.32,0.34313,0.3797,0.41307
0,0.34299,0.37725,0.41309
0.32,0.34556,0.37591,0.40808
0.64,0.34817,0.37731,0.407
0.96,0.35492,0.38435,0.41227
1.28,0.36176,0.39873,0.42003
1.6,0.37417,0.41834,0.43419
1.92,0.38731,0.43972,0.45108
2.24,0.40414,0.46224,0.46884
2.56,0.42195,0.48646,0.48899
2.88,0.44075,0.51273,0.50847
3.2,0.45993,0.53885,0.52888
3.52,0.47659,0.56159,0.54935
3.84,0.49101,0.57934,0.56656
4.16,0.50219,0.59257,0.58325
4.48,0.5117,0.60157,0.59882
4.8,0.51899,0.60572,0.60953
5.12,0.52443,0.60519,0.61395
5.44,0.52792,0.60074,0.61076
5.76,0.52693,0.59295,0.60294
6.08,0.52506,0.58212,0.59306
6.4,0.51759,0.56834,0.58244
6.72,0.50986,0.55177,0.57162
7.04,0.49927,0.5334,0.55851
7.36,0.4891,0.51489,0.54472
7.68,0.48401,0.5043,0.53514
8,0.48151,0.49466,0.52325
8.32,0.479,0.47965,0.51114
8.64,0.4745,0.46469,0.49642
8.96,0.46819,0.45129,0.48016
9.28,0.4618,0.44209,0.46611
9.6,0.45402,0.43794,0.45584
9.92,0.44483,0.43651,0.44889
10.24,0.43546,0.43751,0.43964
10.56,0.427,0.43589,0.42906
10.88,0.41961,0.43225,0.41923
11.2,0.41208,0.42717,0.41027
11.52,0.40241,0.42202,0.40325
11.84,0.39,0.41532,0.4004
12.16,0.37719,0.40634,0.39913
12.48,0.36094,0.39351,0.39391
12.8,0.33964,0.37483,0.38515
13.12,0.31691,0.35215,0.37215
13.44,0.2928,0.32516,0.35611
13.76,0.26714,0.29856,0.33628
14.08,0.23874,0.2736,0.31213
14.4,0.21277,0.24986,0.28613
14.72,0.19505,0.22759,0.25854
15.04,0.17554,0.20618,0.22955
15.36,0.15898,0.18478,0.20032
15.68,0.15149,0.16358,0.17087
16,0.1436,0.14304,0.14771
