r,coarse,medium,fine
-16,53.744,246.78,314.83
-15.68,69.121,264.72,342.7
-15.36,81.65,281.17,364.6
-15.04,100.81,297.84,384.41
-14.72,120.41,313.94,405.47
-14.4,137.24,328.44,425.38
-14.08,157.9,340.54,443.35
-13.76,179.09,351.29,459.59
-13.44,198.02,360.93,470.68
-13.12,217.52,369.68,476.7
-12.8,236.77,378.79,482.44
-12.48,254.57,388.37,490.09
-12.16,270.89,399,495.68
-11.84,286.07,409.4,498.39
-11.52,300.47,419.06,499.89
-11.2,313.71,427.07,502.08
-10.88,325.99,431.88,503.78
-10.56,337.84,435.08,503.72
-10.24,349.27,436.87,502.54
-9.92,360.35,437.88,502.46
-9.6,371.1,438.77,504.24
-9.28,381.65,439.6,506.83
-8.96,392.02,440.6,506.18
-8.64,402.11,442.19,503.39
-8.32,411.29,444.25,500.25
-8,419.5,446.9,497.08
-7.68,427.56,449.28,494.21
-7.36,435.22,452.9,492.89
-7.04,446.78,461.34,491.16
-6.72,459.43,471.78,490.49
-6.4,464.36,483.37,491.88
-6.08,469.04,495.28,498.12
-5.76,469.26,506.41,508.08
-5.44,468.81,516.74,516.24
-5.12,464.29,526.44,524.23
-4.8,458.42,535.33,531.49
-4.48,449.84,542.25,536.38
-4.16,439.63,545.63,541.08
-3.84,426.39,543.96,542.58
-3.52,410.34,537.44,538.57
-3.2,391.33,526.97,531.76
-2.88,369.27,512.31,514.45
-2.56,345.45,492.99,492.73
-2.24,320.6,467.63,469
-1.92,296,436.03,440.9
-1.6,274.54,404.03,415.04
-1.28,254.55,378.11,394.9
-0.96,241.16,360.43,375.13
-0.64,229.29,349.52,363.24
-0.32,225.05,342.19,357.32
0,221.1,338.42,358.52
0.32,225.3,335.5,367
0.64,229.5,338.69,374.52
0.96,241.71,351.34,386.61
1.28,254.76,369.28,398.35
1.6,273.91,393.91,420.45
1.92,293.26,426.19,451.47
2.24,315.42,459.51,478.04
2.56,337.58,488.19,497.19
2.88,359.95,510.89,513.74
3.2,382.22,528.26,528.95
3.52,401.86,540.25,540.38
3.84,419.4,547.09,549.55
4.16,434.01,550.03,552.74
4.48,446.76,548.91,549.58
4.8,457.61,543.96,545.44
5.12,465.23,536.19,538.41
5.44,471.85,526.13,529.56
5.76,474.14,515.43,521.73
6.08,475.57,504.65,515.24
6.4,472,493.79,507.55
6.72,467.87,483.07,499.54
7.04,456.41,472.73,493.31
7.36,446.13,464.18,490.61
7.68,438.96,460.63,489.4
8,430.94,458.04,490.62
8.32,422.78,454.48,493
8.64,412.95,450.55,494.92
8.96,401.56,446.53,496.63
9.28,389.83,442.73,500.77
9.6,377.68,439.72,505.26
9.92,365.08,436.99,508.51
10.24,352.02,434.44,509.78
10.56,339.23,430.11,509.02
10.88,326.82,424.36,506.11
11.2,313.93,417.24,502.36
11.52,300.73,408.32,496.41
11.84,287.22,399.11,489.55
12.16,273.04,389.76,484.2
12.48,257.67,380.39,479.68
12.8,240.76,370.25,474.61
13.12,222.56,359.88,469.31
13.44,204.03,349.34,463.74
13.76,185.83,338.06,455.9
14.08,165.64,325.5,445.23
14.4,145.85,311.65,433.22
14.72,129.2,296.23,419.31
15.04,110.04,281,401.14
15.36,91.275,266.18,377.46
15.68,78.027,252.44,349.1
16,62.006,237.02,317.76
