time,HRR_coarse(kW) 
39.188,24.588
39.189,24.518
39.19,24.47
39.191,24.42
39.192,24.379
39.192,24.335
39.193,24.302
39.194,24.264
39.195,24.227
39.196,24.184
39.196,24.138
39.197,24.096
39.198,24.046
39.199,24.021
39.199,23.985
39.2,23.947
39.201,23.905
39.201,23.88
39.202,23.847
39.203,23.813
39.204,23.783
39.204,23.763
39.205,23.732
39.206,23.736
39.207,23.742
39.208,23.758
39.208,23.764
39.209,23.764
39.21,23.771
39.21,23.752
39.21,23.729
39.21,23.705
39.211,23.682
39.212,23.676
39.212,23.662
39.213,23.662
39.214,23.672
39.215,23.699
39.216,23.718
39.216,23.74
39.217,23.769
39.218,23.788
39.219,23.801
39.219,23.807
39.22,23.82
39.221,23.83
39.222,23.872
39.222,23.911
39.223,23.929
39.224,23.938
39.225,23.942
39.225,23.923
39.226,23.902
39.227,23.862
39.228,23.823
39.228,23.778
39.229,23.748
39.23,23.753
39.23,23.737
39.23,23.726
39.23,23.709
39.231,23.697
39.232,23.664
39.232,23.634
39.233,23.618
39.234,23.598
39.235,23.573
39.235,23.559
39.236,23.54
39.237,23.508
39.237,23.482
39.238,23.432
39.239,23.4
39.239,23.343
39.24,23.274
39.241,23.181
39.241,23.106
39.242,23.023
39.243,22.958
39.243,22.867
39.244,22.775
39.245,22.677
39.246,22.613
39.246,22.53
39.247,22.462
39.248,22.381
39.248,22.321
39.249,22.273
39.249,22.231
39.25,22.189
39.251,22.141
39.252,22.079
39.252,22.033
39.253,21.981
39.254,21.949
39.255,21.903
39.255,21.869
39.256,21.817
39.257,21.78
39.258,21.732
39.259,21.699
39.259,21.662
39.26,21.631
39.261,21.602
39.262,21.587
39.263,21.563
39.263,21.542
39.264,21.505
39.265,21.486
39.266,21.452
39.267,21.437
39.268,21.413
39.268,21.406
39.269,21.401
39.269,21.409
39.27,21.4
39.27,21.394
39.27,21.387
39.271,21.375
39.272,21.369
39.273,21.363
39.273,21.352
39.274,21.34
39.275,21.333
39.276,21.331
39.277,21.331
39.278,21.337
39.278,21.346
39.279,21.354
39.28,21.363
39.281,21.374
39.282,21.389
39.282,21.406
39.283,21.431
39.284,21.453
39.285,21.48
39.286,21.507
39.287,21.521
39.287,21.536
39.288,21.558
39.289,21.583
39.289,21.6
39.29,21.615
39.291,21.628
39.292,21.64
39.293,21.652
39.294,21.673
39.294,21.695
39.295,21.722
39.296,21.752
39.297,21.776
39.298,21.793
39.299,21.8
39.299,21.805
39.3,21.811
39.301,21.812
39.302,21.823
39.303,21.816
39.303,21.814
39.304,21.809
39.305,21.806
39.306,21.792
39.307,21.796
39.308,21.801
39.308,21.815
39.309,21.827
39.309,21.832
39.31,21.831
39.311,21.826
39.312,21.831
39.312,21.846
39.313,21.84
39.314,21.828
39.315,21.804
39.316,21.801
39.317,21.806
39.318,21.819
39.318,21.832
39.319,21.832
39.32,21.828
39.321,21.815
39.322,21.815
39.323,21.798
39.323,21.803
39.324,21.804
39.325,21.821
39.326,21.826
39.327,21.83
39.328,21.815
39.328,21.823
39.329,21.817
39.33,21.818
39.331,21.824
39.332,21.844
39.333,21.842
39.334,21.848
39.334,21.835
39.335,21.837
39.336,21.842
39.337,21.855
39.338,21.868
39.338,21.891
39.339,21.905
39.34,21.913
39.341,21.914
39.342,21.916
39.343,21.891
39.344,21.884
39.345,21.883
39.346,21.896
39.347,21.89
39.347,21.89
39.348,21.89
39.349,21.892
39.35,21.904
39.351,21.916
39.352,21.938
39.353,21.949
39.354,21.962
39.355,21.959
39.356,21.972
39.356,21.974
39.357,21.994
39.358,21.999
39.359,22.019
39.359,22.016
39.36,22.016
39.361,21.999
39.362,21.987
39.363,21.993
39.364,22.002
39.365,21.998
39.365,21.968
39.366,21.948
39.367,21.953
39.368,21.968
39.369,21.976
39.37,21.976
39.371,21.97
39.372,21.981
39.373,21.988
39.374,22.007
39.375,22.009
39.376,22.01
39.377,22.017
39.377,22.055
39.378,22.087
39.379,22.122
39.38,22.134
39.381,22.129
39.382,22.163
39.383,22.194
39.384,22.229
39.385,22.237
39.386,22.251
39.387,22.269
39.388,22.292
39.389,22.294
39.39,22.288
39.391,22.297
39.392,22.327
39.393,22.345
39.394,22.368
39.396,22.383
39.397,22.429
39.398,22.454
39.399,22.468
39.4,22.497
39.401,22.528
39.402,22.567
39.404,22.595
39.405,22.654
39.406,22.703
39.407,22.79
39.408,22.873
39.409,22.932
39.41,22.973
39.411,23.017
39.412,23.061
39.413,23.103
39.414,23.155
39.415,23.197
39.416,23.249
39.417,23.285
39.418,23.325
39.418,23.361
39.419,23.407
39.42,23.474
39.421,23.551
39.422,23.63
39.423,23.707
39.424,23.769
39.425,23.81
39.425,23.874
39.427,23.954
39.427,24.014
39.428,24.073
39.429,24.118
39.43,24.158
39.431,24.236
39.432,24.345
39.433,24.432
39.434,24.473
39.436,24.517
39.436,24.585
39.438,24.637
39.438,24.707
39.439,24.748
39.44,24.79
39.441,24.841
39.442,24.913
39.443,24.954
39.444,24.982
39.445,25.003
39.446,25.057
39.447,25.066
39.448,25.092
39.449,25.15
39.45,25.234
39.451,25.281
39.452,25.288
39.453,25.29
39.454,25.313
39.455,25.365
39.456,25.414
39.457,25.453
39.458,25.526
39.459,25.584
39.459,25.602
39.46,25.625
39.461,25.657
39.462,25.717
39.463,25.732
39.464,25.765
39.465,25.795
39.465,25.826
39.466,25.843
39.467,25.856
39.468,25.826
39.469,25.832
39.469,25.803
39.47,25.8
39.471,25.796
39.472,25.792
39.473,25.754
39.474,25.731
39.475,25.653
39.475,25.632
39.477,25.621
39.477,25.603
39.478,25.572
39.479,25.542
39.48,25.513
39.481,25.461
39.482,25.446
39.483,25.403
39.484,25.343
39.485,25.296
39.486,25.251
39.487,25.175
39.488,25.12
39.489,25.086
39.489,25.043
39.49,25.014
39.491,24.964
39.492,24.928
39.493,24.891
39.494,24.893
39.495,24.878
39.496,24.862
39.496,24.841
39.497,24.816
39.498,24.817
39.499,24.849
39.499,24.84
39.5,24.835
39.501,24.806
39.502,24.793
39.502,24.813
39.503,24.832
39.504,24.838
39.505,24.827
39.506,24.802
39.507,24.774
39.507,24.763
39.508,24.754
39.509,24.724
39.51,24.697
39.511,24.677
39.512,24.66
39.513,24.622
39.514,24.566
39.514,24.507
39.515,24.477
39.516,24.461
39.517,24.457
39.518,24.431
39.519,24.433
39.519,24.426
39.519,24.405
39.52,24.38
39.521,24.349
39.522,24.333
39.522,24.321
39.523,24.285
39.524,24.254
39.525,24.222
39.525,24.239
39.526,24.255
39.527,24.273
39.528,24.266
39.529,24.248
39.529,24.2
39.53,24.175
39.531,24.178
39.531,24.21
39.532,24.213
39.533,24.219
39.534,24.213
39.534,24.221
39.535,24.237
39.536,24.281
39.537,24.322
39.537,24.317
39.538,24.277
39.539,24.258
39.539,24.225
39.54,24.22
39.541,24.212
39.541,24.214
39.542,24.152
39.543,24.121
39.544,24.076
39.544,24.059
39.545,24.045
39.546,24.075
39.547,24.053
39.547,24.045
39.548,24.021
39.549,24.03
39.549,24.02
39.55,24.024
39.551,24.034
39.552,24.039
39.552,23.986
39.553,23.953
39.554,23.914
39.554,23.902
39.555,23.854
39.556,23.854
39.557,23.84
39.557,23.844
39.558,23.821
39.559,23.815
39.559,23.822
39.559,23.822
39.56,23.832
39.561,23.836
39.561,23.835
39.562,23.864
39.563,23.879
39.563,23.895
39.564,23.887
39.565,23.889
39.566,23.869
39.566,23.876
39.567,23.867
39.567,23.88
39.568,23.884
39.569,23.908
39.569,23.917
39.57,23.928
39.571,23.913
39.571,23.927
39.572,23.9
39.573,23.925
39.574,23.953
39.574,23.99
39.575,23.983
39.576,24.001
39.576,24.001
39.577,24.02
39.578,24.059
39.579,24.102
39.579,24.123
39.579,24.117
39.58,24.122
39.581,24.12
39.582,24.121
39.582,24.125
39.583,24.135
39.584,24.168
39.585,24.155
39.585,24.175
39.586,24.22
39.587,24.258
39.588,24.274
39.589,24.287
39.589,24.271
39.59,24.269
39.591,24.264
39.592,24.277
39.593,24.296
39.593,24.327
39.594,24.327
39.595,24.346
39.596,24.346
39.596,24.368
39.597,24.36
39.598,24.379
39.599,24.382
39.599,24.411
39.6,24.409
39.6,24.405
39.601,24.395
39.601,24.412
39.602,24.456
39.603,24.498
39.603,24.537
39.604,24.566
39.605,24.586
39.605,24.618
39.606,24.637
39.606,24.672
39.607,24.713
39.608,24.743
39.609,24.768
39.609,24.786
39.609,24.783
39.61,24.783
39.611,24.773
39.611,24.78
39.612,24.766
39.613,24.767
39.613,24.764
39.614,24.8
39.615,24.801
39.615,24.825
39.616,24.851
39.617,24.878
39.618,24.871
39.618,24.877
39.619,24.872
39.62,24.881
39.621,24.885
39.622,24.89
39.622,24.909
39.623,24.931
39.624,24.934
39.625,24.919
39.626,24.916
39.627,24.92
39.627,24.918
39.628,24.932
39.629,24.949
39.629,24.979
39.63,25.003
39.631,25.01
39.632,25.016
39.632,25.024
39.633,25.015
39.634,24.971
39.635,24.895
39.635,24.824
39.636,24.774
39.637,24.73
39.638,24.698
39.638,24.673
39.639,24.657
39.639,24.624
39.64,24.601
39.641,24.562
39.641,24.534
39.642,24.494
39.643,24.475
39.644,24.437
39.644,24.413
39.645,24.36
39.646,24.322
39.646,24.28
39.647,24.239
39.648,24.175
39.648,24.108
39.649,24.044
39.649,23.974
39.65,23.903
39.651,23.788
39.651,23.711
39.652,23.63
39.653,23.567
39.653,23.489
39.654,23.439
39.655,23.371
39.655,23.319
39.656,23.258
39.657,23.213
39.657,23.172
39.658,23.125
39.659,23.075
39.659,23.028
39.66,22.99
39.661,22.948
39.661,22.913
39.662,22.863
39.663,22.826
39.663,22.783
39.664,22.74
39.665,22.688
39.665,22.643
39.666,22.595
39.667,22.552
39.668,22.514
39.668,22.49
39.669,22.461
39.67,22.426
39.671,22.392
39.672,22.357
39.672,22.32
39.673,22.272
39.674,22.221
39.675,22.159
39.675,22.108
39.676,22.053
39.677,22.002
39.678,21.95
39.678,21.911
39.679,21.863
39.68,21.817
39.681,21.769
39.681,21.731
39.682,21.696
39.683,21.667
39.684,21.637
39.684,21.607
39.685,21.579
39.686,21.55
39.686,21.524
39.687,21.494
39.688,21.469
39.688,21.442
39.689,21.418
39.689,21.395
39.69,21.373
39.691,21.346
39.692,21.322
39.692,21.303
39.693,21.284
39.694,21.263
39.694,21.246
39.695,21.225
39.696,21.206
39.697,21.186
39.698,21.172
39.698,21.152
39.699,21.142
39.699,21.127
39.7,21.109
39.701,21.085
39.702,21.057
39.703,21.036
39.704,21.007
39.704,20.982
39.705,20.95
39.706,20.919
39.707,20.892
39.708,20.857
39.709,20.829
39.71,20.798
39.711,20.753
39.712,20.714
39.713,20.682
39.714,20.656
39.715,20.628
39.716,20.6
39.716,20.578
39.717,20.552
39.718,20.525
39.719,20.51
39.719,20.492
39.72,20.474
39.721,20.449
39.722,20.435
39.723,20.426
39.723,20.411
39.724,20.385
39.725,20.369
39.726,20.367
39.727,20.368
39.728,20.37
39.729,20.375
39.729,20.367
39.73,20.36
39.731,20.352
39.732,20.343
39.733,20.341
39.734,20.335
39.735,20.328
39.736,20.322
39.736,20.315
39.737,20.317
39.738,20.319
39.739,20.318
39.739,20.327
39.74,20.321
39.74,20.314
39.74,20.307
39.741,20.301
39.742,20.295
39.743,20.294
39.744,20.294
39.745,20.294
39.746,20.288
39.747,20.275
39.748,20.26
39.749,20.24
39.75,20.233
39.751,20.226
39.752,20.226
39.753,20.227
39.754,20.229
39.755,20.227
39.756,20.241
39.758,20.249
39.758,20.255
39.759,20.25
39.76,20.247
39.761,20.222
39.762,20.205
39.763,20.201
39.764,20.205
39.765,20.203
39.766,20.202
39.768,20.202
39.768,20.201
39.769,20.189
39.77,20.178
39.771,20.158
39.772,20.162
39.773,20.18
39.774,20.205
39.775,20.204
39.776,20.198
39.777,20.19
39.778,20.196
39.779,20.208
39.78,20.228
39.781,20.237
39.782,20.228
39.783,20.211
39.784,20.211
39.785,20.201
39.786,20.214
39.787,20.239
39.788,20.257
39.788,20.265
39.789,20.275
39.79,20.281
39.791,20.288
39.792,20.31
39.793,20.341
39.794,20.367
39.795,20.389
39.796,20.415
39.797,20.451
39.798,20.485
39.799,20.511
39.799,20.529
39.8,20.544
39.801,20.559
39.802,20.583
39.803,20.607
39.804,20.617
39.805,20.629
39.806,20.663
39.807,20.705
39.808,20.736
39.808,20.747
39.809,20.768
39.81,20.802
39.811,20.828
39.812,20.859
39.813,20.864
39.814,20.88
39.814,20.909
39.815,20.935
39.816,20.97
39.817,20.999
39.818,21.011
39.819,21.028
39.82,21.055
39.821,21.061
39.822,21.074
39.823,21.091
39.824,21.135
39.825,21.155
39.826,21.172
39.827,21.186
39.828,21.203
39.829,21.21
39.829,21.225
39.83,21.243
39.831,21.26
39.832,21.279
39.833,21.285
39.834,21.297
39.835,21.309
39.836,21.338
39.837,21.358
39.837,21.376
39.838,21.377
39.839,21.389
39.84,21.39
39.841,21.389
39.842,21.396
39.843,21.378
39.844,21.378
39.845,21.362
39.846,21.362
39.847,21.369
39.847,21.391
39.848,21.402
39.849,21.412
39.849,21.399
39.85,21.386
39.851,21.367
39.852,21.366
39.853,21.363
39.854,21.334
39.854,21.312
39.855,21.278
39.856,21.272
39.857,21.266
39.858,21.264
39.859,21.254
39.859,21.236
39.86,21.215
39.861,21.194
39.862,21.183
39.863,21.163
39.864,21.132
39.864,21.094
39.865,21.061
39.866,21.036
39.867,21.008
39.868,20.986
39.868,20.972
39.869,20.975
39.87,20.967
39.87,20.964
39.871,20.956
39.871,20.949
39.872,20.942
39.873,20.927
39.874,20.92
39.875,20.917
39.875,20.93
39.876,20.927
39.877,20.94
39.878,20.941
39.878,20.956
39.879,20.973
39.88,20.999
39.881,21.016
39.882,21.046
39.882,21.073
39.883,21.096
39.884,21.119
39.885,21.148
39.886,21.188
39.886,21.236
39.887,21.247
39.888,21.258
39.889,21.268
39.889,21.281
39.89,21.299
39.891,21.336
39.892,21.382
39.892,21.407
39.893,21.43
39.894,21.451
39.895,21.494
39.895,21.524
39.896,21.564
39.897,21.569
39.898,21.593
39.898,21.633
39.899,21.677
39.9,21.725
39.901,21.761
39.901,21.775
39.902,21.785
39.903,21.824
39.904,21.861
39.904,21.909
39.905,21.932
39.906,21.949
39.907,21.974
39.907,22.024
39.908,22.058
39.909,22.1
39.909,22.127
39.91,22.144
39.911,22.144
39.912,22.185
39.912,22.217
39.913,22.266
39.914,22.283
39.914,22.322
39.915,22.357
39.916,22.413
39.917,22.464
39.917,22.514
39.918,22.551
39.919,22.607
39.919,22.638
39.92,22.675
39.921,22.709
39.921,22.74
39.922,22.784
39.923,22.842
39.924,22.872
39.924,22.912
39.925,22.954
39.926,22.999
39.926,23.029
39.927,23.095
39.928,23.13
39.928,23.157
39.929,23.18
39.93,23.199
39.93,23.228
39.931,23.254
39.931,23.303
39.932,23.352
39.933,23.392
39.933,23.409
39.934,23.444
39.935,23.472
39.936,23.512
39.936,23.543
39.937,23.579
39.938,23.595
39.939,23.622
39.939,23.663
39.94,23.705
39.941,23.756
39.942,23.835
39.942,23.886
39.943,23.935
39.944,23.94
39.945,23.984
39.946,24.007
39.946,24.062
39.947,24.1
39.948,24.154
39.949,24.207
39.949,24.284
39.95,24.334
39.951,24.343
39.951,24.37
39.952,24.399
39.953,24.432
39.954,24.428
39.954,24.437
39.955,24.462
39.956,24.523
39.957,24.574
39.957,24.609
39.958,24.646
39.959,24.695
39.959,24.728
39.96,24.751
39.961,24.764
39.962,24.798
39.962,24.802
39.963,24.828
39.964,24.84
39.964,24.882
39.965,24.891
39.966,24.941
39.966,24.969
39.967,25.009
39.968,25.001
39.968,25.02
39.969,25.038
39.969,25.049
39.97,25.03
39.971,24.969
39.971,24.948
39.972,24.932
39.973,24.926
39.973,24.898
39.974,24.889
39.975,24.855
39.975,24.852
39.976,24.811
39.977,24.796
39.977,24.756
39.978,24.734
39.978,24.689
39.979,24.714
39.98,24.702
39.98,24.687
39.981,24.651
39.981,24.678
39.982,24.694
39.983,24.717
39.983,24.698
39.984,24.67
39.984,24.684
39.985,24.718
39.986,24.724
39.986,24.711
39.987,24.7
39.987,24.724
39.988,24.757
39.989,24.78
39.989,24.799
39.99,24.79
39.99,24.806
39.991,24.812
39.991,24.83
39.992,24.832
39.992,24.813
39.993,24.826
39.994,24.811
39.994,24.83
39.995,24.798
39.995,24.795
39.996,24.763
39.996,24.75
39.997,24.764
39.997,24.766
39.998,24.789
39.999,24.816
39.999,24.849
39.999,24.873
40,24.884
40.001,24.873
40.001,24.9
40.002,24.913
40.003,24.958
40.003,25.002
40.004,25.041
40.005,25.072
40.005,25.109
40.006,25.14
40.007,25.195
40.008,25.249
40.008,25.312
40.009,25.366
40.009,25.407
40.01,25.452
40.011,25.491
40.011,25.544
40.012,25.586
40.013,25.622
40.014,25.626
40.014,25.652
40.015,25.656
40.016,25.658
40.016,25.617
40.017,25.564
40.018,25.494
40.018,25.454
40.019,25.425
40.019,25.391
40.02,25.364
40.021,25.301
40.021,25.235
40.022,25.179
40.023,25.144
40.023,25.127
40.024,25.115
40.025,25.08
40.025,25.046
40.026,25.011
40.027,24.98
40.027,24.942
40.028,24.904
40.029,24.853
40.029,24.834
40.03,24.801
40.03,24.774
40.031,24.744
40.031,24.727
40.032,24.713
40.033,24.692
40.033,24.673
40.034,24.66
40.034,24.65
40.035,24.646
40.036,24.641
40.036,24.629
40.037,24.624
40.038,24.607
40.038,24.6
40.039,24.599
40.039,24.582
40.04,24.551
40.041,24.514
40.041,24.486
40.042,24.438
40.043,24.411
40.043,24.371
40.044,24.342
40.045,24.288
40.045,24.263
40.046,24.213
40.046,24.173
40.047,24.117
40.048,24.079
40.048,24.038
40.049,24.008
40.049,23.974
40.05,23.952
40.051,23.93
40.051,23.911
40.052,23.881
40.053,23.862
40.054,23.834
40.054,23.802
40.055,23.762
40.056,23.732
40.056,23.682
40.057,23.639
40.058,23.611
40.059,23.589
40.059,23.552
40.06,23.518
40.061,23.486
40.061,23.455
40.062,23.422
40.063,23.393
40.064,23.353
40.065,23.315
40.066,23.271
40.066,23.234
40.067,23.197
40.068,23.173
40.069,23.141
40.069,23.096
40.07,23.052
40.071,22.989
40.072,22.959
40.072,22.896
40.073,22.853
40.074,22.812
40.075,22.791
40.075,22.761
40.076,22.739
40.077,22.715
40.078,22.689
40.078,22.649
40.079,22.622
40.079,22.579
40.08,22.54
40.081,22.495
40.082,22.47
40.082,22.443
40.083,22.408
40.084,22.372
40.085,22.342
40.085,22.292
40.086,22.24
40.087,22.181
40.087,22.116
40.088,22.053
40.089,21.986
40.089,21.924
40.09,21.868
40.091,21.793
40.091,21.735
40.092,21.642
40.093,21.556
40.093,21.446
40.094,21.359
40.095,21.267
40.095,21.198
40.096,21.111
40.097,21.047
40.097,20.964
40.098,20.884
40.099,20.811
40.099,20.732
40.1,20.646
40.101,20.547
40.102,20.463
40.102,20.358
40.103,20.272
40.104,20.161
40.104,20.072
40.105,19.957
40.106,19.864
40.107,19.747
40.107,19.659
40.108,19.559
40.109,19.49
40.109,19.417
40.11,19.344
40.111,19.258
40.112,19.174
40.112,19.113
40.113,19.038
40.114,18.968
40.115,18.879
40.115,18.802
40.116,18.715
40.117,18.637
40.118,18.558
40.119,18.516
40.119,18.461
40.12,18.408
40.121,18.339
40.122,18.282
40.123,18.217
40.123,18.165
40.124,18.116
40.125,18.074
40.126,18.033
40.127,17.992
40.128,17.946
40.128,17.903
40.129,17.849
40.13,17.805
40.131,17.763
40.132,17.743
40.133,17.711
40.133,17.69
40.135,17.643
40.135,17.612
40.136,17.586
40.137,17.577
40.138,17.562
40.139,17.55
40.14,17.54
40.141,17.531
40.142,17.522
40.143,17.521
40.144,17.525
40.145,17.528
40.145,17.531
40.146,17.533
40.147,17.533
40.148,17.53
40.149,17.539
40.149,17.541
40.15,17.545
40.151,17.548
40.152,17.556
40.153,17.563
40.154,17.575
40.155,17.587
40.156,17.607
40.157,17.626
40.157,17.644
40.158,17.646
40.159,17.651
40.159,17.662
40.16,17.662
40.16,17.661
40.16,17.665
40.161,17.675
40.162,17.688
40.163,17.703
40.163,17.716
40.164,17.729
40.165,17.754
40.166,17.778
40.167,17.803
40.168,17.834
40.169,17.858
40.169,17.875
40.17,17.894
40.171,17.915
40.172,17.939
40.173,17.966
40.174,17.998
40.175,18.029
40.176,18.065
40.177,18.1
40.178,18.133
40.178,18.162
40.179,18.18
40.18,18.195
40.181,18.219
40.182,18.252
40.183,18.301
40.184,18.329
40.185,18.36
40.186,18.404
40.187,18.443
40.188,18.47
40.189,18.501
40.19,18.548
40.191,18.602
40.192,18.642
40.193,18.68
40.194,18.719
40.195,18.766
40.196,18.82
40.197,18.869
40.198,18.92
40.199,18.97
40.2,19.032
40.201,19.076
40.202,19.119
40.203,19.173
40.204,19.241
40.205,19.325
40.206,19.388
40.207,19.439
40.208,19.504
40.209,19.559
40.209,19.605
40.21,19.645
40.211,19.668
40.212,19.723
40.213,19.775
40.214,19.818
40.215,19.852
40.216,19.913
40.217,19.988
40.218,20.073
40.219,20.142
40.22,20.182
40.221,20.231
40.222,20.311
40.223,20.388
40.224,20.458
40.225,20.519
40.226,20.601
40.227,20.707
40.228,20.797
40.229,20.869
40.23,20.931
40.231,21.015
40.232,21.095
40.233,21.182
40.234,21.26
40.235,21.312
40.236,21.377
40.237,21.465
40.238,21.548
40.239,21.609
40.239,21.65
40.24,21.678
40.241,21.714
40.242,21.782
40.243,21.844
40.244,21.882
40.245,21.923
40.246,21.974
40.246,22.031
40.247,22.071
40.248,22.102
40.249,22.131
40.25,22.156
40.251,22.172
40.252,22.197
40.253,22.224
40.254,22.278
40.255,22.329
40.256,22.382
40.257,22.414
40.258,22.439
40.258,22.462
40.259,22.481
40.26,22.496
40.261,22.501
40.262,22.51
40.263,22.532
40.264,22.571
40.265,22.61
40.266,22.653
40.267,22.695
40.268,22.717
40.269,22.749
40.269,22.787
40.27,22.828
40.271,22.861
40.272,22.879
40.273,22.899
40.274,22.934
40.275,22.963
40.276,23.008
40.277,23.049
40.278,23.094
40.278,23.129
40.279,23.153
40.28,23.197
40.281,23.244
40.282,23.296
40.283,23.366
40.284,23.434
40.285,23.495
40.286,23.524
40.287,23.55
40.287,23.602
40.288,23.635
40.289,23.65
40.29,23.656
40.291,23.679
40.292,23.713
40.293,23.764
40.293,23.811
40.294,23.822
40.295,23.843
40.296,23.855
40.297,23.87
40.298,23.903
40.299,23.932
40.299,23.959
40.3,23.973
40.301,23.993
40.302,24.013
40.303,24.017
40.303,24.048
40.304,24.081
40.305,24.094
40.306,24.077
40.307,24.094
40.308,24.118
40.309,24.167
40.309,24.183
40.31,24.19
40.311,24.217
40.312,24.27
40.313,24.285
40.314,24.277
40.314,24.274
40.315,24.284
40.316,24.315
40.317,24.362
40.318,24.396
40.319,24.423
40.319,24.445
40.32,24.48
40.321,24.498
40.322,24.502
40.323,24.517
40.323,24.541
40.324,24.577
40.325,24.62
40.326,24.628
40.327,24.637
40.328,24.634
40.329,24.647
40.329,24.624
40.33,24.595
40.331,24.572
40.332,24.61
40.333,24.659
40.334,24.695
40.335,24.709
40.335,24.732
40.336,24.742
40.337,24.77
40.338,24.793
40.339,24.799
40.339,24.777
40.34,24.757
40.341,24.748
40.342,24.741
40.343,24.735
40.344,24.71
40.344,24.715
40.345,24.688
40.346,24.702
40.347,24.745
40.348,24.771
40.348,24.787
40.349,24.831
40.35,24.86
40.351,24.885
40.352,24.886
40.353,24.875
40.353,24.897
40.354,24.932
40.355,24.991
40.356,25.009
40.357,25.056
40.358,25.081
40.359,25.094
40.359,25.114
40.36,25.156
40.361,25.18
40.362,25.2
40.363,25.162
40.364,25.187
40.365,25.181
40.365,25.17
40.366,25.148
40.367,25.125
40.368,25.107
40.368,25.097
40.369,25.099
40.37,25.079
40.37,25.059
40.371,25.043
40.372,25.055
40.372,25.052
40.373,25.044
40.374,25.044
40.375,25.053
40.376,25.071
40.377,25.081
40.377,25.073
40.378,25.064
40.379,25.067
40.379,25.065
40.38,25.058
40.381,25.049
40.382,25.047
40.382,25.063
40.383,25.096
40.384,25.112
40.385,25.13
40.386,25.106
40.386,25.139
40.387,25.184
40.388,25.2
40.389,25.22
40.389,25.258
40.39,25.281
40.391,25.328
40.392,25.407
40.392,25.491
40.393,25.526
40.394,25.569
40.394,25.565
40.395,25.574
40.396,25.595
40.397,25.628
40.397,25.656
40.398,25.711
40.398,25.752
40.399,25.785
40.4,25.81
40.4,25.831
40.401,25.854
40.401,25.868
40.402,25.889
40.403,25.925
40.403,25.963
40.404,26.012
40.405,26.035
40.405,26.055
40.406,26.072
40.407,26.053
40.407,26.057
40.408,26.068
40.409,26.086
40.409,26.096
40.41,26.096
40.411,26.091
40.411,26.099
40.412,26.091
40.413,26.055
40.413,25.998
40.414,25.968
40.415,25.921
40.415,25.875
40.416,25.797
40.417,25.765
40.418,25.755
40.418,25.746
40.419,25.728
40.419,25.699
40.42,25.667
40.42,25.636
40.421,25.588
40.421,25.528
40.422,25.478
40.423,25.438
40.423,25.388
40.424,25.358
40.424,25.32
40.425,25.273
40.426,25.22
40.427,25.163
40.427,25.099
40.428,25.023
40.428,24.97
40.429,24.936
40.43,24.904
40.43,24.879
40.431,24.845
40.431,24.817
40.432,24.777
40.433,24.753
40.433,24.733
40.434,24.719
40.434,24.715
40.435,24.708
40.436,24.682
40.436,24.671
40.437,24.666
40.438,24.666
40.439,24.632
40.439,24.601
40.439,24.56
40.44,24.51
40.441,24.454
40.441,24.368
40.442,24.263
40.443,24.154
40.444,24.078
40.444,24.009
40.445,23.948
40.446,23.891
40.447,23.861
40.447,23.799
40.448,23.748
40.449,23.703
40.449,23.658
40.45,23.606
40.451,23.539
40.451,23.488
40.452,23.418
40.453,23.36
40.454,23.3
40.454,23.245
40.455,23.166
40.456,23.106
40.457,23.033
40.458,22.975
40.458,22.908
40.459,22.867
40.459,22.816
40.46,22.766
40.461,22.701
40.462,22.625
40.462,22.566
40.463,22.519
40.464,22.474
40.464,22.421
40.465,22.373
40.466,22.323
40.466,22.267
40.467,22.213
40.468,22.149
40.468,22.09
40.469,22.042
40.469,21.993
40.47,21.951
40.471,21.897
40.471,21.856
40.472,21.8
40.473,21.751
40.474,21.703
40.474,21.665
40.475,21.627
40.476,21.605
40.476,21.573
40.477,21.534
40.478,21.489
40.478,21.46
40.479,21.44
40.48,21.418
40.48,21.393
40.481,21.356
40.481,21.315
40.482,21.293
40.483,21.248
40.484,21.211
40.485,21.163
40.485,21.129
40.486,21.105
40.487,21.084
40.488,21.06
40.489,21.04
40.489,21.007
40.49,20.975
40.491,20.942
40.492,20.92
40.493,20.892
40.493,20.872
40.494,20.839
40.495,20.811
40.496,20.78
40.496,20.757
40.497,20.725
40.498,20.697
40.499,20.69
40.499,20.681
40.5,20.666
40.501,20.64
40.502,20.613
40.502,20.588
40.503,20.572
40.504,20.563
40.505,20.563
40.506,20.572
40.507,20.583
40.507,20.586
40.508,20.586
40.509,20.581
40.509,20.572
40.51,20.567
40.511,20.56
40.512,20.556
40.512,20.555
40.513,20.551
40.514,20.551
40.515,20.548
40.516,20.544
40.516,20.544
40.517,20.546
40.518,20.545
40.519,20.543
40.519,20.546
40.52,20.548
40.521,20.547
40.522,20.558
40.523,20.568
40.523,20.576
40.525,20.58
40.525,20.588
40.526,20.591
40.527,20.6
40.528,20.601
40.529,20.608
40.529,20.608
40.53,20.608
40.531,20.61
40.532,20.61
40.533,20.613
40.534,20.613
40.535,20.612
40.535,20.612
40.537,20.612
40.537,20.62
40.538,20.618
40.539,20.63
40.539,20.639
40.54,20.652
40.541,20.664
40.542,20.68
40.543,20.694
40.543,20.69
40.544,20.693
40.545,20.692
40.546,20.709
40.547,20.73
40.548,20.753
40.549,20.771
40.549,20.79
