r,coarse,medium,fine
-16,0.14421,0.18419,0.19956
-15.68,0.15047,0.1838,0.19691
-15.36,0.15673,0.18265,0.19371
-15.04,0.15781,0.18096,0.19018
-14.72,0.15618,0.17871,0.1853
-14.4,0.15457,0.17555,0.17853
-14.08,0.15141,0.17117,0.17003
-13.76,0.14736,0.16598,0.16123
-13.44,0.1433,0.15998,0.15241
-13.12,0.13887,0.15274,0.14397
-12.8,0.13418,0.14518,0.13667
-12.48,0.1295,0.13733,0.12936
-12.16,0.12477,0.1291,0.12096
-11.84,0.12002,0.11935,0.11158
-11.52,0.11528,0.10865,0.10188
-11.2,0.11017,0.097299,0.092463
-10.88,0.10478,0.086138,0.083402
-10.56,0.099384,0.074885,0.073366
-10.24,0.094278,0.063443,0.062971
-9.92,0.089436,0.053443,0.052471
-9.6,0.084592,0.043842,0.042014
-9.28,0.082848,0.035002,0.031413
-8.96,0.084299,0.029111,0.023655
-8.64,0.085751,0.02708,0.021779
-8.32,0.091591,0.029813,0.027632
-8,0.10248,0.040501,0.04225
-7.68,0.11337,0.05907,0.066927
-7.36,0.12588,0.076966,0.090697
-7.04,0.14222,0.089923,0.10077
-6.72,0.15526,0.087406,0.10556
-6.4,0.15623,0.084444,0.10867
-6.08,0.15735,0.079834,0.10987
-5.76,0.15799,0.076576,0.10885
-5.44,0.15746,0.075019,0.10673
-5.12,0.15615,0.076299,0.10456
-4.8,0.15391,0.080487,0.10193
-4.48,0.15113,0.087005,0.099839
-4.16,0.14743,0.095565,0.099615
-3.84,0.14249,0.10635,0.099316
-3.52,0.13642,0.11838,0.09826
-3.2,0.12973,0.12933,0.096079
-2.88,0.1222,0.13649,0.092355
-2.56,0.11408,0.13751,0.086595
-2.24,0.10486,0.13117,0.076812
-1.92,0.093988,0.11805,0.065789
-1.6,0.081774,0.10067,0.057276
-1.28,0.068007,0.082231,0.048723
-0.96,0.052382,0.064473,0.038151
-0.64,0.03556,0.047254,0.024266
-0.32,0.017066,0.030266,0.0069831
0,-0.0019411,0.012694,-0.011298
0.32,-0.019883,-0.0058304,-0.028845
0.64,-0.037084,-0.024864,-0.044437
0.96,-0.052013,-0.04469,-0.059693
1.28,-0.065325,-0.066067,-0.07556
1.6,-0.077691,-0.088473,-0.089997
1.92,-0.088691,-0.10997,-0.10329
2.24,-0.09931,-0.12752,-0.11356
2.56,-0.10903,-0.13787,-0.11727
2.88,-0.11791,-0.13923,-0.11614
3.2,-0.12639,-0.1332,-0.11248
3.52,-0.13388,-0.12298,-0.10753
3.84,-0.14077,-0.11129,-0.10323
4.16,-0.1468,-0.099974,-0.10046
4.48,-0.15175,-0.09041,-0.0972
4.8,-0.15569,-0.083375,-0.094119
5.12,-0.15792,-0.079571,-0.092866
5.44,-0.15932,-0.079335,-0.092184
5.76,-0.1593,-0.081779,-0.092512
6.08,-0.15839,-0.085602,-0.094586
6.4,-0.15726,-0.090781,-0.09792
6.72,-0.1561,-0.094058,-0.1014
7.04,-0.14303,-0.096191,-0.10247
7.36,-0.12656,-0.082473,-0.098155
7.68,-0.11414,-0.063856,-0.08031
8,-0.10365,-0.043899,-0.061634
8.32,-0.093178,-0.030947,-0.051522
8.64,-0.087782,-0.026259,-0.047682
8.96,-0.086801,-0.02681,-0.048611
9.28,-0.08582,-0.032079,-0.052683
9.6,-0.087783,-0.041202,-0.059243
9.92,-0.0926,-0.0512,-0.066357
10.24,-0.097416,-0.061558,-0.074777
10.56,-0.10243,-0.073086,-0.083377
10.88,-0.10766,-0.084514,-0.090146
11.2,-0.11289,-0.095769,-0.096314
11.52,-0.1178,-0.1065,-0.10409
11.84,-0.12232,-0.1165,-0.11338
12.16,-0.12682,-0.12602,-0.12269
12.48,-0.1313,-0.13508,-0.13286
12.8,-0.13571,-0.14366,-0.14317
13.12,-0.14012,-0.15155,-0.15165
13.44,-0.14412,-0.15873,-0.15905
13.76,-0.14748,-0.16513,-0.1663
14.08,-0.15085,-0.1709,-0.17317
14.4,-0.15351,-0.17593,-0.17922
14.72,-0.15498,-0.17961,-0.18416
15.04,-0.15643,-0.18201,-0.18841
15.36,-0.15539,-0.18372,-0.19248
15.68,-0.14956,-0.18489,-0.19568
16,-0.14373,-0.18549,-0.1979
