r,coarse,medium,fine 
-16,304.68,316.75,312.15
-15.68,315.18,348.67,346.18
-15.36,325.69,418.85,414.34
-15.04,351.39,513.09,519.65
-14.72,385.06,616.03,641.78
-14.4,418.74,705.97,742.33
-14.08,459.39,778.64,814.32
-13.76,504.17,838.12,873.21
-13.44,548.94,882.98,923.32
-13.12,589.28,908.93,960.4
-12.8,626.65,927.75,983.49
-12.48,664.04,940.38,992.07
-12.16,696.56,947.41,992.8
-11.84,725.49,951.4,989.07
-11.52,754.41,953.26,986.27
-11.2,780.88,953.05,985.49
-10.88,805.33,951.94,987.75
-10.56,829.76,950.37,993.83
-10.24,853.78,948.37,1003
-9.92,877.39,949.02,1012.7
-9.6,901.01,953.09,1022.2
-9.28,925.31,960.63,1030.8
-8.96,950.29,973.52,1041.6
-8.64,975.28,989.88,1057.3
-8.32,998.32,1008.9,1076.4
-8,1019.1,1030.8,1096.3
-7.68,1040,1046,1110.5
-7.36,1057.9,1060.4,1114.5
-7.04,1083.7,1071.9,1113.1
-6.72,1114.1,1077.3,1112
-6.4,1127.7,1079,1115.8
-6.08,1144.5,1076.7,1116.3
-5.76,1152.2,1070.4,1109.1
-5.44,1161.9,1059.7,1100.7
-5.12,1162.6,1044.9,1097.7
-4.8,1163.7,1026.5,1093.2
-4.48,1157.3,1003.6,1078.4
-4.16,1148.9,977.95,1060.4
-3.84,1133.8,951.84,1041.9
-3.52,1114.5,927.13,1025.8
-3.2,1091.3,907.55,1003.2
-2.88,1065.3,893.13,973.92
-2.56,1040.2,880.63,949.81
-2.24,1017.3,869.51,933.34
-1.92,997.89,860.18,921.12
-1.6,984.53,851.98,912.12
-1.28,973.58,845.11,900.62
-0.96,967.87,839.85,894.23
-0.64,962.78,835.31,892.88
-0.32,959.72,830.83,894.37
0,956.38,827.27,894.65
0.32,955.89,826.9,890.96
0.64,955.65,828.03,886.89
0.96,960.52,829.36,887.24
1.28,966.27,832.77,895.74
1.6,979.38,839.35,903.91
1.92,994.75,850.52,911.37
2.24,1015.3,865.16,923.36
2.56,1038,878.75,934.66
2.88,1060.8,889.86,945.64
3.2,1083.6,902.51,960.62
3.52,1103.8,919.93,983.95
3.84,1121.6,941.39,1015.3
4.16,1135.1,965.86,1049.1
4.48,1142.1,992.38,1079.3
4.8,1145.3,1017.7,1101.2
5.12,1143.8,1040.2,1112.7
5.44,1139.6,1059.7,1125.3
5.76,1133.7,1075.8,1137.8
6.08,1126.3,1088.3,1147.1
6.4,1113,1096.2,1150.8
6.72,1100.5,1099.2,1146.3
7.04,1072.8,1097.2,1136.8
7.36,1048.7,1086.6,1125.8
7.68,1031.5,1072.2,1117.8
8,1012.5,1056,1104.8
8.32,993.55,1032,1088.6
8.64,972.78,1010.5,1073.3
8.96,950.43,991.65,1061.7
9.28,928.08,976.7,1055.9
9.6,905.42,966.83,1052.6
9.92,882.49,960.71,1048.8
10.24,859.55,958.38,1046.7
10.56,836.08,959.8,1047.8
10.88,812.03,960.88,1049.4
11.2,787.98,961.29,1050.3
11.52,763.13,959.41,1050.8
11.84,737.31,954.73,1051.6
12.16,711.49,947.71,1051.1
12.48,681.67,937.78,1043.7
12.8,646.45,922.25,1027.8
13.12,611.24,900.68,997.63
13.44,571.38,872.21,954.31
13.76,524.51,825.35,901.37
14.08,477.64,765.96,838.73
14.4,434.21,695.16,755.89
14.72,396.59,609.12,644.64
15.04,358.97,508.67,518.13
15.36,330.12,416.22,414.56
15.68,317.99,347.35,349
16,305.86,316.42,315.24
