r,coarse,medium,fine
-16,0.25479,0.41779,0.45242
-15.68,0.27073,0.43136,0.46263
-15.36,0.28578,0.44363,0.47153
-15.04,0.2992,0.45589,0.48008
-14.72,0.31159,0.46788,0.489
-14.4,0.3235,0.47927,0.49776
-14.08,0.33601,0.49021,0.50605
-13.76,0.34865,0.50043,0.51504
-13.44,0.36085,0.50976,0.52491
-13.12,0.3732,0.51807,0.53448
-12.8,0.38553,0.5258,0.54314
-12.48,0.39747,0.53286,0.54951
-12.16,0.40872,0.53825,0.55343
-11.84,0.41942,0.54331,0.55547
-11.52,0.42985,0.54837,0.55763
-11.2,0.4389,0.55388,0.56005
-10.88,0.44685,0.55875,0.56126
-10.56,0.45466,0.56275,0.56126
-10.24,0.46129,0.56569,0.55891
-9.92,0.46687,0.56727,0.55441
-9.6,0.4724,0.56772,0.54955
-9.28,0.47479,0.56697,0.54486
-8.96,0.47399,0.56411,0.53829
-8.64,0.47319,0.55867,0.52909
-8.32,0.46907,0.55075,0.51475
-8,0.46102,0.53919,0.4951
-7.68,0.45283,0.52822,0.47518
-7.36,0.44658,0.52293,0.46512
-7.04,0.44032,0.5215,0.46451
-6.72,0.43427,0.52206,0.46412
-6.4,0.43603,0.5198,0.46379
-6.08,0.43708,0.51759,0.46277
-5.76,0.43551,0.51211,0.46048
-5.44,0.43448,0.50539,0.45838
-5.12,0.43293,0.49679,0.45632
-4.8,0.43164,0.48745,0.45276
-4.48,0.43016,0.4766,0.44783
-4.16,0.42923,0.46476,0.44054
-3.84,0.42822,0.45298,0.43193
-3.52,0.42746,0.44185,0.42507
-3.2,0.42582,0.4311,0.42123
-2.88,0.42388,0.41995,0.4182
-2.56,0.42104,0.40855,0.41298
-2.24,0.41747,0.39795,0.40549
-1.92,0.41429,0.38822,0.39704
-1.6,0.41133,0.37968,0.3899
-1.28,0.40877,0.3723,0.38435
-0.96,0.40626,0.36502,0.38115
-0.64,0.40331,0.35831,0.38119
-0.32,0.40105,0.35335,0.38222
0,0.39842,0.35102,0.38214
0.32,0.3983,0.35271,0.38082
0.64,0.39816,0.35804,0.37857
0.96,0.40097,0.36575,0.37886
1.28,0.40438,0.37409,0.38476
1.6,0.40844,0.38267,0.39295
1.92,0.41261,0.39155,0.39998
2.24,0.41616,0.40104,0.40861
2.56,0.4194,0.41087,0.41636
2.88,0.42232,0.42037,0.42163
3.2,0.4249,0.42981,0.42607
3.52,0.42709,0.43974,0.43066
3.84,0.42846,0.45083,0.43723
4.16,0.42952,0.46337,0.44563
4.48,0.42973,0.47627,0.45366
4.8,0.43021,0.48837,0.4611
5.12,0.43025,0.49889,0.46617
5.44,0.43066,0.50814,0.46668
5.76,0.43174,0.51529,0.4652
6.08,0.43308,0.52106,0.46376
6.4,0.43213,0.52377,0.46376
6.72,0.43049,0.52666,0.46476
7.04,0.43676,0.52638,0.46546
7.36,0.4432,0.5273,0.46608
7.68,0.44976,0.53232,0.47407
8,0.45845,0.54365,0.48881
8.32,0.46698,0.55652,0.50217
8.64,0.47235,0.56577,0.51369
8.96,0.47508,0.57211,0.52379
9.28,0.47779,0.57493,0.53008
9.6,0.47664,0.57491,0.53228
9.92,0.47172,0.57375,0.53328
10.24,0.46676,0.57167,0.53592
10.56,0.46036,0.56846,0.53957
10.88,0.45237,0.56458,0.54209
11.2,0.44423,0.56008,0.54212
11.52,0.43596,0.55498,0.53924
11.84,0.42753,0.54894,0.53522
12.16,0.41892,0.54225,0.53188
12.48,0.40966,0.53492,0.52869
12.8,0.39952,0.52734,0.52504
13.12,0.38911,0.51928,0.52048
13.44,0.3783,0.51063,0.51442
13.76,0.36701,0.50068,0.50774
14.08,0.35535,0.48971,0.50113
14.4,0.34344,0.47796,0.49443
14.72,0.33133,0.4658,0.48692
15.04,0.31876,0.45315,0.47848
15.36,0.30451,0.44034,0.46849
15.68,0.28721,0.42765,0.45712
16,0.2688,0.41433,0.44534
