r,coarse,medium,fine 
-16,0.051954,0.11346,0.12555
-15.68,0.050554,0.12345,0.14046
-15.36,0.049154,0.13642,0.15938
-15.04,0.055867,0.1526,0.18077
-14.72,0.066831,0.17162,0.20569
-14.4,0.077795,0.19445,0.23364
-14.08,0.097696,0.22138,0.26611
-13.76,0.12287,0.25106,0.30366
-13.44,0.14805,0.28364,0.3426
-13.12,0.17981,0.31686,0.37917
-12.8,0.21593,0.34953,0.41273
-12.48,0.25206,0.38143,0.44165
-12.16,0.28857,0.41134,0.46525
-11.84,0.32539,0.44044,0.48079
-11.52,0.36219,0.46846,0.48818
-11.2,0.39821,0.49441,0.48918
-10.88,0.43357,0.51601,0.48916
-10.56,0.46893,0.53319,0.48875
-10.24,0.50233,0.54526,0.48753
-9.92,0.53391,0.5497,0.48573
-9.6,0.56547,0.55151,0.48622
-9.28,0.59876,0.55105,0.48868
-8.96,0.63382,0.54861,0.49543
-8.64,0.66885,0.54639,0.50665
-8.32,0.70164,0.54494,0.51856
-8,0.73181,0.54513,0.52771
-7.68,0.76197,0.54851,0.53666
-7.36,0.79181,0.5515,0.54479
-7.04,0.83196,0.5572,0.55611
-6.72,0.87804,0.56293,0.56714
-6.4,0.91143,0.5699,0.5781
-6.08,0.94621,0.57774,0.59147
-5.76,0.97366,0.58728,0.60747
-5.44,1.004,0.59838,0.62579
-5.12,1.0244,0.61102,0.64763
-4.8,1.0482,0.62425,0.67075
-4.48,1.0657,0.63687,0.68869
-4.16,1.0851,0.64855,0.70393
-3.84,1.101,0.65871,0.71846
-3.52,1.116,0.66796,0.73596
-3.2,1.1264,0.67854,0.74862
-2.88,1.1331,0.69048,0.7533
-2.56,1.1349,0.69958,0.75669
-2.24,1.1319,0.70416,0.76131
-1.92,1.1265,0.7066,0.76588
-1.6,1.1185,0.70844,0.77168
-1.28,1.1098,0.70838,0.77249
-0.96,1.1018,0.70545,0.76883
-0.64,1.0927,0.70186,0.76516
-0.32,1.0881,0.70002,0.76158
0,1.0831,0.69969,0.7618
0.32,1.0871,0.70157,0.7632
0.64,1.0909,0.70509,0.76088
0.96,1.0992,0.70803,0.76138
1.28,1.1072,0.70935,0.76669
1.6,1.1157,0.70931,0.77024
1.92,1.1231,0.70778,0.76928
2.24,1.1278,0.70354,0.7653
2.56,1.13,0.69711,0.76048
2.88,1.1276,0.68894,0.7535
3.2,1.1209,0.67965,0.74411
3.52,1.1115,0.66927,0.73622
3.84,1.1,0.65777,0.72862
4.16,1.089,0.64619,0.71688
4.48,1.0747,0.63527,0.70059
4.8,1.0624,0.6254,0.68653
5.12,1.0415,0.61667,0.67219
5.44,1.0244,0.60903,0.65568
5.76,0.99714,0.60156,0.63506
6.08,0.97339,0.59397,0.61387
6.4,0.9396,0.58753,0.59625
6.72,0.90738,0.58209,0.58054
7.04,0.85938,0.5776,0.56734
7.36,0.81729,0.57151,0.55561
7.68,0.78604,0.56732,0.54446
8,0.75381,0.56269,0.52987
8.32,0.72158,0.56011,0.51626
8.64,0.68613,0.55766,0.50579
8.96,0.64789,0.55488,0.49738
9.28,0.60965,0.55119,0.49366
9.6,0.57353,0.54641,0.49643
9.92,0.53946,0.54036,0.49905
10.24,0.50538,0.5328,0.50018
10.56,0.47204,0.51906,0.50009
10.88,0.43949,0.50162,0.49806
11.2,0.40693,0.48109,0.49182
11.52,0.37467,0.45797,0.48076
11.84,0.34279,0.43227,0.46645
12.16,0.31089,0.40505,0.44737
12.48,0.27735,0.37652,0.42306
12.8,0.24156,0.3451,0.39567
13.12,0.20577,0.31188,0.3648
13.44,0.17306,0.27704,0.33278
13.76,0.14501,0.24275,0.29878
14.08,0.11695,0.21236,0.26353
14.4,0.094576,0.18564,0.23231
14.72,0.081832,0.16432,0.20548
15.04,0.069087,0.14738,0.18055
15.36,0.061133,0.13311,0.15935
15.68,0.062324,0.12143,0.14078
16,0.063515,0.11208,0.12512
