r,coarse,medium,fine 
-16,0.078765,0.067943,0.062308
-15.68,0.072795,0.065315,0.061211
-15.36,0.066827,0.062025,0.05928
-15.04,0.06092,0.058083,0.055908
-14.72,0.055045,0.053908,0.050429
-14.4,0.04917,0.050097,0.044257
-14.08,0.042483,0.045736,0.038823
-13.76,0.035318,0.040761,0.033192
-13.44,0.028153,0.035003,0.026072
-13.12,0.020761,0.027544,0.016833
-12.8,0.013219,0.019829,0.0064812
-12.48,0.0056761,0.011905,-0.0026673
-12.16,-0.0024693,0.0035708,-0.011159
-11.84,-0.011062,-0.0054304,-0.019182
-11.52,-0.019654,-0.014747,-0.025822
-11.2,-0.027924,-0.024082,-0.031056
-10.88,-0.035927,-0.03282,-0.037561
-10.56,-0.043929,-0.041372,-0.045881
-10.24,-0.050822,-0.049827,-0.05532
-9.92,-0.056689,-0.057053,-0.064594
-9.6,-0.062555,-0.062774,-0.073352
-9.28,-0.066271,-0.066981,-0.07915
-8.96,-0.067768,-0.068967,-0.082468
-8.64,-0.069264,-0.068701,-0.084212
-8.32,-0.068436,-0.065625,-0.082292
-8,-0.064935,-0.057834,-0.074778
-7.68,-0.061433,-0.0465,-0.060052
-7.36,-0.055665,-0.034607,-0.044982
-7.04,-0.050068,-0.027966,-0.041519
-6.72,-0.048848,-0.028727,-0.04138
-6.4,-0.050354,-0.029481,-0.041803
-6.08,-0.052476,-0.031646,-0.042263
-5.76,-0.051519,-0.033336,-0.042329
-5.44,-0.051897,-0.035286,-0.042251
-5.12,-0.050271,-0.037013,-0.042033
-4.8,-0.049977,-0.038405,-0.042988
-4.48,-0.047758,-0.03956,-0.043939
-4.16,-0.046531,-0.039967,-0.043853
-3.84,-0.044286,-0.039245,-0.042604
-3.52,-0.042424,-0.038227,-0.043863
-3.2,-0.04092,-0.037324,-0.046989
-2.88,-0.039609,-0.036274,-0.048753
-2.56,-0.038103,-0.034379,-0.047383
-2.24,-0.036243,-0.031589,-0.043213
-1.92,-0.033872,-0.02899,-0.038729
-1.6,-0.030784,-0.026832,-0.034245
-1.28,-0.027472,-0.024223,-0.029558
-0.96,-0.022846,-0.020076,-0.024705
-0.64,-0.01833,-0.014629,-0.020821
-0.32,-0.012619,-0.008567,-0.017837
0,-0.0073326,-0.0023421,-0.013464
0.32,-0.0016832,0.0033486,-0.009696
0.64,0.003445,0.0081182,-0.0062975
0.96,0.008612,0.012382,-0.003097
1.28,0.013166,0.016325,0.000195
1.6,0.017168,0.020521,0.003821
1.92,0.020796,0.023987,0.0080927
2.24,0.024587,0.026423,0.010578
2.56,0.028771,0.028613,0.013061
2.88,0.032533,0.030752,0.013938
3.2,0.036147,0.032657,0.014537
3.52,0.039533,0.03414,0.015459
3.84,0.041941,0.034222,0.015723
4.16,0.044167,0.032797,0.015336
4.48,0.044412,0.030518,0.012944
4.8,0.045117,0.028571,0.010493
5.12,0.044553,0.02744,0.010471
5.44,0.044618,0.027135,0.011289
5.76,0.043594,0.027116,0.01154
6.08,0.043164,0.027717,0.011121
6.4,0.041423,0.027969,0.011273
6.72,0.03976,0.029643,0.012374
7.04,0.041776,0.030502,0.014216
7.36,0.047794,0.038457,0.017983
7.68,0.053872,0.05117,0.031346
8,0.058339,0.063364,0.043362
8.32,0.062804,0.071194,0.051401
8.64,0.06446,0.074181,0.05604
8.96,0.063672,0.074086,0.058589
9.28,0.062886,0.071197,0.059006
9.6,0.059289,0.065365,0.059187
9.92,0.05297,0.058191,0.057777
10.24,0.046651,0.04987,0.053614
10.56,0.039627,0.039841,0.047288
10.88,0.031839,0.029892,0.041198
11.2,0.024053,0.020008,0.035043
11.52,0.016127,0.010181,0.028277
11.84,0.0080362,0.00089645,0.021173
12.16,-5.54e-05,-0.0077556,0.014293
12.48,-0.007967,-0.015451,0.0074616
12.8,-0.015636,-0.022365,0.00089091
13.12,-0.023305,-0.029045,-0.0059669
13.44,-0.030438,-0.035547,-0.012856
13.76,-0.036762,-0.041566,-0.021164
14.08,-0.043084,-0.047372,-0.029926
14.4,-0.049238,-0.053053,-0.038003
14.72,-0.055106,-0.058749,-0.044722
15.04,-0.060973,-0.064708,-0.050583
15.36,-0.066808,-0.070246,-0.05668
15.68,-0.072584,-0.074832,-0.062936
16,-0.078359,-0.078829,-0.070154
