r,coarse,medium,fine 
-16,0.26933,0.37268,0.38823
-15.68,0.29711,0.38439,0.40489
-15.36,0.3225,0.39531,0.42092
-15.04,0.34469,0.40722,0.43755
-14.72,0.36485,0.41981,0.45464
-14.4,0.38395,0.43316,0.46844
-14.08,0.40192,0.44675,0.47691
-13.76,0.419,0.45963,0.48503
-13.44,0.43542,0.47148,0.49268
-13.12,0.45128,0.48254,0.49854
-12.8,0.46665,0.49309,0.50466
-12.48,0.48151,0.50322,0.51317
-12.16,0.4976,0.51324,0.52176
-11.84,0.51438,0.52365,0.52906
-11.52,0.53064,0.53431,0.53583
-11.2,0.54733,0.54526,0.54166
-10.88,0.56427,0.55603,0.54861
-10.56,0.58072,0.56715,0.55845
-10.24,0.59806,0.57883,0.56735
-9.92,0.61612,0.59245,0.57781
-9.6,0.63366,0.60581,0.59036
-9.28,0.65149,0.61885,0.59882
-8.96,0.66962,0.63141,0.60813
-8.64,0.68727,0.64527,0.62144
-8.32,0.70221,0.65998,0.63637
-8,0.71427,0.67565,0.65548
-7.68,0.72614,0.68878,0.67854
-7.36,0.73889,0.70417,0.70138
-7.04,0.75981,0.7301,0.73175
-6.72,0.78574,0.7553,0.76167
-6.4,0.80776,0.78203,0.79115
-6.08,0.83239,0.80742,0.82349
-5.76,0.85877,0.83174,0.85765
-5.44,0.88702,0.85581,0.89041
-5.12,0.91524,0.88021,0.92172
-4.8,0.9437,0.90364,0.9491
-4.48,0.96823,0.92724,0.981
-4.16,0.99125,0.95396,1.0177
-3.84,1.0087,0.98375,1.0547
-3.52,1.0239,1.0131,1.0902
-3.2,1.0329,1.0405,1.116
-2.88,1.0379,1.0647,1.135
-2.56,1.0395,1.0841,1.1522
-2.24,1.0378,1.0976,1.1656
-1.92,1.0331,1.1079,1.1761
-1.6,1.0248,1.1159,1.1783
-1.28,1.0146,1.1181,1.1681
-0.96,1.0046,1.1129,1.1492
-0.64,0.99524,1.1033,1.1354
-0.32,0.99081,1.0946,1.1247
0,0.98585,1.0888,1.1192
0.32,0.98956,1.0874,1.121
0.64,0.99401,1.0903,1.1323
0.96,1.0033,1.0944,1.1428
1.28,1.0115,1.0984,1.148
1.6,1.0201,1.102,1.1453
1.92,1.0278,1.0992,1.1384
2.24,1.0346,1.087,1.1313
2.56,1.0391,1.0673,1.1201
2.88,1.0397,1.0437,1.1058
3.2,1.0362,1.0178,1.0869
3.52,1.0284,0.9915,1.0697
3.84,1.0149,0.96651,1.0501
4.16,0.99767,0.94265,1.0255
4.48,0.97476,0.91938,0.99155
4.8,0.95123,0.89646,0.95622
5.12,0.92569,0.87344,0.92192
5.44,0.90176,0.84884,0.88748
5.76,0.87585,0.82342,0.8531
6.08,0.8523,0.79835,0.8133
6.4,0.82876,0.77494,0.77473
6.72,0.8064,0.75216,0.74309
7.04,0.77829,0.72998,0.71505
7.36,0.75452,0.70522,0.68931
7.68,0.73972,0.68884,0.67362
8,0.72651,0.67367,0.65756
8.32,0.71305,0.6543,0.64245
8.64,0.69698,0.6364,0.63019
8.96,0.67844,0.61989,0.62051
9.28,0.65938,0.60561,0.61033
9.6,0.64097,0.59127,0.59968
9.92,0.62323,0.57653,0.59038
10.24,0.60496,0.56132,0.58007
10.56,0.58733,0.54671,0.57146
10.88,0.57048,0.53323,0.56262
11.2,0.55311,0.52094,0.55021
11.52,0.53648,0.51064,0.53565
11.84,0.52093,0.50141,0.52012
12.16,0.50489,0.49279,0.50838
12.48,0.48946,0.48472,0.50371
12.8,0.4751,0.47664,0.49856
13.12,0.46029,0.46788,0.49046
13.44,0.44501,0.4583,0.47925
13.76,0.42922,0.44847,0.46744
14.08,0.41283,0.4392,0.45852
14.4,0.39542,0.43013,0.45235
14.72,0.37659,0.42059,0.44624
15.04,0.35677,0.41105,0.43802
15.36,0.33473,0.40177,0.42727
15.68,0.30899,0.39307,0.41633
16,0.2809,0.38256,0.40541
