r,coarse,medium,fine
-16,54.978,120.79,109.93
-15.68,82.009,194.07,207.82
-15.36,102.12,297.28,311.11
-15.04,146.08,388.09,408.93
-14.72,189.8,460.71,498.46
-14.4,225.19,501.9,548.49
-14.08,259.97,522.31,562.15
-13.76,292.84,532.86,566.71
-13.44,322.37,535.27,569.5
-13.12,342.09,530.86,567.28
-12.8,356.06,525.79,560.16
-12.48,369.49,520.48,551.41
-12.16,377.34,515.78,544.06
-11.84,381.25,511.3,539.45
-11.52,385.13,507.07,535.98
-11.2,387.15,503.27,532.1
-10.88,387.66,500.49,527.59
-10.56,388.16,498.31,523.77
-10.24,388.08,496.72,522.21
-9.92,387.44,494.88,521.08
-9.6,386.8,492.42,519.8
-9.28,385.25,489.21,517.75
-8.96,382.75,484.42,512.64
-8.64,380.24,477.9,505.25
-8.32,378.15,470.05,496.21
-8,376.57,460.69,487.6
-7.68,374.97,456.41,480.47
-7.36,372.25,454.19,479.72
-7.04,368.55,453.21,473.96
-6.72,363.42,446.98,464.37
-6.4,353.35,438.69,456.01
-6.08,342.42,429.68,451.14
-5.76,330.02,420.61,442.08
-5.44,315.99,413.07,434.24
-5.12,303.88,405.8,428.61
-4.8,289.93,398.16,420.12
-4.48,279.64,390.37,405.65
-4.16,268.81,383.09,396.54
-3.84,261.28,375.66,393.19
-3.52,254.64,366.02,391.25
-3.2,250.46,357.75,393.33
-2.88,248,352.36,389.47
-2.56,246.32,345.66,383.52
-2.24,244.99,338.02,376.95
-1.92,243.36,331.79,372.2
-1.6,241.66,325.95,368.64
-1.28,240.45,320.91,359.73
-0.96,239.92,315.5,356.51
-0.64,239.5,308.96,353.94
-0.32,237.84,303.9,351.53
0,235.74,301.09,349.57
0.32,234.22,301.6,349.86
0.64,232.86,302.56,345.24
0.96,233.08,304.43,347.39
1.28,233.19,309.22,357.69
1.6,235.43,315.75,363.07
1.92,238.14,327.51,365.33
2.24,242.47,341.53,370.53
2.56,247.04,350.8,372.13
2.88,251.36,355.6,372.51
3.2,255.86,360.32,377.18
3.52,260.97,365.7,385.49
3.84,268.42,370.05,391.57
4.16,276.77,375.04,396.68
4.48,288.04,381.05,401.45
4.8,299.66,388.17,411.33
5.12,313,396.7,417.73
5.44,325.97,405.2,426.67
5.76,337.83,413.96,433.28
6.08,349.12,422.82,439.54
6.4,357.51,430.64,448.57
6.72,365.48,437.47,459.49
7.04,368.07,442.24,468.13
7.36,369.59,442.64,470.98
7.68,371.33,445.12,471.77
8,372.36,449.8,478.85
8.32,373.4,460.08,486.97
8.64,375.38,468.47,496.61
8.96,378.15,475.36,504.95
9.28,380.91,480.39,511.33
9.6,382.91,484.78,515.51
9.92,384.19,489.15,518.72
10.24,385.46,493.6,523.52
10.56,386.22,498.49,528.4
10.88,386.43,502.98,531.79
11.2,386.64,506.95,535.35
11.52,385.73,509.62,538.5
11.84,383.46,512.36,540.74
12.16,381.18,515.44,545.16
12.48,375.1,519.2,552.78
12.8,363.65,524.41,560.56
13.12,351.82,529.58,566.61
13.44,333.63,534.15,569.56
13.76,304.58,530.73,571.4
14.08,272.44,519.45,569.38
14.4,237.79,498.53,551.2
14.72,200.79,457.15,498.85
15.04,155.22,384.06,410.05
15.36,109.42,293.06,314.04
15.68,87.685,191.35,214.81
16,58.346,120.41,124.77
