r,coarse,medium,fine
-16,0.042888,0.14818,0.17514
-15.68,0.053014,0.16674,0.20237
-15.36,0.063141,0.18684,0.23214
-15.04,0.082116,0.20957,0.26386
-14.72,0.10572,0.23446,0.29927
-14.4,0.12934,0.26203,0.33869
-14.08,0.16045,0.29249,0.38221
-13.76,0.19597,0.3254,0.42595
-13.44,0.23148,0.36114,0.46667
-13.12,0.27153,0.40042,0.50335
-12.8,0.31458,0.44201,0.53799
-12.48,0.35762,0.48588,0.57035
-12.16,0.40036,0.53295,0.6001
-11.84,0.44288,0.5803,0.62637
-11.52,0.4854,0.62648,0.64843
-11.2,0.52849,0.66891,0.66718
-10.88,0.57206,0.70327,0.68284
-10.56,0.61563,0.73309,0.69697
-10.24,0.65847,0.75869,0.71182
-9.92,0.70063,0.77989,0.72938
-9.6,0.74278,0.79991,0.74966
-9.28,0.7872,0.81876,0.76924
-8.96,0.83396,0.8357,0.78655
-8.64,0.88071,0.8503,0.80268
-8.32,0.92451,0.86314,0.8175
-8,0.96493,0.87397,0.83024
-7.68,1.0053,0.88143,0.84193
-7.36,1.0464,0.88902,0.85269
-7.04,1.1036,0.90265,0.86977
-6.72,1.1705,0.91722,0.89084
-6.4,1.2228,0.93253,0.9159
-6.08,1.2786,0.9489,0.93916
-5.76,1.328,0.96708,0.96102
-5.44,1.3829,0.98739,0.98943
-5.12,1.4282,1.0103,1.0227
-4.8,1.4777,1.0372,1.0589
-4.48,1.5189,1.0684,1.0973
-4.16,1.5616,1.1018,1.1356
-3.84,1.599,1.136,1.1762
-3.52,1.6365,1.1702,1.2191
-3.2,1.6715,1.2046,1.2586
-2.88,1.706,1.239,1.2938
-2.56,1.7372,1.2723,1.3263
-2.24,1.7633,1.3034,1.356
-1.92,1.784,1.331,1.3826
-1.6,1.7969,1.3545,1.4115
-1.28,1.8065,1.3738,1.4379
-0.96,1.81,1.3874,1.4506
-0.64,1.8123,1.3954,1.4529
-0.32,1.8123,1.3998,1.4489
0,1.8124,1.4035,1.4426
0.32,1.8106,1.4069,1.4328
0.64,1.8085,1.4055,1.4262
0.96,1.8039,1.3973,1.4257
1.28,1.7978,1.3814,1.4203
1.6,1.7877,1.3599,1.4034
1.92,1.7753,1.3351,1.3784
2.24,1.7578,1.3079,1.3443
2.56,1.737,1.2772,1.3033
2.88,1.7119,1.2419,1.2668
3.2,1.6831,1.2048,1.2325
3.52,1.6528,1.1685,1.1991
3.84,1.6187,1.1343,1.1654
4.16,1.5852,1.1027,1.1318
4.48,1.5445,1.0735,1.0958
4.8,1.5063,1.0463,1.0589
5.12,1.4572,1.0212,1.0196
5.44,1.4117,0.99917,0.98033
5.76,1.3557,0.98083,0.94625
6.08,1.3044,0.96626,0.92047
6.4,1.2467,0.95399,0.90094
6.72,1.1933,0.94221,0.88311
7.04,1.1273,0.92908,0.86424
7.36,1.0716,0.91452,0.8453
7.68,1.0308,0.90392,0.83028
8,0.98962,0.89247,0.81297
8.32,0.94852,0.87665,0.79836
8.64,0.90255,0.8592,0.78834
8.96,0.85237,0.84015,0.7779
9.28,0.80217,0.81878,0.76425
9.6,0.75449,0.79647,0.75004
9.92,0.70923,0.77382,0.73504
10.24,0.66397,0.75085,0.71937
10.56,0.62021,0.72251,0.70356
10.88,0.57805,0.68997,0.68703
11.2,0.53588,0.65347,0.66803
11.52,0.49543,0.61175,0.6444
11.84,0.45703,0.56756,0.61628
12.16,0.41863,0.52254,0.58675
12.48,0.37869,0.47758,0.55488
12.8,0.33666,0.43378,0.52091
13.12,0.29464,0.39144,0.48741
13.44,0.25486,0.35078,0.45328
13.76,0.21847,0.31381,0.41678
14.08,0.18208,0.28022,0.37845
14.4,0.15004,0.24965,0.34108
14.72,0.12535,0.22299,0.30416
15.04,0.10067,0.19972,0.26791
15.36,0.080588,0.17879,0.23423
15.68,0.069279,0.16036,0.20243
16,0.057971,0.14308,0.17414
