Height,HF_y-25,HF_y-15,HF_y0,HF_y15,HF_y25
[s],[kW/m2],[kW/m2],[kW/m2],[kW/m2]
20.0,48.91649719211822,50.32925103448275,43.60116869950739,49.828898325123134,48.07878034482756
50.0,11.770018744827587,13.482901315270944,15.078029694581286,13.715296783251235,11.641480487684724
75.0,5.626329554975371,6.327635185221671,6.467599826600987,6.151451137931035,5.426120184729061
100.0,2.939336008817732,3.181192246157634,2.855485391625615,2.944198804433499,2.5571886916748765
