Height,HF_y-25,HF_y-15,HF_y0,HF_y15,HF_y25
[s],[kW/m2],[kW/m2],[kW/m2],[kW/m2]
20.0,21.72076953375001,42.97327841999998,69.43715720000004,42.52463797250002,21.291581304939992
50.0,10.967167902500005,19.279454660000006,33.13107489499999,18.484710505000002,10.433490027600001
75.0,6.033409789499999,10.292047507999998,16.353386223999998,9.910097380000002,5.910441738999998
100.0,3.022618713735,4.955279008500001,7.613489468,5.14215477905,3.07996014545
