Height,HF_y-25,HF_y-15,HF_y0,HF_y15,HF_y25
[s],[kW/m2],[kW/m2],[kW/m2],[kW/m2]
20.0,45.20254395000002,51.63999535,41.70958675999999,50.84518735000002,45.11441370000002
50.0,10.7981212276,13.139292228899999,13.79636017650001,13.341040025999998,10.987326655550003
75.0,5.0261394345,5.977809275500002,5.4596044955349985,5.385732957849998,4.886480284300003
100.0,2.6214440064999995,2.5902244562000005,2.3085552272440015,2.5728884390000015,2.5663713523
