cm,K,K,K,K,K,K,K,K,K,K,K,K
r,T_1p0D,T_1p5D,T_2p0D,T_2p5D,T_3p0D,T_3p5D,T_rms_1p0D,T_rms_1p5D,T_rms_2p0D,T_rms_2p5D,T_rms_3p0D,T_rms_3p5D
0,1220.217258,1246.800088,1165.305572,1024.48633,881.8963641,765.5861927,1.14E+02,189.3790301,273.0669692,311.4260228,302.4608179,267.8792575
1,1201.85415,1195.139605,1121.367794,993.4717882,859.9294706,751.2051891,1.64E+02,235.4225242,289.9372867,314.9311667,300.0690893,264.9188961
2,1121.511993,1083.767219,1023.479585,922.0377239,813.4529708,719.6360361,2.46E+02,288.1129759,306.0667143,315.190503,294.4291985,258.9326242
3,980.8611708,952.9965179,909.8393145,835.8591498,753.6995457,677.8441545,3.00E+02,314.1981986,310.7985429,309.2837717,282.2931757,248.6712409
4,843.3714437,840.4428577,807.0212565,751.1266734,692.3243971,633.2767033,3.11E+02,318.6758436,305.4388786,294.5430095,266.4364499,236.8159012
5,726.7268503,748.8007486,725.6457595,680.5604469,637.197864,589.3447576,296.6538452,308.3614996,296.0618355,275.1618062,251.374448,219.9080388
6,620.7204649,670.3342613,664.0559228,625.7290561,587.3516232,548.5727426,270.9953541,293.6536909,285.8200044,262.6978186,234.1986021,199.9482052
7,524.7487653,598.2583629,610.7995975,576.1727686,539.8983572,511.1900417,240.2339753,271.9795722,272.3941808,251.1992546,212.8970185,183.1724564
8,442.7158334,521.4359352,555.877213,532.2413406,496.4201124,478.5716377,200.2866839,239.965458,252.3735879,235.7438899,190.9062654,167.7072196
9,380.7668214,454.2604504,499.550815,488.7264319,460.1023192,449.1579605,151.6402036,202.2102698,225.3160138,210.816292,172.5081693,152.7775176
10,341.1259425,394.3917223,444.576941,447.4516131,430.4106465,425.2182074,102.6700887,162.1158201,191.066496,185.3622957,158.176333,137.4351906
11,319.0276659,351.1537206,394.733083,412.3404343,404.8455282,403.0782659,60.10553898,123.5446069,152.4750526,161.656142,144.8472627,121.6837132
12,308.3222448,325.5805566,356.1215367,377.8361416,382.2041578,383.5163148,27.60491322,86.4062183,115.9075969,135.0721727,131.6885985,110.8247378
13,304.1152918,311.7490839,330.6410065,349.2285507,362.5878957,365.7677049,8.579944348,50.6886819,84.7765158,107.9115522,118.1207651,101.3238728
14,302.7127789,305.0900954,315.6482933,329.8467255,345.2759964,350.809273,2.023824002,21.41546506,60.25044047,86.44024363,101.0766457,89.54699978
15,302.1021688,302.2842065,307.6933891,318.2999447,330.1964261,337.5531156,0.577417018,4.840953079,41.62728425,68.47403614,81.82225148,75.64985351
16,301.6772948,301.4624923,303.4688318,310.3282434,318.7761938,326.6644376,0.425855109,0.89636554,25.02968596,48.51792618,65.23006109,61.08432219
17,301.3164734,301.1161652,301.3291694,304.1070328,311.0793862,317.5335363,0.373127858,0.469803454,10.26467998,24.93962666,50.56315763,46.63282847
18,300.9959538,300.8614963,300.5610477,300.9468483,305.6417943,310.2078809,0.329962995,0.401876289,2.184548821,8.335244702,34.41724476,33.63094221
19,300.7125681,300.637594,300.2891848,300.0057286,301.9826374,304.9012907,0.292704737,0.3564261,0.487028362,1.232844321,18.55142122,21.46189224
20,300.4609716,300.4345093,300.1154506,299.7676061,300.1035939,301.3873543,0.260577686,0.31736972,0.362323973,0.388627784,6.949797722,9.780560248
