cm,K,K,K,K,K,K,K,K,K,K,K,K
r,T_1p0D,T_1p5D,T_2p0D,T_2p5D,T_3p0D,T_3p5D,T_rms_1p0D,T_rms_1p5D,T_rms_2p0D,T_rms_2p5D,T_rms_3p0D,T_rms_3p5D
0,1159.235252,1141.65696,1044.424233,931.6596814,828.6503485,733.6350554,160.7050023,228.3913177,288.1469698,311.31693,303.2010291,274.7595871
0.5,1156.166979,1136.566958,1046.119219,932.9317182,831.1983258,735.4327281,167.0277213,236.2963098,291.9326077,313.3199426,307.4254767,279.357012
1,1143.993984,1118.997864,1033.381334,920.950254,827.3180773,731.2201467,191.3074478,249.0229869,296.0556988,315.8703712,308.6392699,279.5023559
1.5,1122.297225,1082.319167,1005.319971,897.8824485,814.8733283,720.7772646,216.9352701,264.8278808,301.88648,317.7927302,304.920291,274.8019549
2,1084.316577,1028.628927,966.3859222,871.2651862,796.3495651,707.7526816,242.0119483,282.2498559,307.7829077,318.807499,299.0369311,267.7021118
2.5,1033.409521,971.4010564,916.72301,842.9051973,776.8232214,695.3813575,267.0426911,295.5536216,310.9720732,317.1960011,296.4057254,262.1667867
3,979.9968801,916.9471127,863.7464285,810.096213,757.165368,682.9832033,286.6132832,303.6704405,312.0026847,313.5172001,294.9493466,259.3748825
3.5,924.1036951,866.3133194,816.5089136,775.4253149,735.5917182,668.5357406,297.0168983,309.3971008,310.7142446,309.9578088,291.7871591,257.7816747
4,868.6162748,823.7732513,780.4026977,747.3393404,713.6565797,651.2147536,300.713981,309.2647712,305.8094779,307.1962937,288.7849958,255.8277121
4.5,820.7836182,786.3215297,753.1838642,725.710639,691.9627378,631.554079,304.4200924,304.255339,300.3520437,303.2332346,285.6392955,253.454984
5,786.9318062,753.195153,730.4143722,705.2146385,668.4165837,613.7843594,306.7762641,299.4838732,298.8915566,295.6542934,280.2203238,250.2146271
5.5,759.9654656,726.5191633,709.556424,682.765797,644.7495788,598.9678168,306.9765794,298.7673109,299.7895166,287.6640626,274.8457203,244.9706417
