cm,K,K,K,K,K,K,K,K,K,K,K,K
6,730.1058271,704.9410449,688.5724477,660.0259191,623.3840917,584.0864675,306.4421007,300.7158465,298.604985,282.7869754,269.9100646,238.4869293
6.5,695.871567,685.4467868,667.0583969,638.560485,602.6501869,568.2223094,304.7506806,302.5990313,296.0247965,277.0383472,261.9628108,232.4435849
7,658.8427952,664.1492407,645.4829502,616.4190845,581.4979968,552.7537363,302.7285294,303.6256017,292.9034353,269.1678287,251.0628129,227.3647181
7.5,617.5425197,636.362712,623.7515587,593.9600924,560.8921972,538.8799096,298.8135035,303.0650798,287.480862,262.801188,240.5554048,222.4725488
8,569.4214948,601.0839287,599.2860872,571.9799623,541.0075675,525.3049943,289.3719043,299.9810555,280.8699246,256.9551628,231.4822213,217.2285547
8.5,519.2239113,565.0832733,573.265395,549.2006053,521.5252822,511.1006917,271.3999269,292.1870996,274.7004346,248.760537,224.7650313,211.4772674
9,469.0969162,532.3323165,548.2076691,527.2607975,503.1682077,495.6664582,244.7703755,278.7027682,268.9178183,238.8991735,220.3819115,203.9026215
9.5,422.3386405,501.1346645,525.7356907,507.7636108,487.7909846,479.3888942,213.8724363,261.6693189,262.1406084,228.9688776,216.0481012,194.1893164
10,384.0566801,470.16221,502.5803855,488.8195697,474.8223799,462.8017658,179.1832695,240.9432305,250.8652592,218.3067253,209.8823526,181.7776718
10.5,355.5632579,438.104517,475.6165192,468.8465268,461.9917514,446.7223361,141.1704602,213.9906392,235.9037728,206.7110804,201.1436837,167.3387739
11,335.0080907,403.7517165,448.3655621,448.1319406,447.5674046,431.9021751,103.0060866,181.5086165,221.16344,194.3824785,190.1146057,153.9443758
11.5,320.1377822,371.5236581,423.746413,428.313861,431.8839575,418.6474607,66.41797469,147.4939991,205.9706176,181.3168734,177.8071543,143.340057
12,310.2219886,346.0467785,401.6858225,409.3783119,416.2023257,407.0284335,34.62271937,114.5908143,188.3999924,167.6530723,164.6669575,134.849547
12.5,305.2767757,328.2755402,382.115526,391.0224112,401.2107864,397.0438604,13.76889218,84.28553661,169.8140136,154.232787,151.0593964,127.9419709
13,303.4709384,316.4012836,365.0958804,374.1705606,386.6230913,387.9493792,4.002280887,57.18638718,150.8171366,141.8103016,137.9393043,121.7502789
13.5,302.839812,308.9026999,350.2595527,359.58123,372.8797897,378.9549664,1.020227124,34.36191909,131.091259,128.8355318,125.8213249,115.4271247
14,302.5005159,304.7792996,337.9881074,346.8858152,361.008582,369.7823699,0.681363317,17.56930457,112.0570217,113.4268714,114.1939165,108.1207964
14.5,302.2253613,302.8271349,328.5542416,335.4460374,350.6144225,360.1166904,0.627945645,7.600255244,94.84924372,96.256032,102.243402,98.85090052
15,301.9698363,301.9639424,321.2685134,325.7481225,341.0074803,349.8765191,0.592339477,2.907283579,79.66141353,80.74277009,90.15576132,87.63500205
15.5,301.7276402,301.5439575,315.8947259,318.9030223,331.6962732,340.2153382,0.560189514,1.10922422,67.33224859,68.20268498,76.81564435,76.14186775
16,301.5003758,301.2966624,312.1145388,314.0965207,322.721093,332.1584444,0.530296429,0.674728085,57.67025175,55.79822715,61.66679863,66.6298326
16.5,301.2875938,301.1161589,309.3529593,310.5898067,315.3875942,325.8659699,0.50259596,0.586046195,49.37466964,45.86572954,48.05760628,60.18844966
17,301.0864285,300.9600428,306.8833469,308.6058439,310.5794043,321.0517209,0.476522004,0.552745355,40.07010678,41.6376724,39.71917235,55.56377154
17.5,300.8967726,300.8148337,304.4304268,307.4159241,307.9447495,316.9847468,0.451793436,0.524722916,28.83890649,38.67565305,36.20101369,50.57334879
18,300.7200788,300.6787051,302.4020271,306.1520099,306.605472,313.3538595,0.428628671,0.498830967,17.78669374,33.44052104,34.36308546,44.77725648
18.5,300.5553315,300.5501214,301.132264,304.6462782,305.8389767,310.308505,0.406898374,0.474704694,9.138406711,26.38705593,32.49605549,39.10587494
19,300.4005957,300.4273232,300.4994244,303.0838533,305.2605756,307.9506273,0.386221255,0.451881744,3.562393114,19.03016053,30.29963736,34.52402414
19.5,300.2556896,300.3102492,300.226591,301.6829451,304.6954496,306.2769611,0.366556835,0.430174061,0.974379494,12.04493775,27.71749796,31.15582389
20,300.1215164,300.1997038,300.0886156,300.7066909,303.9994973,304.9898711,0.348039214,0.409792764,0.479167708,6.368676478,24.51400223,28.4215508
