cm,kW/m,kW/m,cm,K,K,K,K,K,K,K,K,K,K,K,K,cm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm
z,RHRRPUL,RHRRPUL_rms,r,T_1p0D,T_1p5D,T_2p0D,T_2p5D,T_3p0D,T_3p5D,T_rms_1p0D,T_rms_1p5D,T_rms_2p0D,T_rms_2p5D,T_rms_3p0D,T_rms_3p5D,x,soot_0p5D,soot_1p0D,soot_1p5D,soot_2p5D,soot_3p5D,soot_rms_0p5D,soot_rms_1p0D,soot_rms_1p5D,soot_rms_2p5D,soot_rms_3p5D
 5.0000000E-001, 1.4428809E+001, 2.5539961E+000,-5.0000000E-001, 1.0828447E+003, 1.1829666E+003, 1.0840718E+003, 9.0312721E+002, 7.5018328E+002, 6.2999919E+002, 2.2577076E+002, 3.0016907E+002, 4.0841372E+002, 3.8568748E+002, 3.5063878E+002, 2.8704791E+002,-2.0500000E+001, 1.8828610E-026, 8.3480505E-017, 5.5722473E-012, 8.1271465E-008, 1.6921270E-005, 2.3027546E-026, 1.8693535E-016, 1.8856183E-011, 6.3930377E-007, 1.4766831E-004
 9.9696970E-001, 1.4428809E+001, 2.5539961E+000,-2.0000000E-002, 1.0828447E+003, 1.1829666E+003, 1.0840718E+003, 9.0312721E+002, 7.5018328E+002, 6.2999919E+002, 2.2577076E+002, 3.0016907E+002, 4.0841372E+002, 3.8568748E+002, 3.5063878E+002, 2.8704791E+002,-2.0006024E+001, 1.8828610E-026, 8.3480505E-017, 5.5722473E-012, 8.1271465E-008, 1.6921270E-005, 2.3027546E-026, 1.8693535E-016, 1.8856183E-011, 6.3930377E-007, 1.4766831E-004
 1.4939394E+000, 1.2155983E+001, 2.9778792E+000, 4.6000000E-001, 1.1547803E+003, 1.2194179E+003, 1.0303574E+003, 8.5207922E+002, 7.0949908E+002, 5.9982539E+002, 2.4146183E+002, 2.8641663E+002, 4.1159385E+002, 3.7487932E+002, 3.3498443E+002, 2.7172817E+002,-1.9512048E+001, 7.1843516E-025, 6.7338169E-015, 4.5921813E-010, 2.3893142E-006, 3.0368621E-004, 9.5534070E-025, 2.3419069E-014, 1.5582642E-009, 2.0770895E-005, 2.7359432E-003
 1.9909091E+000, 9.6033659E+000, 2.7405563E+000, 9.4000000E-001, 1.2391265E+003, 1.1078385E+003, 8.7180801E+002, 7.4855897E+002, 6.4317195E+002, 5.6295230E+002, 2.6529789E+002, 3.4729182E+002, 3.8548739E+002, 3.6162303E+002, 3.1700017E+002, 2.5944731E+002,-1.9018072E+001, 7.1843516E-025, 6.7338169E-015, 4.5921813E-010, 2.3893142E-006, 3.0368621E-004, 9.5534070E-025, 2.3419069E-014, 1.5582642E-009, 2.0770895E-005, 2.7359432E-003
 2.4878788E+000, 8.0842680E+000, 2.6714263E+000, 1.4200000E+000, 1.0486372E+003, 9.5286416E+002, 7.7961369E+002, 6.6115897E+002, 5.7972363E+002, 5.3013089E+002, 3.2304083E+002, 3.8478041E+002, 3.8957205E+002, 3.5381086E+002, 2.9909383E+002, 2.4826789E+002,-1.8524096E+001, 2.6730940E-023, 8.6796810E-013, 2.6190975E-008, 4.2006214E-005, 1.3029172E-003, 3.8106566E-023, 3.2304079E-012, 8.3487121E-008, 3.4701251E-004, 9.6438517E-003
 2.9848485E+000, 7.1750311E+000, 2.6855712E+000, 1.9000000E+000, 8.3038131E+002, 8.4142798E+002, 7.3056782E+002, 6.0326242E+002, 5.3058522E+002, 5.0197441E+002, 3.0534178E+002, 3.8084400E+002, 3.8566447E+002, 3.4879222E+002, 2.8183846E+002, 2.3994590E+002,-1.8030120E+001, 2.6730940E-023, 8.6796810E-013, 2.6190975E-008, 4.2006214E-005, 1.3029172E-003, 3.8106566E-023, 3.2304079E-012, 8.3487121E-008, 3.4701251E-004, 9.6438517E-003
 3.4818182E+000, 6.5393986E+000, 2.6940792E+000, 2.3800000E+000, 7.0257633E+002, 8.0758608E+002, 6.9031389E+002, 5.6414633E+002, 5.0018801E+002, 4.8061131E+002, 3.1604379E+002, 3.7672899E+002, 3.7498687E+002, 3.3796868E+002, 2.7478913E+002, 2.3299774E+002,-1.7536145E+001, 1.0634387E-021, 1.0781884E-010, 1.2075163E-006, 4.2294974E-004, 2.6365451E-003, 1.5992754E-021, 3.9568801E-010, 3.5030867E-006, 3.0381154E-003, 1.5608605E-002
 3.9787879E+000, 6.0297913E+000, 2.7346170E+000, 2.8600000E+000, 6.5761566E+002, 7.7373968E+002, 6.5459154E+002, 5.3817258E+002, 4.8760120E+002, 4.6895854E+002, 3.7204262E+002, 3.8668953E+002, 3.7467090E+002, 3.2739173E+002, 2.7993649E+002, 2.3499121E+002,-1.7042169E+001, 1.0634387E-021, 1.0781884E-010, 1.2075163E-006, 4.2294974E-004, 2.6365451E-003, 1.5992754E-021, 3.9568801E-010, 3.5030867E-006, 3.0381154E-003, 1.5608605E-002
 4.4757576E+000, 5.6865312E+000, 2.7639143E+000, 3.3400000E+000, 6.5128111E+002, 7.3665297E+002, 6.2719409E+002, 5.2676400E+002, 4.8888512E+002, 4.6792548E+002, 4.1350038E+002, 3.9887131E+002, 3.8423381E+002, 3.2627500E+002, 2.9378968E+002, 2.4590791E+002,-1.6548193E+001, 3.8815805E-020, 1.0279484E-008, 3.4150981E-005, 1.9851966E-003, 4.1410958E-003, 6.3708711E-020, 3.7310672E-008, 9.6300864E-005, 1.1616554E-002, 2.0086344E-002
