s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,kg/s,kg/s
Time,HRR,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_ENTH,Q_TOTAL,MLR_AIR,MLR_ETHYLENE,MLR_INTERMEDIATE PRODUCTS,MLR_PRODUCTS
 0.0000000E+000, 0.0000000E+000,-2.0621056E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-2.0621056E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 5.0162846E-001, 2.1451482E+000,-3.8766092E-001, 1.3491715E-002,-3.1586081E-002,-7.5825434E-005, 0.0000000E+000, 0.0000000E+000, 1.6680405E+000, 1.7393170E+000, 1.6664785E-002, 6.4971656E-005,-7.2970986E-068,-3.4204857E-058
 1.0007957E+000, 5.4996233E+000,-1.4190904E+000,-2.3486816E-001,-1.3273795E-002,-1.4120503E-004, 0.0000000E+000, 0.0000000E+000, 3.6363751E+000, 3.8322498E+000, 4.4177720E-002, 1.6658410E-004,-1.0391541E-057,-1.5574628E-051
 1.5002483E+000, 9.0749515E+000,-2.2440126E+000,-4.9967122E+000,-1.7312523E-002,-1.8743569E-004, 0.0000000E+000, 0.0000000E+000, 1.6215689E+000, 1.8167267E+000, 5.9353354E-002, 2.2361736E-004,-8.2908885E-054,-1.4180801E-048
 2.0004323E+000, 1.0825373E+001,-2.5394882E+000,-7.4531476E+000,-1.7461107E-002,-1.9881074E-004, 0.0000000E+000, 0.0000000E+000, 5.3529282E-001, 8.1507707E-001, 6.6093777E-002, 2.4895667E-004,-1.1527789E-051,-7.0545799E-047
 2.5007887E+000, 1.1550696E+001,-2.7479838E+000,-7.6852124E+000,-1.7428105E-002,-1.9987581E-004, 0.0000000E+000, 0.0000000E+000, 6.9191851E-001, 1.0998718E+000, 6.8770220E-002, 2.5901819E-004,-2.6816656E-050,-8.6299385E-046
 3.0001671E+000, 1.1962040E+001,-2.8814572E+000,-9.1084237E+000,-1.7391153E-002,-2.0168467E-004, 0.0000000E+000, 0.0000000E+000,-3.1460226E-001,-4.5433732E-002, 6.9782815E-002, 2.6282385E-004,-2.2780103E-049,-4.6700195E-045
 3.5007751E+000, 1.2192021E+001,-2.9040291E+000,-7.5909563E+000,-1.7609801E-002,-2.0516179E-004, 0.0000000E+000, 0.0000000E+000, 1.2914832E+000, 1.6792203E+000, 7.0159349E-002, 2.6423908E-004,-1.0174619E-048,-1.4706368E-044
 4.0004153E+000, 1.1986070E+001,-2.7884158E+000,-8.6064678E+000,-2.5179733E-002,-2.0239873E-004, 0.0000000E+000, 0.0000000E+000, 1.8764195E-001, 5.6580407E-001, 7.0298489E-002, 2.6476213E-004,-2.8122998E-048,-3.0571702E-044
