s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,kg/s,kg/s,kg/s,kg/s,kg/s
 9.0002728E+000, 9.1089278E+000,-2.4758817E+000,-6.6277279E+000,-5.9915591E-002, 3.0331658E-003, 0.0000000E+000,-1.2037165E-001,-1.2288062E-001,-1.7193591E-001, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.0243267E-002, 1.9147562E-004, 2.1951869E-005
 1.0000113E+001, 9.0733715E+000,-2.3676609E+000,-5.8790812E+000,-6.0302542E-002, 3.1523801E-003, 0.0000000E+000,-1.1852382E-001, 6.9101213E-001, 6.5095537E-001, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.8883652E-002, 1.9147564E-004, 2.1951871E-005
 1.1000197E+001, 9.0130561E+000,-2.2605006E+000,-6.8551114E+000,-6.0081852E-002, 3.2713451E-003, 0.0000000E+000,-1.1650852E-001,-2.3153280E-001,-2.7587499E-001, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.7522940E-002, 1.9147564E-004, 2.1951871E-005
 1.2000109E+001, 9.0065648E+000,-2.2164343E+000,-7.2483180E+000,-5.6380378E-002, 3.3502756E-003, 0.0000000E+000,-1.1415761E-001,-5.7714771E-001,-6.2537520E-001, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 5.6163107E-002, 1.9147564E-004, 2.1951872E-005
 1.3000348E+001, 9.1088752E+000,-2.1492040E+000,-6.2920218E+000,-5.2905149E-002, 3.4147835E-003, 0.0000000E+000,-1.1181576E-001, 5.5021045E-001, 5.0634324E-001, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 6.4803747E-002, 1.9147564E-004, 2.1951872E-005
 1.4000068E+001, 8.9639865E+000,-2.0371201E+000,-7.1377815E+000,-5.1645550E-002, 3.3935709E-003, 0.0000000E+000,-1.0936560E-001,-3.2407297E-001,-3.6853263E-001, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 7.3443694E-002, 1.9147564E-004, 2.1951872E-005
 1.5000252E+001, 9.1131250E+000,-1.9786021E+000,-7.1373990E+000,-4.8417035E-002, 3.3689433E-003, 0.0000000E+000,-1.0642367E-001,-1.0710630E-001,-1.5434790E-001, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 8.2083084E-002, 1.9147564E-004, 2.1951872E-005
 1.6000446E+001, 9.0589725E+000,-1.8713201E+000,-6.4688093E+000,-4.8083446E-002, 3.3577863E-003, 0.0000000E+000,-1.0439289E-001, 6.1848582E-001, 5.6972449E-001, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 9.0724895E-002, 1.9147564E-004, 2.1951872E-005
 1.7000368E+001, 9.0641714E+000,-1.8232204E+000,-8.1200293E+000,-4.5965292E-002, 3.3590210E-003, 0.0000000E+000,-1.0248471E-001,-9.7880789E-001,-1.0241693E+000, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 9.9365337E-002, 1.9147564E-004, 2.1951872E-005
 1.8000174E+001, 9.0071699E+000,-1.7115074E+000,-6.5243349E+000,-4.4488581E-002, 3.2897329E-003, 0.0000000E+000,-1.0001507E-001, 6.6794859E-001, 6.3011368E-001, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.0800424E-001, 1.9147564E-004, 2.1951872E-005
 1.9000055E+001, 8.9987038E+000,-1.6541423E+000,-7.3769293E+000,-4.1757411E-002, 3.2694850E-003, 0.0000000E+000,-9.7935509E-002,-1.2355028E-001,-1.6879122E-001, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.1664269E-001, 1.9147564E-004, 2.1951872E-005
 2.0000160E+001, 9.0569877E+000,-1.5965009E+000,-7.5888094E+000,-4.0635047E-002, 3.1843236E-003, 0.0000000E+000,-9.5071341E-002,-2.1957779E-001,-2.6084472E-001, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.2528283E-001, 1.9147564E-004, 2.1951872E-005
 2.1000004E+001, 8.8724352E+000,-1.4935047E+000,-7.3508826E+000,-3.8127469E-002, 3.1056601E-003, 0.0000000E+000,-9.0705685E-002,-6.1126198E-002,-9.7679608E-002, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.3392261E-001, 1.9147564E-004, 2.1951872E-005
 2.2000431E+001, 9.0940676E+000,-1.4318861E+000,-7.2952513E+000,-3.4821939E-002, 3.0585841E-003, 0.0000000E+000,-8.7128532E-002, 2.8435429E-001, 2.4803826E-001, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.4256362E-001, 1.9147564E-004, 2.1951872E-005
 2.3000439E+001, 9.0588731E+000,-1.3565978E+000,-7.9764337E+000,-3.5520556E-002, 3.0130377E-003, 0.0000000E+000,-8.3029431E-002,-3.4993880E-001,-3.8969531E-001, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.5120597E-001, 1.9147564E-004, 2.1951872E-005
 2.4000177E+001, 9.0654439E+000,-1.2550759E+000,-7.5523341E+000,-3.0954198E-002, 2.9469392E-003, 0.0000000E+000,-7.8515171E-002, 1.7318336E-001, 1.5151145E-001, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.5984474E-001, 1.9147564E-004, 2.1951872E-005
 2.5000278E+001, 8.9758081E+000,-1.1857047E+000,-8.0218827E+000,-2.7595343E-002, 2.8353169E-003, 0.0000000E+000,-7.2823868E-002,-2.7768566E-001,-3.2936318E-001, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.6848391E-001, 1.9147564E-004, 2.1951872E-005
 2.6000036E+001, 8.9522171E+000,-1.1173276E+000,-7.6903360E+000,-2.3885253E-002, 2.7256154E-003, 0.0000000E+000,-6.7238233E-002, 8.0827815E-002, 5.6155684E-002, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.7712343E-001, 1.9147564E-004, 2.1951872E-005
 2.7000086E+001, 8.9546307E+000,-1.0438484E+000,-7.9336760E+000,-2.1726366E-002, 2.6112970E-003, 0.0000000E+000,-6.2120696E-002,-7.3052791E-002,-1.0412953E-001, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.8576260E-001, 1.9147564E-004, 2.1951872E-005
 2.8000395E+001, 8.9590703E+000,-9.7825261E-001,-7.8669199E+000,-2.0283998E-002, 2.4815513E-003, 0.0000000E+000,-5.5714088E-002, 6.7113219E-002, 4.0381216E-002, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.9440394E-001, 1.9147564E-004, 2.1951872E-005
 2.9000072E+001, 8.9610996E+000,-8.9318479E-001,-7.8340657E+000,-1.7976075E-002, 2.3600527E-003, 0.0000000E+000,-4.9037669E-002, 1.8788032E-001, 1.6919547E-001, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.0304408E-001, 1.9147564E-004, 2.1951872E-005
 3.0000454E+001, 8.9361629E+000,-8.1302039E-001,-8.1908879E+000,-1.8619162E-002, 2.3003529E-003, 0.0000000E+000,-4.1857698E-002,-9.1165610E-002,-1.2592196E-001, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.1168421E-001, 1.9147564E-004, 2.1951872E-005
 3.1000216E+001, 8.9688775E+000,-7.4967574E-001,-7.7447372E+000,-1.6615368E-002, 2.2225095E-003, 0.0000000E+000,-3.4593377E-002, 4.6026799E-001, 4.2547836E-001, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.2032495E-001, 1.9147564E-004, 2.1951872E-005
 3.2000355E+001, 8.8485195E+000,-6.6243048E-001,-9.0397503E+000,-1.5155312E-002, 2.1897537E-003, 0.0000000E+000,-2.7727251E-002,-8.7067087E-001,-8.9435402E-001, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.2896454E-001, 1.9147564E-004, 2.1951872E-005
 3.3000370E+001, 8.9017334E+000,-5.7406444E-001,-8.0764373E+000,-1.2698723E-002, 2.1603540E-003, 0.0000000E+000,-2.1156849E-002, 2.3734818E-001, 2.1953645E-001, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.3760528E-001, 1.9147564E-004, 2.1951872E-005
 3.4000336E+001, 8.7707266E+000,-4.8416504E-001,-7.5600471E+000,-9.7303206E-003, 2.1089790E-003, 0.0000000E+000,-1.4732658E-002, 7.2566148E-001, 7.0416043E-001, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.4624558E-001, 1.9147564E-004, 2.1951872E-005
 3.5000298E+001, 8.5042026E+000,-4.0761797E-001,-8.6958617E+000,-7.4097042E-003, 1.9869421E-003, 0.0000000E+000,-1.0051765E-002,-6.0445539E-001,-6.1475161E-001, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.5488499E-001, 1.9147564E-004, 2.1951872E-005
 3.6000298E+001, 8.5201589E+000,-3.3551053E-001,-8.2797088E+000,-5.4793480E-003, 1.9419110E-003, 0.0000000E+000,-6.8043651E-003,-7.8191884E-002,-1.0540231E-001, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.6352516E-001, 1.9147564E-004, 2.1951872E-005
 3.7000458E+001, 8.6619503E+000,-2.7430407E-001,-7.9973134E+000,-3.8634113E-003, 1.8980199E-003, 0.0000000E+000,-4.2039368E-003, 3.9761953E-001, 3.8416349E-001, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.7216570E-001, 1.9147564E-004, 2.1951872E-005
 3.8000202E+001, 8.0486868E+000,-2.0027369E-001,-7.9421226E+000,-3.6945373E-003, 1.7203620E-003, 0.0000000E+000,-2.6567454E-003,-7.4217676E-002,-9.8340346E-002, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.8080534E-001, 1.9147564E-004, 2.1951872E-005
 3.9000423E+001, 7.8470611E+000,-1.3948335E-001,-7.8890320E+000,-3.0305674E-003, 1.5517340E-003, 0.0000000E+000,-2.2578553E-003,-1.6505227E-001,-1.8519098E-001, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.8944586E-001, 1.9147564E-004, 2.1951872E-005
 4.0000168E+001, 7.4688043E+000,-9.1367245E-002,-7.8769031E+000,-1.3817385E-003, 1.2295818E-003, 0.0000000E+000,-2.1133069E-003,-4.7955752E-001,-5.0173143E-001, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.9808614E-001, 1.9147564E-004, 2.1951872E-005
 4.1000099E+001, 6.1486848E+000,-4.8170163E-002,-7.0438374E+000,-6.5241009E-004, 7.5989073E-004, 0.0000000E+000,-2.0039061E-003,-9.2376543E-001,-9.4521924E-001, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.0672537E-001, 1.9147564E-004, 2.1951872E-005
 4.2001194E+001, 4.2746633E+000,-1.7645433E-002,-5.5502987E+000, 4.0015114E-005, 4.6313973E-004, 0.0000000E+000,-1.2930861E-003,-1.2824776E+000,-1.2940708E+000, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.1537132E-001, 1.9147564E-004, 2.1951872E-005
 4.3001328E+001, 2.0907706E+000,-4.9400145E-003,-3.4137330E+000, 1.2579499E-004, 2.9521330E-004, 0.0000000E+000,-2.7910312E-004,-1.3273512E+000,-1.3277605E+000, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.2401944E-001, 1.9147564E-004, 2.1951872E-005
 4.4001278E+001, 3.9338335E-001,-5.6376119E-004,-1.0214038E+000, 5.3406175E-005, 2.3092091E-004, 0.0000000E+000,-1.3970542E-004,-6.3894412E-001,-6.2843955E-001, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.3266168E-001, 1.9147564E-004, 2.1951872E-005
 4.5001057E+001, 9.0040780E-003,-9.8762080E-006,-7.9149869E-002, 6.6354312E-005, 2.3196278E-004, 0.0000000E+000,-2.0089058E-004,-8.1425640E-002,-7.0058241E-002, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.4130017E-001, 1.9147564E-004, 2.1951872E-005
 4.6000832E+001, 3.2428223E-008,-1.9242669E-005, 1.6143299E-002, 9.9035740E-005, 2.3217347E-004, 0.0000000E+000,-1.5137064E-004, 4.6656646E-003, 1.6303927E-002, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.4993841E-001, 1.9147564E-004, 2.1951872E-005
 4.7001522E+001, 0.0000000E+000,-2.7332417E-005, 1.4109020E-002, 3.1307048E-005, 2.2197302E-004, 0.0000000E+000,-3.2078446E-004, 2.8159103E-003, 1.4014183E-002, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.5858017E-001, 1.9147564E-004, 2.1951872E-005
 4.8001190E+001, 0.0000000E+000,-1.5706799E-005, 7.8433631E-003, 2.2685887E-005, 1.8307145E-004, 0.0000000E+000,-2.3618007E-004,-3.6034383E-003, 7.7972336E-003, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.6722080E-001, 1.9147564E-004, 2.1951872E-005
 4.9000546E+001, 0.0000000E+000, 9.1692035E-006, 1.1253310E-002, 9.6589603E-005, 2.1224223E-004, 0.0000000E+000,-2.8066459E-004,-7.9082074E-005, 1.1290646E-002, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.7585677E-001, 1.9147564E-004, 2.1951872E-005
 5.0000542E+001, 0.0000000E+000, 1.0665563E-005, 8.5978409E-003, 9.2773047E-005, 2.0351523E-004, 0.0000000E+000,-2.5830250E-004,-2.7558973E-003, 8.6464923E-003, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.8449362E-001, 1.9147564E-004, 2.1951872E-005
 5.1000538E+001, 0.0000000E+000, 2.7347192E-005, 7.3595261E-003, 6.4669461E-005, 2.0959151E-004, 0.0000000E+000,-2.5192451E-004,-4.2357794E-003, 7.4092097E-003, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.9313351E-001, 1.9147564E-004, 2.1951872E-005
 5.2000637E+001, 0.0000000E+000, 4.3226883E-005, 1.1887275E-002, 1.4900157E-004, 1.9872526E-004, 0.0000000E+000,-2.7698037E-004, 8.1661207E-005, 1.2001249E-002, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.0177428E-001, 1.9147564E-004, 2.1951872E-005
 5.3000381E+001, 0.0000000E+000, 4.9140973E-005, 6.5620404E-003, 8.2229490E-005, 1.7784823E-004, 0.0000000E+000,-2.4803186E-004,-5.5129275E-003, 6.6232272E-003, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.1041332E-001, 1.9147564E-004, 2.1951872E-005
 5.4000130E+001, 0.0000000E+000, 7.9271181E-005, 9.8146346E-003, 1.0277857E-004, 2.4087570E-004, 0.0000000E+000,-3.4857970E-004,-2.2563071E-003, 9.8889804E-003, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.1905102E-001, 1.9147564E-004, 2.1951872E-005
 5.5001904E+001, 0.0000000E+000, 8.1224052E-005, 8.0486314E-003, 5.4145927E-005, 2.0550293E-004, 0.0000000E+000,-3.7770726E-004,-4.1632616E-003, 8.0117971E-003, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.2769751E-001, 1.9147564E-004, 2.1951872E-005
 5.6001648E+001, 0.0000000E+000, 9.5081982E-005, 9.4365808E-003, 2.2560183E-004, 2.1967605E-004, 0.0000000E+000,-3.0416526E-004,-2.8296615E-003, 9.6727754E-003, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.3634420E-001, 1.9147564E-004, 2.1951872E-005
 5.7001392E+001, 0.0000000E+000, 8.4851498E-005, 1.2352590E-002, 1.0104098E-004, 1.7168353E-004, 0.0000000E+000,-2.6059506E-004,-3.2689105E-004, 1.2449571E-002, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.4498168E-001, 1.9147564E-004, 2.1951872E-005
 5.8000713E+001, 0.0000000E+000, 8.8260461E-005, 1.1520820E-002, 1.5123161E-004, 1.9778724E-004, 0.0000000E+000,-3.0178682E-004,-1.1869389E-003, 1.1656313E-002, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.5361762E-001, 1.9147564E-004, 2.1951872E-005
 5.9000969E+001, 0.0000000E+000, 1.0059097E-004, 7.3939369E-003, 1.5332897E-004, 1.7955739E-004, 0.0000000E+000,-2.4416037E-004,-5.4380116E-003, 7.5832539E-003, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.6225514E-001, 1.9147564E-004, 2.1951872E-005
 6.0001221E+001, 0.0000000E+000, 1.0743574E-004, 1.3996855E-002, 2.4628038E-004, 2.1405264E-004, 0.0000000E+000,-2.5019006E-004, 1.2579671E-003, 1.4314434E-002, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.7089760E-001, 1.9147564E-004, 2.1951872E-005
 6.1000202E+001, 0.0000000E+000, 9.3238994E-005, 1.0613270E-002, 2.0929497E-004, 1.8620981E-004, 0.0000000E+000,-2.8937383E-004,-2.5375157E-003, 1.0812640E-002, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.7953458E-001, 1.9147564E-004, 2.1951872E-005
 6.2001652E+001, 0.0000000E+000, 1.0158886E-004, 1.3364263E-002, 2.5660930E-004, 2.1116332E-004, 0.0000000E+000,-2.6698250E-004, 1.7779600E-004, 1.3666642E-002, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.8817589E-001, 1.9147564E-004, 2.1951872E-005
 6.3001324E+001, 0.0000000E+000, 1.0687150E-004, 1.0476243E-002, 3.5590140E-004, 2.2727682E-004, 0.0000000E+000,-2.3511686E-004,-2.5260228E-003, 1.0931176E-002, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.9682101E-001, 1.9147564E-004, 2.1951872E-005
 6.4000031E+001, 0.0000000E+000, 1.1034357E-004, 9.6858879E-003, 2.1079205E-004, 1.7350391E-004, 0.0000000E+000,-2.1154522E-004,-3.8984312E-003, 9.9689822E-003, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 5.0545434E-001, 1.9147564E-004, 2.1951872E-005
 6.5000000E+001, 0.0000000E+000, 1.2547238E-004, 1.0468701E-002, 3.2378326E-004, 2.1755972E-004, 0.0000000E+000,-2.2798941E-004,-2.9213810E-003, 1.0907527E-002, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 5.1408831E-001, 1.9147564E-004, 2.1951872E-005
